row_id,player_id,player_name,club,season,matched,match_type,name_score,club_score,fbref_player_name,fbref_club
1444,91849,Thomas Delaney,Borussia Dortmund,2020,True,exact,100,64,Thomas Delaney,Dortmund
1445,91849,Thomas Delaney,Borussia Dortmund,2021,True,exact,100,64,Thomas Delaney,Dortmund
1446,91970,Juan Cuadrado,Juventus FC,2017,True,exact,100,84,Juan Cuadrado,Juventus
1447,91970,Juan Cuadrado,Juventus FC,2018,True,exact,100,84,Juan Cuadrado,Juventus
1448,91970,Juan Cuadrado,Juventus FC,2019,True,exact,100,84,Juan Cuadrado,Juventus
1449,91970,Juan Cuadrado,Juventus FC,2020,True,exact,100,84,Juan Cuadrado,Juventus
1450,91970,Juan Cuadrado,Juventus FC,2021,True,exact,100,84,Juan Cuadrado,Juventus
1451,92469,Matt Ritchie,Newcastle United,2017,True,exact,100,72,Matt Ritchie,Newcastle
1452,92469,Matt Ritchie,Newcastle United,2018,True,exact,100,72,Matt Ritchie,Newcastle
1453,92469,Matt Ritchie,Newcastle United,2019,True,exact,100,72,Matt Ritchie,Newcastle
1454,92571,Aaron Cresswell,West Ham United,2017,True,exact,100,69,Aaron Cresswell,West Ham
1455,92571,Aaron Cresswell,West Ham United,2018,True,exact,100,69,Aaron Cresswell,West Ham
1456,92571,Aaron Cresswell,West Ham United,2019,True,exact,100,69,Aaron Cresswell,West Ham
1457,92571,Aaron Cresswell,West Ham United,2020,True,exact,100,69,Aaron Cresswell,West Ham
1458,92572,Joel Ward,Crystal Palace,2017,True,exact,100,100,Joel Ward,Crystal Palace
1459,92693,Darío Benedetto,Olympique Marseille,2019,True,exact,100,64,Darío Benedetto,Marseille
1460,92693,Darío Benedetto,Olympique Marseille,2020,True,exact,100,64,Darío Benedetto,Marseille
1461,92947,Sergi Gómez,Celta de Vigo,2017,True,exact,100,86,Sergi Gómez,Celta Vigo
1462,92947,Sergi Gómez,Sevilla FC,2018,True,exact,100,82,Sergi Gómez,Sevilla
1463,93128,Kalidou Koulibaly,SSC Napoli,2017,True,exact,100,75,Kalidou Koulibaly,Napoli
1464,93128,Kalidou Koulibaly,SSC Napoli,2018,True,exact,100,75,Kalidou Koulibaly,Napoli
1465,93128,Kalidou Koulibaly,SSC Napoli,2019,True,exact,100,75,Kalidou Koulibaly,Napoli
1466,93128,Kalidou Koulibaly,SSC Napoli,2020,True,exact,100,75,Kalidou Koulibaly,Napoli
1467,93128,Kalidou Koulibaly,SSC Napoli,2021,True,exact,100,75,Kalidou Koulibaly,Napoli
1468,93128,Kalidou Koulibaly,Chelsea FC,2022,True,exact,100,82,Kalidou Koulibaly,Chelsea
1469,93176,Marcos Rojo,Manchester United,2017,True,exact,100,90,Marcos Rojo,Manchester Utd
1470,93176,Marcos Rojo,Manchester United,2018,True,exact,100,90,Marcos Rojo,Manchester Utd
1471,93176,Marcos Rojo,Manchester United,2019,True,exact,100,90,Marcos Rojo,Manchester Utd
1472,93704,Josuha Guilavogui,VfL Wolfsburg,2017,True,exact,100,81,Josuha Guilavogui,Wolfsburg
1473,93704,Josuha Guilavogui,VfL Wolfsburg,2018,True,exact,100,81,Josuha Guilavogui,Wolfsburg
1474,93704,Josuha Guilavogui,VfL Wolfsburg,2019,True,exact,100,81,Josuha Guilavogui,Wolfsburg
1475,93704,Josuha Guilavogui,VfL Wolfsburg,2020,True,exact,100,81,Josuha Guilavogui,Wolfsburg
1476,93707,Christian Günter,SC Freiburg,2017,True,exact,100,84,Christian Günter,Freiburg
1477,93707,Christian Günter,SC Freiburg,2018,True,exact,100,84,Christian Günter,Freiburg
1478,93707,Christian Günter,SC Freiburg,2019,True,exact,100,84,Christian Günter,Freiburg
1479,93707,Christian Günter,SC Freiburg,2020,True,exact,100,84,Christian Günter,Freiburg
1480,93707,Christian Günter,SC Freiburg,2021,True,exact,100,84,Christian Günter,Freiburg
1481,93707,Christian Günter,SC Freiburg,2022,True,exact,100,84,Christian Günter,Freiburg
1482,93707,Christian Günter,SC Freiburg,2023,True,exact,100,84,Christian Günter,Freiburg
1483,93720,Alexandre Lacazette,Arsenal FC,2017,True,exact,100,82,Alexandre Lacazette,Arsenal
1484,93720,Alexandre Lacazette,Arsenal FC,2018,True,exact,100,82,Alexandre Lacazette,Arsenal
1485,93720,Alexandre Lacazette,Arsenal FC,2019,True,exact,100,82,Alexandre Lacazette,Arsenal
1486,93720,Alexandre Lacazette,Arsenal FC,2020,True,exact,100,82,Alexandre Lacazette,Arsenal
1487,93720,Alexandre Lacazette,Arsenal FC,2021,True,exact,100,82,Alexandre Lacazette,Arsenal
1488,93720,Alexandre Lacazette,Olympique Lyon,2022,True,exact,100,44,Alexandre Lacazette,Lyon
1489,93720,Alexandre Lacazette,Olympique Lyon,2023,True,exact,100,44,Alexandre Lacazette,Lyon
1490,93720,Alexandre Lacazette,Olympique Lyon,2024,True,exact,100,44,Alexandre Lacazette,Lyon
1491,93740,Willi Orbán,RB Leipzig,2017,True,exact,100,100,Willi Orban,RB Leipzig
1492,93740,Willi Orbán,RB Leipzig,2018,True,exact,100,100,Willi Orban,RB Leipzig
1493,93740,Willi Orbán,RB Leipzig,2019,True,exact,100,100,Willi Orban,RB Leipzig
1494,93740,Willi Orbán,RB Leipzig,2020,True,exact,100,100,Willi Orban,RB Leipzig
1495,93740,Willi Orbán,RB Leipzig,2021,True,exact,100,100,Willi Orban,RB Leipzig
1496,93740,Willi Orbán,RB Leipzig,2022,True,exact,100,100,Willi Orban,RB Leipzig
1497,93740,Willi Orbán,RB Leipzig,2023,True,exact,100,100,Willi Orban,RB Leipzig
1498,93740,Willi Orbán,RB Leipzig,2024,True,exact,100,100,Willi Orban,RB Leipzig
1499,93763,Alexander Schwolow,SC Freiburg,2017,True,exact,100,84,Alexander Schwolow,Freiburg
1500,93763,Alexander Schwolow,SC Freiburg,2018,True,exact,100,84,Alexander Schwolow,Freiburg
1501,93763,Alexander Schwolow,SC Freiburg,2019,True,exact,100,84,Alexander Schwolow,Freiburg
1502,93763,Alexander Schwolow,Hertha BSC,2020,True,exact,100,100,Alexander Schwolow,Hertha BSC
1503,93844,Leonardo Bittencourt,1.FC Köln,2017,True,exact,100,61,Leonardo Bittencourt,Köln
1504,93844,Leonardo Bittencourt,TSG 1899 Hoffenheim,2018,True,exact,100,68,Leonardo Bittencourt,Hoffenheim
1505,93905,Muhamed Besic,Everton FC,2017,True,exact,100,82,Muhamed Bešić,Everton
1506,93905,Muhamed Besic,Everton FC,2018,False,none,0,0,,
1507,93935,Sergio Escudero,Sevilla FC,2017,True,exact,100,82,Sergio Escudero,Sevilla
1508,93935,Sergio Escudero,Sevilla FC,2018,True,exact,100,82,Sergio Escudero,Sevilla
1509,94005,Sead Kolasinac,Arsenal FC,2017,True,exact,100,82,Sead Kolašinac,Arsenal
1510,94005,Sead Kolasinac,Arsenal FC,2018,True,exact,100,82,Sead Kolašinac,Arsenal
1511,94005,Sead Kolasinac,Arsenal FC,2019,True,exact,100,82,Sead Kolašinac,Arsenal
1512,94005,Sead Kolasinac,FC Schalke 04,2020,True,exact,100,86,Sead Kolašinac,Schalke 04
1513,94005,Sead Kolasinac,Olympique Marseille,2022,True,exact,100,64,Sead Kolašinac,Marseille
1514,94005,Sead Kolasinac,Atalanta BC,2023,True,exact,100,84,Sead Kolašinac,Atalanta
1515,94005,Sead Kolasinac,Atalanta BC,2024,True,exact,100,84,Sead Kolašinac,Atalanta
1516,94201,Robin Knoche,VfL Wolfsburg,2018,True,exact,100,81,Robin Knoche,Wolfsburg
1517,94201,Robin Knoche,VfL Wolfsburg,2019,True,exact,100,81,Robin Knoche,Wolfsburg
1518,94201,Robin Knoche,1.FC Union Berlin,2020,True,exact,100,82,Robin Knoche,Union Berlin
1519,94201,Robin Knoche,1.FC Union Berlin,2021,True,exact,100,82,Robin Knoche,Union Berlin
1520,94201,Robin Knoche,1.FC Union Berlin,2022,True,exact,100,82,Robin Knoche,Union Berlin
1521,94307,Filip Djuricic,US Sassuolo,2020,True,fuzzy,96,84,Filip Đuričić,Sassuolo
1522,94308,Marko Dmitrovic,SD Eibar,2018,True,exact,100,76,Marko Dmitrović,Eibar
1523,94308,Marko Dmitrovic,SD Eibar,2019,True,exact,100,76,Marko Dmitrović,Eibar
1524,94308,Marko Dmitrovic,SD Eibar,2020,True,exact,100,76,Marko Dmitrović,Eibar
1525,94308,Marko Dmitrovic,Sevilla FC,2021,True,exact,100,82,Marko Dmitrović,Sevilla
1526,94529,Stephan El Shaarawy,AS Roma,2017,True,exact,100,72,Stephan El Shaarawy,Roma
1527,94529,Stephan El Shaarawy,AS Roma,2018,True,exact,100,72,Stephan El Shaarawy,Roma
1528,94529,Stephan El Shaarawy,AS Roma,2020,True,exact,100,72,Stephan El Shaarawy,Roma
1529,94529,Stephan El Shaarawy,AS Roma,2021,True,exact,100,72,Stephan El Shaarawy,Roma
1530,94529,Stephan El Shaarawy,AS Roma,2022,True,exact,100,72,Stephan El Shaarawy,Roma
1531,94529,Stephan El Shaarawy,AS Roma,2023,True,exact,100,72,Stephan El Shaarawy,Roma
1532,95424,Kyle Walker,Manchester City,2017,True,exact,100,100,Kyle Walker,Manchester City
1533,95424,Kyle Walker,Manchester City,2018,True,exact,100,100,Kyle Walker,Manchester City
1534,95424,Kyle Walker,Manchester City,2019,True,exact,100,100,Kyle Walker,Manchester City
1535,95424,Kyle Walker,Manchester City,2020,True,exact,100,100,Kyle Walker,Manchester City
1536,95424,Kyle Walker,Manchester City,2021,True,exact,100,100,Kyle Walker,Manchester City
1537,95424,Kyle Walker,Manchester City,2022,True,exact,100,100,Kyle Walker,Manchester City
1538,95424,Kyle Walker,Manchester City,2023,True,exact,100,100,Kyle Walker,Manchester City
1539,95435,Connor Wickham,Crystal Palace,2017,False,none,0,0,,
1540,95732,Martin Braithwaite,FC Girondins Bordeaux,2017,True,exact,100,55,Martin Braithwaite,Bordeaux
1541,95732,Martin Braithwaite,CD Leganés,2018,True,exact,100,82,Martin Braithwaite,Leganés
1542,95732,Martin Braithwaite,CD Leganés,2019,True,exact,100,82,Martin Braithwaite,Leganés
1543,95732,Martin Braithwaite,FC Barcelona,2020,True,exact,100,85,Martin Braithwaite,Barcelona
1544,95732,Martin Braithwaite,FC Barcelona,2021,True,exact,100,85,Martin Braithwaite,Barcelona
1545,95732,Martin Braithwaite,RCD Espanyol Barcelona,2022,True,exact,100,53,Martin Braithwaite,Espanyol
1546,95810,Kieran Trippier,Tottenham Hotspur,2017,True,exact,100,69,Kieran Trippier,Tottenham
1547,95810,Kieran Trippier,Tottenham Hotspur,2018,True,exact,100,69,Kieran Trippier,Tottenham
1548,95810,Kieran Trippier,Atlético de Madrid,2019,True,exact,100,90,Kieran Trippier,Atlético Madrid
1549,95810,Kieran Trippier,Atlético de Madrid,2020,True,exact,100,90,Kieran Trippier,Atlético Madrid
1550,95810,Kieran Trippier,Atlético de Madrid,2021,True,exact,100,90,Kieran Trippier,Atlético Madrid
1551,95810,Kieran Trippier,Newcastle United,2022,True,exact,100,72,Kieran Trippier,Newcastle
1552,95810,Kieran Trippier,Newcastle United,2023,True,exact,100,72,Kieran Trippier,Newcastle
1553,95976,Alex McCarthy,Southampton FC,2018,True,exact,100,88,Alex McCarthy,Southampton
1554,95976,Alex McCarthy,Southampton FC,2020,True,exact,100,88,Alex McCarthy,Southampton
1555,96167,Amin Younes,SSC Napoli,2018,True,exact,100,75,Amin Younes,Napoli
1556,96167,Amin Younes,SSC Napoli,2019,True,exact,100,75,Amin Younes,Napoli
1557,96167,Amin Younes,Eintracht Frankfurt,2020,True,exact,100,64,Amin Younes,Frankfurt
1558,96341,Romelu Lukaku,Manchester United,2017,True,exact,100,90,Romelu Lukaku,Manchester Utd
1559,96341,Romelu Lukaku,Manchester United,2018,True,exact,100,90,Romelu Lukaku,Manchester Utd
1560,96341,Romelu Lukaku,Inter Milan,2019,True,exact,100,62,Romelu Lukaku,Inter
1561,96341,Romelu Lukaku,Inter Milan,2020,True,exact,100,62,Romelu Lukaku,Inter
1562,96341,Romelu Lukaku,Chelsea FC,2021,True,exact,100,82,Romelu Lukaku,Chelsea
1563,96341,Romelu Lukaku,Inter Milan,2022,True,exact,100,62,Romelu Lukaku,Inter
1564,96341,Romelu Lukaku,AS Roma,2023,True,exact,100,72,Romelu Lukaku,Roma
1565,96341,Romelu Lukaku,SSC Napoli,2024,True,exact,100,75,Romelu Lukaku,Napoli
1566,96630,Ante Coric,AS Roma,2018,True,exact,100,72,Ante Ćorić,Roma
1567,96718,Óscar de Marcos,Athletic Bilbao,2017,True,exact,100,78,Óscar de Marcos,Athletic Club
1568,96718,Óscar de Marcos,Athletic Bilbao,2018,True,exact,100,78,Óscar de Marcos,Athletic Club
1569,96754,Fabio Borini,AC Milan,2017,True,exact,100,76,Fabio Borini,Milan
1570,96754,Fabio Borini,AC Milan,2018,True,exact,100,76,Fabio Borini,Milan
1571,96828,Simone Zaza,Valencia CF,2017,True,exact,100,84,Simone Zaza,Valencia
1572,96828,Simone Zaza,Torino FC,2018,True,exact,100,80,Simone Zaza,Torino
1573,96828,Simone Zaza,Torino FC,2019,True,exact,100,80,Simone Zaza,Torino
1574,98240,Ciaran Clark,Newcastle United,2017,True,exact,100,72,Ciaran Clark,Newcastle
1575,98240,Ciaran Clark,Newcastle United,2018,True,exact,100,72,Ciaran Clark,Newcastle
1576,98249,Takashi Inui,SD Eibar,2017,True,exact,100,76,Takashi Inui,Eibar
1577,98322,Denis Cheryshev,Valencia CF,2018,True,exact,100,84,Denis Cheryshev,Valencia
1578,98596,John Guidetti,Deportivo Alavés,2017,True,exact,100,54,John Guidetti,Alavés
1579,99180,Federico Santander,Bologna FC 1909,2018,True,exact,100,63,Federico Santander,Bologna
1580,99227,Andrea Bertolacci,Genoa CFC,2017,True,exact,100,71,Andrea Bertolacci,Genoa
1581,99254,Luigi Sepe,Parma Calcio 1913,2018,True,exact,100,45,Luigi Sepe,Parma
1582,99331,Jannik Vestergaard,Borussia Mönchengladbach,2017,True,exact,100,50,Jannik Vestergaard,Gladbach
1583,99331,Jannik Vestergaard,Southampton FC,2018,True,exact,100,88,Jannik Vestergaard,Southampton
1584,99331,Jannik Vestergaard,Southampton FC,2019,True,exact,100,88,Jannik Vestergaard,Southampton
1585,99331,Jannik Vestergaard,Southampton FC,2020,True,exact,100,88,Jannik Vestergaard,Southampton
1586,99331,Jannik Vestergaard,Leicester City,2021,True,exact,100,100,Jannik Vestergaard,Leicester City
1587,99343,Ander Herrera,Manchester United,2017,True,exact,100,90,Ander Herrera,Manchester Utd
1588,99343,Ander Herrera,Manchester United,2018,True,exact,100,90,Ander Herrera,Manchester Utd
1589,99343,Ander Herrera,Paris Saint-Germain,2019,True,exact,100,18,Ander Herrera,PSG
1590,99343,Ander Herrera,Paris Saint-Germain,2020,True,exact,100,18,Ander Herrera,PSG
1591,99343,Ander Herrera,Paris Saint-Germain,2021,True,exact,100,18,Ander Herrera,PSG
1592,99353,Portu,Girona FC,2017,True,exact,100,80,Portu,Girona
1593,99353,Portu,Girona FC,2018,True,exact,100,80,Portu,Girona
1594,99353,Portu,Real Sociedad,2019,True,exact,100,100,Portu,Real Sociedad
1595,99353,Portu,Real Sociedad,2020,True,exact,100,100,Portu,Real Sociedad
1596,99353,Portu,Real Sociedad,2021,True,exact,100,100,Portu,Real Sociedad
1597,99922,Marc Bartra,Borussia Dortmund,2017,True,exact,100,64,Marc Bartra,Dortmund
1598,99922,Marc Bartra,Real Betis Balompié,2018,True,exact,100,68,Marc Bartra,Real Betis
1599,99922,Marc Bartra,Real Betis Balompié,2019,True,exact,100,68,Marc Bartra,Real Betis
1600,99922,Marc Bartra,Real Betis Balompié,2020,True,exact,100,68,Marc Bartra,Real Betis
1601,99922,Marc Bartra,Real Betis Balompié,2021,True,exact,100,68,Marc Bartra,Real Betis
1602,100131,William Carvalho,Real Betis Balompié,2018,True,exact,100,68,William Carvalho,Real Betis
1603,100131,William Carvalho,Real Betis Balompié,2019,True,exact,100,68,William Carvalho,Real Betis
1604,100131,William Carvalho,Real Betis Balompié,2020,True,exact,100,68,William Carvalho,Real Betis
1605,100131,William Carvalho,Real Betis Balompié,2021,True,exact,100,68,William Carvalho,Real Betis
1606,100131,William Carvalho,Real Betis Balompié,2022,True,exact,100,68,William Carvalho,Real Betis
1607,100986,Thomas Meunier,Paris Saint-Germain,2017,True,exact,100,18,Thomas Meunier,PSG
1608,100986,Thomas Meunier,Paris Saint-Germain,2018,True,exact,100,18,Thomas Meunier,PSG
1609,100986,Thomas Meunier,Paris Saint-Germain,2019,True,exact,100,18,Thomas Meunier,PSG
1610,100986,Thomas Meunier,Borussia Dortmund,2020,True,exact,100,64,Thomas Meunier,Dortmund
1611,100986,Thomas Meunier,Borussia Dortmund,2021,True,exact,100,64,Thomas Meunier,Dortmund
1612,100986,Thomas Meunier,Borussia Dortmund,2022,True,exact,100,64,Thomas Meunier,Dortmund
1613,101118,Joel Robles,Real Betis Balompié,2018,True,exact,100,68,Joel Robles,Real Betis
1614,101118,Joel Robles,Real Betis Balompié,2019,True,exact,100,68,Joel Robles,Real Betis
1615,101213,Pedro Obiang,West Ham United,2017,True,exact,100,69,Pedro Obiang,West Ham
1616,101213,Pedro Obiang,West Ham United,2018,True,exact,100,69,Pedro Obiang,West Ham
1617,101213,Pedro Obiang,US Sassuolo,2019,True,exact,100,84,Pedro Obiang,Sassuolo
1618,101213,Pedro Obiang,US Sassuolo,2020,True,exact,100,84,Pedro Obiang,Sassuolo
1619,101500,Matej Vydra,Burnley FC,2018,True,exact,100,82,Matěj Vydra,Burnley
1620,102017,Jorginho,SSC Napoli,2017,True,exact,100,75,Jorginho,Napoli
1621,102017,Jorginho,Chelsea FC,2018,True,exact,100,82,Jorginho,Chelsea
1622,102017,Jorginho,Chelsea FC,2019,True,exact,100,82,Jorginho,Chelsea
1623,102017,Jorginho,Chelsea FC,2020,True,exact,100,82,Jorginho,Chelsea
1624,102017,Jorginho,Chelsea FC,2021,True,exact,100,82,Jorginho,Chelsea
1625,102017,Jorginho,Chelsea FC,2022,True,exact,100,82,Jorginho,Chelsea
1626,102017,Jorginho,Arsenal FC,2023,True,exact,100,82,Jorginho,Arsenal
1627,102017,Jorginho,Arsenal FC,2024,True,exact,100,82,Jorginho,Arsenal
1628,102226,Thorgan Hazard,Borussia Mönchengladbach,2017,True,exact,100,50,Thorgan Hazard,Gladbach
1629,102226,Thorgan Hazard,Borussia Mönchengladbach,2018,True,exact,100,50,Thorgan Hazard,Gladbach
1630,102226,Thorgan Hazard,Borussia Dortmund,2019,True,exact,100,64,Thorgan Hazard,Dortmund
1631,102226,Thorgan Hazard,Borussia Dortmund,2020,True,exact,100,64,Thorgan Hazard,Dortmund
1632,102226,Thorgan Hazard,Borussia Dortmund,2021,True,exact,100,64,Thorgan Hazard,Dortmund
1633,102226,Thorgan Hazard,Borussia Dortmund,2022,True,exact,100,64,Thorgan Hazard,Dortmund
1634,102226,Thorgan Hazard,Borussia Dortmund,2023,True,exact,100,64,Thorgan Hazard,Dortmund
1635,102258,Matthew Lowton,Burnley FC,2017,True,exact,100,82,Matthew Lowton,Burnley
1636,102258,Matthew Lowton,Burnley FC,2018,True,exact,100,82,Matthew Lowton,Burnley
1637,102423,Leandro Cabrera,Getafe CF,2018,True,exact,100,80,Leandro Cabrera,Getafe
1638,102423,Leandro Cabrera,RCD Espanyol Barcelona,2019,True,exact,100,53,Leandro Cabrera,Espanyol
1639,102558,Marco Verratti,Paris Saint-Germain,2017,True,exact,100,18,Marco Verratti,PSG
1640,102558,Marco Verratti,Paris Saint-Germain,2018,True,exact,100,18,Marco Verratti,PSG
1641,102558,Marco Verratti,Paris Saint-Germain,2019,True,exact,100,18,Marco Verratti,PSG
1642,102558,Marco Verratti,Paris Saint-Germain,2020,True,exact,100,18,Marco Verratti,PSG
1643,102558,Marco Verratti,Paris Saint-Germain,2021,True,exact,100,18,Marco Verratti,PSG
1644,102558,Marco Verratti,Paris Saint-Germain,2022,True,exact,100,18,Marco Verratti,PSG
1645,103427,Chris Smalling,Manchester United,2017,True,exact,100,90,Chris Smalling,Manchester Utd
1646,103427,Chris Smalling,Manchester United,2018,True,exact,100,90,Chris Smalling,Manchester Utd
1647,103427,Chris Smalling,AS Roma,2019,True,exact,100,72,Chris Smalling,Roma
1648,103427,Chris Smalling,AS Roma,2020,True,exact,100,72,Chris Smalling,Roma
1649,103427,Chris Smalling,AS Roma,2021,True,exact,100,72,Chris Smalling,Roma
1650,103427,Chris Smalling,AS Roma,2022,True,exact,100,72,Chris Smalling,Roma
1651,103565,Wahbi Khazri,Stade Rennais FC,2017,True,exact,100,45,Wahbi Khazri,Rennes
1652,103565,Wahbi Khazri,AS Saint-Étienne,2018,True,exact,100,89,Wahbi Khazri,Saint-Étienne
1653,103565,Wahbi Khazri,AS Saint-Étienne,2019,True,exact,100,89,Wahbi Khazri,Saint-Étienne
1654,104124,Michail Antonio,West Ham United,2017,True,exact,100,69,Michail Antonio,West Ham
1655,104124,Michail Antonio,West Ham United,2018,True,exact,100,69,Michail Antonio,West Ham
1656,104124,Michail Antonio,West Ham United,2019,True,exact,100,69,Michail Antonio,West Ham
1657,104124,Michail Antonio,West Ham United,2020,True,exact,100,69,Michail Antonio,West Ham
1658,104124,Michail Antonio,West Ham United,2021,True,exact,100,69,Michail Antonio,West Ham
1659,104124,Michail Antonio,West Ham United,2022,True,exact,100,69,Michail Antonio,West Ham
1660,104223,Jordy Clasie,Southampton FC,2018,False,none,0,0,,
1661,104597,Bram Nuytinck,Udinese Calcio,2020,True,exact,100,66,Bram Nuytinck,Udinese
1662,104752,Konstantinos Manolas,AS Roma,2017,False,none,0,0,,
1663,104752,Konstantinos Manolas,AS Roma,2018,False,none,0,0,,
1664,104752,Konstantinos Manolas,SSC Napoli,2019,False,none,0,0,,
1665,104752,Konstantinos Manolas,SSC Napoli,2020,False,none,0,0,,
1666,105470,Alisson,AS Roma,2017,True,exact,100,72,Alisson,Roma
1667,105470,Alisson,Liverpool FC,2018,True,exact,100,85,Alisson,Liverpool
1668,105470,Alisson,Liverpool FC,2019,True,exact,100,85,Alisson,Liverpool
1669,105470,Alisson,Liverpool FC,2020,True,exact,100,85,Alisson,Liverpool
1670,105470,Alisson,Liverpool FC,2021,True,exact,100,85,Alisson,Liverpool
1671,105470,Alisson,Liverpool FC,2022,True,exact,100,85,Alisson,Liverpool
1672,105470,Alisson,Liverpool FC,2023,True,exact,100,85,Alisson,Liverpool
1673,105470,Alisson,Liverpool FC,2024,True,exact,100,85,Alisson,Liverpool
1674,105521,Ciro Immobile,SS Lazio,2017,True,exact,100,76,Ciro Immobile,Lazio
1675,105521,Ciro Immobile,SS Lazio,2018,True,exact,100,76,Ciro Immobile,Lazio
1676,105521,Ciro Immobile,SS Lazio,2019,True,exact,100,76,Ciro Immobile,Lazio
1677,105521,Ciro Immobile,SS Lazio,2020,True,exact,100,76,Ciro Immobile,Lazio
1678,105521,Ciro Immobile,SS Lazio,2021,True,exact,100,76,Ciro Immobile,Lazio
1679,105521,Ciro Immobile,SS Lazio,2022,True,exact,100,76,Ciro Immobile,Lazio
1680,105892,Lucas Castro,Chievo Verona,2017,True,exact,100,63,Lucas Castro,Chievo
1681,105892,Lucas Castro,Cagliari Calcio,2018,True,exact,100,69,Lucas Castro,Cagliari
1682,105899,Guido Pizarro,Sevilla FC,2017,True,exact,100,82,Guido Pizarro,Sevilla
1683,106270,Florian Kainz,1.FC Köln,2022,True,exact,100,61,Florian Kainz,Köln
1684,106405,Jeffrey Gouweleeuw,FC Augsburg,2017,True,exact,100,84,Jeffrey Gouweleeuw,Augsburg
1685,106405,Jeffrey Gouweleeuw,FC Augsburg,2018,True,exact,100,84,Jeffrey Gouweleeuw,Augsburg
1686,106405,Jeffrey Gouweleeuw,FC Augsburg,2019,True,exact,100,84,Jeffrey Gouweleeuw,Augsburg
1687,106405,Jeffrey Gouweleeuw,FC Augsburg,2020,True,exact,100,84,Jeffrey Gouweleeuw,Augsburg
1688,106872,Kevin Stöger,Fortuna Düsseldorf,2018,True,exact,100,71,Kevin Stöger,Düsseldorf
1689,106872,Kevin Stöger,VfL Bochum,2023,True,exact,100,75,Kevin Stöger,Bochum
1690,106987,Marcel Sabitzer,RB Leipzig,2017,True,exact,100,100,Marcel Sabitzer,RB Leipzig
1691,106987,Marcel Sabitzer,RB Leipzig,2018,True,exact,100,100,Marcel Sabitzer,RB Leipzig
1692,106987,Marcel Sabitzer,RB Leipzig,2019,True,exact,100,100,Marcel Sabitzer,RB Leipzig
1693,106987,Marcel Sabitzer,RB Leipzig,2020,True,exact,100,100,Marcel Sabitzer,RB Leipzig
1694,106987,Marcel Sabitzer,RB Leipzig,2021,True,exact,100,100,Marcel Sabitzer,RB Leipzig
1695,106987,Marcel Sabitzer,Bayern Munich,2022,True,exact,100,100,Marcel Sabitzer,Bayern Munich
1696,106987,Marcel Sabitzer,Borussia Dortmund,2023,True,exact,100,64,Marcel Sabitzer,Dortmund
1697,106987,Marcel Sabitzer,Borussia Dortmund,2024,True,exact,100,64,Marcel Sabitzer,Dortmund
1698,107010,Stefan Savic,Atlético de Madrid,2017,True,exact,100,90,Stefan Savić,Atlético Madrid
1699,107010,Stefan Savic,Atlético de Madrid,2018,True,exact,100,90,Stefan Savić,Atlético Madrid
1700,107010,Stefan Savic,Atlético de Madrid,2019,True,exact,100,90,Stefan Savić,Atlético Madrid
1701,107010,Stefan Savic,Atlético de Madrid,2020,True,exact,100,90,Stefan Savić,Atlético Madrid
1702,107010,Stefan Savic,Atlético de Madrid,2021,True,exact,100,90,Stefan Savić,Atlético Madrid
1703,107010,Stefan Savic,Atlético de Madrid,2022,True,exact,100,90,Stefan Savić,Atlético Madrid
1704,107775,Frederik Rönnow,1.FC Union Berlin,2022,True,exact,100,82,Frederik Rønnow,Union Berlin
1705,108354,Jordan Ayew,Swansea City,2017,True,exact,100,100,Jordan Ayew,Swansea City
1706,108354,Jordan Ayew,Crystal Palace,2018,True,exact,100,100,Jordan Ayew,Crystal Palace
1707,108354,Jordan Ayew,Crystal Palace,2019,True,exact,100,100,Jordan Ayew,Crystal Palace
1708,108354,Jordan Ayew,Crystal Palace,2020,True,exact,100,100,Jordan Ayew,Crystal Palace
1709,108354,Jordan Ayew,Crystal Palace,2021,True,exact,100,100,Jordan Ayew,Crystal Palace
1710,108354,Jordan Ayew,Crystal Palace,2022,True,exact,100,100,Jordan Ayew,Crystal Palace
1711,108390,Thibaut Courtois,Chelsea FC,2017,True,exact,100,82,Thibaut Courtois,Chelsea
1712,108390,Thibaut Courtois,Real Madrid,2018,True,exact,100,100,Thibaut Courtois,Real Madrid
1713,108390,Thibaut Courtois,Real Madrid,2019,True,exact,100,100,Thibaut Courtois,Real Madrid
1714,108390,Thibaut Courtois,Real Madrid,2020,True,exact,100,100,Thibaut Courtois,Real Madrid
1715,108390,Thibaut Courtois,Real Madrid,2021,True,exact,100,100,Thibaut Courtois,Real Madrid
1716,108390,Thibaut Courtois,Real Madrid,2022,True,exact,100,100,Thibaut Courtois,Real Madrid
1717,108390,Thibaut Courtois,Real Madrid,2023,True,exact,100,100,Thibaut Courtois,Real Madrid
1718,108390,Thibaut Courtois,Real Madrid,2024,True,exact,100,100,Thibaut Courtois,Real Madrid
1719,108537,Jonas Hector,1.FC Köln,2017,True,exact,100,61,Jonas Hector,Köln
1720,108537,Jonas Hector,1.FC Köln,2019,True,exact,100,61,Jonas Hector,Köln
1721,108537,Jonas Hector,1.FC Köln,2020,True,exact,100,61,Jonas Hector,Köln
1722,108650,Yuya Osako,SV Werder Bremen,2018,True,exact,100,89,Yuya Osako,Werder Bremen
1723,108725,Chris Wood,Burnley FC,2017,True,exact,100,82,Chris Wood,Burnley
