row_id,player_id,player_name,club,season,matched,match_type,name_score,club_score,fbref_player_name,fbref_club
9590,659518,Félix Lemaréchal,AS Monaco,2023,False,none,0,0,,
9604,660438,Orri Óskarsson,Real Sociedad,2024,False,none,0,0,,
9622,663581,Vini Souza,RCD Espanyol Barcelona,2022,False,none,0,0,,
9623,663581,Vini Souza,Sheffield United,2023,False,none,0,0,,
9634,666974,Mikayil Faye,FC Barcelona,2023,False,none,0,0,,
9635,666974,Mikayil Faye,Stade Rennais FC,2024,False,none,0,0,,
9642,668207,Petar Sučić,Inter Milan,2024,False,none,0,0,,
9652,669366,Tom Cannon,Leicester City,2024,False,none,0,0,,
9684,676318,Facundo Pellistri,Manchester United,2024,False,none,0,0,,
9700,684210,Jaidon Anthony,AFC Bournemouth,2024,False,none,0,0,,
9702,686965,Juan Cabal,Juventus FC,2024,False,none,0,0,,
9705,687626,Moisés Caicedo,Brighton & Hove Albion,2020,False,none,0,0,,
9734,696589,Tim Iroegbunam,Aston Villa,2022,False,none,0,0,,
9765,708678,Isaak Touré,AJ Auxerre,2022,False,none,0,0,,
9766,708678,Isaak Touré,FC Lorient,2023,False,none,0,0,,
9767,708678,Isaak Touré,Udinese Calcio,2024,False,none,0,0,,
9782,711382,Jon Karrikaburu,Real Sociedad,2021,False,none,0,0,,
9804,712107,Luiz Júnior,Villarreal CF,2024,False,none,0,0,,
9809,717411,Yegor Yarmolyuk,Brentford FC,2023,False,none,0,0,,
9810,717411,Yegor Yarmolyuk,Brentford FC,2024,False,none,0,0,,
9844,735571,Rodrigo Muniz,Fulham FC,2022,False,none,0,0,,
9860,743591,Savinho,Girona FC,2023,False,none,0,0,,
9861,743591,Savinho,Manchester City,2024,False,none,0,0,,
9883,747951,Shea Charles,Southampton FC,2024,False,none,0,0,,
9900,776798,Abdallah Sima,Brighton & Hove Albion,2021,False,none,0,0,,
9902,776798,Abdallah Sima,Brighton & Hove Albion,2023,False,none,0,0,,
9917,787232,David Datro Fofana,Chelsea FC,2024,False,none,0,0,,
9935,796297,Jobe Bellingham,Borussia Dortmund,2024,False,none,0,0,,
9961,810096,Ismaël Gharbi,Paris Saint-Germain,2023,False,none,0,0,,
9966,811778,Álvaro Carreras,Manchester United,2022,False,none,0,0,,
9996,834397,Mike Penders,Chelsea FC,2024,False,none,0,0,,
10092,923759,Valentin Atangana,Stade Reims,2024,False,none,0,0,,
10105,930781,Pio Esposito,Inter Milan,2024,False,none,0,0,,
10130,948294,Nico Paz,Real Madrid,2023,False,none,0,0,,
10131,948294,Nico Paz,Como 1907,2024,False,none,0,0,,
10138,961022,Benja Domínguez,Bologna FC 1909,2024,False,none,0,0,,
10156,984964,Niccolò Fortini,ACF Fiorentina,2024,False,none,0,0,,
10157,991268,Samu Aghehowa,Deportivo Alavés,2023,False,none,0,0,,
10182,1042886,Chido Obi,Manchester United,2024,False,none,0,0,,
10191,1064871,Joaquín Panichelli,Deportivo Alavés,2024,False,none,0,0,,
10197,1082850,Deivid Washington,Chelsea FC,2024,False,none,0,0,,
10207,1145504,Aarón Anselmino,Chelsea FC,2024,False,none,0,0,,
10208,1178758,Malick Yalcouyé,Brighton & Hove Albion,2024,False,none,0,0,,
