league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2022,Southampton,Theo Walcott,ENG,"MF,FW",33,1989,20,13,1129,12.5,2,2,4,2,0,0,1,0,0.16,0.16,0.32,0.16,0.32,2022-2023,standard
ENG-Premier League,2022,Southampton,Tino Livramento,ENG,"DF,MF",19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Southampton,Yan Valery,TUN,DF,23,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Arnaut Danjuma,NED,MF,25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,2022-2023,standard
ENG-Premier League,2022,Tottenham,Ben Davies,WAL,"DF,MF",29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,2022-2023,standard
ENG-Premier League,2022,Tottenham,Bryan Gil,ESP,"MF,FW",21,2001,4,2,148,1.6,0,1,1,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61,2022-2023,standard
ENG-Premier League,2022,Tottenham,Clément Lenglet,FRA,DF,27,1995,26,24,2019,22.4,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,2022-2023,standard
ENG-Premier League,2022,Tottenham,Cristian Romero,ARG,DF,24,1998,27,26,2364,26.3,0,1,1,0,0,0,11,1,0.0,0.04,0.04,0.0,0.04,2022-2023,standard
ENG-Premier League,2022,Tottenham,Davinson Sánchez,COL,DF,26,1996,18,8,858,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Dejan Kulusevski,SWE,"MF,FW",22,2000,30,23,2067,23.0,2,7,9,2,0,0,2,0,0.09,0.3,0.39,0.09,0.39,2022-2023,standard
ENG-Premier League,2022,Tottenham,Djed Spence,ENG,"DF,MF",21,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Emerson,BRA,"MF,DF",23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,0.1,0.05,0.16,0.1,0.16,2022-2023,standard
ENG-Premier League,2022,Tottenham,Eric Dier,ENG,DF,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,0.06,0.03,0.1,0.06,0.1,2022-2023,standard
ENG-Premier League,2022,Tottenham,Fraser Forster,ENG,GK,34,1988,14,13,1215,13.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,George Abbott,ENG,MF,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Harry Kane,ENG,FW,29,1993,38,38,3405,37.8,30,3,33,25,5,6,6,0,0.79,0.08,0.87,0.66,0.74,2022-2023,standard
ENG-Premier League,2022,Tottenham,Harvey White,ENG,MF,20,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Hugo Lloris,FRA,GK,35,1986,25,25,2205,24.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Ivan Perišić,CRO,MF,33,1989,34,23,2108,23.4,1,8,9,1,0,0,6,0,0.04,0.34,0.38,0.04,0.38,2022-2023,standard
ENG-Premier League,2022,Tottenham,Japhet Tanganga,ENG,DF,23,1999,4,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Lucas Moura,BRA,"FW,MF",29,1992,15,0,153,1.7,1,0,1,1,0,0,0,1,0.59,0.0,0.59,0.59,0.59,2022-2023,standard
ENG-Premier League,2022,Tottenham,Matt Doherty,IRL,MF,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,2022-2023,standard
ENG-Premier League,2022,Tottenham,Matthew Craig,SCO,MF,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Tottenham,Oliver Skipp,ENG,MF,21,2000,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,2022-2023,standard
ENG-Premier League,2022,Tottenham,Pape Matar Sarr,SEN,MF,19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41,2022-2023,standard
ENG-Premier League,2022,Tottenham,Pedro Porro,ESP,MF,22,1999,15,13,1131,12.6,3,3,6,3,0,0,0,0,0.24,0.24,0.48,0.24,0.48,2022-2023,standard
ENG-Premier League,2022,Tottenham,Pierre Højbjerg,DEN,MF,26,1995,35,35,3131,34.8,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,2022-2023,standard
ENG-Premier League,2022,Tottenham,Richarlison,BRA,"MF,FW",25,1997,27,12,1010,11.2,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,2022-2023,standard
ENG-Premier League,2022,Tottenham,Rodrigo Bentancur,URU,MF,25,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,0.3,0.12,0.42,0.3,0.42,2022-2023,standard
ENG-Premier League,2022,Tottenham,Ryan Sessegnon,ENG,"MF,DF",22,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,0.22,0.0,0.22,0.22,0.22,2022-2023,standard
ENG-Premier League,2022,Tottenham,Son Heung-min,KOR,"MF,FW",30,1992,36,33,2888,32.1,10,6,16,10,0,0,2,0,0.31,0.19,0.5,0.31,0.5,2022-2023,standard
ENG-Premier League,2022,Tottenham,Yves Bissouma,MLI,MF,25,1996,23,10,1010,11.2,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Aaron Cresswell,ENG,DF,32,1989,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,2022-2023,standard
ENG-Premier League,2022,West Ham,Alphonse Areola,FRA,GK,29,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Angelo Ogbonna,ITA,DF,34,1988,16,13,1237,13.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Ben Johnson,ENG,"DF,MF",22,2000,17,9,866,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Conor Coventry,IRL,MF,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Craig Dawson,ENG,DF,32,1990,8,8,720,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Danny Ings,ENG,FW,30,1992,17,7,775,8.6,2,2,4,2,0,0,1,0,0.23,0.23,0.46,0.23,0.46,2022-2023,standard
ENG-Premier League,2022,West Ham,Declan Rice,ENG,MF,23,1999,37,36,3273,36.4,4,2,6,4,0,1,5,0,0.11,0.05,0.16,0.11,0.16,2022-2023,standard
ENG-Premier League,2022,West Ham,Divin Mubama,ENG,FW,17,2004,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Emerson Palmieri,ITA,"MF,DF",27,1994,22,16,1320,14.7,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,2022-2023,standard
ENG-Premier League,2022,West Ham,Flynn Downes,ENG,MF,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Gianluca Scamacca,ITA,FW,23,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,0.29,0.0,0.29,0.29,0.29,2022-2023,standard
ENG-Premier League,2022,West Ham,Jarrod Bowen,ENG,"MF,FW",25,1996,38,36,3233,35.9,6,5,11,5,1,2,2,0,0.17,0.14,0.31,0.14,0.28,2022-2023,standard
ENG-Premier League,2022,West Ham,Kurt Zouma,FRA,DF,27,1994,25,24,1989,22.1,2,0,2,2,0,0,0,0,0.09,0.0,0.09,0.09,0.09,2022-2023,standard
ENG-Premier League,2022,West Ham,Lucas Paquetá,BRA,MF,24,1997,28,27,2151,23.9,4,3,7,3,1,1,5,0,0.17,0.13,0.29,0.13,0.25,2022-2023,standard
ENG-Premier League,2022,West Ham,Manuel Lanzini,ARG,MF,29,1993,10,2,252,2.8,1,0,1,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36,2022-2023,standard
ENG-Premier League,2022,West Ham,Maxwel Cornet,CIV,MF,25,1996,14,2,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,West Ham,Michail Antonio,JAM,FW,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,0.25,0.15,0.39,0.25,0.39,2022-2023,standard
ENG-Premier League,2022,West Ham,Nayef Aguerd,MAR,DF,26,1996,18,17,1595,17.7,2,0,2,2,0,0,4,0,0.11,0.0,0.11,0.11,0.11,2022-2023,standard
ENG-Premier League,2022,West Ham,Pablo Fornals,ESP,MF,26,1996,32,17,1503,16.7,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,2022-2023,standard
ENG-Premier League,2022,West Ham,Saïd Benrahma,ALG,"MF,FW",26,1995,35,22,2069,23.0,6,3,9,2,4,4,0,0,0.26,0.13,0.39,0.09,0.22,2022-2023,standard
ENG-Premier League,2022,West Ham,Thilo Kehrer,GER,DF,25,1996,27,25,2230,24.8,0,2,2,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,2022-2023,standard
ENG-Premier League,2022,West Ham,Tomáš Souček,CZE,MF,27,1995,36,32,2815,31.3,2,3,5,2,0,0,3,0,0.06,0.1,0.16,0.06,0.16,2022-2023,standard
ENG-Premier League,2022,West Ham,Vladimír Coufal,CZE,"DF,MF",29,1992,27,24,2136,23.7,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,2022-2023,standard
ENG-Premier League,2022,West Ham,Łukasz Fabiański,POL,GK,37,1985,36,36,3111,34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Adama Traoré,ESP,"MF,FW",26,1996,34,12,1496,16.6,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,2022-2023,standard
ENG-Premier League,2022,Wolves,Boubacar Traoré,MLI,MF,20,2001,10,4,411,4.6,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,2022-2023,standard
ENG-Premier League,2022,Wolves,Chem Campbell,WAL,"FW,MF",19,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Connor Ronan,IRL,MF,24,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Craig Dawson,ENG,DF,32,1990,17,17,1414,15.7,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,2022-2023,standard
ENG-Premier League,2022,Wolves,Daniel Bentley,ENG,GK,29,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Daniel Podence,POR,"MF,FW",26,1995,32,20,1771,19.7,6,0,6,6,0,0,5,0,0.3,0.0,0.3,0.3,0.3,2022-2023,standard
ENG-Premier League,2022,Wolves,Dexter Lembikisa,JAM,"DF,MF",18,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Diego Costa,ESP,FW,33,1988,23,16,1241,13.8,1,0,1,1,0,0,5,1,0.07,0.0,0.07,0.07,0.07,2022-2023,standard
ENG-Premier League,2022,Wolves,Gonçalo Guedes,POR,"FW,MF",25,1996,13,8,707,7.9,1,1,2,1,0,0,1,0,0.13,0.13,0.25,0.13,0.25,2022-2023,standard
ENG-Premier League,2022,Wolves,Hugo Bueno,ESP,DF,19,2002,21,16,1310,14.6,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
ENG-Premier League,2022,Wolves,Hwang Hee-chan,KOR,"FW,MF",26,1996,27,12,1130,12.6,3,1,4,3,0,0,1,0,0.24,0.08,0.32,0.24,0.32,2022-2023,standard
ENG-Premier League,2022,Wolves,Joe Hodge,IRL,MF,19,2002,6,1,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Jonny Castro,ESP,DF,28,1994,18,14,1261,14.0,1,0,1,1,0,0,3,1,0.07,0.0,0.07,0.07,0.07,2022-2023,standard
ENG-Premier League,2022,Wolves,José Sá,POR,GK,29,1993,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,João Gomes,BRA,MF,21,2001,11,7,653,7.3,1,0,1,1,0,0,5,0,0.14,0.0,0.14,0.14,0.14,2022-2023,standard
ENG-Premier League,2022,Wolves,João Moutinho,POR,MF,35,1986,31,20,1780,19.8,0,2,2,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,2022-2023,standard
ENG-Premier League,2022,Wolves,Leander Dendoncker,BEL,MF,27,1995,4,2,214,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Mario Lemina,GAB,MF,28,1993,19,17,1299,14.4,0,1,1,0,0,0,4,1,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
ENG-Premier League,2022,Wolves,Matheus Cunha,BRA,FW,23,1999,17,12,965,10.7,2,0,2,2,0,0,1,0,0.19,0.0,0.19,0.19,0.19,2022-2023,standard
ENG-Premier League,2022,Wolves,Matheus Nunes,POR,MF,23,1998,34,30,2467,27.4,1,1,2,1,0,0,2,1,0.04,0.04,0.07,0.04,0.07,2022-2023,standard
ENG-Premier League,2022,Wolves,Max Kilman,ENG,DF,25,1997,37,37,3307,36.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Morgan Gibbs-White,ENG,MF,22,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Nathan Collins,IRL,DF,21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Nélson Semedo,POR,DF,28,1993,36,31,2632,29.2,0,1,1,0,0,0,11,1,0.0,0.03,0.03,0.0,0.03,2022-2023,standard
ENG-Premier League,2022,Wolves,Pablo Sarabia,ESP,"MF,FW",30,1992,13,9,765,8.5,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,2022-2023,standard
ENG-Premier League,2022,Wolves,Pedro Neto,POR,"MF,FW",22,2000,18,13,964,10.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Rayan Aït-Nouri,ALG,"DF,MF",21,2001,21,9,1076,12.0,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,2022-2023,standard
ENG-Premier League,2022,Wolves,Raúl Jiménez,MEX,FW,31,1991,15,8,846,9.4,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,2022-2023,standard
ENG-Premier League,2022,Wolves,Rúben Neves,POR,MF,25,1997,35,33,3019,33.5,6,1,7,3,3,3,12,0,0.18,0.03,0.21,0.09,0.12,2022-2023,standard
ENG-Premier League,2022,Wolves,Saša Kalajdžić,AUT,FW,25,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ENG-Premier League,2022,Wolves,Toti Gomes,POR,DF,23,1999,17,10,984,10.9,1,0,1,1,0,0,6,0,0.09,0.0,0.09,0.09,0.09,2022-2023,standard
ESP-La Liga,2022,Almería,Adri Embarba,ESP,"FW,MF",30,1992,29,18,1472,16.4,4,3,7,3,1,1,5,1,0.24,0.18,0.43,0.18,0.37,2022-2023,standard
ESP-La Liga,2022,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",23,1999,30,20,1880,20.9,0,3,3,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,2022-2023,standard
ESP-La Liga,2022,Almería,Arnau Puigmal,ESP,MF,21,2001,22,7,763,8.5,1,0,1,1,0,0,4,0,0.12,0.0,0.12,0.12,0.12,2022-2023,standard
ESP-La Liga,2022,Almería,Chumi,ESP,DF,23,1999,21,15,1489,16.5,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06,2022-2023,standard
ESP-La Liga,2022,Almería,Curro,ESP,"FW,MF",26,1996,2,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,César de la Hoz,ESP,MF,30,1992,25,18,1673,18.6,1,0,1,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,2022-2023,standard
ESP-La Liga,2022,Almería,Diego Mariño,ESP,GK,32,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,Dyego Sousa,POR,FW,32,1989,20,3,527,5.9,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,2022-2023,standard
ESP-La Liga,2022,Almería,El Bilal Touré,MLI,FW,20,2001,21,15,1264,14.0,7,2,9,7,0,0,0,0,0.5,0.14,0.64,0.5,0.64,2022-2023,standard
ESP-La Liga,2022,Almería,Fernando,ESP,GK,32,1990,37,37,3285,36.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,Fernando Pacheco,ESP,GK,30,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,Francisco Portillo,ESP,MF,32,1990,27,4,722,8.0,2,1,3,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,2022-2023,standard
ESP-La Liga,2022,Almería,Gonzalo Melero,ESP,MF,28,1994,27,24,1855,20.6,4,3,7,3,1,1,5,0,0.19,0.15,0.34,0.15,0.29,2022-2023,standard
ESP-La Liga,2022,Almería,Houboulang Mendes,GNB,DF,24,1998,14,11,886,9.8,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,2022-2023,standard
ESP-La Liga,2022,Almería,José Carlos Lazo,ESP,MF,26,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,Kaiky,BRA,DF,18,2004,13,7,581,6.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,Largie Ramazani,BEL,"FW,MF",21,2001,33,13,1403,15.6,3,1,4,3,0,1,6,0,0.19,0.06,0.26,0.19,0.26,2022-2023,standard
ESP-La Liga,2022,Almería,Lucas Robertone,ARG,MF,25,1997,37,34,2843,31.6,2,7,9,2,0,0,7,0,0.06,0.22,0.28,0.06,0.28,2022-2023,standard
ESP-La Liga,2022,Almería,Luis Suárez,COL,FW,24,1997,21,18,1490,16.6,4,4,8,4,0,0,4,1,0.24,0.24,0.48,0.24,0.48,2022-2023,standard
ESP-La Liga,2022,Almería,Lázaro,BRA,"FW,MF",20,2002,19,7,716,8.0,6,0,6,6,0,0,1,0,0.75,0.0,0.75,0.75,0.75,2022-2023,standard
ESP-La Liga,2022,Almería,Léo Baptistão,BRA,"FW,MF",29,1992,28,24,1726,19.2,4,1,5,4,0,0,7,0,0.21,0.05,0.26,0.21,0.26,2022-2023,standard
ESP-La Liga,2022,Almería,Marko Milovanović,SRB,FW,18,2003,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Almería,Rodrigo Ely,BRA,DF,28,1993,36,36,3155,35.1,0,1,1,0,0,0,10,1,0.0,0.03,0.03,0.0,0.03,2022-2023,standard
ESP-La Liga,2022,Almería,Samu Costa,POR,MF,21,2000,32,22,1989,22.1,1,2,3,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14,2022-2023,standard
ESP-La Liga,2022,Almería,Sergio Akieme,ESP,DF,24,1997,29,27,2297,25.5,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,2022-2023,standard
ESP-La Liga,2022,Almería,Srđan Babić,SRB,DF,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,0.09,0.0,0.09,0.09,0.09,2022-2023,standard
ESP-La Liga,2022,Almería,Umar Sadiq,NGA,FW,25,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,0.75,0.0,0.75,0.75,0.75,2022-2023,standard
ESP-La Liga,2022,Almería,Álex Centelles,ESP,"DF,MF",24,1997,15,11,1123,12.5,1,2,3,1,0,0,0,1,0.08,0.16,0.24,0.08,0.24,2022-2023,standard
ESP-La Liga,2022,Almería,Íñigo Eguaras,ESP,MF,30,1992,25,10,967,10.7,1,1,2,1,0,0,6,0,0.09,0.09,0.19,0.09,0.19,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Adu Ares,ESP,MF,20,2001,8,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Aitor Paredes,ESP,DF,22,2000,16,9,859,9.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Ander Capa,ESP,DF,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Ander Herrera,ESP,MF,32,1989,17,9,697,7.7,0,1,1,0,0,0,4,1,0.0,0.13,0.13,0.0,0.13,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Asier Villalibre,ESP,FW,24,1997,5,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Dani García,ESP,MF,32,1990,25,18,1485,16.5,0,2,2,0,0,0,6,0,0.0,0.12,0.12,0.0,0.12,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Daniel Vivian,ESP,DF,23,1999,29,26,2376,26.4,1,0,1,1,0,0,7,1,0.04,0.0,0.04,0.04,0.04,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Gorka Guruzeta,ESP,FW,25,1996,30,17,1421,15.8,6,1,7,6,0,0,2,0,0.38,0.06,0.44,0.38,0.44,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Iker Muniain,ESP,MF,29,1992,30,19,1689,18.8,0,3,3,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Iñaki Williams,GHA,"FW,MF",28,1994,36,34,2836,31.5,10,3,13,9,1,2,2,0,0.32,0.1,0.41,0.29,0.38,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Iñigo Lekue,ESP,DF,29,1993,20,14,1321,14.7,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Iñigo Martínez,ESP,DF,31,1991,15,15,1338,14.9,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Jon Morcillo,ESP,MF,23,1998,10,0,76,0.8,0,1,1,0,0,0,0,0,0.0,1.18,1.18,0.0,1.18,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Julen Agirrezabala,ESP,GK,21,2000,8,7,675,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Mikel Balenziaga,ESP,DF,34,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Mikel Vesga,ESP,MF,29,1993,36,28,2575,28.6,3,3,6,1,2,3,5,0,0.1,0.1,0.21,0.03,0.14,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Nico Williams,ESP,MF,20,2002,36,32,2656,29.5,6,4,10,6,0,0,3,0,0.2,0.14,0.34,0.2,0.34,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Oier Zarraga,ESP,MF,23,1999,26,6,852,9.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Oihan Sancet,ESP,MF,22,2000,36,32,2532,28.1,10,2,12,8,2,2,6,1,0.36,0.07,0.43,0.28,0.36,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Raúl García,ESP,"MF,FW",36,1986,35,6,967,10.7,2,3,5,2,0,0,4,0,0.19,0.28,0.47,0.19,0.47,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Unai Simón,ESP,GK,25,1997,31,31,2745,30.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Unai Vencedor Paris,ESP,MF,21,2000,10,0,193,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Yeray Álvarez,ESP,DF,27,1995,28,27,2332,25.9,1,1,2,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Yuri Berchiche,ESP,DF,32,1990,29,27,2406,26.7,1,1,2,1,0,0,9,1,0.04,0.04,0.07,0.04,0.07,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Álex Berenguer,ESP,MF,27,1995,37,26,2297,25.5,4,1,5,4,0,0,2,0,0.16,0.04,0.2,0.16,0.2,2022-2023,standard
ESP-La Liga,2022,Athletic Club,Óscar de Marcos,ESP,DF,33,1989,37,32,2819,31.3,1,6,7,1,0,0,7,0,0.03,0.19,0.22,0.03,0.22,2022-2023,standard
ESP-La Liga,2022,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",31,1991,38,31,2859,31.8,15,16,31,15,0,0,2,0,0.47,0.5,0.98,0.47,0.98,2022-2023,standard
