league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ITA-Serie A,2021,Genoa,Adrian Šemper,CRO,GK,23,1998,1,1,90,1.0,1,1.0,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37,37,3330,37.0,59,1.59,181,122,67.4,4,16,17,10,27.0,5,4,1,0,20.0,2021-2022,keeper
ITA-Serie A,2021,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1,1,90,1.0,3,3.0,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3,3,270,3.0,6,2.0,15,9,60.0,1,0,2,0,0.0,1,1,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34,34,3060,34.0,50,1.47,140,90,64.3,13,10,11,4,11.8,3,2,1,0,33.3,2021-2022,keeper
ITA-Serie A,2021,Inter,Ionuț Radu,ROU,GK,24,1997,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Inter,Samir Handanović,SVN,GK,37,1984,37,37,3330,37.0,30,0.81,126,96,76.2,25,9,3,15,40.5,4,4,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Juventus,Carlo Pinsoglio,ITA,GK,31,1990,1,0,45,0.5,1,2.0,2,1,50.0,0,0,0,0,,1,1,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Juventus,Mattia Perin,ITA,GK,28,1992,5,5,405,4.5,7,1.56,17,10,58.8,2,1,2,1,20.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Juventus,Wojciech Szczęsny,POL,GK,31,1990,33,33,2970,33.0,29,0.88,104,75,72.1,18,9,6,12,36.4,6,3,3,0,50.0,2021-2022,keeper
ITA-Serie A,2021,Lazio,Pepe Reina,ESP,GK,38,1982,15,15,1350,15.0,29,1.93,60,31,51.7,6,4,5,2,13.3,5,4,0,1,0.0,2021-2022,keeper
ITA-Serie A,2021,Lazio,Thomas Strakosha,ALB,GK,26,1995,23,23,2070,23.0,29,1.26,87,58,66.7,12,6,5,7,30.4,1,1,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Milan,Ciprian Tătărușanu,ROU,GK,35,1986,6,6,540,6.0,10,1.67,23,14,56.5,4,1,1,1,16.7,3,2,1,0,33.3,2021-2022,keeper
ITA-Serie A,2021,Milan,Mike Maignan,FRA,GK,26,1995,32,32,2880,32.0,21,0.66,101,81,79.2,22,7,3,17,53.1,2,2,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Napoli,Alex Meret,ITA,GK,24,1997,7,7,619,6.9,6,0.87,30,24,80.0,5,1,1,3,42.9,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Napoli,David Ospina,COL,GK,32,1988,31,31,2790,31.0,25,0.81,107,82,76.6,19,6,6,13,41.9,1,1,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Napoli,Davide Marfella,ITA,GK,21,1999,1,0,11,0.1,0,0.0,1,1,100.0,0,0,0,1,,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Roma,Rui Patrício,POR,GK,33,1988,38,38,3420,38.0,43,1.13,148,105,70.9,18,9,11,15,39.5,6,5,1,0,16.7,2021-2022,keeper
ITA-Serie A,2021,Salernitana,Luigi Sepe,ITA,GK,30,1991,16,16,1392,15.5,24,1.55,78,54,69.2,4,8,4,1,6.3,3,3,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Salernitana,Vid Belec,SVN,GK,31,1990,23,21,1938,21.5,49,2.28,138,89,64.5,3,2,16,1,4.8,5,3,1,1,25.0,2021-2022,keeper
ITA-Serie A,2021,Salernitana,Vincenzo Fiorillo,ITA,GK,31,1990,1,1,90,1.0,5,5.0,8,3,37.5,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Sampdoria,Emil Audero,IDN,GK,24,1997,29,29,2560,28.4,48,1.69,130,83,63.1,8,5,16,5,17.2,2,1,1,0,50.0,2021-2022,keeper
ITA-Serie A,2021,Sampdoria,Nicola Ravaglia,ITA,GK,32,1988,1,0,5,0.1,1,18.0,1,0,0.0,0,0,0,0,,1,1,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Sampdoria,Wladimiro Falcone,ITA,GK,26,1995,10,9,855,9.5,14,1.47,56,42,75.0,2,1,6,2,22.2,1,1,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Sassuolo,Andrea Consigli,ITA,GK,34,1987,37,37,3322,36.9,63,1.71,176,113,64.2,13,11,13,3,8.1,9,8,1,0,11.1,2021-2022,keeper
ITA-Serie A,2021,Sassuolo,Giacomo Satalino,ITA,GK,22,1999,1,0,8,0.1,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Sassuolo,Gianluca Pegolo,ITA,GK,40,1981,1,1,90,1.0,3,3.0,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Spezia,Ivan Provedel,ITA,GK,27,1994,31,31,2761,30.7,52,1.7,167,115,68.9,9,5,17,7,22.6,12,9,1,2,10.0,2021-2022,keeper
ITA-Serie A,2021,Spezia,Jeroen Zoet,NED,GK,30,1991,7,7,630,7.0,19,2.71,42,23,54.8,1,1,5,0,0.0,2,1,1,0,50.0,2021-2022,keeper
ITA-Serie A,2021,Spezia,Petar Zovko,BIH,GK,19,2002,1,0,29,0.3,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Torino,Etrit Berisha,ALB,GK,32,1989,10,10,900,10.0,8,0.8,40,32,80.0,3,4,3,4,40.0,3,2,1,0,33.3,2021-2022,keeper
ITA-Serie A,2021,Torino,Luca Gemello,ITA,GK,21,2000,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Torino,Vanja Milinković-Savić,SRB,GK,24,1997,27,27,2430,27.0,33,1.22,80,47,58.8,9,7,11,4,14.8,8,7,1,0,12.5,2021-2022,keeper
ITA-Serie A,2021,Udinese,Daniele Padelli,ITA,GK,35,1985,3,3,270,3.0,8,2.67,22,13,63.6,1,0,2,1,33.3,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Udinese,Marco Silvestri,ITA,GK,30,1991,35,35,3150,35.0,50,1.43,142,92,64.8,10,14,11,7,20.0,7,5,0,2,0.0,2021-2022,keeper
ITA-Serie A,2021,Venezia,Luca Lezzerini,ITA,GK,26,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Venezia,Niki Mäenpää,FIN,GK,36,1985,17,16,1485,16.5,27,1.64,85,58,68.2,1,4,11,1,6.3,6,5,0,1,0.0,2021-2022,keeper
ITA-Serie A,2021,Venezia,Sergio Romero,ARG,GK,34,1987,16,16,1440,16.0,33,2.06,107,74,69.2,3,4,9,3,18.8,6,6,0,0,0.0,2021-2022,keeper
,2021,Arminia,Stefan Ortega,GER,GK,28,1992,33,33,2970,33.0,53,1.61,179,126,70.4,4,13,16,6,18.2,7,7,0,0,0.0,2021-2022,keeper
,2021,Arminia,Stefanos Kapino,GRE,GK,27,1994,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,2021-2022,keeper
,2021,Augsburg,Rafał Gikiewicz,POL,GK,33,1987,34,34,3060,34.0,56,1.65,159,103,64.8,10,8,16,9,26.5,5,5,0,0,0.0,2021-2022,keeper
,2021,Bayern Munich,Christian Früchtl,GER,GK,21,2000,1,0,10,0.1,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,2021-2022,keeper
,2021,Bayern Munich,Manuel Neuer,GER,GK,35,1986,28,28,2510,27.9,26,0.93,89,63,70.8,22,4,2,10,35.7,1,1,0,0,0.0,2021-2022,keeper
,2021,Bayern Munich,Sven Ulreich,GER,GK,32,1988,6,6,540,6.0,11,1.83,24,13,54.2,2,1,3,1,16.7,1,1,0,0,0.0,2021-2022,keeper
,2021,Bochum,Manuel Riemann,GER,GK,32,1988,31,31,2790,31.0,45,1.45,157,112,71.3,10,6,15,7,22.6,6,3,2,1,40.0,2021-2022,keeper
,2021,Bochum,Michael Esser,GER,GK,33,1987,3,3,270,3.0,7,2.33,21,14,66.7,2,0,1,0,0.0,2,2,0,0,0.0,2021-2022,keeper
,2021,Dortmund,Gregor Kobel,SUI,GK,23,1997,29,29,2565,28.5,39,1.37,113,74,65.5,20,3,6,7,24.1,3,3,0,0,0.0,2021-2022,keeper
,2021,Dortmund,Marwin Hitz,SUI,GK,33,1987,5,4,405,4.5,12,2.67,26,14,53.8,1,0,3,0,0.0,2,2,0,0,0.0,2021-2022,keeper
,2021,Dortmund,Roman Bürki,SUI,GK,30,1990,1,1,90,1.0,1,1.0,1,0,0.0,1,0,0,0,0.0,1,1,0,0,0.0,2021-2022,keeper
,2021,Frankfurt,Diant Ramaj,GER,GK,19,2001,1,1,90,1.0,1,1.0,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Frankfurt,Jens Grahl,GER,GK,32,1988,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Frankfurt,Kevin Trapp,GER,GK,31,1990,32,32,2880,32.0,46,1.44,159,113,71.1,10,11,11,5,15.6,4,4,0,0,0.0,2021-2022,keeper
,2021,Freiburg,Benjamin Uphoff,GER,GK,27,1993,2,2,180,2.0,7,3.5,12,5,41.7,0,1,1,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Freiburg,Mark Flekken,NED,GK,28,1993,32,32,2880,32.0,39,1.22,142,103,72.5,15,9,8,10,31.3,2,2,0,0,0.0,2021-2022,keeper
,2021,Gladbach,Tobias Sippel,GER,GK,33,1988,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Gladbach,Yann Sommer,SUI,GK,32,1988,33,33,2970,33.0,60,1.82,180,120,66.7,12,8,13,5,15.2,5,3,2,0,40.0,2021-2022,keeper
,2021,Greuther Fürth,Andreas Linde,SWE,GK,28,1993,12,12,1080,12.0,24,2.0,63,39,61.9,1,5,6,3,25.0,1,1,0,0,0.0,2021-2022,keeper
,2021,Greuther Fürth,Marius Funk,GER,GK,25,1996,8,8,720,8.0,30,3.75,56,26,46.4,0,0,8,0,0.0,2,2,0,0,0.0,2021-2022,keeper
,2021,Greuther Fürth,Sascha Burchert,GER,GK,31,1989,14,14,1260,14.0,28,2.0,74,46,62.2,2,4,8,3,21.4,3,3,0,0,0.0,2021-2022,keeper
,2021,Hertha BSC,Alexander Schwolow,GER,GK,29,1992,25,25,2175,24.2,51,2.11,123,72,58.5,7,5,13,4,16.0,5,5,0,0,0.0,2021-2022,keeper
,2021,Hertha BSC,Marcel Lotka,POL,GK,20,2001,10,9,885,9.8,20,2.03,48,28,58.3,2,1,6,2,22.2,3,3,0,0,0.0,2021-2022,keeper
,2021,Hoffenheim,Oliver Baumann,GER,GK,31,1990,33,33,2970,33.0,57,1.73,155,98,63.2,12,7,14,8,24.2,4,2,1,1,33.3,2021-2022,keeper
,2021,Hoffenheim,Philipp Pentke,GER,GK,36,1985,1,1,90,1.0,3,3.0,7,4,57.1,1,0,0,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Köln,Marvin Schwäbe,GER,GK,26,1995,21,21,1890,21.0,28,1.33,99,71,71.7,10,4,7,3,14.3,1,0,1,0,100.0,2021-2022,keeper
,2021,Köln,Timo Horn,GER,GK,28,1993,13,13,1170,13.0,21,1.62,57,36,63.2,4,6,3,1,7.7,0,0,0,0,,2021-2022,keeper
,2021,Leverkusen,Andrey Lunyov,RUS,GK,29,1991,1,1,90,1.0,1,1.0,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Leverkusen,Lennart Grill,GER,GK,22,1999,1,1,90,1.0,2,2.0,7,5,71.4,1,0,0,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Leverkusen,Lukáš Hrádecký,FIN,GK,31,1989,32,32,2880,32.0,44,1.37,154,110,71.4,17,7,8,8,25.0,4,2,1,1,33.3,2021-2022,keeper
,2021,Mainz 05,Finn Dahmen,GER,GK,23,1998,2,2,180,2.0,3,1.5,5,2,40.0,1,1,0,0,0.0,1,1,0,0,0.0,2021-2022,keeper
,2021,Mainz 05,Robin Zentner,GER,GK,26,1994,32,32,2880,32.0,42,1.31,119,81,64.7,12,6,14,10,31.3,5,4,1,0,20.0,2021-2022,keeper
,2021,RB Leipzig,Josep Martinez,ESP,GK,23,1998,1,1,90,1.0,3,3.0,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,RB Leipzig,Philipp Tschauner,GER,GK,35,1985,1,0,3,0.0,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,2021-2022,keeper
,2021,RB Leipzig,Péter Gulácsi,HUN,GK,31,1990,33,33,2967,33.0,34,1.03,112,78,69.6,17,7,9,10,30.3,3,3,0,0,0.0,2021-2022,keeper
,2021,Stuttgart,Fabian Bredlow,GER,GK,26,1995,4,4,360,4.0,7,1.75,25,18,72.0,0,2,2,0,0.0,0,0,0,0,,2021-2022,keeper
,2021,Stuttgart,Florian Müller,GER,GK,23,1997,30,30,2700,30.0,52,1.73,140,88,62.9,7,10,13,4,13.3,4,4,0,0,0.0,2021-2022,keeper
,2021,Union Berlin,Andreas Luthe,GER,GK,34,1987,27,27,2430,27.0,39,1.44,107,68,63.6,11,7,9,6,22.2,2,2,0,0,0.0,2021-2022,keeper
,2021,Union Berlin,Frederik Rønnow,DEN,GK,28,1992,7,7,630,7.0,5,0.71,19,14,73.7,5,2,0,2,28.6,0,0,0,0,,2021-2022,keeper
,2021,Wolfsburg,Koen Casteels,BEL,GK,29,1992,28,28,2520,28.0,40,1.43,112,76,64.3,11,6,11,10,35.7,6,3,2,1,40.0,2021-2022,keeper
,2021,Wolfsburg,Pavao Pervan,AUT,GK,33,1987,6,6,540,6.0,14,2.33,39,25,64.1,1,0,5,1,16.7,1,1,0,0,0.0,2021-2022,keeper
