league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
,2021,Augsburg,Florian Niederlechner,GER,FW,30,1990,26,13,1165,12.9,5,3,8,5,0,0,1,0,0.39,0.23,0.62,0.39,0.62,2021-2022,standard
,2021,Augsburg,Frederik Winther,DEN,DF,20,2001,4,3,328,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Fredrik Jensen,FIN,MF,23,1997,12,2,418,4.6,0,1,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,2021-2022,standard
,2021,Augsburg,Iago,BRA,"DF,MF",24,1997,28,26,2174,24.2,2,5,7,2,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2021-2022,standard
,2021,Augsburg,Jan Morávek,CZE,MF,31,1989,17,5,471,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Jeffrey Gouweleeuw,NED,DF,30,1991,29,29,2576,28.6,2,0,2,1,1,1,9,0,0.07,0.0,0.07,0.03,0.03,2021-2022,standard
,2021,Augsburg,Lasse Günther,GER,MF,18,2003,5,1,161,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Mads Pedersen,DEN,"MF,DF",24,1996,29,15,1391,15.5,2,1,3,2,0,0,5,0,0.13,0.06,0.19,0.13,0.19,2021-2022,standard
,2021,Augsburg,Michael Gregoritsch,AUT,"FW,MF",27,1994,25,15,1392,15.5,9,0,9,8,1,1,3,0,0.58,0.0,0.58,0.52,0.52,2021-2022,standard
,2021,Augsburg,Niklas Dorsch,GER,MF,23,1998,30,27,2324,25.8,1,0,1,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
,2021,Augsburg,Noah Joel Sarenren Bazee,NGA,MF,24,1996,14,1,241,2.7,1,0,1,1,0,0,1,0,0.37,0.0,0.37,0.37,0.37,2021-2022,standard
,2021,Augsburg,Ohis Felix Uduokhai,GER,DF,23,1997,13,8,787,8.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Rafał Gikiewicz,POL,GK,33,1987,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Raphael Framberger,GER,"DF,MF",25,1995,23,9,848,9.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Reece Oxford,ENG,DF,22,1998,30,30,2693,29.9,2,1,3,2,0,0,9,0,0.07,0.03,0.1,0.07,0.1,2021-2022,standard
,2021,Augsburg,Ricardo Pepi,USA,"FW,MF",18,2003,11,4,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Robert Gumny,POL,DF,23,1998,28,27,2272,25.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Ruben Vargas,SUI,"MF,FW",22,1998,29,26,1984,22.0,1,3,4,1,0,0,4,0,0.05,0.14,0.18,0.05,0.18,2021-2022,standard
,2021,Augsburg,Sergio Córdova,VEN,FW,23,1997,13,2,328,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Augsburg,Tobias Strobl,GER,MF,31,1990,5,4,323,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Alphonso Davies,CAN,"DF,MF",20,2000,22,20,1740,19.3,0,3,3,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16,2021-2022,standard
,2021,Bayern Munich,Benjamin Pavard,FRA,"DF,MF",25,1996,25,24,2076,23.1,0,1,1,0,0,0,2,1,0.0,0.04,0.04,0.0,0.04,2021-2022,standard
,2021,Bayern Munich,Bouna Sarr,SEN,"DF,MF",29,1992,5,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Chris Richards,USA,DF,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Christian Früchtl,GER,GK,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Corentin Tolisso,FRA,"MF,DF",26,1994,15,8,703,7.8,2,1,3,2,0,0,0,0,0.26,0.13,0.38,0.26,0.38,2021-2022,standard
,2021,Bayern Munich,Dayot Upamecano,FRA,DF,22,1998,28,25,2211,24.6,1,6,7,1,0,0,4,0,0.04,0.24,0.28,0.04,0.28,2021-2022,standard
,2021,Bayern Munich,Eric Maxim Choupo-Moting,CMR,MF,32,1989,20,1,377,4.2,4,2,6,4,0,0,0,0,0.95,0.48,1.43,0.95,1.43,2021-2022,standard
,2021,Bayern Munich,Gabriel Vidovic,CRO,MF,17,2003,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Jamal Musiala,GER,MF,18,2003,30,12,1465,16.3,5,5,10,5,0,0,2,0,0.31,0.31,0.61,0.31,0.61,2021-2022,standard
,2021,Bayern Munich,Joshua Kimmich,GER,"MF,DF",26,1995,28,28,2474,27.5,3,9,12,3,0,0,4,0,0.11,0.33,0.44,0.11,0.44,2021-2022,standard
,2021,Bayern Munich,Josip Stanišić,CRO,"DF,MF",21,2000,13,6,644,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,2021-2022,standard
,2021,Bayern Munich,Kingsley Coman,FRA,"MF,FW",25,1996,21,16,1359,15.1,6,2,8,6,0,0,1,1,0.4,0.13,0.53,0.4,0.53,2021-2022,standard
,2021,Bayern Munich,Leon Goretzka,GER,MF,26,1995,19,19,1396,15.5,3,3,6,3,0,0,0,0,0.19,0.19,0.39,0.19,0.39,2021-2022,standard
,2021,Bayern Munich,Leroy Sané,GER,MF,25,1996,32,22,1976,22.0,7,7,14,7,0,0,3,0,0.32,0.32,0.64,0.32,0.64,2021-2022,standard
,2021,Bayern Munich,Lucas Copado,GER,FW,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Lucas Hernández,FRA,DF,25,1996,25,25,2030,22.6,0,1,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04,2021-2022,standard
,2021,Bayern Munich,Malik Tillman,USA,MF,19,2002,4,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Manuel Neuer,GER,GK,35,1986,28,28,2510,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Marc Roca,ESP,MF,24,1996,9,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Marcel Sabitzer,AUT,"MF,DF",27,1994,25,8,905,10.1,1,1,2,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,2021-2022,standard
,2021,Bayern Munich,Mickaël Cuisance,FRA,MF,21,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Niklas Süle,GER,"DF,MF",25,1995,28,19,1837,20.4,1,2,3,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15,2021-2022,standard
,2021,Bayern Munich,Omar Richards,ENG,"DF,MF",23,1998,12,5,438,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Paul Wanner,AUT,MF,15,2005,4,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Robert Lewandowski,POL,FW,32,1988,34,34,2946,32.7,35,3,38,30,5,5,2,0,1.07,0.09,1.16,0.92,1.01,2021-2022,standard
,2021,Bayern Munich,Serge Gnabry,GER,MF,26,1995,34,25,2185,24.3,14,5,19,14,0,0,0,0,0.58,0.21,0.78,0.58,0.78,2021-2022,standard
,2021,Bayern Munich,Sven Ulreich,GER,GK,32,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bayern Munich,Tanguy Nianzou,FRA,DF,19,2002,17,6,582,6.5,1,1,2,1,0,0,4,0,0.15,0.15,0.31,0.15,0.31,2021-2022,standard
,2021,Bayern Munich,Thomas Müller,GER,MF,31,1989,32,32,2558,28.4,8,18,26,8,0,0,0,0,0.28,0.63,0.91,0.28,0.91,2021-2022,standard
,2021,Bochum,Anthony Losilla,FRA,MF,35,1986,33,33,2935,32.6,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06,2021-2022,standard
,2021,Bochum,Armel Bella Kotchap,GER,DF,19,2001,22,20,1768,19.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",27,1994,25,12,1130,12.6,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,2021-2022,standard
,2021,Bochum,Cristian Gamboa,CRC,DF,31,1989,23,20,1722,19.1,1,0,1,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,2021-2022,standard
,2021,Bochum,Danilo Soares,BRA,DF,29,1991,30,30,2564,28.5,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,2021-2022,standard
,2021,Bochum,Danny Blum,GER,FW,30,1991,13,2,346,3.8,2,0,2,2,0,0,0,0,0.52,0.0,0.52,0.52,0.52,2021-2022,standard
,2021,Bochum,Eduard Löwen,GER,MF,24,1997,26,15,1416,15.7,2,2,4,1,1,1,0,0,0.13,0.13,0.25,0.06,0.19,2021-2022,standard
,2021,Bochum,Elvis Rexhbeçaj,KVX,MF,23,1997,32,30,2542,28.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Erhan Mašović,SRB,DF,22,1998,20,17,1552,17.2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Gerrit Holtmann,PHI,"FW,MF",26,1995,29,23,1840,20.4,5,4,9,5,0,0,0,0,0.24,0.2,0.44,0.24,0.44,2021-2022,standard
,2021,Bochum,Herbert Bockhorn,UGA,"DF,MF",26,1995,18,7,850,9.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Jürgen Locadia,CUW,FW,27,1993,11,4,444,4.9,2,1,3,1,1,1,0,0,0.41,0.2,0.61,0.2,0.41,2021-2022,standard
,2021,Bochum,Kostas Stafylidis,GRE,"DF,MF",27,1993,24,15,1388,15.4,0,1,1,0,0,0,3,1,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
,2021,Bochum,Luis Hartwig,GER,FW,18,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Manuel Riemann,GER,GK,32,1988,31,31,2790,31.0,0,1,1,0,0,1,2,0,0.0,0.03,0.03,0.0,0.03,2021-2022,standard
,2021,Bochum,Maxim Leitsch,GER,DF,23,1998,19,17,1538,17.1,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,2021-2022,standard
,2021,Bochum,Michael Esser,GER,GK,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Miloš Pantović,SRB,"MF,FW",25,1996,28,18,1533,17.0,4,3,7,3,1,1,2,0,0.23,0.18,0.41,0.18,0.35,2021-2022,standard
,2021,Bochum,Patrick Osterhage,GER,MF,21,2000,13,6,599,6.7,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,2021-2022,standard
,2021,Bochum,Robert Tesche,GER,MF,34,1987,11,5,349,3.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Saulo Decarli,SUI,DF,29,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Sebastian Polter,GER,FW,30,1991,33,27,2341,26.0,10,1,11,9,1,2,2,0,0.38,0.04,0.42,0.35,0.38,2021-2022,standard
,2021,Bochum,Silvère Ganvoula M'Boussy,CGO,FW,25,1996,9,0,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Simon Zoller,GER,"FW,MF",30,1991,10,6,596,6.6,3,2,5,3,0,0,3,0,0.45,0.3,0.76,0.45,0.76,2021-2022,standard
,2021,Bochum,Soma Novothny,HUN,FW,27,1994,6,0,80,0.9,1,0,1,1,0,0,0,0,1.13,0.0,1.13,1.13,1.13,2021-2022,standard
,2021,Bochum,Takuma Asano,JPN,"FW,MF",26,1994,27,20,1608,17.9,3,4,7,3,0,0,1,0,0.17,0.22,0.39,0.17,0.39,2021-2022,standard
,2021,Bochum,Tarsis Bonga,GER,"FW,MF",24,1997,3,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Bochum,Vassilis Lambropoulos,GRE,DF,31,1990,13,13,1168,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Ansgar Knauff,GER,MF,19,2002,5,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Antonios Papadopoulos,GER,"DF,MF",21,1999,2,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Axel Witsel,BEL,"MF,DF",32,1989,29,22,1941,21.6,2,0,2,2,0,0,4,0,0.09,0.0,0.09,0.09,0.09,2021-2022,standard
,2021,Dortmund,Dan-Axel Zagadou,FRA,DF,22,1999,15,10,952,10.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Donyell Malen,NED,FW,22,1999,27,20,1684,18.7,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,2021-2022,standard
,2021,Dortmund,Emre Can,GER,"DF,MF",27,1994,24,19,1690,18.8,5,1,6,1,4,4,5,0,0.27,0.05,0.32,0.05,0.11,2021-2022,standard
,2021,Dortmund,Erling Haaland,NOR,FW,21,2000,24,21,1911,21.2,22,8,30,16,6,6,3,0,1.04,0.38,1.41,0.75,1.13,2021-2022,standard
,2021,Dortmund,Felix Passlack,GER,DF,23,1998,10,5,472,5.2,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,2021-2022,standard
,2021,Dortmund,Gio Reyna,USA,"MF,FW",18,2002,10,6,439,4.9,2,1,3,2,0,0,0,0,0.41,0.21,0.62,0.41,0.62,2021-2022,standard
,2021,Dortmund,Gregor Kobel,SUI,GK,23,1997,29,29,2565,28.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Immanuel Pherai,SUR,"FW,MF",20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Jamie Gittens,ENG,MF,16,2004,4,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Jude Bellingham,ENG,MF,18,2003,32,32,2790,31.0,3,8,11,3,0,0,9,0,0.1,0.26,0.35,0.1,0.35,2021-2022,standard
,2021,Dortmund,Julian Brandt,GER,MF,25,1996,31,22,2078,23.1,9,8,17,9,0,0,3,0,0.39,0.35,0.74,0.39,0.74,2021-2022,standard
,2021,Dortmund,Lennard Maloney,USA,"DF,MF",21,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Lion Semić,GER,DF,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Mahmoud Dahoud,GER,"MF,DF",25,1996,22,20,1658,18.4,2,3,5,2,0,0,7,1,0.11,0.16,0.27,0.11,0.27,2021-2022,standard
,2021,Dortmund,Manuel Akanji,SUI,DF,26,1995,26,25,2261,25.1,1,0,1,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
,2021,Dortmund,Marco Reus,GER,"MF,FW",32,1989,29,29,2503,27.8,9,13,22,9,0,0,2,0,0.32,0.47,0.79,0.32,0.79,2021-2022,standard
,2021,Dortmund,Marin Pongračić,CRO,DF,23,1997,17,9,827,9.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Marius Wolf,GER,"MF,DF",26,1995,27,15,1321,14.7,3,1,4,3,0,0,4,0,0.2,0.07,0.27,0.2,0.27,2021-2022,standard
,2021,Dortmund,Marwin Hitz,SUI,GK,33,1987,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Mats Hummels,GER,DF,32,1988,23,20,1765,19.6,1,2,3,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,2021-2022,standard
,2021,Dortmund,Nico Schulz,GER,DF,28,1993,16,9,836,9.3,0,2,2,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,2021-2022,standard
,2021,Dortmund,Raphaël Guerreiro,POR,"DF,MF",27,1993,23,21,1795,19.9,4,2,6,3,1,1,1,0,0.2,0.1,0.3,0.15,0.25,2021-2022,standard
,2021,Dortmund,Reinier,BRA,MF,19,2002,13,1,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Roman Bürki,SUI,GK,30,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Steffen Tigges,GER,FW,23,1998,9,0,112,1.2,3,0,3,3,0,0,0,0,2.41,0.0,2.41,2.41,2.41,2021-2022,standard
,2021,Dortmund,Thomas Delaney,DEN,MF,29,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Dortmund,Thomas Meunier,BEL,"DF,MF",29,1991,17,17,1402,15.6,2,4,6,2,0,0,4,0,0.13,0.26,0.39,0.13,0.39,2021-2022,standard
,2021,Dortmund,Thorgan Hazard,BEL,"MF,FW",28,1993,23,14,1337,14.9,4,1,5,4,0,0,2,0,0.27,0.07,0.34,0.27,0.34,2021-2022,standard
,2021,Dortmund,Tom Rothe,GER,MF,16,2004,2,1,94,1.0,1,0,1,1,0,0,1,0,0.96,0.0,0.96,0.96,0.96,2021-2022,standard
,2021,Dortmund,Youssoufa Moukoko,GER,FW,16,2004,16,1,223,2.5,2,0,2,2,0,0,1,0,0.81,0.0,0.81,0.81,0.81,2021-2022,standard
,2021,Frankfurt,Ajdin Hrustic,AUS,MF,25,1996,23,9,964,10.7,2,0,2,2,0,0,2,0,0.19,0.0,0.19,0.19,0.19,2021-2022,standard
,2021,Frankfurt,Almamy Touré,MLI,"MF,DF",25,1996,10,5,506,5.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Ansgar Knauff,GER,MF,19,2002,12,8,759,8.4,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,2021-2022,standard
,2021,Frankfurt,Aymen Barkok,MAR,MF,23,1998,5,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Christopher Lenz,GER,"MF,DF",26,1994,15,6,664,7.4,0,1,1,0,0,0,6,0,0.0,0.14,0.14,0.0,0.14,2021-2022,standard
,2021,Frankfurt,Daichi Kamada,JPN,MF,24,1996,32,23,2139,23.8,4,3,7,4,0,0,0,0,0.17,0.13,0.29,0.17,0.29,2021-2022,standard
,2021,Frankfurt,Danny da Costa,GER,"MF,DF",28,1993,11,7,725,8.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Diant Ramaj,GER,GK,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Djibril Sow,SUI,MF,24,1997,31,28,2415,26.8,2,3,5,2,0,0,5,0,0.07,0.11,0.19,0.07,0.19,2021-2022,standard
,2021,Frankfurt,Erik Durm,GER,"DF,MF",29,1992,7,7,474,5.3,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,2021-2022,standard
,2021,Frankfurt,Filip Kostić,SRB,MF,28,1992,31,28,2522,28.0,4,9,13,4,0,0,2,0,0.14,0.32,0.46,0.14,0.46,2021-2022,standard
,2021,Frankfurt,Gonçalo Paciência,POR,FW,26,1994,18,4,516,5.7,3,0,3,2,1,2,3,0,0.52,0.0,0.52,0.35,0.35,2021-2022,standard
,2021,Frankfurt,Jens Grahl,GER,GK,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Jens Petter Hauge,NOR,"MF,FW",21,1999,26,9,1040,11.6,2,2,4,2,0,0,4,0,0.17,0.17,0.35,0.17,0.35,2021-2022,standard
,2021,Frankfurt,Jesper Lindstrøm,DEN,"MF,FW",21,2000,29,26,1976,22.0,5,4,9,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,2021-2022,standard
,2021,Frankfurt,Kevin Trapp,GER,GK,31,1990,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Kristijan Jakić,CRO,MF,24,1997,26,21,1879,20.9,1,0,1,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,2021-2022,standard
,2021,Frankfurt,Makoto Hasebe,JPN,DF,37,1984,18,12,1187,13.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Martin Hinteregger,AUT,DF,28,1992,27,25,2222,24.7,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
,2021,Frankfurt,Obite N'Dicka,CIV,DF,21,1999,32,32,2857,31.7,4,4,8,4,0,0,3,0,0.13,0.13,0.25,0.13,0.25,2021-2022,standard
,2021,Frankfurt,Rafael Borré,COL,FW,25,1995,31,28,2378,26.4,8,4,12,8,0,0,5,0,0.3,0.15,0.45,0.3,0.45,2021-2022,standard
,2021,Frankfurt,Ragnar Ache,GER,MF,23,1998,13,1,259,2.9,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,2021-2022,standard
,2021,Frankfurt,Sam Lammers,NED,FW,24,1997,15,5,517,5.7,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,2021-2022,standard
,2021,Frankfurt,Sebastian Rode,GER,MF,30,1990,17,10,759,8.4,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,2021-2022,standard
,2021,Frankfurt,Stefan Ilsanker,AUT,"DF,MF",32,1989,12,3,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Timothy Chandler,USA,MF,31,1990,17,15,1212,13.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Frankfurt,Tuta,BRA,DF,22,1999,26,26,2183,24.3,4,0,4,4,0,0,4,1,0.16,0.0,0.16,0.16,0.16,2021-2022,standard
,2021,Freiburg,Baptiste Santamaria,FRA,MF,26,1995,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Benjamin Uphoff,GER,GK,27,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Christian Günter,GER,"DF,MF",28,1993,34,34,3060,34.0,2,9,11,2,0,0,2,0,0.06,0.26,0.32,0.06,0.32,2021-2022,standard
,2021,Freiburg,Dominique Heintz,GER,DF,27,1993,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Ermedin Demirović,BIH,FW,23,1998,31,9,871,9.7,2,3,5,2,0,0,4,0,0.21,0.31,0.52,0.21,0.52,2021-2022,standard
,2021,Freiburg,Hugo Siquet,BEL,"DF,MF",19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Janik Haberer,GER,MF,27,1994,26,7,818,9.1,3,0,3,3,0,0,1,0,0.33,0.0,0.33,0.33,0.33,2021-2022,standard
,2021,Freiburg,Jeong Woo-yeong,KOR,"MF,FW",21,1999,32,23,1782,19.8,5,2,7,5,0,0,1,0,0.25,0.1,0.35,0.25,0.35,2021-2022,standard
,2021,Freiburg,Jonathan Schmid,FRA,"MF,DF",31,1990,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,2021-2022,standard
,2021,Freiburg,Keven Schlotterbeck,GER,DF,24,1997,12,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Kevin Schade,GER,"MF,FW",19,2001,21,7,831,9.2,4,1,5,4,0,0,2,0,0.43,0.11,0.54,0.43,0.54,2021-2022,standard
,2021,Freiburg,Kiliann Sildillia,FRA,MF,19,2002,7,1,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Lucas Höler,GER,"FW,MF",27,1994,34,30,2583,28.7,7,2,9,7,0,0,2,0,0.24,0.07,0.31,0.24,0.31,2021-2022,standard
,2021,Freiburg,Lukas Kübler,GER,"DF,MF",28,1992,29,27,2327,25.9,2,0,2,2,0,0,2,0,0.08,0.0,0.08,0.08,0.08,2021-2022,standard
,2021,Freiburg,Manuel Gulde,GER,DF,30,1991,20,14,1225,13.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Mark Flekken,NED,GK,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
,2021,Freiburg,Maximilian Eggestein,GER,MF,24,1996,31,26,2194,24.4,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,2021-2022,standard
,2021,Freiburg,Nico Schlotterbeck,GER,DF,21,1999,32,32,2785,30.9,4,1,5,4,0,0,5,0,0.13,0.03,0.16,0.13,0.16,2021-2022,standard
