league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
ENG-Premier League,2019,Arsenal,Mesut Özil,GER,MF,30,1988,16.0,1,0,0,14,18,6,71,5,8,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Nacho Monreal,ESP,DF,33,1986,3.0,0,0,0,1,1,2,4,3,1,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Nicolas Pépé,CIV,"MF,FW",24,1995,22.3,4,0,0,14,37,4,108,7,18,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Pablo Marí,ESP,DF,25,1993,1.3,0,0,0,2,0,0,0,1,0,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Pierre-Emerick Aubameyang,GAB,"FW,MF",30,1989,34.8,3,1,0,14,20,20,86,11,21,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Reiss Nelson,ENG,"MF,FW",19,1999,7.0,1,0,0,8,8,4,26,3,8,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Rob Holding,ENG,DF,23,1995,6.5,1,0,0,4,3,0,0,5,1,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Sead Kolašinac,BIH,DF,26,1993,18.9,4,0,0,20,16,5,29,24,19,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Shkodran Mustafi,GER,DF,27,1992,13.4,2,0,0,14,3,0,2,18,10,,,0,2019-2020,misc
ENG-Premier League,2019,Arsenal,Sokratis Papastathopoulos,GRE,DF,31,1988,18.8,6,0,0,19,12,1,1,14,16,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Ahmed Elmohamady,EGY,DF,31,1987,11.5,1,0,0,13,5,2,58,13,9,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Anwar El Ghazi,NED,"FW,MF",24,1995,22.8,3,0,0,20,18,12,106,12,11,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Björn Engels,BEL,DF,24,1994,16.1,1,0,0,5,5,1,2,29,5,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Borja Bastón,ESP,FW,26,1992,0.2,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Conor Hourihane,IRL,MF,28,1991,17.0,4,0,0,14,21,4,112,12,9,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Danny Drinkwater,ENG,MF,29,1990,2.9,1,0,0,7,1,0,1,5,2,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Douglas Luiz,BRA,MF,21,1998,29.0,8,0,0,51,36,0,24,36,26,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Ezri Konsa,ENG,DF,21,1997,22.7,3,0,0,17,32,1,13,21,10,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Frederic Guilbert,FRA,"DF,MF",24,1994,22.7,7,0,0,36,21,2,91,48,45,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Henri Lansbury,ENG,MF,28,1990,2.2,0,0,0,4,1,0,1,0,2,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Indiana Vassilev,USA,"FW,MF",18,2001,0.6,0,0,0,0,1,2,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Jack Grealish,ENG,"FW,MF",23,1995,35.9,8,0,0,36,167,4,140,25,17,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Jed Steer,ENG,GK,26,1992,0.1,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,John McGinn,SCO,MF,24,1994,25.7,3,0,0,37,65,0,64,25,34,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Jonathan Kodjia,CIV,FW,29,1989,1.3,1,0,0,1,2,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Jota,ESP,"MF,FW",28,1991,3.7,0,0,0,6,2,0,2,3,1,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Keinan Davis,ENG,FW,21,1998,6.1,0,0,0,12,11,3,1,0,1,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Kortney Hause,ENG,DF,24,1995,17.2,3,0,0,24,9,1,0,20,10,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Marvelous Nakamba,ZIM,MF,25,1994,20.4,5,0,0,26,24,0,3,38,29,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Matt Targett,ENG,"DF,MF",23,1995,25.5,4,0,0,26,17,0,81,60,30,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Mbwana Samatta,TAN,FW,26,1992,10.5,1,0,0,8,18,8,3,1,4,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Neil Taylor,WAL,DF,30,1989,12.1,2,0,0,8,6,0,9,20,11,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Pepe Reina,ESP,GK,36,1982,12.0,1,0,0,1,4,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Tom Heaton,ENG,GK,33,1986,19.9,0,0,0,1,2,0,0,0,2,,,1,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Trézéguet,EGY,"FW,MF",24,1994,21.7,4,1,1,35,32,5,65,26,17,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Tyrone Mings,ENG,DF,26,1993,32.2,7,0,0,20,11,2,8,33,11,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Wesley Moraes,BRA,FW,22,1996,19.8,3,0,0,43,14,14,7,4,7,,,0,2019-2020,misc
ENG-Premier League,2019,Aston Villa,Ørjan Nyland,NOR,GK,28,1990,6.0,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Aaron Ramsdale,ENG,GK,21,1998,37.0,0,0,0,0,3,0,1,0,2,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Adam Smith,ENG,DF,28,1991,22.8,7,0,0,25,40,2,28,25,34,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Andrew Surman,ENG,MF,32,1986,2.6,1,0,0,1,1,0,3,1,2,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Arnaut Danjuma,NED,MF,22,1997,7.0,0,0,0,0,5,5,9,8,2,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Callum Wilson,ENG,FW,27,1992,32.3,10,0,0,55,40,34,21,3,9,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Charlie Daniels,ENG,DF,32,1986,1.4,0,0,0,0,0,0,5,1,1,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Chris Mepham,WAL,DF,21,1997,10.1,1,0,0,11,5,1,3,17,9,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Dan Gosling,ENG,MF,29,1990,14.0,3,0,0,21,17,2,3,20,11,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,David Brooks,WAL,MF,22,1997,5.6,1,0,0,4,6,0,24,3,4,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Diego Rico,ESP,DF,26,1993,25.9,6,0,0,18,22,2,174,80,40,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Dominic Solanke,ENG,FW,21,1997,18.3,1,0,0,15,23,4,6,8,3,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Harry Wilson,WAL,"MF,FW",22,1997,18.3,2,0,0,12,41,1,35,12,14,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Jack Simpson,ENG,DF,22,1996,2.7,0,0,0,1,1,0,0,2,2,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Jack Stacey,ENG,DF,23,1996,17.2,2,0,0,10,10,1,34,21,11,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Jefferson Lerma,COL,MF,24,1994,30.0,13,1,1,42,37,1,6,54,33,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Jordon Ibe,ENG,"FW,MF",23,1995,0.6,0,0,0,0,2,0,3,0,2,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Joshua King,NOR,"FW,MF",27,1992,22.3,0,0,0,37,27,7,23,5,6,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Junior Stanislas,ENG,"MF,DF",29,1989,7.9,1,0,0,5,4,1,37,5,7,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Lewis Cook,ENG,MF,22,1997,15.0,5,0,0,23,11,0,9,21,14,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Lloyd Kelly,ENG,DF,20,1998,7.1,2,0,0,7,2,0,6,6,5,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Mark Travers,IRL,GK,20,1999,1.0,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Nathan Aké,NED,DF,24,1995,27.8,2,0,0,9,13,3,4,33,23,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Philip Billing,DEN,MF,23,1996,28.1,8,0,0,38,23,2,15,71,47,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Ryan Fraser,SCO,"MF,FW",25,1994,23.0,2,0,0,10,36,1,173,16,7,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Sam Surridge,ENG,FW,21,1998,0.3,0,0,0,1,1,0,1,1,0,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Simon Francis,ENG,DF,34,1985,10.8,5,1,1,7,1,0,16,20,9,,,0,2019-2020,misc
ENG-Premier League,2019,Bournemouth,Steve Cook,ENG,DF,28,1991,27.0,6,1,0,17,15,1,2,45,11,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Aaron Connolly,IRL,FW,19,2000,14.0,0,0,0,16,38,14,9,0,7,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Aaron Mooy,AUS,"MF,FW",28,1990,23.2,3,1,1,13,11,0,107,23,25,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Adam Webster,ENG,DF,24,1995,29.6,4,0,0,13,19,0,6,43,18,,,1,2019-2020,misc
ENG-Premier League,2019,Brighton,Alexis Mac Allister,ARG,"MF,FW",20,1998,3.9,0,0,0,4,4,1,23,1,5,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Alireza Jahanbakhsh,IRN,"MF,FW",25,1993,3.5,0,0,0,2,7,1,24,1,5,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Bernardo,BRA,"DF,MF",24,1995,7.5,1,0,0,3,2,4,17,7,17,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Dale Stephens,ENG,MF,30,1989,28.1,8,0,0,41,7,0,4,58,44,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Dan Burn,ENG,DF,27,1992,32.0,5,0,0,32,13,3,52,37,44,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Davy Pröpper,NED,MF,27,1991,31.4,4,0,0,31,18,0,37,30,32,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Ezequiel Schelotto,ITA,"DF,MF",30,1989,4.0,2,0,0,6,4,1,16,7,3,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Florin Andone,ROU,FW,26,1993,0.8,0,1,0,2,3,0,0,0,1,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Gaëtan Bong,CMR,DF,31,1988,0.7,0,0,0,0,1,0,5,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Glenn Murray,ENG,FW,35,1983,8.9,0,0,0,15,15,10,4,1,1,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Jürgen Locadia,CUW,MF,25,1993,1.0,0,0,0,0,2,0,1,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Leandro Trossard,BEL,"MF,FW",24,1994,22.3,0,0,0,13,11,4,76,8,17,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Lewis Dunk,ENG,DF,27,1991,35.9,9,0,0,19,19,1,1,54,25,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Martín Montoya,ESP,"DF,MF",28,1991,21.1,5,0,0,27,15,4,45,29,30,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Mathew Ryan,AUS,GK,27,1992,38.0,0,0,0,0,4,0,0,2,1,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Neal Maupay,FRA,FW,22,1996,30.7,3,0,0,37,46,15,12,5,11,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Pascal Groß,GER,"MF,FW",28,1991,20.0,4,0,0,25,12,8,146,9,14,,,1,2019-2020,misc
ENG-Premier League,2019,Brighton,Shane Duffy,IRL,DF,27,1992,13.8,2,0,0,14,10,0,1,21,9,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Solly March,ENG,"MF,FW",25,1994,12.7,2,0,0,11,12,2,64,21,13,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Steven Alzate,COL,"MF,DF",20,1998,13.2,1,0,0,17,18,3,9,13,19,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Tariq Lamptey,GHA,"DF,MF",18,2000,6.5,2,0,0,13,17,0,22,18,6,,,0,2019-2020,misc
ENG-Premier League,2019,Brighton,Yves Bissouma,MLI,MF,22,1996,14.0,4,0,0,31,15,0,6,22,37,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Aaron Lennon,ENG,MF,32,1987,5.5,4,0,0,11,7,0,8,7,9,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Ashley Barnes,ENG,FW,29,1989,15.0,4,0,0,35,40,13,5,6,4,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Ashley Westwood,ENG,MF,29,1990,35.0,9,0,0,33,33,1,146,32,34,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Ben Mee,ENG,DF,29,1989,32.0,7,0,0,26,21,3,2,44,22,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Charlie Taylor,ENG,DF,25,1993,21.6,3,0,0,17,28,2,88,29,24,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Chris Wood,NZL,FW,27,1991,27.1,1,0,0,34,28,34,8,4,4,,,1,2019-2020,misc
ENG-Premier League,2019,Burnley,Danny Drinkwater,ENG,MF,29,1990,0.6,0,0,0,1,0,0,0,1,1,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Dwight McNeil,ENG,MF,19,1999,37.1,5,0,0,29,41,0,256,28,34,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Erik Pieters,NED,"DF,MF",30,1988,20.9,2,0,0,21,20,0,41,27,31,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Jack Cork,ENG,MF,30,1989,29.0,1,0,0,32,25,1,6,29,24,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,James Tarkowski,ENG,DF,26,1992,38.0,10,0,0,48,31,3,4,61,43,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Jay Rodriguez,ENG,FW,30,1989,22.4,1,0,0,26,15,22,14,5,17,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Jeff Hendrick,IRL,MF,27,1992,21.5,8,0,0,17,16,4,31,19,10,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Josh Brownhill,ENG,MF,23,1995,8.9,2,0,0,6,9,0,2,13,10,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Jóhann Berg Guðmundsson,ISL,MF,28,1990,6.9,0,0,0,8,4,1,35,7,2,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Kevin Long,IRL,DF,28,1990,6.3,0,0,0,9,6,0,0,4,5,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Matthew Lowton,ENG,DF,30,1989,17.0,2,0,0,14,11,0,43,26,23,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Matěj Vydra,CZE,FW,27,1992,9.1,0,0,0,1,12,3,3,1,3,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Max Thompson,ENG,FW,17,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Nick Pope,ENG,GK,27,1992,38.0,1,0,0,0,6,0,0,2,1,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Phil Bardsley,SCO,DF,34,1985,21.0,6,0,0,36,14,0,30,29,37,,,0,2019-2020,misc
ENG-Premier League,2019,Burnley,Robbie Brady,IRL,MF,27,1992,5.0,1,0,0,8,4,1,12,5,8,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Andreas Christensen,DEN,DF,23,1996,19.5,5,0,0,17,10,0,0,31,23,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Antonio Rüdiger,GER,DF,26,1993,19.0,3,0,0,19,8,0,7,13,19,,,1,2019-2020,misc
ENG-Premier League,2019,Chelsea,Armando Broja,ALB,FW,17,2001,0.1,0,0,0,0,1,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Billy Gilmour,SCO,MF,18,2001,2.2,0,0,0,3,1,0,1,3,2,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Callum Hudson-Odoi,ENG,"MF,FW",18,2000,9.6,1,0,0,11,13,3,63,2,6,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Christian Pulisic,USA,"FW,MF",20,1998,19.1,0,0,0,13,30,3,34,7,13,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,César Azpilicueta,ESP,"DF,MF",29,1989,35.9,1,0,0,41,15,3,118,66,54,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Emerson Palmieri,ITA,"DF,MF",24,1994,11.4,3,0,0,4,16,2,54,17,13,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Faustino Anjorin,ENG,MF,17,2001,0.2,0,0,0,0,1,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Fikayo Tomori,ENG,DF,21,1997,14.3,3,0,0,7,6,1,4,20,16,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Jorginho,ITA,MF,27,1991,26.4,10,0,0,27,30,0,9,64,40,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Kepa Arrizabalaga,ESP,GK,24,1994,33.0,0,0,0,0,5,0,0,1,1,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Kurt Zouma,FRA,DF,24,1994,26.0,6,0,0,30,14,1,0,55,14,,,1,2019-2020,misc
ENG-Premier League,2019,Chelsea,Marcos Alonso,ESP,"DF,MF",28,1990,15.9,4,0,0,16,15,2,67,20,15,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Mason Mount,ENG,"MF,FW",20,1999,31.9,3,0,0,37,38,4,135,15,16,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Mateo Kovačić,CRO,MF,25,1994,23.0,8,0,0,20,38,0,8,20,37,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Michy Batshuayi,BEL,FW,25,1993,2.7,0,0,0,4,4,7,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,N'Golo Kanté,FRA,MF,28,1991,19.2,4,0,0,45,9,0,26,46,18,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Olivier Giroud,FRA,FW,32,1986,11.0,1,0,0,17,9,9,2,2,2,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Pedro,ESP,"MF,FW",32,1987,7.3,1,0,0,8,11,0,21,9,6,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Reece James,ENG,"DF,MF",19,1999,16.8,1,0,0,22,21,1,110,23,24,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Ross Barkley,ENG,MF,25,1993,12.3,0,0,0,9,15,0,12,8,9,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Ruben Loftus-Cheek,ENG,"MF,FW",23,1996,2.3,0,0,0,2,3,0,1,1,0,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Tammy Abraham,ENG,FW,21,1997,24.6,2,0,0,17,24,23,10,5,4,,,1,2019-2020,misc
ENG-Premier League,2019,Chelsea,Tariq Lamptey,GHA,"DF,MF",18,2000,0.4,0,0,0,0,1,0,2,0,2,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Willian,BRA,"FW,MF",30,1988,28.9,4,0,0,17,45,4,175,20,25,,,0,2019-2020,misc
ENG-Premier League,2019,Chelsea,Willy Caballero,ARG,GK,37,1981,5.0,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Andros Townsend,ENG,MF,28,1991,14.4,0,0,0,9,26,1,66,16,22,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Brandon Pierrick,ENG,MF,17,2001,0.2,0,0,0,0,0,0,2,1,0,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Cenk Tosun,TUR,FW,28,1991,2.0,0,0,0,4,4,1,2,0,2,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Cheikhou Kouyaté,SEN,MF,29,1989,28.1,4,0,0,35,28,2,15,38,37,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Christian Benteke,BEL,FW,28,1990,14.0,4,1,0,25,20,12,5,4,5,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Connor Wickham,ENG,"FW,MF",26,1993,1.1,0,0,0,4,0,1,0,0,1,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Gary Cahill,ENG,DF,33,1985,24.1,1,0,0,14,12,0,0,18,8,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,James McArthur,SCO,MF,31,1987,34.3,6,0,0,56,35,4,42,61,50,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,James McCarthy,IRL,MF,28,1990,18.7,9,0,0,31,18,0,35,27,44,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,James Tomkins,ENG,DF,30,1989,17.6,5,0,0,13,11,1,1,23,18,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",22,1996,8.5,0,0,0,3,2,0,6,15,10,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Jeffrey Schlupp,GHA,MF,26,1992,11.5,2,0,0,17,12,1,9,13,10,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Joel Ward,ENG,DF,29,1989,26.5,4,0,0,24,29,0,37,52,43,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Jordan Ayew,GHA,"FW,MF",27,1991,35.0,6,0,0,59,105,9,25,13,29,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Luka Milivojević,SRB,MF,28,1991,27.9,12,0,0,49,27,1,146,39,32,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Mamadou Sakho,FRA,DF,29,1990,10.3,1,1,0,3,2,0,0,22,5,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Martin Kelly,ENG,DF,29,1990,17.2,0,0,0,9,0,0,20,15,17,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Max Meyer,GER,"MF,FW",23,1995,7.3,1,0,0,6,16,2,9,9,13,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Patrick van Aanholt,NED,DF,28,1990,27.9,0,0,0,9,8,2,88,46,24,,,1,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Scott Dann,ENG,DF,32,1987,14.1,0,0,0,5,0,0,2,14,4,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Tyrick Mitchell,ENG,DF,19,1999,2.2,1,0,0,1,1,0,4,3,2,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Vicente Guaita,ESP,GK,32,1987,35.0,1,0,0,0,3,0,0,0,1,,,1,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Víctor Camarasa,ESP,MF,25,1994,0.1,0,0,0,0,0,0,0,0,0,,,0,2019-2020,misc
ENG-Premier League,2019,Crystal Palace,Wayne Hennessey,WAL,GK,32,1987,3.0,0,0,0,0,0,0,0,1,0,,,0,2019-2020,misc
