league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ESP-La Liga,2020,Athletic Club,Jokin Ezkieta,ESP,GK,23,1996,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Athletic Club,Unai Simón,ESP,GK,23,1997,37,37,3330,37.0,40,1.08,108,68,63.0,11,13,13,9,24.3,6,5,1,0,16.7,2020-2021,keeper
ESP-La Liga,2020,Atlético Madrid,Jan Oblak,SVN,GK,27,1993,38,38,3420,38.0,25,0.66,123,100,79.7,26,8,4,18,47.4,4,1,2,1,66.7,2020-2021,keeper
ESP-La Liga,2020,Barcelona,Marc-André ter Stegen,GER,GK,28,1992,31,31,2790,31.0,32,1.03,110,78,70.9,21,5,5,11,35.5,3,3,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Barcelona,Neto,BRA,GK,31,1989,7,7,630,7.0,6,0.86,24,18,75.0,3,2,2,3,42.9,2,2,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Celta Vigo,Iván Villar,ESP,GK,23,1997,21,19,1781,19.8,30,1.52,77,47,61.0,7,5,7,5,26.3,7,6,1,0,14.3,2020-2021,keeper
ESP-La Liga,2020,Celta Vigo,Rubén Blanco,ESP,GK,25,1995,19,19,1637,18.2,27,1.48,61,34,55.7,7,6,6,4,21.1,1,1,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Cádiz,Alberto Cifuentes,ESP,GK,41,1979,2,2,180,2.0,3,1.5,6,3,50.0,1,0,1,1,50.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Cádiz,David Gil,ESP,GK,26,1994,4,4,360,4.0,10,2.5,17,7,41.2,0,1,3,0,0.0,1,1,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Cádiz,Jeremías Ledesma,ARG,GK,27,1993,32,32,2880,32.0,45,1.41,119,82,62.2,10,10,12,9,28.1,9,8,1,0,11.1,2020-2021,keeper
ESP-La Liga,2020,Eibar,Marko Dmitrović,SRB,GK,28,1992,35,35,3120,34.7,49,1.41,129,80,62.0,6,11,18,9,25.7,5,3,1,1,25.0,2020-2021,keeper
ESP-La Liga,2020,Eibar,Yoel,ESP,GK,31,1988,4,3,300,3.3,3,0.9,6,3,50.0,0,1,2,0,0.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Elche,Paulo Gazzaniga,ARG,GK,28,1992,8,8,720,8.0,9,1.13,24,15,62.5,3,1,4,2,25.0,1,1,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Elche,Édgar Badía,ESP,GK,28,1992,30,30,2700,30.0,46,1.53,139,93,66.9,5,11,14,5,16.7,9,5,3,1,37.5,2020-2021,keeper
ESP-La Liga,2020,Getafe,David Soria,ESP,GK,27,1993,28,28,2520,28.0,31,1.11,77,52,59.7,6,8,14,10,35.7,7,6,1,0,14.3,2020-2021,keeper
ESP-La Liga,2020,Getafe,Rubén Yáñez,ESP,GK,26,1993,10,10,900,10.0,12,1.2,32,20,62.5,3,3,4,4,40.0,1,1,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Granada,Aarón Escandell,ESP,GK,24,1995,5,5,450,5.0,8,1.6,24,16,66.7,1,1,3,1,20.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Granada,Rui Silva,POR,GK,26,1994,32,32,2880,32.0,55,1.72,134,79,59.0,12,6,14,8,25.0,10,5,4,1,44.4,2020-2021,keeper
ESP-La Liga,2020,Granada,Ángel,ESP,GK,18,2002,1,1,90,1.0,2,2.0,8,6,75.0,0,0,1,0,0.0,2,1,1,0,50.0,2020-2021,keeper
ESP-La Liga,2020,Huesca,Andrés Fernández,ESP,GK,33,1986,16,16,1440,16.0,21,1.31,55,34,61.8,2,8,6,4,25.0,3,3,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Huesca,Álvaro Fernández,ESP,GK,22,1998,22,22,1980,22.0,32,1.45,97,65,67.0,5,5,12,5,22.7,2,2,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Levante,Aitor Fernández,ESP,GK,29,1991,29,29,2610,29.0,44,1.52,122,78,63.9,8,11,10,3,10.3,3,3,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Levante,Dani Cárdenas,ESP,GK,23,1997,8,8,720,8.0,11,1.37,39,28,71.8,1,3,4,1,12.5,1,0,0,1,,2020-2021,keeper
ESP-La Liga,2020,Levante,Koke Vegas,ESP,GK,24,1995,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Osasuna,Juan Pérez,ESP,GK,24,1996,3,3,270,3.0,3,1.0,8,5,62.5,1,1,1,1,33.3,1,1,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Osasuna,Rubén,ESP,GK,36,1984,3,3,187,2.1,5,2.41,8,3,37.5,0,2,1,0,0.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Osasuna,Sergio Herrera,ESP,GK,27,1993,33,32,2958,32.9,40,1.22,121,87,66.9,10,8,14,10,31.3,8,4,3,1,42.9,2020-2021,keeper
ESP-La Liga,2020,Real Betis,Claudio Bravo,CHI,GK,37,1983,20,20,1800,20.0,25,1.25,76,51,67.1,8,8,4,7,35.0,5,4,1,0,20.0,2020-2021,keeper
ESP-La Liga,2020,Real Betis,Joel Robles,ESP,GK,30,1990,18,18,1620,18.0,25,1.39,62,37,59.7,9,2,7,6,33.3,5,4,1,0,20.0,2020-2021,keeper
ESP-La Liga,2020,Real Madrid,Thibaut Courtois,BEL,GK,28,1992,38,38,3420,38.0,28,0.74,116,88,75.9,25,9,4,17,44.7,9,7,2,0,22.2,2020-2021,keeper
ESP-La Liga,2020,Real Sociedad,Álex Remiro,ESP,GK,25,1995,38,38,3420,38.0,38,1.0,102,67,62.7,17,11,10,14,36.8,5,3,1,1,25.0,2020-2021,keeper
ESP-La Liga,2020,Sevilla,Tomáš Vaclík,CZE,GK,31,1989,5,5,450,5.0,5,1.0,14,9,64.3,3,0,2,2,40.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Sevilla,Yassine Bounou,MAR,GK,29,1991,33,33,2970,33.0,28,0.85,107,79,73.8,21,5,7,15,45.5,6,4,2,0,33.3,2020-2021,keeper
ESP-La Liga,2020,Valencia,Jasper Cillessen,NED,GK,31,1989,10,10,900,10.0,11,1.1,44,33,75.0,5,1,4,3,30.0,2,1,1,0,50.0,2020-2021,keeper
ESP-La Liga,2020,Valencia,Jaume Doménech,ESP,GK,29,1990,28,28,2520,28.0,42,1.5,130,88,67.7,5,12,11,4,14.3,6,4,2,0,33.3,2020-2021,keeper
ESP-La Liga,2020,Valladolid,Jordi Masip,ESP,GK,31,1989,25,25,2250,25.0,40,1.6,112,75,64.3,4,9,12,2,8.0,4,4,0,0,0.0,2020-2021,keeper
ESP-La Liga,2020,Valladolid,Roberto,ESP,GK,34,1986,13,13,1170,13.0,17,1.31,46,29,63.0,1,7,5,1,7.7,3,2,0,1,0.0,2020-2021,keeper
ESP-La Liga,2020,Villarreal,Gerónimo Rulli,ARG,GK,28,1992,2,2,180,2.0,4,2.0,8,4,50.0,0,0,2,0,0.0,0,0,0,0,,2020-2021,keeper
ESP-La Liga,2020,Villarreal,Sergio Asenjo,ESP,GK,31,1989,36,36,3240,36.0,41,1.14,121,80,66.1,15,13,8,10,27.8,9,7,1,1,12.5,2020-2021,keeper
FRA-Ligue 1,2020,Angers,Paul Bernardoni,FRA,GK,23,1997,38,38,3420,38.0,58,1.53,141,83,58.9,12,8,18,9,23.7,8,7,1,0,12.5,2020-2021,keeper
FRA-Ligue 1,2020,Bordeaux,Benoît Costil,FRA,GK,33,1987,38,38,3420,38.0,57,1.5,151,101,62.3,13,6,19,14,36.8,8,7,1,0,12.5,2020-2021,keeper
FRA-Ligue 1,2020,Brest,Gautier Larsonneur,FRA,GK,23,1997,35,35,3150,35.0,62,1.77,173,111,64.2,10,7,18,6,17.1,10,8,1,1,11.1,2020-2021,keeper
FRA-Ligue 1,2020,Brest,Sébastien Cibois,FRA,GK,22,1998,3,3,270,3.0,4,1.33,11,7,63.6,1,1,1,1,33.3,1,1,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Dijon,Alfred Gomis,SEN,GK,26,1993,5,5,450,5.0,10,2.0,32,22,68.8,0,1,4,0,0.0,3,3,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Dijon,Anthony Racioppi,SUI,GK,21,1998,21,21,1890,21.0,33,1.57,93,60,64.5,2,6,13,3,14.3,4,3,1,0,25.0,2020-2021,keeper
FRA-Ligue 1,2020,Dijon,Saturnin Allagbé,BEN,GK,26,1993,12,12,1080,12.0,30,2.5,67,37,55.2,2,2,8,3,25.0,3,1,1,1,50.0,2020-2021,keeper
FRA-Ligue 1,2020,Lens,Jean-Louis Leca,FRA,GK,34,1985,37,37,3313,36.8,51,1.39,139,88,63.3,15,12,10,8,21.6,11,10,1,0,9.1,2020-2021,keeper
FRA-Ligue 1,2020,Lens,Wuilker Faríñez,VEN,GK,22,1998,3,1,107,1.2,3,2.52,7,4,57.1,0,0,1,0,0.0,1,1,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Lille,Mike Maignan,FRA,GK,25,1995,38,38,3420,38.0,23,0.61,108,86,78.7,24,11,3,21,55.3,2,1,1,0,50.0,2020-2021,keeper
FRA-Ligue 1,2020,Lorient,Matthieu Dreyer,FRA,GK,31,1989,15,15,1350,15.0,25,1.67,58,33,56.9,5,5,5,2,13.3,6,6,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Lorient,Paul Nardi,FRA,GK,26,1994,23,23,2070,23.0,44,1.91,111,67,60.4,6,4,13,3,13.0,6,4,1,1,20.0,2020-2021,keeper
FRA-Ligue 1,2020,Lyon,Anthony Lopes,POR,GK,29,1990,38,38,3420,38.0,43,1.13,136,93,68.4,22,10,6,11,28.9,8,5,2,1,28.6,2020-2021,keeper
FRA-Ligue 1,2020,Marseille,Steve Mandanda,FRA,GK,35,1985,37,37,3330,37.0,45,1.22,129,84,65.1,16,12,9,8,21.6,3,3,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Marseille,Yohann Pelé,FRA,GK,37,1982,1,1,90,1.0,2,2.0,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,2020-2021,keeper
FRA-Ligue 1,2020,Metz,Alexandre Oukidja,ALG,GK,32,1988,34,34,3058,34.0,39,1.15,127,88,69.3,12,10,12,8,23.5,10,9,1,0,10.0,2020-2021,keeper
FRA-Ligue 1,2020,Metz,Marc-Aurèle Caillard,FRA,GK,26,1994,5,4,361,4.0,10,2.49,23,13,56.5,0,1,3,0,0.0,3,3,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Monaco,Benjamin Lecomte,FRA,GK,29,1991,28,28,2520,28.0,27,0.96,70,43,61.4,18,5,5,13,46.4,3,3,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Monaco,Radosław Majecki,POL,GK,20,1999,1,1,90,1.0,1,1.0,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,2020-2021,keeper
FRA-Ligue 1,2020,Monaco,Vito Mannone,ITA,GK,32,1988,9,9,810,9.0,14,1.56,33,19,57.6,5,1,3,2,22.2,2,2,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Montpellier,Dimitry Bertaud,COD,GK,22,1998,9,7,745,8.3,11,1.33,43,32,74.4,4,2,1,3,42.9,1,1,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Montpellier,Jonas Omlin,SUI,GK,26,1994,31,31,2673,29.7,51,1.72,159,108,67.9,10,10,11,2,6.5,11,11,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Nantes,Alban Lafont,CIV,GK,21,1999,38,38,3420,38.0,55,1.45,167,112,67.1,9,13,16,5,13.2,13,10,2,1,16.7,2020-2021,keeper
FRA-Ligue 1,2020,Nice,Walter Benítez,ARG,GK,27,1993,38,38,3420,38.0,53,1.39,178,125,70.2,15,7,16,9,23.7,7,7,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Nîmes,Baptiste Reynet,FRA,GK,29,1990,38,38,3420,38.0,71,1.87,195,124,63.6,9,8,21,8,21.1,10,6,3,1,33.3,2020-2021,keeper
FRA-Ligue 1,2020,PSG,Keylor Navas,CRC,GK,33,1986,29,29,2520,28.0,18,0.64,90,73,80.0,21,3,5,15,51.7,2,1,1,0,50.0,2020-2021,keeper
FRA-Ligue 1,2020,PSG,Marcin Bułka,POL,GK,20,1999,1,1,90,1.0,1,1.0,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,2020-2021,keeper
FRA-Ligue 1,2020,PSG,Sergio Rico,ESP,GK,26,1993,10,8,810,9.0,9,1.0,37,28,75.7,5,1,2,5,62.5,0,0,0,0,,2020-2021,keeper
FRA-Ligue 1,2020,Reims,Predrag Rajković,SRB,GK,24,1995,37,37,3285,36.5,49,1.34,162,113,69.8,9,15,13,10,27.0,7,4,2,1,33.3,2020-2021,keeper
FRA-Ligue 1,2020,Reims,Yehvann Diouf,SEN,GK,20,1999,2,1,135,1.5,1,0.67,6,5,83.3,0,0,1,0,0.0,1,1,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Rennes,Alfred Gomis,SEN,GK,26,1993,22,22,1980,22.0,25,1.14,77,52,67.5,7,5,10,5,22.7,4,3,0,1,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Rennes,Romain Salin,FRA,GK,36,1984,15,15,1350,15.0,14,0.93,54,40,74.1,9,4,2,5,33.3,0,0,0,0,,2020-2021,keeper
FRA-Ligue 1,2020,Rennes,Édouard Mendy,SEN,GK,28,1992,1,1,90,1.0,1,1.0,1,0,0.0,0,1,0,0,0.0,0,0,0,0,,2020-2021,keeper
FRA-Ligue 1,2020,Saint-Étienne,Etienne Green,ENG,GK,20,2000,8,8,720,8.0,8,1.0,27,19,70.4,4,1,3,3,37.5,4,2,1,1,33.3,2020-2021,keeper
FRA-Ligue 1,2020,Saint-Étienne,Jessy Moulin,FRA,GK,34,1986,29,29,2610,29.0,42,1.45,104,62,59.6,8,9,12,9,31.0,4,4,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Saint-Étienne,Stefan Bajic,FRA,GK,18,2001,1,1,90,1.0,4,4.0,4,0,0.0,0,0,1,0,0.0,1,0,0,1,,2020-2021,keeper
FRA-Ligue 1,2020,Strasbourg,Bingourou Kamara,SEN,GK,23,1996,8,8,720,8.0,14,1.75,33,19,57.6,2,0,6,2,25.0,1,1,0,0,0.0,2020-2021,keeper
FRA-Ligue 1,2020,Strasbourg,Eiji Kawashima,JPN,GK,37,1983,24,24,2160,24.0,31,1.29,91,60,65.9,8,7,9,8,33.3,5,3,1,1,25.0,2020-2021,keeper
FRA-Ligue 1,2020,Strasbourg,Matz Sels,BEL,GK,28,1992,6,6,540,6.0,13,2.17,26,13,50.0,1,2,3,0,0.0,2,2,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Atalanta,Marco Sportiello,ITA,GK,28,1992,15,13,1261,14.0,21,1.5,48,27,56.3,9,1,3,2,15.4,2,1,1,0,50.0,2020-2021,keeper
ITA-Serie A,2020,Atalanta,Pierluigi Gollini,ITA,GK,25,1995,25,25,2156,24.0,26,1.09,65,39,60.0,14,8,3,9,36.0,6,4,2,0,33.3,2020-2021,keeper
ITA-Serie A,2020,Benevento,Lorenzo Montipò,ITA,GK,24,1996,37,37,3330,37.0,74,2.0,173,103,57.2,7,11,19,7,18.9,5,4,1,0,20.0,2020-2021,keeper
ITA-Serie A,2020,Benevento,Niccolò Manfredini,ITA,GK,32,1988,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Bologna,Angelo da Costa Júnior,BRA,GK,36,1983,6,6,540,6.0,9,1.5,27,18,66.7,0,5,1,1,16.7,1,1,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Bologna,Federico Ravaglia,ITA,GK,20,1999,4,4,360,4.0,10,2.5,20,10,50.0,0,1,3,0,0.0,1,1,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Bologna,Łukasz Skorupski,POL,GK,29,1991,28,28,2520,28.0,46,1.64,147,101,68.7,10,5,13,4,14.3,7,5,2,0,28.6,2020-2021,keeper
ITA-Serie A,2020,Cagliari,Alessio Cragno,ITA,GK,26,1994,34,34,3060,34.0,53,1.56,185,132,71.4,6,10,18,6,17.6,5,5,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Cagliari,Guglielmo Vicario,ITA,GK,23,1996,4,4,360,4.0,6,1.5,21,15,71.4,3,0,1,1,25.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Crotone,Alex Cordaz,ITA,GK,37,1983,36,36,3240,36.0,91,2.53,209,118,56.5,6,3,27,2,5.6,5,5,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Crotone,Gian Crespi,ITA,GK,19,2001,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Crotone,Marco Festa,ITA,GK,28,1992,1,1,90,1.0,1,1.0,8,7,87.5,0,1,0,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Fiorentina,Bartłomiej Drągowski,POL,GK,22,1997,36,36,3148,35.0,55,1.57,140,85,60.7,9,12,15,8,22.2,10,8,2,0,20.0,2020-2021,keeper
ITA-Serie A,2020,Fiorentina,Pietro Terracciano,ITA,GK,30,1990,4,2,272,3.0,4,1.32,11,7,63.6,0,1,1,2,100.0,1,0,1,0,100.0,2020-2021,keeper
ITA-Serie A,2020,Genoa,Alberto Paleari,ITA,GK,27,1992,3,2,206,2.3,3,1.31,12,9,75.0,1,0,1,1,50.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Genoa,Federico Marchetti,ITA,GK,37,1983,4,4,334,3.7,11,2.96,18,7,38.9,0,1,3,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Genoa,Mattia Perin,ITA,GK,27,1992,32,32,2879,32.0,44,1.38,157,119,72.0,9,11,12,8,25.0,7,7,0,0,0.0,2020-2021,keeper
