league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ITA-Serie A,2020,Hellas Verona,Alessandro Berardi,ITA,GK,29,1991,1,0,28,0.3,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Hellas Verona,Ivor Pandur,CRO,GK,20,2000,4,4,332,3.7,6,1.63,13,7,53.8,0,3,1,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Hellas Verona,Marco Silvestri,ITA,GK,29,1991,34,34,3060,34.0,42,1.24,135,93,68.9,11,9,14,7,20.6,7,6,0,1,0.0,2020-2021,keeper
ITA-Serie A,2020,Inter,Daniele Padelli,ITA,GK,34,1985,1,0,45,0.5,1,2.0,2,1,50.0,0,0,0,0,,1,1,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Inter,Ionuț Radu,ROU,GK,23,1997,2,1,135,1.5,1,0.67,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Inter,Samir Handanović,SVN,GK,36,1984,37,37,3240,36.0,33,0.92,110,77,70.0,27,7,3,14,37.8,6,4,2,0,33.3,2020-2021,keeper
ITA-Serie A,2020,Juventus,Carlo Pinsoglio,ITA,GK,30,1990,1,0,23,0.3,1,3.91,2,1,50.0,0,0,0,0,,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Juventus,Gianluigi Buffon,ITA,GK,42,1978,8,8,720,8.0,5,0.62,20,15,75.0,7,1,0,3,37.5,3,2,1,0,33.3,2020-2021,keeper
ITA-Serie A,2020,Juventus,Wojciech Szczęsny,POL,GK,30,1990,30,30,2677,29.7,32,1.08,96,67,66.7,16,8,6,5,16.7,6,4,2,0,33.3,2020-2021,keeper
ITA-Serie A,2020,Lazio,Pepe Reina,ESP,GK,37,1982,29,29,2610,29.0,41,1.41,109,75,62.4,18,3,8,9,31.0,8,8,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Lazio,Thomas Strakosha,ALB,GK,25,1995,9,9,810,9.0,14,1.56,38,24,63.2,3,2,4,3,33.3,2,2,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Milan,Ciprian Tătărușanu,ROU,GK,34,1986,1,1,90,1.0,3,3.0,7,4,57.1,0,1,0,0,0.0,1,1,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Milan,Gianluigi Donnarumma,ITA,GK,21,1999,37,37,3330,37.0,38,1.03,128,92,70.3,24,6,7,14,37.8,4,2,1,1,33.3,2020-2021,keeper
ITA-Serie A,2020,Napoli,Alex Meret,ITA,GK,23,1997,22,22,1980,22.0,29,1.32,82,53,64.6,13,5,4,6,27.3,2,2,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Napoli,David Ospina,COL,GK,31,1988,16,16,1440,16.0,12,0.75,42,30,71.4,11,0,5,8,50.0,3,3,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Parma,Luigi Sepe,ITA,GK,29,1991,36,36,3240,36.0,76,2.11,185,109,58.9,3,11,22,5,13.9,2,2,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Parma,Simone Colombi,ITA,GK,29,1991,2,2,180,2.0,7,3.5,10,3,30.0,0,0,2,0,0.0,1,1,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Roma,Antonio Mirante,ITA,GK,37,1983,13,13,1153,12.8,19,1.48,55,36,65.5,6,3,4,5,38.5,3,2,1,0,33.3,2020-2021,keeper
ITA-Serie A,2020,Roma,Daniel Fuzato,BRA,GK,23,1997,5,5,450,5.0,7,1.4,26,19,73.1,2,1,2,2,40.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Roma,Pau López,ESP,GK,25,1994,21,20,1817,20.2,29,1.44,88,59,67.0,10,4,6,4,20.0,3,3,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Sampdoria,Emil Audero,IDN,GK,23,1997,37,37,3330,37.0,54,1.46,174,120,69.0,14,7,16,6,16.2,9,7,2,0,22.2,2020-2021,keeper
ITA-Serie A,2020,Sampdoria,Karlo Letica,CRO,GK,23,1997,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Sassuolo,Andrea Consigli,ITA,GK,33,1987,37,37,3330,37.0,56,1.51,186,130,69.9,17,10,10,7,18.9,5,4,1,0,20.0,2020-2021,keeper
ITA-Serie A,2020,Sassuolo,Gianluca Pegolo,ITA,GK,39,1981,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Spezia,Ivan Provedel,ITA,GK,26,1994,29,29,2610,29.0,55,1.9,130,75,57.7,6,10,13,4,13.8,7,6,1,0,14.3,2020-2021,keeper
ITA-Serie A,2020,Spezia,Jeroen Zoet,NED,GK,29,1991,7,7,603,6.7,12,1.79,30,18,60.0,3,1,3,1,14.3,3,3,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Spezia,Rafael,BRA,GK,38,1982,3,2,207,2.3,5,2.17,18,13,72.2,0,1,1,1,50.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Torino,Salvatore Sirigu,ITA,GK,33,1987,32,32,2880,32.0,62,1.94,136,74,54.4,5,13,14,7,21.9,9,8,0,1,0.0,2020-2021,keeper
ITA-Serie A,2020,Torino,Samir Ujkani,KVX,GK,32,1988,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Torino,Vanja Milinković-Savić,SRB,GK,23,1997,5,5,450,5.0,6,1.2,20,14,70.0,2,2,1,1,20.0,1,1,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Udinese,Juan Musso,ARG,GK,26,1994,35,35,3147,35.0,51,1.46,150,99,66.0,9,10,16,8,22.9,13,13,0,0,0.0,2020-2021,keeper
ITA-Serie A,2020,Udinese,Manuel Gasparini,ITA,GK,18,2002,1,0,3,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Udinese,Nícolas Andrade,BRA,GK,32,1988,2,2,180,2.0,5,2.5,6,1,16.7,1,0,1,0,0.0,0,0,0,0,,2020-2021,keeper
ITA-Serie A,2020,Udinese,Simone Scuffet,ITA,GK,24,1996,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,1,1,0,0,0.0,2020-2021,keeper
,2020,Arminia,Stefan Ortega,GER,GK,27,1992,34,34,3060,34.0,52,1.53,167,120,68.9,9,8,17,11,32.4,6,5,1,0,16.7,2020-2021,keeper
,2020,Augsburg,Rafał Gikiewicz,POL,GK,32,1987,34,34,3060,34.0,55,1.62,183,128,69.9,10,6,18,7,20.6,10,6,2,2,25.0,2020-2021,keeper
,2020,Bayern Munich,Alexander Nübel,GER,GK,23,1996,1,1,90,1.0,2,2.0,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,Bayern Munich,Manuel Neuer,GER,GK,34,1986,33,33,2970,33.0,42,1.27,122,81,65.6,24,5,4,9,27.3,3,1,1,1,50.0,2020-2021,keeper
,2020,Dortmund,Marwin Hitz,SUI,GK,32,1987,16,16,1395,15.5,16,1.03,45,29,64.4,11,2,3,7,43.8,2,2,0,0,0.0,2020-2021,keeper
,2020,Dortmund,Roman Bürki,SUI,GK,29,1990,19,18,1665,18.5,30,1.62,92,62,67.4,9,2,7,4,22.2,4,4,0,0,0.0,2020-2021,keeper
,2020,Frankfurt,Elias Bördner,GER,GK,18,2002,1,1,90,1.0,1,1.0,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,Frankfurt,Kevin Trapp,GER,GK,30,1990,33,33,2970,33.0,52,1.58,154,102,66.2,15,12,6,4,12.1,6,4,1,1,20.0,2020-2021,keeper
,2020,Freiburg,Florian Müller,GER,GK,22,1997,31,31,2790,31.0,46,1.48,158,112,70.9,11,8,12,6,19.4,3,2,1,0,33.3,2020-2021,keeper
,2020,Freiburg,Mark Flekken,NED,GK,27,1993,3,3,270,3.0,6,2.0,18,12,66.7,1,1,1,0,0.0,3,2,0,1,0.0,2020-2021,keeper
,2020,Gladbach,Tobias Sippel,GER,GK,32,1988,4,3,344,3.8,6,1.57,19,13,68.4,1,1,1,1,33.3,0,0,0,0,,2020-2021,keeper
,2020,Gladbach,Yann Sommer,SUI,GK,31,1988,31,31,2712,30.1,50,1.66,134,84,62.7,12,9,10,6,19.4,6,6,0,0,0.0,2020-2021,keeper
,2020,Hertha BSC,Alexander Schwolow,GER,GK,28,1992,26,26,2340,26.0,39,1.5,108,69,63.9,6,10,10,8,30.8,6,6,0,0,0.0,2020-2021,keeper
,2020,Hertha BSC,Rune Jarstein,NOR,GK,35,1984,8,8,720,8.0,13,1.62,33,20,60.6,2,1,5,1,12.5,2,1,1,0,50.0,2020-2021,keeper
,2020,Hoffenheim,Oliver Baumann,GER,GK,30,1990,31,31,2790,31.0,51,1.65,137,86,62.8,10,8,13,6,19.4,9,6,2,1,25.0,2020-2021,keeper
,2020,Hoffenheim,Philipp Pentke,GER,GK,35,1985,3,3,270,3.0,3,1.0,13,10,76.9,1,2,0,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,Köln,Ron-Robert Zieler,GER,GK,31,1989,1,0,51,0.6,1,1.76,3,2,66.7,0,0,0,0,,1,1,0,0,0.0,2020-2021,keeper
,2020,Köln,Timo Horn,GER,GK,27,1993,34,34,3009,33.4,59,1.76,155,96,61.9,8,9,17,5,14.7,8,7,1,0,12.5,2020-2021,keeper
,2020,Leverkusen,Lennart Grill,GER,GK,21,1999,4,4,360,4.0,7,1.75,20,13,65.0,1,0,3,1,25.0,0,0,0,0,,2020-2021,keeper
,2020,Leverkusen,Lukáš Hrádecký,FIN,GK,30,1989,29,29,2565,28.5,29,1.02,84,55,65.5,13,9,7,8,27.6,2,1,1,0,50.0,2020-2021,keeper
,2020,Leverkusen,Niklas Lomb,GER,GK,27,1993,2,1,135,1.5,3,2.0,8,5,62.5,0,1,0,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,Mainz 05,Finn Dahmen,GER,GK,22,1998,3,3,270,3.0,10,3.33,21,11,52.4,1,0,2,0,0.0,1,1,0,0,0.0,2020-2021,keeper
,2020,Mainz 05,Robin Zentner,GER,GK,25,1994,31,31,2790,31.0,46,1.48,141,99,67.4,9,9,13,5,16.1,6,5,0,1,0.0,2020-2021,keeper
,2020,RB Leipzig,Josep Martinez,ESP,GK,22,1998,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,RB Leipzig,Péter Gulácsi,HUN,GK,30,1990,33,33,2970,33.0,30,0.91,78,50,61.5,19,8,6,15,45.5,3,3,0,0,0.0,2020-2021,keeper
,2020,Schalke 04,Frederik Rønnow,DEN,GK,27,1992,11,10,945,10.5,24,2.29,69,45,65.2,0,4,6,1,10.0,4,4,0,0,0.0,2020-2021,keeper
,2020,Schalke 04,Michael Langer,AUT,GK,35,1985,3,2,239,2.7,12,4.52,24,12,50.0,0,0,2,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,Schalke 04,Ralf Fährmann,GER,GK,31,1988,22,22,1876,20.8,50,2.4,142,95,64.8,3,3,16,3,13.6,4,3,1,0,25.0,2020-2021,keeper
,2020,Stuttgart,Fabian Bredlow,GER,GK,25,1995,1,1,90,1.0,1,1.0,9,8,88.9,1,0,0,0,0.0,0,0,0,0,,2020-2021,keeper
,2020,Stuttgart,Gregor Kobel,SUI,GK,22,1997,33,33,2970,33.0,54,1.64,151,103,64.2,11,9,13,5,15.2,7,5,2,0,28.6,2020-2021,keeper
,2020,Union Berlin,Andreas Luthe,GER,GK,33,1987,31,31,2768,30.8,42,1.37,131,89,67.9,11,12,8,5,16.1,5,4,1,0,20.0,2020-2021,keeper
,2020,Union Berlin,Loris Karius,GER,GK,27,1993,4,3,292,3.2,1,0.31,5,4,80.0,1,2,0,2,66.7,0,0,0,0,,2020-2021,keeper
,2020,Werder Bremen,Jiří Pavlenka,CZE,GK,28,1992,34,34,3060,34.0,57,1.68,158,106,63.9,7,10,17,6,17.6,6,4,2,0,33.3,2020-2021,keeper
,2020,Wolfsburg,Koen Casteels,BEL,GK,28,1992,32,32,2880,32.0,33,1.03,107,74,69.2,17,9,6,14,43.8,5,3,2,0,40.0,2020-2021,keeper
,2020,Wolfsburg,Pavao Pervan,AUT,GK,32,1987,2,2,180,2.0,4,2.0,14,10,71.4,0,1,1,0,0.0,0,0,0,0,,2020-2021,keeper
