league,season,team,player,nation,pos,age,born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sotpct,shooting_standard_sh_90,shooting_standard_sot_90,shooting_standard_g_sh,shooting_standard_g_sot,shooting_standard_pk,shooting_standard_pkatt,fbref_season_label,fbref_stat_type
ENG-Premier League,2018,Wolves,John Ruddy,ENG,GK,31,1986,1.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Jonny Castro,ESP,MF,24,1994,30.8,1,24,7,29.2,0.78,0.23,0.04,0.14,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,João Moutinho,POR,MF,31,1986,33.7,1,18,3,16.7,0.53,0.09,0.06,0.33,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Leander Dendoncker,BEL,MF,23,1995,16.3,2,17,10,58.8,1.04,0.61,0.12,0.2,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Léo Bonatini,BRA,FW,24,1994,1.5,0,9,1,11.1,6.0,0.67,0.0,0.0,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Matt Doherty,IRL,MF,26,1992,34.9,4,46,18,39.1,1.32,0.52,0.09,0.22,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Max Kilman,ENG,DF,21,1997,0.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Morgan Gibbs-White,ENG,"MF,FW",18,2000,7.4,0,9,1,11.1,1.22,0.14,0.0,0.0,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Raúl Jiménez,MEX,FW,27,1991,34.6,13,111,35,31.5,3.21,1.01,0.1,0.31,2,2,2018-2019,shooting
ENG-Premier League,2018,Wolves,Romain Saïss,MAR,"MF,DF",28,1990,12.8,2,11,5,45.5,0.86,0.39,0.18,0.4,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Rui Patrício,POR,GK,30,1988,37.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Ryan Bennett,ENG,DF,28,1990,34.0,1,15,4,26.7,0.44,0.12,0.07,0.25,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Rúben Neves,POR,MF,21,1997,33.4,4,74,16,21.6,2.21,0.48,0.03,0.13,2,2,2018-2019,shooting
ENG-Premier League,2018,Wolves,Rúben Vinagre,POR,MF,19,1999,7.9,0,4,3,75.0,0.51,0.38,0.0,0.0,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Will Norris,ENG,GK,24,1993,0.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ENG-Premier League,2018,Wolves,Willy Boly,CIV,DF,27,1991,35.2,4,23,6,26.1,0.65,0.17,0.17,0.67,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Adrián Marín,ESP,DF,21,1997,3.2,0,2,0,0.0,0.62,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Alejandro Blanco,ESP,MF,19,1998,0.2,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Antonio Sivera,ESP,GK,21,1996,3.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Borja Bastón,ESP,FW,25,1992,16.0,5,33,10,30.3,2.06,0.63,0.15,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Burgui,ESP,MF,24,1993,6.2,1,8,2,25.0,1.3,0.32,0.13,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Carlos Vigaray,ESP,DF,23,1994,7.2,0,1,0,0.0,0.14,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Daniel Torres,COL,MF,28,1989,0.8,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Darko Brašanac,SRB,MF,26,1992,17.6,0,9,1,11.1,0.51,0.06,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Diego Rolán,URU,"MF,FW",25,1993,3.3,0,8,2,25.0,2.42,0.6,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Fernando Pacheco,ESP,GK,26,1992,35.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Guillermo Maripán,CHI,DF,24,1994,22.3,2,15,4,26.7,0.67,0.18,0.13,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Ibai Gómez,ESP,"MF,FW",28,1989,16.1,3,42,11,26.2,2.61,0.68,0.07,0.27,0,1,2018-2019,shooting
ESP-La Liga,2018,Alavés,John Guidetti,SWE,FW,26,1992,7.0,2,10,5,50.0,1.43,0.71,0.2,0.4,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Jonathan Calleri,ARG,FW,24,1993,31.9,9,80,20,25.0,2.51,0.63,0.09,0.35,2,2,2018-2019,shooting
ESP-La Liga,2018,Alavés,Jony,ESP,"MF,FW",27,1991,33.0,4,55,23,41.8,1.67,0.7,0.07,0.17,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Manu García,ESP,MF,32,1986,25.9,2,28,6,21.4,1.08,0.23,0.07,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Martin Agirregabiria,ESP,"DF,MF",22,1996,22.6,0,1,0,0.0,0.04,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Patrick Twumasi,GHA,"FW,MF",24,1994,1.9,0,3,2,66.7,1.59,1.06,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Rodrigo Ely,BRA,DF,24,1993,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Rubén Duarte,ESP,DF,22,1995,30.8,0,23,8,34.8,0.75,0.26,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Rubén Sobrino,ESP,"FW,MF",26,1992,10.7,3,20,6,30.0,1.87,0.56,0.15,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Takashi Inui,JPN,"MF,FW",30,1988,9.2,2,16,5,31.3,1.74,0.54,0.13,0.4,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Tomás Pina Isla,ESP,MF,30,1987,26.0,2,12,3,25.0,0.46,0.12,0.17,0.67,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Víctor Laguardia,ESP,DF,28,1989,36.0,1,17,4,23.5,0.47,0.11,0.06,0.25,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Wakaso,GHA,MF,28,1990,18.5,1,31,6,19.4,1.67,0.32,0.03,0.17,0,0,2018-2019,shooting
ESP-La Liga,2018,Alavés,Ximo Navarro,ESP,DF,28,1990,28.1,2,13,3,23.1,0.46,0.11,0.15,0.67,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Ander Capa,ESP,DF,26,1992,18.2,0,9,2,22.2,0.49,0.11,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Ander Iturraspe,ESP,MF,29,1989,1.1,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Aritz Aduriz,ESP,FW,37,1981,10.5,2,19,11,57.9,1.81,1.05,0.0,0.0,2,2,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Beñat Etxebarria,ESP,MF,31,1987,22.6,1,15,3,20.0,0.66,0.13,0.07,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Cristian Ganea,ROU,MF,26,1992,0.5,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Dani García,ESP,MF,28,1990,27.5,0,2,0,0.0,0.07,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Gorka Guruzeta,ESP,FW,21,1996,0.6,0,1,0,0.0,1.8,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Iago Herrerín,ESP,GK,30,1988,31.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Ibai Gómez,ESP,MF,28,1989,6.4,0,9,3,33.3,1.4,0.47,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Iker Muniain,ESP,MF,25,1992,26.5,7,25,12,48.0,0.94,0.45,0.24,0.5,1,1,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Iñaki Williams,GHA,"FW,MF",24,1994,33.6,12,75,33,44.0,2.23,0.98,0.16,0.36,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Iñigo Córdoba,ESP,MF,21,1997,14.7,0,22,7,31.8,1.5,0.48,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Iñigo Lekue,ESP,"MF,DF",25,1993,2.3,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Iñigo Martínez,ESP,DF,27,1991,32.2,0,25,4,16.0,0.78,0.12,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Kenan Kodro,BIH,FW,24,1993,1.8,1,4,1,25.0,2.24,0.56,0.25,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Markel Susaeta,ESP,"MF,FW",30,1987,15.3,1,15,6,40.0,0.98,0.39,0.07,0.17,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Mikel Balenziaga,ESP,DF,30,1988,5.8,0,1,0,0.0,0.17,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Mikel Rico,ESP,MF,33,1984,2.7,0,3,1,33.3,1.12,0.37,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Mikel San José,ESP,MF,29,1989,19.3,0,12,3,25.0,0.62,0.16,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Peru Nolaskoain,ESP,DF,19,1998,5.2,2,4,3,75.0,0.78,0.58,0.5,0.67,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Raúl García,ESP,MF,32,1986,26.3,9,81,35,43.2,3.08,1.33,0.09,0.2,2,4,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Unai López,ESP,MF,22,1995,3.6,0,4,2,50.0,1.1,0.55,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Unai Núñez,ESP,DF,21,1997,11.8,0,12,3,25.0,1.02,0.25,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Unai Simón,ESP,GK,21,1997,7.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Yeray Álvarez,ESP,DF,23,1995,29.0,0,11,3,27.3,0.38,0.1,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Yuri Berchiche,ESP,"DF,MF",28,1990,34.7,2,29,6,20.7,0.84,0.17,0.07,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Athletic Club,Óscar de Marcos,ESP,"DF,MF",29,1989,26.9,1,9,2,22.2,0.33,0.07,0.11,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Andrés Solano,COL,DF,20,1998,0.5,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Antoine Griezmann,FRA,FW,27,1991,35.5,15,113,46,40.7,3.18,1.29,0.11,0.26,3,3,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Antonio Adán,ESP,GK,31,1987,1.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Borja Garcés,ESP,FW,18,1999,0.2,1,3,1,33.3,13.5,4.5,0.33,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Carlos Isaac,ESP,DF,20,1998,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Diego Costa,ESP,FW,29,1988,12.4,2,16,10,62.5,1.29,0.81,0.13,0.2,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Diego Godín,URU,DF,32,1986,27.9,3,14,8,57.1,0.5,0.29,0.21,0.38,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Filipe Luís,BRA,DF,32,1985,22.6,2,10,6,60.0,0.44,0.27,0.2,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Gelson Martins,POR,FW,23,1995,2.5,0,5,1,20.0,1.97,0.39,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Jan Oblak,SVN,GK,25,1993,37.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Javi Montero,ESP,DF,19,1999,4.5,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Joaquín Muñoz,ESP,"FW,MF",19,1999,0.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,José María Giménez,URU,DF,23,1995,19.7,0,15,3,20.0,0.76,0.15,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Juanfran,ESP,DF,33,1985,17.9,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Koke,ESP,MF,26,1992,28.7,3,21,6,28.6,0.73,0.21,0.14,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Lucas Hernández,FRA,DF,22,1996,12.4,1,5,1,20.0,0.4,0.08,0.2,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Nikola Kalinić,CRO,FW,30,1988,7.1,2,9,5,55.6,1.26,0.7,0.22,0.4,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Rodri,ESP,MF,22,1996,30.4,3,27,7,25.9,0.89,0.23,0.11,0.43,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Santiago Arias,COL,DF,26,1992,19.7,1,9,1,11.1,0.46,0.05,0.11,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Saúl Ñíguez,ESP,"MF,DF",23,1994,32.5,4,52,20,38.5,1.6,0.62,0.08,0.2,0,1,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Sergio Camello,ESP,FW,17,2001,0.5,1,3,1,33.3,6.0,2.0,0.33,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Stefan Savić,MNE,DF,27,1991,15.5,0,7,0,0.0,0.45,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Thomas Lemar,FRA,MF,22,1995,20.2,2,26,12,46.2,1.29,0.59,0.08,0.17,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Thomas Partey,GHA,MF,25,1993,23.0,3,36,7,19.4,1.57,0.3,0.08,0.43,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Toni Moya,ESP,DF,20,1998,1.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Victor Mollejo,ESP,"FW,MF",17,2001,0.7,0,2,0,0.0,2.77,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Vitolo,ESP,MF,28,1989,8.4,0,8,1,12.5,0.96,0.12,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Álvaro Morata,ESP,FW,25,1992,12.0,6,30,13,43.3,2.49,1.08,0.2,0.46,0,0,2018-2019,shooting
ESP-La Liga,2018,Atlético Madrid,Ángel Correa,ARG,"MF,FW",23,1995,21.3,3,32,11,34.4,1.5,0.52,0.09,0.27,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Abel Ruiz,ESP,FW,18,2000,0.2,0,1,1,100.0,4.09,4.09,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Arthur Melo,BRA,MF,21,1996,15.9,0,6,4,66.7,0.38,0.25,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Arturo Vidal,CHI,MF,31,1987,21.4,3,24,9,37.5,1.12,0.42,0.13,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Carles Aleñá,ESP,MF,20,1998,7.1,2,14,3,21.4,1.98,0.42,0.14,0.67,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Carles Pérez,ESP,"FW,MF",20,1998,0.2,0,1,0,0.0,5.0,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Clément Lenglet,FRA,DF,23,1995,21.5,1,6,2,33.3,0.28,0.09,0.17,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Denis Suárez,ESP,MF,24,1994,0.2,0,1,1,100.0,4.74,4.74,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Gerard Piqué,ESP,DF,31,1987,35.0,4,18,10,55.6,0.51,0.29,0.22,0.4,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Ivan Rakitić,CRO,MF,30,1988,29.4,3,36,11,30.6,1.23,0.37,0.08,0.27,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Jasper Cillessen,NED,GK,29,1989,3.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Jean-Clair Todibo,FRA,DF,18,1999,1.7,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Jeison Murillo,COL,DF,26,1992,1.3,0,1,1,100.0,0.8,0.8,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Jordi Alba,ESP,DF,29,1989,33.2,2,13,5,38.5,0.39,0.15,0.15,0.4,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Kevin-Prince Boateng,GHA,FW,31,1987,2.7,0,3,1,33.3,1.13,0.38,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Lionel Messi,ARG,FW,31,1987,30.1,36,170,87,51.2,5.64,2.89,0.19,0.37,4,5,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Luis Suárez,URU,FW,31,1987,31.4,21,112,58,51.8,3.57,1.85,0.15,0.29,4,4,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Malcom,BRA,"FW,MF",21,1997,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Marc-André ter Stegen,GER,GK,26,1992,35.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Moussa Wagué,SEN,"MF,DF",19,1998,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Munir El Haddadi,MAR,FW,22,1995,1.7,1,4,1,25.0,2.37,0.59,0.25,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Nélson Semedo,POR,DF,24,1993,17.8,1,6,2,33.3,0.34,0.11,0.17,0.5,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Ousmane Dembélé,FRA,"FW,MF",21,1997,18.5,8,39,17,43.6,2.11,0.92,0.21,0.47,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Philippe Coutinho,BRA,"FW,MF",26,1992,22.4,5,68,32,47.1,3.03,1.43,0.07,0.16,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Rafinha,BRA,"FW,MF",25,1993,2.5,0,2,0,0.0,0.81,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Riqui Puig,ESP,MF,18,1999,1.7,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Samuel Umtiti,FRA,DF,24,1993,13.2,0,2,0,0.0,0.15,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Sergi Roberto,ESP,"DF,MF",26,1992,23.2,0,9,1,11.1,0.39,0.04,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Sergio Busquets,ESP,MF,30,1988,30.2,0,8,0,0.0,0.27,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Thomas Vermaelen,BEL,DF,32,1985,6.5,0,2,0,0.0,0.31,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Barcelona,Álex Collado,ESP,MF,19,1999,0.9,0,2,0,0.0,2.12,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Andrew Hjulsager,DEN,MF,23,1995,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Brais Méndez,ESP,MF,21,1997,26.1,6,71,26,36.6,2.72,1.0,0.07,0.19,1,1,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,David Costas,ESP,DF,23,1995,13.0,0,2,1,50.0,0.15,0.08,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,David Juncà,ESP,"DF,MF",24,1993,19.5,0,6,1,16.7,0.31,0.05,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Dennis Eckert,,FW,21,1997,2.4,0,8,3,37.5,3.33,1.25,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Emmanuel Apeh,NGA,FW,21,1996,0.2,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Emre Mor,TUR,"MF,FW",21,1997,4.1,0,8,4,50.0,1.95,0.98,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Facundo Roncaglia,ARG,DF,31,1987,11.9,0,1,0,0.0,0.08,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Fran Beltrán,ESP,MF,19,1999,16.9,1,17,3,17.6,1.01,0.18,0.06,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Gustavo Cabral,ARG,DF,32,1985,21.1,0,17,2,11.8,0.81,0.09,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Hugo Mallo,ESP,"DF,MF",27,1991,34.4,1,24,8,33.3,0.7,0.23,0.04,0.13,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Iago Aspas,ESP,"FW,MF",30,1987,25.0,20,69,33,47.8,2.76,1.32,0.22,0.45,5,5,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Jozabed,ESP,MF,27,1991,12.8,0,11,3,27.3,0.86,0.23,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Júnior Alonso,PAR,"MF,DF",25,1993,6.0,0,4,2,50.0,0.67,0.34,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Kevin Vázquez,ESP,DF,25,1993,2.4,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Lucas Olaza,URU,DF,24,1994,10.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Mathias Jensen,DEN,MF,22,1996,2.6,0,4,1,25.0,1.53,0.38,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Maxi Gómez,URU,FW,21,1996,32.9,13,82,28,34.1,2.49,0.85,0.15,0.43,1,1,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Néstor Araujo,MEX,DF,26,1991,29.8,3,12,7,58.3,0.4,0.23,0.25,0.43,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Okay Yokuşlu,TUR,MF,24,1994,24.4,2,18,6,33.3,0.74,0.25,0.11,0.33,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Pione Sisto,DEN,"MF,FW",23,1995,9.4,2,18,9,50.0,1.92,0.96,0.11,0.22,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Rubén Blanco,ESP,GK,23,1995,25.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Ryad Boudebouz,ALG,MF,28,1990,8.0,1,11,5,45.5,1.38,0.63,0.09,0.2,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Róbert Mazáň,SVK,DF,24,1994,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Sergio Álvarez,ESP,GK,31,1986,13.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Sofiane Boufal,MAR,MF,24,1993,23.2,3,51,16,31.4,2.2,0.69,0.06,0.19,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Stanislav Lobotka,SVK,MF,23,1994,27.7,0,11,2,18.2,0.4,0.07,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Celta Vigo,Wesley Hoedt,NED,DF,24,1994,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Anaitz Arbilla,ESP,DF,31,1987,21.7,1,18,1,5.6,0.83,0.05,0.06,1.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Asier Riesgo,ESP,GK,34,1983,14.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Bebé,CPV,MF,28,1990,0.7,0,3,2,66.7,4.35,2.9,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Charles,BRA,FW,34,1984,19.3,14,63,30,47.6,3.26,1.55,0.13,0.27,6,7,2018-2019,shooting
ESP-La Liga,2018,Eibar,Fabián Orellana,CHI,MF,32,1986,30.4,3,78,25,32.1,2.57,0.82,0.03,0.08,1,1,2018-2019,shooting
ESP-La Liga,2018,Eibar,Gonzalo Escalante,ARG,MF,25,1993,19.9,4,22,10,45.5,1.11,0.5,0.18,0.4,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Iván Ramis,ESP,DF,33,1984,18.6,0,17,3,17.6,0.91,0.16,0.0,0.0,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Joan Jordán,ESP,MF,24,1994,31.9,4,58,17,29.3,1.82,0.53,0.07,0.24,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Jordi Calavera,ESP,DF,22,1995,0.0,0,0,0,,0.0,0.0,,,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,José Ángel,ESP,DF,28,1989,33.6,1,24,4,16.7,0.71,0.12,0.04,0.25,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Kiké,ESP,FW,28,1989,14.4,3,43,16,37.2,2.98,1.11,0.07,0.19,0,0,2018-2019,shooting
ESP-La Liga,2018,Eibar,Marc Cardona,ESP,"FW,MF",23,1995,6.7,3,17,8,47.1,2.53,1.19,0.18,0.38,0,0,2018-2019,shooting
