league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ITA-Serie A,2019,Inter,Daniele Padelli,ITA,GK,33,1985,4,4,270,3.0,4,1.33,8,4,50.0,2,0,1,1,25.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Inter,Samir Handanović,SVN,GK,35,1984,35,35,3150,35.0,32,0.91,109,79,70.6,22,10,3,13,37.1,3,2,1,0,33.3,2019-2020,keeper
ITA-Serie A,2019,Juventus,Carlo Pinsoglio,ITA,GK,29,1990,1,0,19,0.2,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Juventus,Gianluigi Buffon,ITA,GK,41,1978,9,9,810,9.0,10,1.11,33,23,69.7,7,1,1,1,11.1,2,1,0,1,0.0,2019-2020,keeper
ITA-Serie A,2019,Juventus,Wojciech Szczęsny,POL,GK,29,1990,29,29,2591,28.8,33,1.15,128,95,74.2,19,4,6,11,37.9,10,8,1,1,11.1,2019-2020,keeper
ITA-Serie A,2019,Lazio,Thomas Strakosha,ALB,GK,24,1995,38,38,3420,38.0,42,1.11,155,113,72.9,24,6,8,11,28.9,9,7,1,1,12.5,2019-2020,keeper
ITA-Serie A,2019,Lecce,Gabriel,BRA,GK,26,1992,34,34,2997,33.3,76,2.28,232,156,67.2,6,8,20,2,5.9,12,10,2,0,16.7,2019-2020,keeper
ITA-Serie A,2019,Lecce,Mauro Vigorito,ITA,GK,29,1990,5,4,423,4.7,9,1.91,29,20,69.0,3,0,1,1,25.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Milan,Asmir Begović,BIH,GK,32,1987,2,1,129,1.4,3,2.09,7,4,57.1,0,0,1,0,0.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Milan,Gianluigi Donnarumma,ITA,GK,20,1999,36,36,3201,35.6,42,1.18,131,96,67.9,18,9,9,12,33.3,8,4,4,0,50.0,2019-2020,keeper
ITA-Serie A,2019,Milan,Pepe Reina,ESP,GK,36,1982,2,2,90,1.0,1,1.0,5,4,80.0,1,0,0,0,0.0,1,0,1,0,100.0,2019-2020,keeper
ITA-Serie A,2019,Napoli,Alex Meret,ITA,GK,22,1997,22,21,1951,21.7,33,1.52,84,51,60.7,9,5,7,3,14.3,6,5,1,0,16.7,2019-2020,keeper
ITA-Serie A,2019,Napoli,David Ospina,COL,GK,30,1988,17,17,1469,16.3,17,1.04,54,37,68.5,9,3,5,4,23.5,2,2,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Parma,Luigi Sepe,ITA,GK,28,1991,34,34,3060,34.0,53,1.56,190,137,72.1,13,6,15,5,14.7,9,6,3,0,33.3,2019-2020,keeper
ITA-Serie A,2019,Parma,Simone Colombi,ITA,GK,28,1991,4,4,360,4.0,4,1.0,18,14,77.8,1,1,2,1,25.0,2,1,0,1,0.0,2019-2020,keeper
ITA-Serie A,2019,Roma,Antonio Mirante,ITA,GK,36,1983,5,5,450,5.0,5,1.0,25,20,80.0,2,1,2,2,40.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Roma,Daniel Fuzato,BRA,GK,22,1997,1,1,90,1.0,1,1.0,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Roma,Pau López,ESP,GK,24,1994,32,32,2880,32.0,45,1.41,133,88,66.2,18,6,8,5,15.6,9,8,1,0,11.1,2019-2020,keeper
ITA-Serie A,2019,SPAL,Demba Thiam,SEN,GK,21,1998,2,2,180,2.0,4,2.0,17,13,76.5,0,1,1,0,0.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,SPAL,Etrit Berisha,ALB,GK,30,1989,26,26,2340,26.0,41,1.58,138,97,70.3,5,3,18,3,11.5,6,6,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,SPAL,Karlo Letica,CRO,GK,22,1997,10,10,900,10.0,29,2.9,65,36,55.4,0,1,9,0,0.0,1,0,1,0,100.0,2019-2020,keeper
ITA-Serie A,2019,Sampdoria,Emil Audero,IDN,GK,22,1997,36,36,3240,36.0,60,1.67,170,110,64.7,12,5,19,9,25.0,8,7,0,1,0.0,2019-2020,keeper
ITA-Serie A,2019,Sampdoria,Wladimiro Falcone,ITA,GK,24,1995,2,2,180,2.0,5,2.5,13,8,61.5,0,1,1,0,0.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Sassuolo,Andrea Consigli,ITA,GK,32,1987,31,31,2790,31.0,55,1.77,146,91,62.3,12,5,14,5,16.1,8,7,1,0,12.5,2019-2020,keeper
ITA-Serie A,2019,Sassuolo,Gianluca Pegolo,ITA,GK,38,1981,5,5,450,5.0,4,0.8,28,24,85.7,2,2,1,2,40.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Sassuolo,Stefano Turati,ITA,GK,17,2001,2,2,180,2.0,4,2.0,12,8,66.7,0,2,0,0,0.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Torino,Antonio Rosati,ITA,GK,36,1983,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Torino,Salvatore Sirigu,ITA,GK,32,1987,36,36,3240,36.0,64,1.78,202,138,68.3,11,6,19,7,19.4,10,9,1,0,10.0,2019-2020,keeper
ITA-Serie A,2019,Torino,Samir Ujkani,KVX,GK,31,1988,1,1,90,1.0,3,3.0,6,3,50.0,0,0,1,0,0.0,1,1,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Udinese,Juan Musso,ARG,GK,25,1994,38,38,3420,38.0,51,1.34,194,143,73.7,12,9,17,14,36.8,10,8,2,0,20.0,2019-2020,keeper
,2019,Augsburg,Andreas Luthe,GER,GK,32,1987,10,10,900,10.0,12,1.2,34,22,64.7,3,3,4,3,30.0,0,0,0,0,,2019-2020,keeper
,2019,Augsburg,Tomáš Koubek,CZE,GK,26,1992,24,24,2160,24.0,51,2.12,126,75,59.5,6,6,12,4,16.7,1,0,1,0,100.0,2019-2020,keeper
,2019,Bayern Munich,Manuel Neuer,GER,GK,33,1986,33,33,2970,33.0,31,0.94,113,82,72.6,25,4,4,15,45.5,4,3,1,0,25.0,2019-2020,keeper
,2019,Bayern Munich,Sven Ulreich,GER,GK,30,1988,2,2,90,1.0,1,1.0,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Dortmund,Marwin Hitz,SUI,GK,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,,2019-2020,keeper
,2019,Dortmund,Roman Bürki,SUI,GK,28,1990,31,31,2770,30.8,40,1.3,98,58,59.2,19,5,7,13,41.9,3,3,0,0,0.0,2019-2020,keeper
,2019,Düsseldorf,Florian Kastenmeier,GER,GK,22,1997,17,17,1530,17.0,31,1.82,80,49,61.3,2,9,6,2,11.8,3,2,1,0,33.3,2019-2020,keeper
,2019,Düsseldorf,Zack Steffen,USA,GK,24,1995,17,17,1530,17.0,36,2.12,99,63,63.6,4,3,10,2,11.8,2,1,1,0,50.0,2019-2020,keeper
,2019,Frankfurt,Felix Wiedwald,GER,GK,29,1990,3,3,270,3.0,8,2.67,20,12,60.0,0,0,3,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Frankfurt,Frederik Rønnow,DEN,GK,26,1992,9,9,810,9.0,14,1.56,51,37,72.5,2,3,4,1,11.1,2,2,0,0,0.0,2019-2020,keeper
,2019,Frankfurt,Kevin Trapp,GER,GK,29,1990,22,22,1980,22.0,38,1.73,108,70,64.8,11,3,8,4,18.2,1,1,0,0,0.0,2019-2020,keeper
,2019,Freiburg,Alexander Schwolow,GER,GK,27,1992,24,24,2091,23.2,32,1.38,117,87,72.6,9,6,9,4,16.7,3,3,0,0,0.0,2019-2020,keeper
,2019,Freiburg,Mark Flekken,NED,GK,26,1993,10,10,900,10.0,14,1.4,70,56,80.0,4,3,3,3,30.0,1,0,0,1,,2019-2020,keeper
,2019,Freiburg,Niclas Thiede,GER,GK,20,1999,1,0,69,0.8,1,1.3,4,3,75.0,0,0,0,0,,0,0,0,0,,2019-2020,keeper
,2019,Gladbach,Yann Sommer,SUI,GK,30,1988,34,34,3060,34.0,40,1.18,158,118,74.7,20,5,9,7,20.6,2,1,1,0,50.0,2019-2020,keeper
,2019,Hertha BSC,Dennis Smarsch,GER,GK,20,1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Hertha BSC,Rune Jarstein,NOR,GK,34,1984,29,29,2547,28.3,46,1.63,143,97,67.8,11,5,13,9,31.0,7,7,0,0,0.0,2019-2020,keeper
,2019,Hertha BSC,Thomas Kraft,GER,GK,31,1988,4,4,360,4.0,9,2.25,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Hoffenheim,Oliver Baumann,GER,GK,29,1990,30,30,2700,30.0,49,1.63,146,97,66.4,13,7,10,7,23.3,7,5,2,0,28.6,2019-2020,keeper
,2019,Hoffenheim,Philipp Pentke,GER,GK,34,1985,4,4,360,4.0,4,1.0,21,17,81.0,2,0,2,1,25.0,1,1,0,0,0.0,2019-2020,keeper
,2019,Köln,Timo Horn,GER,GK,26,1993,34,34,3060,34.0,69,2.03,157,88,56.1,10,6,18,6,17.6,6,4,2,0,33.3,2019-2020,keeper
,2019,Leverkusen,Lukáš Hrádecký,FIN,GK,29,1989,34,34,3060,34.0,44,1.29,144,100,69.4,19,6,9,10,29.4,2,2,0,0,0.0,2019-2020,keeper
,2019,Mainz 05,Florian Müller,GER,GK,21,1997,13,12,1125,12.5,25,2.0,67,42,62.7,3,2,7,2,16.7,3,2,1,0,33.3,2019-2020,keeper
,2019,Mainz 05,Robin Zentner,GER,GK,24,1994,22,22,1935,21.5,40,1.86,117,77,65.8,8,2,12,3,13.6,2,1,1,0,50.0,2019-2020,keeper
,2019,Paderborn 07,Jannik Huth,GER,GK,25,1994,6,6,540,6.0,17,2.83,33,16,48.5,0,1,5,0,0.0,1,1,0,0,0.0,2019-2020,keeper
,2019,Paderborn 07,Leopold Zingerle,GER,GK,25,1994,28,28,2520,28.0,57,2.04,153,96,62.7,4,7,17,5,17.9,4,3,1,0,25.0,2019-2020,keeper
,2019,RB Leipzig,Péter Gulácsi,HUN,GK,29,1990,32,32,2880,32.0,34,1.06,116,83,70.7,16,12,4,10,31.3,2,2,0,0,0.0,2019-2020,keeper
,2019,RB Leipzig,Yvon Mvogo,SUI,GK,25,1994,2,2,180,2.0,3,1.5,5,2,40.0,2,0,0,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Schalke 04,Alexander Nübel,GER,GK,22,1996,26,26,2315,25.7,40,1.56,120,80,66.7,8,9,9,6,23.1,4,4,0,0,0.0,2019-2020,keeper
,2019,Schalke 04,Markus Schubert,GER,GK,21,1998,9,8,742,8.2,18,2.18,55,37,67.3,1,3,4,2,25.0,2,2,0,0,0.0,2019-2020,keeper
,2019,Union Berlin,Moritz Nicolas,GER,GK,21,1997,1,1,90,1.0,4,4.0,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Union Berlin,Rafał Gikiewicz,POL,GK,31,1987,33,33,2970,33.0,54,1.64,159,105,66.0,12,5,16,8,24.2,4,3,1,0,25.0,2019-2020,keeper
,2019,Werder Bremen,Jiří Pavlenka,CZE,GK,27,1992,33,33,2970,33.0,67,2.03,174,107,61.5,8,6,19,4,12.1,1,1,0,0,0.0,2019-2020,keeper
,2019,Werder Bremen,Stefanos Kapino,GRE,GK,25,1994,1,1,90,1.0,2,2.0,6,4,66.7,0,1,0,0,0.0,0,0,0,0,,2019-2020,keeper
,2019,Wolfsburg,Koen Casteels,BEL,GK,27,1992,26,26,2340,26.0,38,1.46,106,68,64.2,11,6,9,5,19.2,4,4,0,0,0.0,2019-2020,keeper
,2019,Wolfsburg,Pavao Pervan,AUT,GK,31,1987,8,8,720,8.0,8,1.0,38,30,78.9,2,4,2,3,37.5,1,1,0,0,0.0,2019-2020,keeper
