league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ENG-Premier League,2019,West Ham,Łukasz Fabiański,POL,GK,34,1985,25,25,2117,23.5,34,1.45,105,71,67.6,8,7,10,5,20.0,4,3,1,0,25.0,2019-2020,keeper
ENG-Premier League,2019,Wolves,Rui Patrício,POR,GK,31,1988,38,38,3420,38.0,40,1.05,128,88,68.8,15,14,9,13,34.2,3,1,2,0,66.7,2019-2020,keeper
ESP-La Liga,2019,Alavés,Antonio Sivera,ESP,GK,22,1996,3,3,270,3.0,3,1.0,5,2,40.0,1,1,1,1,33.3,1,1,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Alavés,Fernando Pacheco,ESP,GK,27,1992,27,27,2358,26.2,37,1.41,100,63,63.0,7,7,13,6,22.2,11,8,3,0,27.3,2019-2020,keeper
ESP-La Liga,2019,Alavés,Roberto,ESP,GK,33,1986,9,8,790,8.8,19,2.16,55,36,65.5,2,1,5,2,25.0,3,3,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Athletic Club,Iago Herrerín,ESP,GK,31,1988,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Athletic Club,Unai Simón,ESP,GK,22,1997,34,34,2991,33.2,29,0.87,111,82,73.9,13,9,12,12,35.3,7,5,0,2,0.0,2019-2020,keeper
ESP-La Liga,2019,Atlético Madrid,Antonio Adán,ESP,GK,32,1987,1,0,25,0.3,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Atlético Madrid,Jan Oblak,SVN,GK,26,1993,38,38,3395,37.7,27,0.72,111,86,75.7,18,16,4,17,44.7,4,3,0,1,0.0,2019-2020,keeper
ESP-La Liga,2019,Barcelona,Marc-André ter Stegen,GER,GK,27,1992,36,36,3240,36.0,36,1.0,116,80,69.0,24,6,6,14,38.9,7,6,1,0,14.3,2019-2020,keeper
ESP-La Liga,2019,Barcelona,Neto,BRA,GK,30,1989,2,2,180,2.0,2,1.0,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Celta Vigo,Iván Villar,ESP,GK,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Celta Vigo,Rubén Blanco,ESP,GK,24,1995,33,33,2960,32.9,43,1.31,136,93,68.4,6,14,13,10,30.3,5,5,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Celta Vigo,Sergio Álvarez,ESP,GK,32,1986,4,4,180,2.0,1,0.5,3,2,66.7,1,1,0,2,50.0,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Eibar,Marko Dmitrović,SRB,GK,27,1992,35,35,3150,35.0,51,1.46,124,73,58.9,9,9,17,10,28.6,5,4,1,0,20.0,2019-2020,keeper
ESP-La Liga,2019,Eibar,Yoel,ESP,GK,30,1988,4,4,270,3.0,5,1.67,16,11,68.8,2,0,1,1,25.0,1,0,1,0,100.0,2019-2020,keeper
ESP-La Liga,2019,Espanyol,Diego López,ESP,GK,37,1981,36,36,3232,35.9,58,1.62,164,106,64.6,4,9,23,4,11.1,7,6,1,0,14.3,2019-2020,keeper
ESP-La Liga,2019,Espanyol,Oier Olazábal,ESP,GK,29,1989,2,2,180,2.0,0,0.0,3,3,100.0,1,1,0,2,100.0,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Getafe,David Soria,ESP,GK,26,1993,38,38,3420,38.0,37,0.97,110,73,66.4,14,12,12,15,39.5,6,5,1,0,16.7,2019-2020,keeper
ESP-La Liga,2019,Granada,Aarón Escandell,ESP,GK,23,1995,3,3,270,3.0,3,1.0,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Granada,Rui Silva,POR,GK,25,1994,35,35,3150,35.0,42,1.2,141,99,70.2,15,8,12,12,34.3,5,4,1,0,20.0,2019-2020,keeper
ESP-La Liga,2019,Leganés,Iván Cuéllar,ESP,GK,35,1984,27,27,2429,27.0,33,1.22,98,65,66.3,7,9,11,8,29.6,2,1,1,0,50.0,2019-2020,keeper
ESP-La Liga,2019,Leganés,Juan Soriano,ESP,GK,21,1997,11,11,990,11.0,18,1.64,40,22,55.0,1,3,7,1,9.1,5,5,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Levante,Aitor Fernández,ESP,GK,28,1991,36,36,3240,36.0,51,1.42,201,155,74.6,12,7,17,5,13.9,6,3,3,0,50.0,2019-2020,keeper
ESP-La Liga,2019,Levante,Koke Vegas,ESP,GK,23,1995,2,2,180,2.0,2,1.0,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,2019-2020,keeper
ESP-La Liga,2019,Mallorca,Fabricio,ESP,GK,31,1987,2,2,90,1.0,3,3.0,5,3,40.0,0,0,1,0,0.0,2,2,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Mallorca,Manolo Reina,ESP,GK,34,1985,36,36,3240,36.0,60,1.67,181,121,66.9,9,5,22,5,13.9,14,13,1,0,7.1,2019-2020,keeper
ESP-La Liga,2019,Mallorca,Miquel Parera,ESP,GK,23,1996,1,1,90,1.0,2,2.0,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Osasuna,Juan Pérez,ESP,GK,23,1996,2,2,180,2.0,3,1.5,10,7,70.0,1,1,0,0,0.0,1,1,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Osasuna,Rubén,ESP,GK,35,1984,19,18,1583,17.6,24,1.36,53,31,54.7,5,9,4,5,27.8,3,3,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Osasuna,Sergio Herrera,ESP,GK,26,1993,19,18,1655,18.4,27,1.47,80,53,66.3,7,3,8,7,38.9,1,1,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Real Betis,Daniel Martín,ESP,GK,21,1998,6,5,531,5.9,12,2.03,26,13,53.8,1,0,4,1,20.0,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Real Betis,Joel Robles,ESP,GK,29,1990,33,33,2887,32.1,48,1.5,134,86,64.2,9,11,13,5,15.2,11,11,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Real Madrid,Alphonse Areola,FRA,GK,26,1993,4,4,360,4.0,5,1.25,14,9,64.3,3,1,0,1,25.0,2,2,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Real Madrid,Thibaut Courtois,BEL,GK,27,1992,34,34,3060,34.0,20,0.59,96,76,79.2,23,8,3,18,52.9,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Real Sociedad,Miguel Ángel Moyá,ESP,GK,35,1984,13,13,1170,13.0,16,1.23,52,36,69.2,5,4,4,3,23.1,1,0,0,1,,2019-2020,keeper
ESP-La Liga,2019,Real Sociedad,Álex Remiro,ESP,GK,24,1995,25,25,2250,25.0,32,1.28,94,62,66.0,11,4,10,6,24.0,8,7,1,0,12.5,2019-2020,keeper
ESP-La Liga,2019,Sevilla,Tomáš Vaclík,CZE,GK,30,1989,33,33,2925,32.5,31,0.95,94,65,67.0,15,12,6,14,42.4,3,2,1,0,33.3,2019-2020,keeper
ESP-La Liga,2019,Sevilla,Yassine Bounou,MAR,GK,28,1991,6,5,495,5.5,3,0.55,20,17,85.0,4,1,0,4,80.0,1,1,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Valencia,Jasper Cillessen,NED,GK,30,1989,24,24,2096,23.3,30,1.29,108,78,72.2,10,7,7,5,20.8,8,6,2,0,25.0,2019-2020,keeper
ESP-La Liga,2019,Valencia,Jaume Doménech,ESP,GK,28,1990,15,14,1324,14.7,23,1.56,81,58,71.6,4,4,6,3,21.4,1,1,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Valladolid,Churripi,ESP,GK,25,1994,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,2019-2020,keeper
ESP-La Liga,2019,Valladolid,Jordi Masip,ESP,GK,30,1989,35,35,3150,35.0,39,1.11,126,87,69.0,8,15,12,11,31.4,7,6,1,0,14.3,2019-2020,keeper
ESP-La Liga,2019,Valladolid,Samu Pérez,ESP,GK,22,1997,1,0,26,0.3,1,3.46,1,0,0.0,0,0,0,0,,1,1,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Villarreal,Andrés Fernández,ESP,GK,32,1986,4,4,360,4.0,8,2.0,20,12,60.0,1,2,1,1,25.0,3,3,0,0,0.0,2019-2020,keeper
ESP-La Liga,2019,Villarreal,Sergio Asenjo,ESP,GK,30,1989,34,34,3060,34.0,41,1.21,147,106,72.1,17,4,13,11,32.4,6,5,1,0,16.7,2019-2020,keeper
FRA-Ligue 1,2019,Amiens,Régis Gurtner,FRA,GK,32,1986,28,28,2520,28.0,50,1.79,144,94,65.3,4,11,13,5,17.9,1,1,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Angers,Danijel Petković,MNE,GK,26,1993,2,2,180,2.0,1,0.5,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Angers,Ludovic Butelle,FRA,GK,36,1983,26,26,2340,26.0,32,1.23,84,52,61.9,10,6,10,11,42.3,3,3,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Bordeaux,Benoît Costil,FRA,GK,32,1987,28,28,2520,28.0,34,1.21,108,74,68.5,9,10,9,6,21.4,3,2,1,0,33.3,2019-2020,keeper
FRA-Ligue 1,2019,Brest,Donovan Léon,GUF,GK,26,1992,2,1,122,1.4,3,2.21,11,8,72.7,1,0,0,1,100.0,1,1,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Brest,Gautier Larsonneur,FRA,GK,22,1997,27,27,2398,26.6,34,1.28,130,96,73.8,7,10,10,7,25.9,5,3,1,1,25.0,2019-2020,keeper
FRA-Ligue 1,2019,Dijon,Alfred Gomis,SEN,GK,25,1993,19,19,1620,18.0,20,1.11,83,63,75.9,6,7,6,6,31.6,1,1,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Dijon,Rúnar Alex Rúnarsson,ISL,GK,24,1995,11,9,900,10.0,17,1.7,48,31,64.6,1,2,6,0,0.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Lille,Mike Maignan,FRA,GK,24,1995,28,28,2520,28.0,27,0.96,85,58,68.2,15,4,9,12,42.9,6,4,1,1,20.0,2019-2020,keeper
FRA-Ligue 1,2019,Lyon,Anthony Lopes,POR,GK,28,1990,26,26,2340,26.0,25,0.96,90,65,72.2,10,7,9,8,30.8,3,2,0,1,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Lyon,Ciprian Tătărușanu,ROU,GK,33,1986,2,2,180,2.0,2,1.0,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Marseille,Steve Mandanda,FRA,GK,34,1985,27,27,2371,26.3,27,1.02,94,67,71.3,15,8,4,11,40.7,4,4,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Marseille,Yohann Pelé,FRA,GK,36,1982,2,1,149,1.7,2,1.21,6,4,66.7,1,0,0,0,0.0,1,0,1,0,100.0,2019-2020,keeper
FRA-Ligue 1,2019,Metz,Alexandre Oukidja,ALG,GK,31,1988,27,27,2385,26.5,31,1.17,126,97,75.4,8,10,9,8,29.6,3,3,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Metz,Paul Delecroix,FRA,GK,30,1988,2,1,135,1.5,4,2.67,6,2,33.3,0,0,1,0,0.0,1,1,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Monaco,Benjamin Lecomte,FRA,GK,28,1991,28,28,2520,28.0,44,1.57,138,94,68.1,11,7,10,7,25.0,6,6,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Montpellier,Dimitry Bertaud,COD,GK,21,1998,3,3,196,2.2,3,1.38,5,2,40.0,0,0,3,0,0.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Montpellier,Gerónimo Rulli,ARG,GK,27,1992,25,25,2250,25.0,27,1.08,114,90,76.3,11,7,7,8,32.0,5,3,1,1,25.0,2019-2020,keeper
FRA-Ligue 1,2019,Montpellier,Matis Carvalho,POR,GK,20,1999,1,0,71,0.8,4,5.07,9,5,55.6,0,0,0,0,,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Nantes,Alban Lafont,CIV,GK,20,1999,27,27,2430,27.0,29,1.07,89,64,67.4,11,4,12,10,37.0,6,3,2,1,40.0,2019-2020,keeper
FRA-Ligue 1,2019,Nantes,Denis Petrić,SRB,GK,31,1988,1,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Nice,Walter Benítez,ARG,GK,26,1993,26,26,2340,26.0,36,1.38,132,96,72.7,9,8,9,4,15.4,6,4,1,1,20.0,2019-2020,keeper
FRA-Ligue 1,2019,Nice,Yannis Clementia,MTQ,GK,22,1997,2,2,180,2.0,2,1.0,7,5,71.4,2,0,0,0,0.0,1,1,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Nîmes,Lucas Dias,FRA,GK,20,1999,4,3,316,3.5,6,1.71,18,12,66.7,0,2,1,1,33.3,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Nîmes,Paul Bernardoni,FRA,GK,22,1997,25,25,2204,24.5,38,1.55,108,73,64.8,7,4,14,6,24.0,4,4,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,PSG,Alphonse Areola,FRA,GK,26,1993,3,3,270,3.0,2,0.67,5,3,60.0,2,0,1,2,66.7,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,PSG,Keylor Navas,CRC,GK,32,1986,21,21,1890,21.0,18,0.86,66,48,72.7,17,2,2,11,52.4,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,PSG,Marcin Bułka,POL,GK,19,1999,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,PSG,Sergio Rico,ESP,GK,25,1993,2,2,180,2.0,4,2.0,10,6,60.0,2,0,0,0,0.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Reims,Nicolas Lemaître,FRA,GK,22,1997,1,1,90,1.0,3,3.0,4,1,25.0,0,0,1,0,0.0,1,1,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Reims,Predrag Rajković,SRB,GK,23,1995,27,27,2430,27.0,18,0.67,84,66,78.6,10,11,6,12,44.4,5,1,3,1,75.0,2019-2020,keeper
FRA-Ligue 1,2019,Rennes,Romain Salin,FRA,GK,35,1984,5,4,360,4.0,5,1.25,18,13,72.2,2,0,2,2,50.0,1,0,1,0,100.0,2019-2020,keeper
FRA-Ligue 1,2019,Rennes,Édouard Mendy,SEN,GK,27,1992,24,24,2160,24.0,19,0.79,79,60,75.9,13,5,6,9,37.5,4,3,1,0,25.0,2019-2020,keeper
FRA-Ligue 1,2019,Saint-Étienne,Jessy Moulin,FRA,GK,33,1986,5,5,450,5.0,4,0.8,23,19,82.6,2,2,1,2,40.0,2,2,0,0,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Saint-Étienne,Stefan Bajic,FRA,GK,17,2001,1,1,90,1.0,1,1.0,1,0,0.0,0,0,1,0,0.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Saint-Étienne,Stéphane Ruffier,FRA,GK,32,1986,22,22,1980,22.0,40,1.82,99,61,59.6,6,4,12,3,13.6,4,3,0,1,0.0,2019-2020,keeper
FRA-Ligue 1,2019,Strasbourg,Matz Sels,BEL,GK,27,1992,27,27,2430,27.0,32,1.19,104,72,69.2,11,5,11,8,29.6,7,6,1,0,14.3,2019-2020,keeper
FRA-Ligue 1,2019,Toulouse,Baptiste Reynet,FRA,GK,28,1990,23,22,2034,22.6,49,2.17,117,68,58.1,3,3,16,2,9.1,5,3,2,0,40.0,2019-2020,keeper
FRA-Ligue 1,2019,Toulouse,Lovre Kalinić,CRO,GK,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,,2019-2020,keeper
FRA-Ligue 1,2019,Toulouse,Mauro Goicoechea,URU,GK,31,1988,2,2,180,2.0,5,2.5,13,8,61.5,0,0,2,0,0.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Atalanta,Francesco Rossi,ITA,GK,28,1991,1,0,11,0.1,1,8.18,1,0,0.0,0,0,0,0,,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Atalanta,Marco Sportiello,ITA,GK,27,1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Atalanta,Pierluigi Gollini,ITA,GK,24,1995,33,33,2884,32.0,42,1.31,123,81,65.9,19,9,5,8,24.2,6,6,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Bologna,Angelo da Costa Júnior,BRA,GK,35,1983,1,1,90,1.0,1,1.0,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Bologna,Łukasz Skorupski,POL,GK,28,1991,37,37,3330,37.0,64,1.73,187,123,65.8,12,10,15,2,5.4,8,6,1,1,14.3,2019-2020,keeper
ITA-Serie A,2019,Brescia,Enrico Alfonso,ITA,GK,31,1988,4,4,279,3.1,4,1.29,11,7,63.6,1,0,3,1,25.0,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Brescia,Jesse Joronen,FIN,GK,26,1993,29,29,2610,29.0,59,2.03,174,124,66.1,5,6,18,5,17.2,10,9,1,0,10.0,2019-2020,keeper
ITA-Serie A,2019,Brescia,Lorenzo Andrenacci,ITA,GK,24,1995,6,5,531,5.9,16,2.71,45,29,64.4,0,1,4,0,0.0,1,0,0,1,,2019-2020,keeper
ITA-Serie A,2019,Cagliari,Alessio Cragno,ITA,GK,25,1994,16,16,1440,16.0,21,1.31,89,68,76.4,2,6,8,3,18.8,2,1,1,0,50.0,2019-2020,keeper
ITA-Serie A,2019,Cagliari,Rafael,BRA,GK,37,1982,6,5,454,5.0,11,2.18,17,6,35.3,1,1,3,0,0.0,3,2,0,1,0.0,2019-2020,keeper
ITA-Serie A,2019,Cagliari,Robin Olsen,SWE,GK,29,1990,17,17,1524,16.9,24,1.42,92,68,73.9,8,5,4,4,23.5,4,4,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Fiorentina,Bartłomiej Drągowski,POL,GK,21,1997,31,31,2790,31.0,43,1.39,140,97,69.3,7,12,12,8,25.8,8,6,2,0,25.0,2019-2020,keeper
ITA-Serie A,2019,Fiorentina,Federico Brancolini,ITA,GK,18,2001,1,0,6,0.1,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,2019-2020,keeper
ITA-Serie A,2019,Fiorentina,Pietro Terracciano,ITA,GK,29,1990,7,7,624,6.9,5,0.72,21,18,76.2,5,1,1,3,42.9,3,3,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Genoa,Ionuț Radu,ROU,GK,22,1997,17,17,1530,17.0,35,2.06,99,64,64.6,2,5,10,2,11.8,7,6,0,1,0.0,2019-2020,keeper
ITA-Serie A,2019,Genoa,Mattia Perin,ITA,GK,26,1992,21,21,1890,21.0,38,1.81,106,68,64.2,8,4,9,5,23.8,2,1,0,1,0.0,2019-2020,keeper
ITA-Serie A,2019,Hellas Verona,Boris Radunović,SRB,GK,23,1996,3,3,270,3.0,8,2.67,15,7,46.7,1,0,2,1,33.3,2,2,0,0,0.0,2019-2020,keeper
ITA-Serie A,2019,Hellas Verona,Marco Silvestri,ITA,GK,28,1991,35,35,3150,35.0,43,1.23,162,119,73.5,11,13,11,9,25.7,7,7,0,0,0.0,2019-2020,keeper
