league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
ENG-Premier League,2017,Bournemouth,Junior Stanislas,ENG,"MF,FW",27,1989,14.3,1,0,0,6,2,1,73,5,9,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Lewis Cook,ENG,MF,20,1997,24.9,5,0,0,33,21,1,31,38,35,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Lys Mousset,FRA,"MF,FW",21,1996,6.6,1,0,0,11,10,0,10,2,5,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Marc Pugh,ENG,MF,30,1987,10.9,2,0,0,7,10,2,32,13,5,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Nathan Aké,NED,DF,22,1995,37.3,5,0,0,27,19,2,6,52,31,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Ryan Fraser,SCO,MF,23,1994,22.3,0,0,0,6,47,1,138,16,8,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Simon Francis,ENG,DF,32,1985,30.0,10,2,1,24,17,1,81,48,37,0,0,0,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Steve Cook,ENG,DF,26,1991,30.7,5,0,0,22,21,1,8,62,22,0,0,1,2017-2018,misc
ENG-Premier League,2017,Bournemouth,Tyrone Mings,ENG,DF,24,1993,2.2,1,0,0,2,1,0,1,5,2,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Anthony Knockaert,FRA,MF,25,1991,26.9,4,1,0,22,23,8,98,25,24,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Beram Kayal,ISR,MF,29,1988,8.3,2,0,0,15,15,1,5,15,16,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Bruno,ESP,DF,36,1980,22.4,3,0,0,19,9,0,41,40,17,0,1,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Connor Goldson,ENG,DF,24,1992,2.2,1,0,0,2,2,0,1,2,2,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Dale Stephens,ENG,MF,28,1989,36.0,6,0,0,51,18,0,3,69,65,0,1,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Davy Pröpper,NED,MF,25,1991,34.7,2,1,0,41,11,2,12,60,44,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Ezequiel Schelotto,ITA,DF,28,1989,14.6,3,0,0,8,11,0,34,22,13,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Gaëtan Bong,CMR,DF,29,1988,24.8,2,0,0,16,14,0,52,46,35,0,0,1,2017-2018,misc
ENG-Premier League,2017,Brighton,Glenn Murray,ENG,FW,33,1983,24.4,9,0,0,60,50,36,9,5,15,3,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Izzy Brown,ENG,"MF,FW",20,1997,3.5,0,0,0,3,3,1,7,3,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Jamie Murphy,SCO,MF,27,1989,1.9,0,0,0,1,5,1,2,1,2,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,José Izquierdo,COL,MF,25,1992,22.0,2,0,0,20,13,14,23,14,16,2,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Jürgen Locadia,CUW,"FW,MF",23,1993,2.5,0,0,0,2,4,2,3,1,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Leonardo Ulloa,ARG,FW,31,1986,3.0,0,0,0,7,3,4,0,1,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Lewis Dunk,ENG,DF,25,1991,38.0,7,0,0,36,18,1,6,72,33,0,0,4,2017-2018,misc
ENG-Premier League,2017,Brighton,Liam Rosenior,ENG,DF,33,1984,1.8,0,0,0,1,0,0,1,4,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Markus Suttner,AUT,DF,30,1987,13.1,0,0,0,5,2,0,45,15,14,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Mathew Ryan,AUS,GK,25,1992,38.0,0,0,0,0,1,0,0,3,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Pascal Groß,GER,"MF,FW",26,1991,32.5,2,0,0,33,20,10,232,15,26,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Sam Baldock,ENG,"FW,MF",28,1989,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Shane Duffy,IRL,DF,25,1992,36.6,8,0,0,33,26,7,4,51,21,1,1,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Solly March,ENG,MF,23,1994,20.6,3,0,0,29,23,7,99,15,42,1,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Tomer Hemed,ISR,FW,30,1987,9.4,0,0,0,10,13,7,1,2,4,0,0,0,2017-2018,misc
ENG-Premier League,2017,Brighton,Uwe Hünemeier,GER,DF,31,1986,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Aaron Lennon,ENG,MF,30,1987,12.4,2,0,0,12,12,1,29,9,14,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Aiden O'Neill,AUS,MF,19,1998,0.0,0,0,,0,,,,,,,,,2017-2018,misc
ENG-Premier League,2017,Burnley,Ashley Barnes,ENG,FW,27,1989,24.1,10,0,0,53,71,26,16,2,14,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Ashley Westwood,ENG,MF,27,1990,12.3,2,0,0,13,11,0,13,20,11,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Ben Mee,ENG,DF,27,1989,29.0,5,0,0,14,29,3,4,38,20,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Charlie Taylor,ENG,DF,23,1993,10.6,3,0,0,7,12,0,26,17,7,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Chris Wood,NZL,FW,25,1991,18.0,1,0,0,18,16,26,5,3,5,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Georges-Kévin N'Koudou,CMR,MF,22,1995,2.5,1,0,0,4,6,0,13,1,6,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Jack Cork,ENG,MF,28,1989,38.0,7,0,0,23,53,2,19,38,48,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,James Tarkowski,ENG,DF,24,1992,31.0,5,0,0,25,24,4,6,55,29,0,2,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Jeff Hendrick,IRL,MF,25,1992,25.9,1,0,0,19,18,16,25,12,11,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Jonathan Walters,IRL,"FW,MF",33,1983,0.4,0,0,0,0,1,0,1,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Jóhann Berg Guðmundsson,ISL,MF,26,1990,31.5,2,0,0,18,33,2,208,35,27,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Kevin Long,IRL,DF,26,1990,16.0,1,0,0,15,21,2,2,27,22,0,1,1,2017-2018,misc
ENG-Premier League,2017,Burnley,Matthew Lowton,ENG,DF,28,1989,25.5,1,0,0,19,18,1,73,44,33,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Nahki Wells,BER,FW,27,1990,0.6,0,0,0,4,0,0,2,0,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Nick Pope,ENG,GK,25,1992,34.6,3,0,0,1,2,0,0,0,0,0,1,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Phil Bardsley,SCO,DF,32,1985,12.5,5,0,0,22,18,0,19,23,18,0,1,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Robbie Brady,IRL,MF,25,1992,14.2,3,0,0,20,12,3,122,11,22,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Sam Vokes,WAL,FW,27,1989,11.1,3,0,0,20,17,13,2,2,2,1,1,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Scott Arfield,CAN,MF,28,1988,14.8,3,0,0,21,14,2,8,15,26,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Stephen Ward,IRL,DF,31,1985,27.3,1,0,0,11,28,3,81,46,30,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Steven Defour,BEL,MF,29,1988,22.2,6,0,0,13,7,0,35,44,25,0,0,0,2017-2018,misc
ENG-Premier League,2017,Burnley,Tom Heaton,ENG,GK,31,1986,3.4,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Andreas Christensen,DEN,DF,21,1996,23.0,0,0,0,8,15,2,1,39,12,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Antonio Rüdiger,GER,DF,24,1993,26.0,4,0,0,26,15,2,10,25,22,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Callum Hudson-Odoi,ENG,"FW,MF",16,2000,0.3,0,0,0,0,0,0,2,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Cesc Fàbregas,ESP,MF,30,1987,25.6,6,2,1,25,22,5,144,21,51,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Charly Musonda Jr.,BEL,MF,20,1996,0.4,0,0,0,3,1,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,César Azpilicueta,ESP,DF,27,1989,37.0,1,0,0,25,13,1,81,54,63,0,0,1,2017-2018,misc
ENG-Premier League,2017,Chelsea,Danny Drinkwater,ENG,MF,27,1990,5.9,0,0,0,10,4,0,2,8,12,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,David Luiz,BRA,"DF,MF",30,1987,9.3,4,1,0,13,15,0,1,24,11,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Davide Zappacosta,ITA,MF,25,1992,12.2,0,0,0,7,10,5,84,8,12,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Eden Hazard,BEL,"FW,MF",26,1991,26.9,2,0,0,13,82,16,51,4,3,1,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Emerson Palmieri,ITA,MF,22,1994,3.1,0,0,0,3,5,0,15,2,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Ethan Ampadu,WAL,"DF,MF",16,2000,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Gary Cahill,ENG,DF,31,1985,23.2,1,1,0,17,18,0,0,30,22,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Jeremie Boga,CIV,MF,20,1997,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Marcos Alonso,ESP,MF,26,1990,31.7,6,0,0,26,31,8,98,51,34,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Michy Batshuayi,BEL,FW,23,1993,4.0,0,0,0,4,3,6,0,1,4,0,0,1,2017-2018,misc
ENG-Premier League,2017,Chelsea,N'Golo Kanté,FRA,MF,26,1991,33.3,3,0,0,41,15,1,13,91,83,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Olivier Giroud,FRA,FW,30,1986,6.8,0,0,0,6,7,4,0,1,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Pedro,ESP,"MF,FW",30,1987,16.9,1,0,0,8,18,16,46,13,13,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Ross Barkley,ENG,MF,23,1993,1.4,0,0,0,1,1,0,3,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Thibaut Courtois,BEL,GK,25,1992,35.0,2,0,0,2,3,0,0,0,0,0,2,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Tiemoué Bakayoko,FRA,MF,22,1994,23.6,5,1,1,50,24,2,5,38,43,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Victor Moses,NGA,MF,26,1990,23.4,3,0,0,23,27,9,90,17,30,1,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Willian,BRA,"MF,FW",28,1988,21.0,1,0,0,11,38,5,100,10,18,1,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Willy Caballero,ARG,GK,35,1981,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Chelsea,Álvaro Morata,ESP,FW,24,1992,22.9,7,0,0,41,43,30,20,6,10,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Aaron Wan-Bissaka,COD,DF,19,1997,7.0,1,0,0,2,3,0,20,16,21,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Alexander Sørloth,NOR,FW,21,1995,4.0,0,0,0,6,2,3,7,2,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Andros Townsend,ENG,"FW,MF",26,1991,34.7,3,0,0,10,46,6,177,32,34,2,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Bakary Sako,MLI,FW,29,1988,5.3,0,0,0,8,7,4,27,1,6,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Christian Benteke,BEL,FW,26,1990,24.9,6,0,0,48,27,12,3,7,7,2,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Damien Delaney,IRL,DF,36,1981,1.1,0,0,0,0,0,0,0,3,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Freddie Ladapo,ENG,FW,24,1993,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,James McArthur,SCO,MF,29,1987,27.0,5,0,0,45,29,0,11,43,42,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,James Tomkins,ENG,DF,28,1989,26.5,8,0,0,20,15,1,2,71,30,0,1,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Jason Puncheon,ENG,MF,31,1986,6.3,5,0,0,14,3,0,20,7,4,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Jaïro Riedewald,NED,"MF,DF",20,1996,4.9,0,0,0,3,0,0,2,13,9,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Jeffrey Schlupp,GHA,"DF,MF",24,1992,19.4,3,0,0,18,9,0,31,27,37,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Joel Ward,ENG,"DF,MF",27,1989,17.9,4,0,0,25,29,1,46,31,27,0,0,1,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Julián Speroni,ARG,GK,38,1979,11.0,0,0,0,0,0,0,0,2,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Lee Chung-yong,KOR,FW,29,1988,1.5,0,0,0,1,2,0,7,2,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Levi Lumeka,ENG,MF,18,1998,0.3,0,0,0,0,0,0,4,1,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Luka Milivojević,SRB,MF,26,1991,34.2,8,0,0,69,34,1,40,80,56,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Mamadou Sakho,FRA,DF,27,1990,17.8,1,0,0,3,9,0,0,34,16,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Martin Kelly,ENG,DF,27,1990,13.3,1,0,0,8,4,0,6,12,15,0,0,1,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Pape Souaré,SEN,DF,27,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Patrick van Aanholt,NED,"DF,MF",26,1990,24.3,7,0,0,18,10,3,57,54,33,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Ruben Loftus-Cheek,ENG,MF,21,1996,20.8,1,0,0,17,61,3,13,25,18,1,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Scott Dann,ENG,DF,30,1987,15.9,4,0,0,12,3,2,2,24,7,0,1,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Sullay Kaikai,SLE,"FW,MF",21,1995,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Timothy Fosu-Mensah,NED,DF,19,1998,17.7,2,0,0,18,13,0,18,33,34,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Wayne Hennessey,WAL,GK,30,1987,27.0,1,0,0,0,2,0,0,3,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",24,1992,28.3,5,0,0,45,77,19,76,6,27,4,0,0,2017-2018,misc
ENG-Premier League,2017,Crystal Palace,Yohan Cabaye,FRA,MF,31,1986,26.4,7,0,0,35,23,1,137,77,42,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Aaron Lennon,ENG,"MF,FW",30,1987,8.8,0,0,0,9,8,0,10,13,11,2,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Ademola Lookman,NGA,MF,19,1997,1.8,0,0,0,5,3,0,2,1,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Ashley Williams,WAL,DF,32,1984,20.4,3,1,0,25,4,3,1,37,15,0,2,0,2017-2018,misc
ENG-Premier League,2017,Everton,Beni Baningime,COD,MF,18,1998,2.2,1,0,0,4,1,0,0,3,2,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Cenk Tosun,TUR,FW,26,1991,11.0,0,0,0,25,11,9,7,2,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Cuco Martina,CUW,"DF,MF",27,1989,20.3,2,0,0,26,10,1,45,46,32,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Davy Klaassen,NED,MF,24,1993,2.8,0,0,0,5,2,1,3,1,1,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Dominic Calvert-Lewin,ENG,"FW,MF",20,1997,20.9,4,0,0,42,27,15,19,12,10,4,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Eliaquim Mangala,FRA,DF,26,1991,1.5,0,0,0,1,0,0,0,1,0,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Gylfi Sigurðsson,ISL,"MF,FW",27,1989,25.1,2,0,0,19,16,1,150,36,26,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Idrissa Gueye,SEN,MF,27,1989,30.6,8,2,1,48,52,1,11,65,93,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,James McCarthy,IRL,MF,26,1990,2.3,0,0,0,3,2,0,2,6,9,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Jonjoe Kenny,ENG,"DF,MF",20,1997,17.7,2,0,0,17,4,0,45,28,30,1,1,0,2017-2018,misc
ENG-Premier League,2017,Everton,Jordan Pickford,ENG,GK,23,1994,38.0,0,0,0,1,7,0,0,4,0,0,1,0,2017-2018,misc
ENG-Premier League,2017,Everton,Kevin Mirallas,BEL,"MF,FW",29,1987,1.5,1,0,0,1,2,0,4,0,3,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Leighton Baines,ENG,"DF,MF",32,1984,21.2,1,0,0,7,17,1,75,28,13,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Mason Holgate,JAM,"DF,MF",20,1996,13.2,3,0,0,12,12,1,12,24,17,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Michael Keane,ENG,DF,24,1993,28.4,3,0,0,21,11,4,5,60,25,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Morgan Schneiderlin,FRA,MF,27,1989,23.7,6,1,1,39,17,0,8,65,40,0,1,0,2017-2018,misc
ENG-Premier League,2017,Everton,Muhamed Bešić,BIH,"DF,MF",24,1992,0.5,0,0,0,1,2,0,0,1,2,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Nikola Vlašić,CRO,MF,19,1997,6.4,0,0,0,7,7,1,9,10,6,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Oumar Niasse,SEN,FW,27,1990,12.1,2,0,0,30,14,20,9,4,6,1,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Phil Jagielka,ENG,DF,34,1982,22.9,2,0,0,8,15,0,4,39,26,0,0,0,2017-2018,misc
ENG-Premier League,2017,Everton,Ramiro Funes Mori,ARG,DF,26,1991,1.3,1,0,0,3,2,0,0,3,0,0,0,0,2017-2018,misc
