league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2020,Arsenal,Ainsley Maitland-Niles,ENG,"MF,DF",22,1997,11,5,490,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Alexandre Lacazette,FRA,FW,29,1991,31,22,1923,21.4,13,2,15,10,3,3,3,0,0.61,0.09,0.7,0.47,0.56,2020-2021,standard
ENG-Premier League,2020,Arsenal,Bernd Leno,GER,GK,28,1992,35,35,3131,34.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Bukayo Saka,ENG,MF,18,2001,32,30,2553,28.4,5,3,8,5,0,0,1,0,0.18,0.11,0.28,0.18,0.28,2020-2021,standard
ENG-Premier League,2020,Arsenal,Calum Chambers,ENG,DF,25,1995,10,8,753,8.4,0,2,2,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,2020-2021,standard
ENG-Premier League,2020,Arsenal,Cédric Soares,POR,DF,28,1991,10,8,746,8.3,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,2020-2021,standard
ENG-Premier League,2020,Arsenal,Dani Ceballos,ESP,MF,23,1996,25,17,1615,17.9,0,3,3,0,0,0,4,0,0.0,0.17,0.17,0.0,0.17,2020-2021,standard
ENG-Premier League,2020,Arsenal,David Luiz,BRA,DF,33,1987,20,17,1396,15.5,1,0,1,1,0,0,1,1,0.06,0.0,0.06,0.06,0.06,2020-2021,standard
ENG-Premier League,2020,Arsenal,Eddie Nketiah,ENG,FW,21,1999,17,4,423,4.7,2,1,3,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,2020-2021,standard
ENG-Premier League,2020,Arsenal,Emile Smith Rowe,ENG,MF,20,2000,20,18,1440,16.0,2,4,6,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,2020-2021,standard
ENG-Premier League,2020,Arsenal,Gabriel Magalhães,BRA,DF,22,1997,23,22,1996,22.2,2,0,2,2,0,0,4,1,0.09,0.0,0.09,0.09,0.09,2020-2021,standard
ENG-Premier League,2020,Arsenal,Gabriel Martinelli,BRA,"MF,FW",19,2001,14,7,589,6.5,2,1,3,2,0,0,0,0,0.31,0.15,0.46,0.31,0.46,2020-2021,standard
ENG-Premier League,2020,Arsenal,Granit Xhaka,SUI,"MF,DF",27,1992,31,29,2522,28.0,1,2,3,1,0,0,7,1,0.04,0.07,0.11,0.04,0.11,2020-2021,standard
ENG-Premier League,2020,Arsenal,Héctor Bellerín,ESP,"DF,MF",25,1995,25,24,2089,23.2,1,2,3,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,2020-2021,standard
ENG-Premier League,2020,Arsenal,Joe Willock,ENG,MF,20,1999,7,2,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Kieran Tierney,SCO,DF,23,1997,27,26,2299,25.5,1,3,4,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,2020-2021,standard
ENG-Premier League,2020,Arsenal,Martin Ødegaard,NOR,MF,21,1998,14,9,866,9.6,1,2,3,1,0,0,0,0,0.1,0.21,0.31,0.1,0.31,2020-2021,standard
ENG-Premier League,2020,Arsenal,Mathew Ryan,AUS,GK,28,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Mohamed Elneny,EGY,MF,28,1992,23,17,1544,17.2,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,2020-2021,standard
ENG-Premier League,2020,Arsenal,Nicolas Pépé,CIV,"MF,FW",25,1995,29,16,1616,18.0,10,1,11,9,1,1,1,1,0.56,0.06,0.61,0.5,0.56,2020-2021,standard
ENG-Premier League,2020,Arsenal,Pablo Marí,ESP,DF,26,1993,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Pierre-Emerick Aubameyang,GAB,"FW,MF",31,1989,29,26,2332,25.9,10,3,13,8,2,2,2,0,0.39,0.12,0.5,0.31,0.42,2020-2021,standard
ENG-Premier League,2020,Arsenal,Reiss Nelson,ENG,"FW,MF",20,1999,2,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Rob Holding,ENG,DF,24,1995,30,28,2558,28.4,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,2020-2021,standard
ENG-Premier League,2020,Arsenal,Rúnar Alex Rúnarsson,ISL,GK,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Sead Kolašinac,BIH,DF,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Shkodran Mustafi,GER,DF,28,1992,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Arsenal,Thomas Partey,GHA,MF,27,1993,24,18,1534,17.0,0,2,2,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12,2020-2021,standard
ENG-Premier League,2020,Arsenal,Willian,BRA,"MF,FW",31,1988,25,16,1406,15.6,1,5,6,1,0,0,0,0,0.06,0.32,0.38,0.06,0.38,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Ahmed Elmohamady,EGY,DF,32,1987,14,8,839,9.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Anwar El Ghazi,NED,"MF,FW",25,1995,28,17,1613,17.9,10,0,10,6,4,4,2,0,0.56,0.0,0.56,0.33,0.33,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Bertrand Traoré,BFA,"MF,FW",24,1995,36,29,2317,25.7,7,6,13,7,0,0,1,0,0.27,0.23,0.5,0.27,0.5,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Carney Chukwuemeka,AUT,MF,16,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Conor Hourihane,IRL,MF,29,1991,4,3,225,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.8,0.4,0.8,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Douglas Luiz,BRA,MF,22,1998,33,32,2781,30.9,0,2,2,0,0,0,10,1,0.0,0.06,0.06,0.0,0.06,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Emiliano Martínez,ARG,GK,27,1992,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Ezri Konsa,ENG,DF,22,1997,36,35,3196,35.5,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Jack Grealish,ENG,"MF,FW",24,1995,26,24,2185,24.3,6,10,16,6,0,0,6,0,0.25,0.41,0.66,0.25,0.66,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Jacob Ramsey,ENG,MF,19,2001,22,6,626,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,John McGinn,SCO,MF,25,1994,37,37,3330,37.0,3,5,8,3,0,0,12,0,0.08,0.14,0.22,0.08,0.22,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Keinan Davis,ENG,FW,22,1998,15,1,277,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Kortney Hause,ENG,DF,25,1995,7,7,630,7.0,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Marvelous Nakamba,ZIM,MF,26,1994,13,9,749,8.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Matt Targett,ENG,DF,24,1995,38,38,3404,37.8,0,2,2,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Matty Cash,POL,DF,22,1997,28,28,2372,26.4,0,2,2,0,0,0,8,1,0.0,0.08,0.08,0.0,0.08,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Morgan Sanson,FRA,MF,25,1994,9,3,294,3.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Neil Taylor,WAL,"DF,MF",31,1989,1,0,16,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Ollie Watkins,ENG,FW,24,1995,37,37,3328,37.0,14,5,19,13,1,2,4,1,0.38,0.14,0.51,0.35,0.49,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Ross Barkley,ENG,MF,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Trézéguet,EGY,"MF,FW",25,1994,21,12,1166,13.0,2,1,3,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Tyrone Mings,ENG,DF,27,1993,36,36,3194,35.5,2,2,4,2,0,0,6,1,0.06,0.06,0.11,0.06,0.11,2020-2021,standard
ENG-Premier League,2020,Aston Villa,Wesley Moraes,BRA,FW,23,1996,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Aaron Connolly,IRL,"FW,MF",20,2000,17,9,791,8.8,2,1,3,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,2020-2021,standard
ENG-Premier League,2020,Brighton,Adam Lallana,ENG,"MF,FW",32,1988,30,16,1596,17.7,1,1,2,1,0,0,0,0,0.06,0.06,0.11,0.06,0.11,2020-2021,standard
ENG-Premier League,2020,Brighton,Adam Webster,ENG,DF,25,1995,29,29,2594,28.8,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,2020-2021,standard
ENG-Premier League,2020,Brighton,Alexis Mac Allister,ARG,"MF,FW",21,1998,21,13,1115,12.4,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,2020-2021,standard
ENG-Premier League,2020,Brighton,Alireza Jahanbakhsh,IRN,"MF,FW",26,1993,21,6,528,5.9,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,2020-2021,standard
ENG-Premier League,2020,Brighton,Andi Zeqiri,SUI,FW,21,1999,9,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Ben White,ENG,"DF,MF",22,1997,36,36,3191,35.5,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Bernardo,BRA,MF,25,1995,3,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Dan Burn,ENG,"DF,MF",28,1992,27,23,2061,22.9,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,2020-2021,standard
ENG-Premier League,2020,Brighton,Danny Welbeck,ENG,FW,29,1990,24,17,1545,17.2,6,1,7,6,0,1,0,0,0.35,0.06,0.41,0.35,0.41,2020-2021,standard
ENG-Premier League,2020,Brighton,Davy Pröpper,NED,MF,28,1991,7,2,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Jakub Moder,POL,MF,21,1999,12,7,647,7.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Jayson Molumby,IRL,MF,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,José Izquierdo,COL,"FW,MF",28,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Joël Veltman,NED,"DF,MF",28,1992,28,25,2281,25.3,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,2020-2021,standard
ENG-Premier League,2020,Brighton,Leandro Trossard,BEL,"MF,FW",25,1994,35,30,2607,29.0,5,5,10,5,0,0,2,0,0.17,0.17,0.35,0.17,0.35,2020-2021,standard
ENG-Premier League,2020,Brighton,Lewis Dunk,ENG,DF,28,1991,33,33,2931,32.6,5,0,5,5,0,0,5,2,0.15,0.0,0.15,0.15,0.15,2020-2021,standard
ENG-Premier League,2020,Brighton,Mathew Ryan,AUS,GK,28,1992,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Neal Maupay,FRA,"FW,MF",23,1996,33,29,2512,27.9,8,2,10,5,3,4,1,1,0.29,0.07,0.36,0.18,0.25,2020-2021,standard
ENG-Premier League,2020,Brighton,Pascal Groß,GER,MF,29,1991,34,27,2484,27.6,3,8,11,0,3,4,3,0,0.11,0.29,0.4,0.0,0.29,2020-2021,standard
ENG-Premier League,2020,Brighton,Percy Tau,RSA,MF,26,1994,3,1,103,1.1,0,1,1,0,0,0,0,0,0.0,0.87,0.87,0.0,0.87,2020-2021,standard
ENG-Premier League,2020,Brighton,Reda Khadra,GER,"FW,MF",19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Robert Sánchez,ESP,GK,22,1997,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Brighton,Solly March,ENG,MF,26,1994,21,19,1672,18.6,2,1,3,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,2020-2021,standard
ENG-Premier League,2020,Brighton,Steven Alzate,COL,MF,21,1998,15,10,896,10.0,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,2020-2021,standard
ENG-Premier League,2020,Brighton,Tariq Lamptey,GHA,MF,19,2000,11,11,886,9.8,1,1,2,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,2020-2021,standard
ENG-Premier League,2020,Brighton,Yves Bissouma,MLI,MF,23,1996,36,35,3111,34.6,1,0,1,1,0,0,8,1,0.03,0.0,0.03,0.03,0.03,2020-2021,standard
ENG-Premier League,2020,Burnley,Ashley Barnes,ENG,FW,30,1989,22,15,1331,14.8,3,0,3,2,1,1,4,0,0.2,0.0,0.2,0.14,0.14,2020-2021,standard
ENG-Premier League,2020,Burnley,Ashley Westwood,ENG,MF,30,1990,38,38,3410,37.9,3,3,6,3,0,0,7,0,0.08,0.08,0.16,0.08,0.16,2020-2021,standard
ENG-Premier League,2020,Burnley,Bailey Peacock-Farrell,NIR,GK,23,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Ben Mee,ENG,DF,30,1989,30,30,2693,29.9,2,0,2,2,0,0,3,0,0.07,0.0,0.07,0.07,0.07,2020-2021,standard
ENG-Premier League,2020,Burnley,Charlie Taylor,ENG,DF,26,1993,29,28,2426,27.0,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,2020-2021,standard
ENG-Premier League,2020,Burnley,Chris Wood,NZL,FW,28,1991,33,32,2741,30.5,12,3,15,10,2,2,0,0,0.39,0.1,0.49,0.33,0.43,2020-2021,standard
ENG-Premier League,2020,Burnley,Dale Stephens,ENG,MF,31,1989,7,3,261,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Dwight McNeil,ENG,MF,20,1999,36,34,3069,34.1,2,5,7,2,0,0,1,0,0.06,0.15,0.21,0.06,0.21,2020-2021,standard
ENG-Premier League,2020,Burnley,Erik Pieters,NED,"DF,MF",31,1988,20,13,1266,14.1,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,2020-2021,standard
ENG-Premier League,2020,Burnley,Jack Cork,ENG,MF,31,1989,16,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,James Tarkowski,ENG,DF,27,1992,36,36,3240,36.0,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,2020-2021,standard
ENG-Premier League,2020,Burnley,Jay Rodriguez,ENG,"FW,MF",31,1989,31,12,1265,14.1,1,2,3,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,2020-2021,standard
ENG-Premier League,2020,Burnley,Jimmy Dunne,IRL,DF,22,1997,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,2020-2021,standard
ENG-Premier League,2020,Burnley,Joel Mumbongo,SWE,FW,21,1999,4,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Josh Benson,ENG,MF,20,1999,6,2,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Josh Brownhill,ENG,MF,24,1995,33,32,2813,31.3,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03,2020-2021,standard
ENG-Premier League,2020,Burnley,Jóhann Berg Guðmundsson,ISL,MF,29,1990,22,16,1363,15.1,2,0,2,2,0,0,2,0,0.13,0.0,0.13,0.13,0.13,2020-2021,standard
ENG-Premier League,2020,Burnley,Kevin Long,IRL,DF,29,1990,8,7,637,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Lewis Richardson,ENG,"FW,MF",17,2003,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Matthew Lowton,ENG,DF,31,1989,34,34,3060,34.0,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,2020-2021,standard
ENG-Premier League,2020,Burnley,Matěj Vydra,CZE,FW,28,1992,28,15,1371,15.2,3,2,5,3,0,0,0,0,0.2,0.13,0.33,0.2,0.33,2020-2021,standard
ENG-Premier League,2020,Burnley,Nick Pope,ENG,GK,28,1992,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Phil Bardsley,SCO,DF,35,1985,4,3,274,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Burnley,Robbie Brady,IRL,MF,28,1992,19,12,1052,11.7,1,1,2,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,2020-2021,standard
ENG-Premier League,2020,Burnley,Will Norris,ENG,GK,26,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Andreas Christensen,DEN,DF,24,1996,17,15,1371,15.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Antonio Rüdiger,GER,DF,27,1993,19,19,1710,19.0,1,0,1,1,0,0,0,0,0.05,0.0,0.05,0.05,0.05,2020-2021,standard
ENG-Premier League,2020,Chelsea,Ben Chilwell,ENG,"DF,MF",23,1996,27,27,2286,25.4,3,5,8,3,0,0,3,0,0.12,0.2,0.31,0.12,0.31,2020-2021,standard
ENG-Premier League,2020,Chelsea,Billy Gilmour,SCO,MF,19,2001,5,3,261,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Callum Hudson-Odoi,ENG,"MF,FW",19,2000,23,10,1059,11.8,2,3,5,2,0,0,0,0,0.17,0.25,0.42,0.17,0.42,2020-2021,standard
ENG-Premier League,2020,Chelsea,Christian Pulisic,USA,"MF,FW",21,1998,27,18,1738,19.3,4,2,6,4,0,0,2,0,0.21,0.1,0.31,0.21,0.31,2020-2021,standard
ENG-Premier League,2020,Chelsea,César Azpilicueta,ESP,"DF,MF",30,1989,26,24,2188,24.3,1,2,3,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,2020-2021,standard
ENG-Premier League,2020,Chelsea,Emerson Palmieri,ITA,"DF,MF",25,1994,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Fikayo Tomori,ENG,DF,22,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Hakim Ziyech,MAR,"FW,MF",27,1993,23,15,1172,13.0,2,3,5,2,0,0,3,0,0.15,0.23,0.38,0.15,0.38,2020-2021,standard
ENG-Premier League,2020,Chelsea,Jorginho,ITA,MF,28,1991,28,23,2010,22.3,7,1,8,0,7,9,2,0,0.31,0.04,0.36,0.0,0.04,2020-2021,standard
ENG-Premier League,2020,Chelsea,Kai Havertz,GER,"MF,FW",21,1999,27,18,1520,16.9,4,3,7,4,0,0,2,0,0.24,0.18,0.41,0.24,0.41,2020-2021,standard
ENG-Premier League,2020,Chelsea,Kepa Arrizabalaga,ESP,GK,25,1994,7,6,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Kurt Zouma,FRA,DF,25,1994,24,22,2029,22.5,5,0,5,5,0,0,3,0,0.22,0.0,0.22,0.22,0.22,2020-2021,standard
ENG-Premier League,2020,Chelsea,Marcos Alonso,ESP,"MF,DF",29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,0.19,0.0,0.19,0.19,0.19,2020-2021,standard
ENG-Premier League,2020,Chelsea,Mason Mount,ENG,MF,21,1999,36,32,2890,32.1,6,5,11,5,1,1,2,0,0.19,0.16,0.34,0.16,0.31,2020-2021,standard
ENG-Premier League,2020,Chelsea,Mateo Kovačić,CRO,MF,26,1994,27,21,1815,20.2,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,2020-2021,standard
ENG-Premier League,2020,Chelsea,N'Golo Kanté,FRA,MF,29,1991,30,24,2146,23.8,0,2,2,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08,2020-2021,standard
ENG-Premier League,2020,Chelsea,Olivier Giroud,FRA,FW,33,1986,17,8,748,8.3,4,0,4,4,0,0,1,0,0.48,0.0,0.48,0.48,0.48,2020-2021,standard
ENG-Premier League,2020,Chelsea,Reece James,ENG,"DF,MF",20,1999,32,25,2373,26.4,1,2,3,1,0,0,3,0,0.04,0.08,0.11,0.04,0.11,2020-2021,standard
ENG-Premier League,2020,Chelsea,Ross Barkley,ENG,MF,26,1993,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Ruben Loftus-Cheek,ENG,FW,24,1996,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Tammy Abraham,ENG,FW,22,1997,22,12,1040,11.6,6,1,7,6,0,0,0,0,0.52,0.09,0.61,0.52,0.61,2020-2021,standard
ENG-Premier League,2020,Chelsea,Thiago Silva,BRA,DF,35,1984,23,23,1935,21.5,2,0,2,2,0,0,5,1,0.09,0.0,0.09,0.09,0.09,2020-2021,standard
ENG-Premier League,2020,Chelsea,Timo Werner,GER,"FW,MF",24,1996,35,29,2602,28.9,6,8,14,6,0,0,2,0,0.21,0.28,0.48,0.21,0.48,2020-2021,standard
ENG-Premier League,2020,Chelsea,Willy Caballero,ARG,GK,38,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Chelsea,Édouard Mendy,SEN,GK,28,1992,31,31,2745,30.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Andros Townsend,ENG,"MF,FW",29,1991,34,25,2258,25.1,1,5,6,1,0,0,0,0,0.04,0.2,0.24,0.04,0.24,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Cheikhou Kouyaté,SEN,DF,30,1989,36,35,3121,34.7,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Christian Benteke,BEL,FW,29,1990,30,21,1816,20.2,10,1,11,10,0,0,3,1,0.5,0.05,0.55,0.5,0.55,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Eberechi Eze,ENG,MF,22,1998,34,29,2559,28.4,4,6,10,4,0,0,3,0,0.14,0.21,0.35,0.14,0.35,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Gary Cahill,ENG,DF,34,1985,20,20,1800,20.0,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Jack Butland,ENG,GK,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,James McArthur,SCO,MF,32,1987,18,17,1466,16.3,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,James McCarthy,IRL,MF,29,1990,16,10,821,9.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,James Tomkins,ENG,DF,31,1989,8,6,553,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Jaïro Riedewald,NED,MF,23,1996,33,19,1820,20.2,2,0,2,2,0,0,4,0,0.1,0.0,0.1,0.1,0.1,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Jean-Philippe Mateta,FRA,FW,23,1997,7,2,221,2.5,1,0,1,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,2020-2021,standard
ENG-Premier League,2020,Crystal Palace,Jeffrey Schlupp,GHA,MF,27,1992,27,15,1428,15.9,2,3,5,2,0,0,3,0,0.13,0.19,0.32,0.13,0.32,2020-2021,standard
