league,season,team,player,nation,pos,age,born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sotpct,shooting_standard_sh_90,shooting_standard_sot_90,shooting_standard_g_sh,shooting_standard_g_sot,shooting_standard_pk,shooting_standard_pkatt,fbref_season_label,fbref_stat_type
ESP-La Liga,2019,Alavés,Aleix Vidal,ESP,MF,29,1989,24.1,2,23,10,43.5,0.96,0.42,0.09,0.2,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Antonio Sivera,ESP,GK,22,1996,3.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Borja Sainz,ESP,MF,18,2001,6.4,1,10,4,40.0,1.57,0.63,0.1,0.25,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Burgui,ESP,"FW,MF",25,1993,0.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Fernando Pacheco,ESP,GK,27,1992,26.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Guillermo Maripán,CHI,DF,25,1994,1.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Javi López,ESP,DF,17,2002,1.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Javier Muñoz,ESP,MF,24,1995,0.6,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,John Guidetti,SWE,FW,27,1992,1.1,0,2,0,0.0,1.87,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Joselu,ESP,FW,29,1990,30.9,11,88,30,34.1,2.85,0.97,0.11,0.33,1,1,2019-2020,shooting
ESP-La Liga,2019,Alavés,José Luis Rodríguez,PAN,"FW,MF",21,1998,0.2,0,1,1,100.0,4.09,4.09,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Lisandro Magallán,ARG,DF,25,1993,13.3,1,6,2,33.3,0.45,0.15,0.17,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Ljubomir Fejsa,SRB,MF,30,1988,8.7,0,1,0,0.0,0.11,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Lucas Pérez,ESP,FW,30,1988,27.7,11,48,18,37.5,1.73,0.65,0.13,0.33,5,5,2019-2020,shooting
ESP-La Liga,2019,Alavés,Luis Rioja,ESP,MF,25,1993,18.2,0,9,2,22.2,0.5,0.11,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Manu García,ESP,MF,33,1986,21.9,0,19,6,31.6,0.87,0.27,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Martin Agirregabiria,ESP,DF,23,1996,23.3,1,4,2,50.0,0.17,0.09,0.25,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Oliver Burke,SCO,"MF,FW",22,1997,15.9,1,21,8,38.1,1.32,0.5,0.05,0.13,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Paulino,ESP,MF,22,1997,0.8,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Pere Pons,ESP,MF,26,1993,12.1,1,4,1,25.0,0.33,0.08,0.25,1.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Roberto,ESP,GK,33,1986,8.8,0,1,0,0.0,0.11,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Rodrigo Ely,BRA,DF,25,1993,23.6,2,6,2,33.3,0.25,0.08,0.33,1.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Rubén Duarte,ESP,DF,23,1995,29.6,0,19,8,42.1,0.64,0.27,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Tachi,ESP,DF,21,1997,2.6,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Tomás Pina Isla,ESP,MF,31,1987,14.9,1,2,1,50.0,0.13,0.07,0.5,1.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Víctor Camarasa,ESP,MF,25,1994,14.4,0,9,2,22.2,0.63,0.14,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Víctor Laguardia,ESP,DF,29,1989,29.5,1,10,2,20.0,0.34,0.07,0.1,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Wakaso,GHA,MF,29,1990,14.3,0,14,1,7.1,0.98,0.07,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Ximo Navarro,ESP,DF,29,1990,21.1,0,7,1,14.3,0.33,0.05,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Alavés,Édgar Méndez,ESP,MF,29,1990,9.6,1,9,4,44.4,0.94,0.42,0.11,0.25,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Ander Capa,ESP,DF,27,1992,31.9,3,16,7,43.8,0.5,0.22,0.19,0.43,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Aritz Aduriz,ESP,FW,38,1981,2.3,1,7,3,42.9,3.03,1.3,0.14,0.33,0,1,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Asier Villalibre,ESP,FW,21,1997,5.9,3,17,6,35.3,2.88,1.02,0.18,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Beñat Etxebarria,ESP,MF,32,1987,4.4,0,5,2,40.0,1.14,0.46,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Dani García,ESP,MF,29,1990,33.7,0,14,0,0.0,0.42,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Iago Herrerín,ESP,GK,31,1988,4.7,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Ibai Gómez,ESP,MF,29,1989,7.7,0,14,5,35.7,1.81,0.65,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Iker Muniain,ESP,MF,26,1992,26.5,5,27,13,48.1,1.02,0.49,0.19,0.38,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Iñaki Williams,GHA,"FW,MF",25,1994,32.7,6,48,23,47.9,1.47,0.7,0.1,0.22,1,2,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Iñigo Córdoba,ESP,MF,22,1997,16.0,1,28,7,25.0,1.75,0.44,0.04,0.14,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Iñigo Lekue,ESP,"MF,DF",26,1993,6.9,0,3,0,0.0,0.43,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Iñigo Martínez,ESP,DF,28,1991,33.0,1,26,4,15.4,0.79,0.12,0.04,0.25,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Kenan Kodro,BIH,"FW,MF",25,1993,4.0,1,4,2,50.0,0.99,0.49,0.25,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Larra,ESP,MF,21,1997,2.8,0,3,1,33.3,1.08,0.36,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Mikel Balenziaga,ESP,DF,31,1988,6.3,0,3,0,0.0,0.48,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Mikel San José,ESP,MF,30,1989,4.0,0,5,1,20.0,1.25,0.25,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Mikel Vesga,ESP,MF,26,1993,14.1,0,14,2,14.3,0.99,0.14,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Oihan Sancet,ESP,MF,19,2000,8.2,1,10,5,50.0,1.21,0.61,0.1,0.2,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Raúl García,ESP,"MF,FW",33,1986,31.9,15,82,34,41.5,2.57,1.07,0.1,0.24,7,7,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Unai López,ESP,MF,23,1995,19.9,1,28,9,32.1,1.41,0.45,0.04,0.11,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Unai Núñez,ESP,DF,22,1997,17.5,0,8,3,37.5,0.46,0.17,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Unai Simón,ESP,GK,22,1997,33.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Unai Vencedor Paris,ESP,MF,18,2000,0.8,0,1,0,0.0,1.23,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Yeray Álvarez,ESP,DF,24,1995,31.2,0,12,2,16.7,0.38,0.06,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Yuri Berchiche,ESP,DF,29,1990,31.7,2,35,9,25.7,1.11,0.28,0.06,0.22,0,0,2019-2020,shooting
ESP-La Liga,2019,Athletic Club,Óscar de Marcos,ESP,"MF,DF",30,1989,6.0,0,1,0,0.0,0.17,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Antonio Adán,ESP,GK,32,1987,0.3,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Darío Poveda,ESP,FW,22,1997,0.1,0,1,0,0.0,11.25,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Diego Costa,ESP,FW,30,1988,15.0,5,35,10,28.6,2.33,0.67,0.09,0.3,2,3,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Felipe,BRA,DF,30,1989,23.4,1,19,5,26.3,0.81,0.21,0.05,0.2,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Germán Valera,ESP,"FW,MF",17,2002,0.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Héctor Herrera,MEX,MF,29,1990,12.5,0,14,1,7.1,1.12,0.08,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Ivan Šaponjić,SRB,FW,21,1997,0.1,0,1,0,0.0,15.0,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Jan Oblak,SVN,GK,26,1993,37.7,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,José María Giménez,URU,DF,24,1995,19.5,0,11,2,18.2,0.56,0.1,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,João Félix,POR,"FW,MF",19,1999,19.4,6,64,18,28.1,3.3,0.93,0.09,0.33,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Kieran Trippier,ENG,DF,28,1990,22.0,0,3,0,0.0,0.14,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Koke,ESP,MF,27,1992,30.0,4,23,9,39.1,0.77,0.3,0.17,0.44,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Manu Sánchez,ESP,DF,18,2000,3.6,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Marcos Llorente,ESP,"MF,FW",24,1995,15.2,3,14,5,35.7,0.92,0.33,0.21,0.6,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Mario Hermoso,ESP,DF,24,1995,13.5,0,3,2,66.7,0.22,0.15,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Renan Lodi,BRA,DF,21,1998,26.6,1,17,3,17.6,0.64,0.11,0.06,0.33,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Rodrigo Riquelme,ESP,MF,19,2000,0.1,0,1,0,0.0,6.92,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Santiago Arias,COL,DF,27,1992,12.0,0,6,2,33.3,0.5,0.17,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Saúl Ñíguez,ESP,MF,24,1994,34.1,6,44,12,27.3,1.29,0.35,0.09,0.33,2,2,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Sergio Camello,ESP,FW,18,2001,0.3,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Stefan Savić,MNE,DF,28,1991,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Thomas Lemar,FRA,"MF,FW",23,1995,10.3,0,11,3,27.3,1.07,0.29,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Thomas Partey,GHA,MF,26,1993,28.3,3,32,8,25.0,1.13,0.28,0.09,0.38,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Toni Moya,ESP,MF,21,1998,0.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Vitolo,ESP,"FW,MF",29,1989,13.6,3,16,10,62.5,1.17,0.73,0.19,0.3,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Yannick Carrasco,BEL,MF,25,1993,7.0,1,17,6,35.3,2.42,0.86,0.06,0.17,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Álvaro Morata,ESP,FW,26,1992,23.3,12,69,31,44.9,2.96,1.33,0.14,0.32,2,3,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Ángel Correa,ARG,"MF,FW",24,1995,22.9,5,43,16,37.2,1.88,0.7,0.12,0.31,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Óscar Clemente,ESP,MF,20,1999,0.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Atlético Madrid,Šime Vrsaljko,CRO,DF,27,1992,4.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Ansu Fati,ESP,"FW,MF",16,2002,11.4,7,33,12,36.4,2.89,1.05,0.21,0.58,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Antoine Griezmann,FRA,FW,28,1991,28.3,9,55,23,41.8,1.94,0.81,0.16,0.39,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Arthur Melo,BRA,MF,22,1996,13.1,3,8,5,62.5,0.61,0.38,0.38,0.6,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Arturo Vidal,CHI,"MF,FW",32,1987,18.6,8,25,14,56.0,1.35,0.75,0.32,0.57,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Carles Aleñá,ESP,MF,21,1998,1.9,0,1,1,100.0,0.52,0.52,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Carles Pérez,ESP,FW,21,1998,5.3,1,14,6,42.9,2.65,1.13,0.07,0.17,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Clément Lenglet,FRA,DF,24,1995,26.9,2,10,3,30.0,0.37,0.11,0.2,0.67,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Frenkie de Jong,NED,MF,22,1997,23.5,2,4,4,100.0,0.17,0.17,0.5,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Gerard Piqué,ESP,DF,32,1987,34.4,1,14,7,50.0,0.41,0.2,0.07,0.14,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Ivan Rakitić,CRO,MF,31,1988,17.7,1,24,7,29.2,1.36,0.4,0.04,0.14,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Jean-Clair Todibo,FRA,DF,19,1999,0.9,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Jordi Alba,ESP,DF,30,1989,24.3,2,7,3,42.9,0.29,0.12,0.29,0.67,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Junior Firpo,DOM,DF,22,1996,11.3,1,4,1,25.0,0.36,0.09,0.25,1.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Lionel Messi,ARG,FW,32,1987,32.0,25,159,71,44.7,4.97,2.22,0.13,0.28,5,5,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Luis Suárez,URU,FW,32,1987,22.2,16,79,42,53.2,3.56,1.89,0.19,0.36,1,1,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Marc-André ter Stegen,GER,GK,27,1992,36.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Martin Braithwaite,DEN,"FW,MF",28,1991,4.5,1,13,8,61.5,2.87,1.77,0.08,0.13,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Moussa Wagué,SEN,DF,20,1998,1.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Neto,BRA,GK,30,1989,2.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Nélson Semedo,POR,DF,25,1993,23.3,1,8,2,25.0,0.34,0.09,0.13,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Ousmane Dembélé,FRA,"FW,MF",22,1997,4.0,1,5,2,40.0,1.26,0.5,0.2,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Rafinha,BRA,FW,26,1993,2.1,0,6,1,16.7,2.9,0.48,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Riqui Puig,ESP,MF,19,1999,5.7,0,8,5,62.5,1.41,0.88,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Ronald Araújo,URU,DF,20,1999,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Samuel Umtiti,FRA,DF,25,1993,10.5,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Sergi Roberto,ESP,"DF,MF",27,1992,26.0,1,6,2,33.3,0.23,0.08,0.17,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Sergio Busquets,ESP,MF,31,1988,27.6,2,10,4,40.0,0.36,0.14,0.2,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Barcelona,Álex Collado,ESP,MF,20,1999,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Brais Méndez,ESP,"MF,FW",22,1997,16.4,0,25,9,36.0,1.52,0.55,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,David Costas,ESP,DF,24,1995,3.8,0,1,0,0.0,0.27,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,David Juncà,ESP,DF,25,1993,2.9,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Denis Suárez,ESP,"MF,FW",25,1994,18.1,1,20,9,45.0,1.1,0.5,0.05,0.11,0,1,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Filip Bradarić,CRO,MF,27,1992,7.8,0,4,4,100.0,0.51,0.51,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Fran Beltrán,ESP,MF,20,1999,20.3,1,14,4,28.6,0.69,0.2,0.07,0.25,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Fyodor Smolov,RUS,FW,29,1990,8.3,2,16,6,37.5,1.94,0.73,0.13,0.33,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Gabriel Fernández,URU,FW,25,1994,6.2,1,7,3,42.9,1.12,0.48,0.14,0.33,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Hugo Mallo,ESP,"DF,MF",28,1991,21.8,0,6,3,50.0,0.27,0.14,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Iago Aspas,ESP,FW,31,1987,36.2,14,84,40,47.6,2.32,1.1,0.11,0.23,5,7,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Iker Losada,ESP,MF,17,2001,0.1,1,1,1,100.0,6.92,6.92,1.0,1.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Iván Villar,ESP,GK,22,1997,3.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Jacobo,ESP,MF,22,1997,0.9,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Jeison Murillo,COL,DF,27,1992,17.0,1,9,5,55.6,0.53,0.29,0.11,0.2,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Jorge Sáenz,ESP,DF,22,1996,4.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Joseph Aidoo,GHA,DF,23,1995,27.8,0,10,1,10.0,0.36,0.04,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Juan Hernández,ESP,FW,24,1994,1.0,0,1,0,0.0,1.03,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Kevin Vázquez,ESP,"DF,MF",26,1993,14.7,0,1,0,0.0,0.07,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Lucas Olaza,URU,"DF,MF",25,1994,34.9,1,19,5,26.3,0.54,0.14,0.05,0.2,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Nolito,ESP,MF,32,1986,3.6,2,7,5,71.4,1.94,1.39,0.14,0.2,1,1,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Néstor Araujo,MEX,DF,27,1991,32.1,1,13,3,23.1,0.41,0.09,0.08,0.33,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Okay Yokuşlu,TUR,MF,25,1994,21.9,0,12,2,16.7,0.55,0.09,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Pape Cheikh Diop,SEN,MF,21,1997,6.7,0,2,0,0.0,0.3,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Pione Sisto,DEN,"MF,FW",24,1995,9.9,2,30,16,53.3,3.03,1.62,0.07,0.13,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Rafinha,BRA,MF,26,1993,23.5,4,32,10,31.3,1.36,0.43,0.13,0.4,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Rubén Blanco,ESP,GK,24,1995,32.9,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Santi Mina,ESP,"FW,MF",23,1995,21.6,6,47,15,31.9,2.18,0.69,0.13,0.4,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Sergio Bermejo,ESP,"FW,MF",21,1997,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Sergio Álvarez,ESP,GK,32,1986,2.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Celta Vigo,Stanislav Lobotka,SVK,MF,24,1994,15.4,0,8,3,37.5,0.52,0.2,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Anaitz Arbilla,ESP,DF,32,1987,22.3,1,14,2,14.3,0.63,0.09,0.07,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Charles,BRA,FW,35,1984,14.5,6,25,11,44.0,1.73,0.76,0.2,0.45,1,2,2019-2020,shooting
ESP-La Liga,2019,Eibar,Edu Expósito,ESP,MF,22,1996,25.7,4,34,17,50.0,1.32,0.66,0.09,0.18,1,2,2019-2020,shooting
ESP-La Liga,2019,Eibar,Esteban Burgos,ARG,DF,27,1992,12.4,1,3,1,33.3,0.24,0.08,0.33,1.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Fabián Orellana,CHI,"MF,FW",33,1986,26.6,8,42,20,47.6,1.58,0.75,0.1,0.2,4,5,2019-2020,shooting
ESP-La Liga,2019,Eibar,Gonzalo Escalante,ARG,MF,26,1993,18.6,0,21,5,23.8,1.13,0.27,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Iván Ramis,ESP,DF,34,1984,5.1,1,4,2,50.0,0.79,0.39,0.25,0.5,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,José Ángel,ESP,DF,29,1989,26.2,1,24,7,29.2,0.92,0.27,0.04,0.14,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Kiké,ESP,FW,29,1989,19.6,5,58,18,31.0,2.95,0.92,0.09,0.28,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Marko Dmitrović,SRB,GK,27,1992,35.0,0,1,1,100.0,0.03,0.03,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Miguel Atienza,ESP,MF,20,1999,0.3,0,2,0,0.0,6.0,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Miguel Marí,ESP,MF,22,1997,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Pablo de Blasis,ARG,"DF,MF",31,1988,17.8,2,15,6,40.0,0.84,0.34,0.07,0.17,1,1,2019-2020,shooting
ESP-La Liga,2019,Eibar,Papakouli Diop,SEN,MF,33,1986,25.0,1,27,6,22.2,1.08,0.24,0.04,0.17,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Paulo Oliveira,POR,DF,27,1992,23.2,1,12,4,33.3,0.52,0.17,0.08,0.25,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Pedro Bigas,ESP,DF,28,1990,19.7,3,8,5,62.5,0.41,0.25,0.38,0.6,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Pedro León,ESP,MF,32,1986,21.1,1,37,14,37.8,1.76,0.66,0.03,0.07,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Quique,ESP,FW,29,1990,5.4,0,10,1,10.0,1.84,0.18,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Rafa Soares,POR,"DF,MF",24,1995,4.8,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Rober Correa,ESP,DF,26,1992,10.3,0,5,1,20.0,0.48,0.1,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Sebastián Cristóforo,URU,MF,25,1993,9.7,0,7,3,42.9,0.72,0.31,0.0,0.0,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Sergi Enrich,ESP,FW,29,1990,20.7,1,28,6,21.4,1.35,0.29,0.04,0.17,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Sergio Álvarez,ESP,"MF,DF",27,1992,12.7,0,4,0,0.0,0.31,0.0,0.0,,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Takashi Inui,JPN,MF,31,1988,21.8,2,39,12,30.8,1.79,0.55,0.05,0.17,0,0,2019-2020,shooting
ESP-La Liga,2019,Eibar,Yoel,ESP,GK,30,1988,3.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
