league,season,team,player,nation,pos,age,born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sotpct,shooting_standard_sh_90,shooting_standard_sot_90,shooting_standard_g_sh,shooting_standard_g_sot,shooting_standard_pk,shooting_standard_pkatt,fbref_season_label,fbref_stat_type
ENG-Premier League,2019,Arsenal,Joe Willock,ENG,MF,19,1999,9.5,1,15,5,33.3,1.58,0.53,0.07,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Kieran Tierney,SCO,"DF,MF",22,1997,11.0,1,6,2,33.3,0.55,0.18,0.17,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Lucas Torreira,URU,MF,23,1996,16.8,1,21,6,28.6,1.25,0.36,0.05,0.17,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Mattéo Guendouzi,FRA,MF,20,1999,19.4,0,11,5,45.5,0.57,0.26,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Mesut Özil,GER,MF,30,1988,16.0,1,9,3,33.3,0.56,0.19,0.11,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Nacho Monreal,ESP,DF,33,1986,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Nicolas Pépé,CIV,"MF,FW",24,1995,22.3,5,50,18,36.0,2.24,0.81,0.08,0.22,1,1,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Pablo Marí,ESP,DF,25,1993,1.3,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Pierre-Emerick Aubameyang,GAB,"FW,MF",30,1989,34.8,22,93,42,45.2,2.67,1.21,0.22,0.48,2,2,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Reiss Nelson,ENG,"MF,FW",19,1999,7.0,1,11,4,36.4,1.57,0.57,0.09,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Rob Holding,ENG,DF,23,1995,6.5,0,2,0,0.0,0.31,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Sead Kolašinac,BIH,DF,26,1993,18.9,0,4,0,0.0,0.21,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Shkodran Mustafi,GER,DF,27,1992,13.4,0,11,4,36.4,0.82,0.3,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Arsenal,Sokratis Papastathopoulos,GRE,DF,31,1988,18.8,2,7,2,28.6,0.37,0.11,0.29,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Ahmed Elmohamady,EGY,DF,31,1987,11.5,1,5,1,20.0,0.44,0.09,0.2,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Anwar El Ghazi,NED,"FW,MF",24,1995,22.8,4,53,20,37.7,2.33,0.88,0.06,0.15,1,1,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Björn Engels,BEL,DF,24,1994,16.1,1,8,1,12.5,0.5,0.06,0.13,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Borja Bastón,ESP,FW,26,1992,0.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Conor Hourihane,IRL,MF,28,1991,17.0,3,29,10,34.5,1.7,0.59,0.1,0.3,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Danny Drinkwater,ENG,MF,29,1990,2.9,0,2,0,0.0,0.69,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Douglas Luiz,BRA,MF,21,1998,29.0,3,38,12,31.6,1.31,0.41,0.08,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Ezri Konsa,ENG,DF,21,1997,22.7,1,11,4,36.4,0.49,0.18,0.09,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Frederic Guilbert,FRA,"DF,MF",24,1994,22.7,0,8,3,37.5,0.35,0.13,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Henri Lansbury,ENG,MF,28,1990,2.2,0,2,0,0.0,0.92,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Indiana Vassilev,USA,"FW,MF",18,2001,0.6,0,1,0,0.0,1.76,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Jack Grealish,ENG,"FW,MF",23,1995,35.9,8,73,23,31.5,2.03,0.64,0.11,0.35,0,1,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Jed Steer,ENG,GK,26,1992,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,John McGinn,SCO,MF,24,1994,25.7,3,55,20,36.4,2.14,0.78,0.05,0.15,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Jonathan Kodjia,CIV,FW,29,1989,1.3,0,2,0,0.0,1.54,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Jota,ESP,"MF,FW",28,1991,3.7,0,6,1,16.7,1.61,0.27,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Keinan Davis,ENG,FW,21,1998,6.1,0,17,5,29.4,2.79,0.82,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Kortney Hause,ENG,DF,24,1995,17.2,1,20,3,15.0,1.17,0.17,0.05,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Marvelous Nakamba,ZIM,MF,25,1994,20.4,0,7,1,14.3,0.34,0.05,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Matt Targett,ENG,"DF,MF",23,1995,25.5,1,7,4,57.1,0.27,0.16,0.14,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Mbwana Samatta,TAN,FW,26,1992,10.5,1,17,3,17.6,1.62,0.29,0.06,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Neil Taylor,WAL,DF,30,1989,12.1,0,3,0,0.0,0.25,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Pepe Reina,ESP,GK,36,1982,12.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Tom Heaton,ENG,GK,33,1986,19.9,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Trézéguet,EGY,"FW,MF",24,1994,21.7,6,50,17,34.0,2.31,0.78,0.12,0.35,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Tyrone Mings,ENG,DF,26,1993,32.2,2,9,4,44.4,0.28,0.12,0.22,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Wesley Moraes,BRA,FW,22,1996,19.8,5,36,18,50.0,1.82,0.91,0.14,0.28,0,1,2019-2020,shooting
ENG-Premier League,2019,Aston Villa,Ørjan Nyland,NOR,GK,28,1990,6.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Aaron Ramsdale,ENG,GK,21,1998,37.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Adam Smith,ENG,DF,28,1991,22.8,0,4,1,25.0,0.18,0.04,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Andrew Surman,ENG,MF,32,1986,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Arnaut Danjuma,NED,MF,22,1997,7.0,0,13,4,30.8,1.86,0.57,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Callum Wilson,ENG,FW,27,1992,32.3,8,54,21,38.9,1.67,0.65,0.15,0.38,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Charlie Daniels,ENG,DF,32,1986,1.4,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Chris Mepham,WAL,DF,21,1997,10.1,1,7,2,28.6,0.69,0.2,0.14,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Dan Gosling,ENG,MF,29,1990,14.0,3,13,6,46.2,0.93,0.43,0.23,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,David Brooks,WAL,MF,22,1997,5.6,1,6,2,33.3,1.07,0.36,0.17,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Diego Rico,ESP,DF,26,1993,25.9,0,11,3,27.3,0.42,0.12,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Dominic Solanke,ENG,FW,21,1997,18.3,3,32,8,25.0,1.74,0.44,0.09,0.38,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Harry Wilson,WAL,"MF,FW",22,1997,18.3,7,56,19,33.9,3.06,1.04,0.13,0.37,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Jack Simpson,ENG,DF,22,1996,2.7,0,1,0,0.0,0.37,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Jack Stacey,ENG,DF,23,1996,17.2,0,5,2,40.0,0.29,0.12,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Jefferson Lerma,COL,MF,24,1994,30.0,1,30,2,6.7,1.0,0.07,0.03,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Jordon Ibe,ENG,"FW,MF",23,1995,0.6,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Joshua King,NOR,"FW,MF",27,1992,22.3,6,26,13,50.0,1.16,0.58,0.12,0.23,3,3,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Junior Stanislas,ENG,"MF,DF",29,1989,7.9,3,17,7,41.2,2.15,0.88,0.12,0.29,1,1,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Lewis Cook,ENG,MF,22,1997,15.0,0,9,2,22.2,0.6,0.13,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Lloyd Kelly,ENG,DF,20,1998,7.1,0,1,0,0.0,0.14,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Mark Travers,IRL,GK,20,1999,1.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Nathan Aké,NED,DF,24,1995,27.8,2,25,7,28.0,0.9,0.25,0.08,0.29,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Philip Billing,DEN,MF,23,1996,28.1,1,33,8,24.2,1.17,0.28,0.03,0.13,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Ryan Fraser,SCO,"MF,FW",25,1994,23.0,1,27,12,44.4,1.18,0.52,0.04,0.08,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Sam Surridge,ENG,FW,21,1998,0.3,0,2,0,0.0,6.67,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Simon Francis,ENG,DF,34,1985,10.8,0,3,0,0.0,0.28,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Bournemouth,Steve Cook,ENG,DF,28,1991,27.0,1,12,2,16.7,0.44,0.07,0.08,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Aaron Connolly,IRL,FW,19,2000,14.0,3,36,13,36.1,2.58,0.93,0.08,0.23,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Aaron Mooy,AUS,"MF,FW",28,1990,23.2,2,33,8,24.2,1.42,0.35,0.06,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Adam Webster,ENG,DF,24,1995,29.6,3,16,7,43.8,0.54,0.24,0.19,0.43,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Alexis Mac Allister,ARG,"MF,FW",20,1998,3.9,0,7,1,14.3,1.79,0.26,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Alireza Jahanbakhsh,IRN,"MF,FW",25,1993,3.5,2,12,2,16.7,3.47,0.58,0.17,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Bernardo,BRA,"DF,MF",24,1995,7.5,0,7,2,28.6,0.93,0.27,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Dale Stephens,ENG,MF,30,1989,28.1,0,19,2,10.5,0.68,0.07,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Dan Burn,ENG,DF,27,1992,32.0,0,13,0,0.0,0.41,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Davy Pröpper,NED,MF,27,1991,31.4,1,29,8,27.6,0.92,0.25,0.03,0.13,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Ezequiel Schelotto,ITA,"DF,MF",30,1989,4.0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Florin Andone,ROU,FW,26,1993,0.8,1,1,1,100.0,1.23,1.23,1.0,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Gaëtan Bong,CMR,DF,31,1988,0.7,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Glenn Murray,ENG,FW,35,1983,8.9,1,19,5,26.3,2.15,0.56,0.05,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Jürgen Locadia,CUW,MF,25,1993,1.0,0,2,1,50.0,2.09,1.05,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Leandro Trossard,BEL,"MF,FW",24,1994,22.3,5,41,12,29.3,1.83,0.54,0.12,0.42,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Lewis Dunk,ENG,DF,27,1991,35.9,3,31,10,32.3,0.86,0.28,0.1,0.3,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Martín Montoya,ESP,"DF,MF",28,1991,21.1,0,8,3,37.5,0.38,0.14,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Mathew Ryan,AUS,GK,27,1992,38.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Neal Maupay,FRA,FW,22,1996,30.7,10,96,38,39.6,3.12,1.24,0.09,0.24,1,2,2019-2020,shooting
ENG-Premier League,2019,Brighton,Pascal Groß,GER,"MF,FW",28,1991,20.0,2,29,8,27.6,1.45,0.4,0.07,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Shane Duffy,IRL,DF,27,1992,13.8,1,6,1,16.7,0.44,0.07,0.17,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Solly March,ENG,"MF,FW",25,1994,12.7,0,20,8,40.0,1.57,0.63,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Steven Alzate,COL,"MF,DF",20,1998,13.2,0,13,3,23.1,0.98,0.23,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Tariq Lamptey,GHA,"DF,MF",18,2000,6.5,0,2,0,0.0,0.31,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Brighton,Yves Bissouma,MLI,MF,22,1996,14.0,1,16,7,43.8,1.14,0.5,0.06,0.14,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Aaron Lennon,ENG,MF,32,1987,5.5,0,1,0,0.0,0.18,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Ashley Barnes,ENG,FW,29,1989,15.0,6,40,12,30.0,2.66,0.8,0.13,0.42,1,1,2019-2020,shooting
ENG-Premier League,2019,Burnley,Ashley Westwood,ENG,MF,29,1990,35.0,2,13,3,23.1,0.37,0.09,0.15,0.67,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Ben Mee,ENG,DF,29,1989,32.0,1,17,7,41.2,0.53,0.22,0.06,0.14,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Charlie Taylor,ENG,DF,25,1993,21.6,0,1,0,0.0,0.05,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Chris Wood,NZL,FW,27,1991,27.1,14,65,30,46.2,2.4,1.11,0.2,0.43,1,1,2019-2020,shooting
ENG-Premier League,2019,Burnley,Danny Drinkwater,ENG,MF,29,1990,0.6,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Dwight McNeil,ENG,MF,19,1999,37.1,2,48,14,29.2,1.29,0.38,0.04,0.14,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Erik Pieters,NED,"DF,MF",30,1988,20.9,0,14,3,21.4,0.67,0.14,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Jack Cork,ENG,MF,30,1989,29.0,0,18,6,33.3,0.62,0.21,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,James Tarkowski,ENG,DF,26,1992,38.0,2,21,5,23.8,0.55,0.13,0.1,0.4,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Jay Rodriguez,ENG,FW,30,1989,22.4,8,67,30,44.8,2.99,1.34,0.1,0.23,1,1,2019-2020,shooting
ENG-Premier League,2019,Burnley,Jeff Hendrick,IRL,MF,27,1992,21.5,2,22,6,27.3,1.03,0.28,0.09,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Josh Brownhill,ENG,MF,23,1995,8.9,0,6,0,0.0,0.67,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Jóhann Berg Guðmundsson,ISL,MF,28,1990,6.9,1,11,2,18.2,1.59,0.29,0.09,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Kevin Long,IRL,DF,28,1990,6.3,0,2,0,0.0,0.32,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Matthew Lowton,ENG,DF,30,1989,17.0,0,1,0,0.0,0.06,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Matěj Vydra,CZE,FW,27,1992,9.1,2,18,10,55.6,1.98,1.1,0.11,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Max Thompson,ENG,FW,17,2002,0.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Nick Pope,ENG,GK,27,1992,38.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Phil Bardsley,SCO,DF,34,1985,21.0,0,12,5,41.7,0.57,0.24,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Burnley,Robbie Brady,IRL,MF,27,1992,5.0,1,12,1,8.3,2.38,0.2,0.08,1.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Andreas Christensen,DEN,DF,23,1996,19.5,0,7,2,28.6,0.36,0.1,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Antonio Rüdiger,GER,DF,26,1993,19.0,2,12,3,25.0,0.63,0.16,0.17,0.67,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Armando Broja,ALB,FW,17,2001,0.1,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Billy Gilmour,SCO,MF,18,2001,2.2,0,1,0,0.0,0.46,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Callum Hudson-Odoi,ENG,"MF,FW",18,2000,9.6,1,21,4,19.0,2.19,0.42,0.05,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Christian Pulisic,USA,"FW,MF",20,1998,19.1,9,63,26,41.3,3.29,1.36,0.14,0.35,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,César Azpilicueta,ESP,"DF,MF",29,1989,35.9,2,29,6,20.7,0.81,0.17,0.07,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Emerson Palmieri,ITA,"DF,MF",24,1994,11.4,0,13,7,53.8,1.14,0.62,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Faustino Anjorin,ENG,MF,17,2001,0.2,0,1,0,0.0,4.5,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Fikayo Tomori,ENG,DF,21,1997,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Jorginho,ITA,MF,27,1991,26.4,4,12,4,33.3,0.45,0.15,0.08,0.25,3,3,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Kepa Arrizabalaga,ESP,GK,24,1994,33.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Kurt Zouma,FRA,DF,24,1994,26.0,0,15,5,33.3,0.58,0.19,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Marcos Alonso,ESP,"DF,MF",28,1990,15.9,4,30,8,26.7,1.89,0.5,0.13,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Mason Mount,ENG,"MF,FW",20,1999,31.9,7,78,29,37.2,2.45,0.91,0.09,0.24,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Mateo Kovačić,CRO,MF,25,1994,23.0,1,21,5,23.8,0.91,0.22,0.05,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Michy Batshuayi,BEL,FW,25,1993,2.7,1,15,2,13.3,5.65,0.75,0.07,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,N'Golo Kanté,FRA,MF,28,1991,19.2,3,18,6,33.3,0.94,0.31,0.17,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Olivier Giroud,FRA,FW,32,1986,11.0,8,39,19,48.7,3.53,1.72,0.21,0.42,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Pedro,ESP,"MF,FW",32,1987,7.3,1,22,10,45.5,3.0,1.36,0.05,0.1,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Reece James,ENG,"DF,MF",19,1999,16.8,0,18,3,16.7,1.07,0.18,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Ross Barkley,ENG,MF,25,1993,12.3,1,40,12,30.0,3.26,0.98,0.03,0.08,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Ruben Loftus-Cheek,ENG,"MF,FW",23,1996,2.3,0,4,0,0.0,1.73,0.0,0.0,,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Tammy Abraham,ENG,FW,21,1997,24.6,15,88,40,45.5,3.58,1.63,0.17,0.38,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Tariq Lamptey,GHA,"DF,MF",18,2000,0.4,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Willian,BRA,"FW,MF",30,1988,28.9,9,71,29,40.8,2.46,1.0,0.07,0.17,4,4,2019-2020,shooting
ENG-Premier League,2019,Chelsea,Willy Caballero,ARG,GK,37,1981,5.0,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Andros Townsend,ENG,MF,28,1991,14.4,1,12,5,41.7,0.83,0.35,0.08,0.2,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Brandon Pierrick,ENG,MF,17,2001,0.2,0,0,0,,0.0,0.0,,,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Cenk Tosun,TUR,FW,28,1991,2.0,1,4,2,50.0,2.03,1.02,0.25,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Cheikhou Kouyaté,SEN,MF,29,1989,28.1,1,24,4,16.7,0.85,0.14,0.04,0.25,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Christian Benteke,BEL,FW,28,1990,14.0,2,41,19,46.3,2.93,1.36,0.05,0.11,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Connor Wickham,ENG,"FW,MF",26,1993,1.1,1,3,2,66.7,2.81,1.87,0.33,0.5,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,Gary Cahill,ENG,DF,33,1985,24.1,0,21,5,23.8,0.87,0.21,0.0,0.0,0,0,2019-2020,shooting
ENG-Premier League,2019,Crystal Palace,James McArthur,SCO,MF,31,1987,34.3,0,28,6,21.4,0.82,0.17,0.0,0.0,0,0,2019-2020,shooting
