league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
FRA-Ligue 1,2020,Lyon,Maxwel Cornet,CIV,"DF,MF",23,1996,27.2,5,0,0,28,32,3,85,41,43,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Melvin Bard,FRA,DF,19,2000,4.8,0,1,0,8,6,0,22,7,7,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Memphis,NED,"FW,MF",26,1994,32.5,4,0,0,32,54,12,164,6,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Moussa Dembélé,FRA,FW,24,1996,7.5,3,0,0,17,7,7,1,6,2,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Rayan Cherki,FRA,"FW,MF",16,2003,7.8,1,1,0,16,20,2,8,4,2,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Sinaly Diomande,CIV,DF,19,2001,12.6,3,0,0,16,14,0,2,37,7,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Thiago Mendes,BRA,MF,28,1992,24.9,5,1,0,27,23,0,12,43,24,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Tino Kadewere,ZIM,FW,24,1996,22.3,4,0,0,35,25,10,31,25,21,,,0,2020-2021,misc
FRA-Ligue 1,2020,Lyon,Yaya Soumaré,FRA,FW,20,2000,0.0,0,0,0,1,0,0,0,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Arkadiusz Milik,POL,FW,26,1994,13.6,2,0,0,14,20,6,8,2,10,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Bamba Dieng,SEN,FW,20,2000,1.4,0,0,0,2,2,3,1,0,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Boubacar Kamara,FRA,MF,20,1999,32.2,6,0,0,49,55,0,3,35,51,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Bouna Sarr,SEN,"DF,MF",28,1992,0.8,0,0,0,3,2,0,2,1,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Cheick Souaré,FRA,MF,17,2002,0.1,0,0,0,1,0,0,0,1,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Christopher Rocchia,FRA,DF,22,1998,0.2,0,0,0,2,1,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Darío Benedetto,ARG,FW,30,1990,17.5,3,2,1,18,19,13,11,3,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Dimitri Payet,FRA,"MF,FW",33,1987,26.9,4,2,0,17,46,1,189,9,18,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Duje Ćaleta-Car,CRO,DF,23,1996,31.3,8,1,0,32,15,1,0,44,16,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Florian Thauvin,FRA,"MF,FW",27,1993,30.4,5,0,0,26,53,7,206,21,24,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Hiroki Sakai,JPN,DF,30,1990,26.5,6,1,0,42,18,2,31,53,50,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Jordan Amavi,FRA,"DF,MF",26,1994,9.0,3,1,0,12,14,1,9,26,9,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Kevin Strootman,NED,MF,30,1990,2.6,2,0,0,8,3,0,0,3,6,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Leonardo Balerdi,ARG,DF,21,1999,18.2,6,1,0,31,27,2,1,30,21,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Lucas Perrin,FRA,DF,21,1998,3.4,1,0,0,4,4,0,0,9,4,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Luis Henrique,BRA,MF,18,2001,7.5,0,0,0,2,5,8,27,7,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Marley Aké,FRA,"FW,MF",19,2001,1.6,0,0,0,6,5,0,2,0,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Maxime Lopez,FRA,FW,22,1997,1.5,1,0,0,4,1,0,0,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Mickaël Cuisance,FRA,"MF,FW",20,1999,11.4,3,0,0,34,11,1,10,5,10,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Morgan Sanson,FRA,MF,25,1994,9.2,2,0,0,18,10,0,19,10,11,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Nemanja Radonjić,SRB,"MF,FW",24,1996,4.4,2,0,0,3,3,2,8,4,6,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Olivier Ntcham,CMR,MF,24,1996,1.3,0,0,0,1,0,0,1,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Pape Gueye,SEN,MF,21,1999,22.9,11,1,1,47,46,1,10,48,23,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Pol Lirola,ESP,"MF,DF",22,1997,17.3,3,0,0,14,16,0,58,27,16,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Saîf-Eddine Khaoui,TUN,MF,25,1995,6.7,4,0,0,16,9,1,14,13,13,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Steve Mandanda,FRA,GK,35,1985,37.0,1,0,0,0,4,0,0,1,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Valentin Rongier,FRA,MF,25,1994,21.0,8,0,0,46,25,1,3,30,57,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Valère Germain,FRA,"FW,MF",30,1990,9.5,1,0,0,9,20,2,8,13,7,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Yohann Pelé,FRA,GK,37,1982,1.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Yūto Nagatomo,JPN,"DF,MF",33,1986,17.7,2,0,0,12,13,3,30,31,16,,,1,2020-2021,misc
FRA-Ligue 1,2020,Marseille,Álvaro González,ESP,DF,30,1990,31.5,14,0,0,31,29,2,1,37,17,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Aaron Leya Iseka,BEL,FW,22,1997,11.2,4,0,0,26,12,2,2,0,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Alexandre Oukidja,ALG,GK,32,1988,34.0,3,1,0,1,9,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Boubacar Traoré,MLI,MF,18,2001,0.6,0,0,0,3,1,0,1,0,2,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Boubakar Kouyaté,MLI,DF,23,1997,21.8,10,0,0,40,30,4,0,55,35,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Cheikh Tidiane Sabaly,SEN,"FW,MF",21,1999,0.1,0,0,0,0,0,0,1,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Dylan Bronn,TUN,DF,25,1995,37.9,4,0,0,37,13,0,2,45,39,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Fabien Centonze,FRA,"DF,MF",24,1996,35.8,9,0,0,43,56,3,114,108,67,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Farid Boulaya,ALG,"MF,FW",27,1993,31.3,5,0,0,22,64,1,181,12,19,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Habib Diallo,SEN,FW,25,1995,1.6,0,0,0,2,2,2,0,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Habib Maïga,CIV,MF,24,1996,29.9,9,0,0,63,36,3,23,46,53,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Ibrahima Niane,SEN,FW,21,1999,7.4,0,0,0,11,12,3,3,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,John Boye,GHA,DF,33,1987,33.8,6,2,1,32,21,2,0,82,35,,,2,2020-2021,misc
FRA-Ligue 1,2020,Metz,Kévin N'Doram,FRA,MF,24,1996,3.4,0,0,0,4,1,0,0,6,2,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Lamine Gueye,SEN,"FW,MF",22,1998,16.2,1,0,0,13,36,9,68,21,9,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Mamadou Fofana,MLI,"MF,DF",22,1998,11.9,2,0,0,13,2,0,1,21,14,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Marc-Aurèle Caillard,FRA,GK,26,1994,4.0,1,0,0,1,1,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Matthieu Udol,FRA,"DF,MF",24,1996,19.2,1,1,0,15,19,0,60,39,22,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Opa Nguette,SEN,"FW,MF",26,1994,12.6,0,0,0,18,24,6,5,2,10,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Papa Ndiaga Yade,MTN,"FW,MF",20,2000,11.1,4,0,0,33,8,1,34,6,8,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Pape Matar Sarr,SEN,MF,17,2002,17.7,5,0,0,24,25,1,5,29,29,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Thierry Ambrose,GLP,"FW,MF",23,1997,8.4,4,0,0,23,9,3,20,1,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Thomas Delaine,FRA,"MF,DF",28,1992,19.8,4,0,0,22,16,0,85,27,19,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Vagner Gonçalves,CPV,"FW,MF",24,1996,10.7,3,0,0,27,26,9,18,4,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Victorien Angban,CIV,MF,23,1996,18.6,5,0,0,29,29,0,10,22,27,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Vincent Pajot,FRA,MF,29,1990,10.2,3,0,0,16,13,1,12,39,20,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Warren Tchimbembé,CGO,MF,22,1998,5.5,0,0,0,4,6,0,5,4,4,,,0,2020-2021,misc
FRA-Ligue 1,2020,Metz,Youssef Maziz,FRA,MF,22,1998,2.9,1,0,0,2,5,0,10,6,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Aleksandr Golovin,RUS,MF,24,1996,11.9,2,0,0,19,13,3,101,12,14,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Aurélien Tchouaméni,FRA,MF,20,2000,34.0,9,1,1,58,61,1,29,67,66,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Axel Disasi,FRA,DF,22,1998,22.3,4,2,0,28,19,1,7,27,18,,,1,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Benjamin Lecomte,FRA,GK,29,1991,28.0,1,0,0,1,3,0,0,2,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Benoît Badiashile,FRA,DF,19,2001,31.9,5,0,0,34,15,2,3,60,18,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Caio Henrique Oliveira Silva,BRA,"DF,MF",23,1997,26.3,0,0,0,10,12,4,79,15,34,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Cesc Fàbregas,ESP,MF,33,1987,9.7,2,0,0,15,13,0,68,14,13,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Chrislain Matsima,FRA,DF,18,2002,3.9,2,0,0,2,1,0,1,6,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Djibril Sidibé,FRA,DF,28,1992,22.0,3,0,0,32,21,2,92,50,36,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Eliot Matazo,BEL,MF,18,2002,3.5,0,1,0,5,3,0,0,1,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Enzo Millot,FRA,MF,18,2002,0.5,0,0,0,1,1,0,4,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Florentino Luís,POR,MF,20,1999,2.7,1,0,0,4,4,0,1,8,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Fodé Ballo-Touré,SEN,DF,23,1997,7.4,2,0,0,10,12,1,40,9,18,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Gelson Martins,POR,"MF,FW",25,1995,17.2,3,0,0,22,36,5,28,15,27,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Giulian Biancone,FRA,DF,20,2000,1.0,1,0,0,1,2,0,8,1,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Guillermo Maripán,CHI,DF,26,1994,23.2,7,0,0,18,8,1,2,26,13,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Henry Onyekuru,NGA,FW,23,1997,1.6,0,0,0,1,3,2,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Jean-Eudes Aholou,CIV,MF,26,1994,0.4,0,0,0,0,1,0,0,1,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Kevin Volland,GER,"FW,MF",28,1992,30.8,4,0,0,60,45,15,28,4,18,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Krépin Diatta,SEN,MF,21,1999,4.3,3,0,0,3,8,3,12,3,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Pietro Pellegri,ITA,FW,19,2001,2.6,2,1,0,8,10,5,1,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Radosław Majecki,POL,GK,20,1999,1.0,0,0,0,0,0,0,0,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Ruben Aguilar,FRA,"DF,MF",27,1993,24.7,6,0,0,40,36,1,119,47,39,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Sofiane Diop,MAR,MF,20,2000,22.5,4,0,0,33,56,4,39,31,35,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Stevan Jovetić,MNE,FW,30,1989,8.9,1,0,0,16,14,4,26,3,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Strahinja Pavlović,SRB,DF,19,2001,0.0,0,0,0,0,0,0,1,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Vito Mannone,ITA,GK,32,1988,9.0,0,0,0,0,1,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Willem Geubbels,FRA,"MF,FW",18,2001,3.3,3,1,0,10,2,1,7,2,9,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Wissam Ben Yedder,FRA,FW,29,1990,29.0,3,0,0,12,39,18,16,12,8,,,0,2020-2021,misc
FRA-Ligue 1,2020,Monaco,Youssouf Fofana,FRA,MF,21,1999,31.9,10,1,1,46,34,0,37,35,55,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Ambroise Oyongo,CMR,"DF,MF",29,1991,6.2,1,0,0,7,8,0,14,10,7,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Andy Delort,ALG,FW,28,1991,27.6,4,0,0,53,42,19,107,3,10,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Arnaud Souquet,FRA,"MF,DF",28,1992,13.6,5,0,0,19,21,0,53,19,33,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Clément Vidal,FRA,DF,20,2000,1.0,0,0,0,1,0,0,0,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Damien Le Tallec,FRA,MF,30,1990,13.6,3,1,0,20,10,0,2,25,10,,,1,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Daniel Congré,FRA,DF,35,1985,36.6,4,0,0,29,25,0,3,71,37,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Dimitry Bertaud,COD,GK,22,1998,8.3,0,0,0,0,4,0,0,1,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Elye Wahi,CIV,"FW,MF",17,2003,6.2,1,0,0,7,15,5,4,2,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Florent Mollet,FRA,MF,28,1991,26.2,5,2,0,35,28,5,117,31,14,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Gaëtan Laborde,FRA,"FW,MF",26,1994,36.2,3,0,0,63,30,6,55,16,22,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Jonas Omlin,SUI,GK,26,1994,29.7,0,1,0,3,2,0,1,0,1,,,1,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Jordan Ferri,FRA,MF,28,1992,28.6,6,0,0,52,35,0,28,16,40,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Joris Chotard,FRA,MF,18,2001,12.9,3,0,0,13,7,0,9,12,9,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Junior Sambia,CTA,"DF,MF",23,1996,27.2,2,0,0,24,44,3,93,39,29,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Keagan Dolly,RSA,MF,27,1993,5.0,2,0,0,5,3,2,11,5,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Mihailo Ristić,SRB,"DF,MF",24,1995,24.8,4,0,0,28,19,0,94,25,26,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Nicolas Cozza,FRA,DF,21,1999,15.2,2,0,0,15,17,1,14,27,30,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Pedro Mendes,POR,DF,29,1990,18.1,5,0,0,23,26,1,3,35,20,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Petar Škuletić,SRB,FW,30,1990,2.6,0,0,0,4,4,1,0,0,4,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Sacha Delaye,FRA,MF,18,2002,0.1,0,0,0,0,1,0,0,1,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Samy Benchamma,FRA,MF,20,2000,0.5,1,0,0,3,1,0,0,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Stephy Mavididi,ENG,"FW,MF",22,1998,22.6,3,0,0,31,33,3,31,13,6,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Téji Savanier,FRA,MF,28,1991,24.1,6,1,0,58,65,1,165,40,31,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Vitorino Hilton,BRA,DF,42,1977,23.5,4,2,0,18,15,0,4,36,11,,,0,2020-2021,misc
FRA-Ligue 1,2020,Montpellier,Yun Il-lok,KOR,"MF,FW",28,1992,3.5,1,0,0,5,1,1,7,5,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Abdoul Kader Bamba,FRA,MF,26,1994,10.2,2,0,0,8,41,0,38,10,4,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Abdoulaye Sylla,GUI,DF,20,2000,0.1,0,0,0,0,0,0,1,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Abdoulaye Touré,GUI,MF,26,1994,18.7,2,0,0,20,32,0,10,23,17,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Alban Lafont,CIV,GK,21,1999,38.0,2,0,0,1,8,0,1,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Andrei Girotto,BRA,"DF,MF",28,1992,29.6,3,1,0,31,26,0,10,58,43,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Batista Mendy,FRA,"DF,MF",20,2000,0.8,0,0,0,3,1,0,0,1,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Bridge Ndilu,FRA,FW,20,2000,0.5,1,0,0,1,2,1,2,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Charles Traore,MLI,DF,28,1992,18.9,6,0,0,32,22,1,34,38,41,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Dennis Appiah,FRA,DF,28,1992,17.3,3,0,0,16,4,1,47,29,34,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Fábio,BRA,DF,30,1990,16.7,5,1,1,36,13,1,33,42,40,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Imran Louza,MAR,MF,21,1999,26.4,4,1,0,36,45,3,88,36,31,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Jean-Charles Castelletto,CMR,DF,25,1995,21.6,4,0,0,33,8,0,1,42,17,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Jean-Kévin Augustin,FRA,FW,23,1997,0.4,0,0,0,1,1,0,0,0,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Kalifa Coulibaly,MLI,FW,28,1991,10.9,2,0,0,13,10,11,2,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Ludovic Blas,FRA,"MF,FW",22,1997,31.0,5,0,0,52,50,5,21,22,27,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Marcus Coco,FRA,MF,24,1996,16.4,5,0,0,48,34,2,48,20,19,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Mehdi Abeid,ALG,MF,27,1992,14.7,5,0,0,30,22,1,42,26,23,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Moses Simon,NGA,"MF,FW",25,1995,25.8,2,0,0,17,29,4,132,14,16,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Nicolas Pallois,FRA,DF,32,1987,30.8,8,1,1,21,11,3,7,38,38,,,1,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Pedro Chirivella,ESP,MF,23,1997,25.3,4,0,0,25,18,0,4,46,10,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Randal Kolo Muani,FRA,FW,21,1998,33.7,3,0,0,63,73,22,18,10,13,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Renaud Emond,BEL,FW,28,1991,3.9,1,0,0,5,12,0,2,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Roli Pereira de Sa,FRA,MF,23,1996,0.6,0,0,0,1,1,0,0,0,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Samuel Moutoussamy,COD,FW,23,1996,0.9,0,0,0,2,1,0,2,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nantes,Sébastien Corchia,FRA,"DF,MF",29,1990,23.0,3,0,0,21,43,0,133,40,34,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Alexis Claude-Maurice,FRA,"MF,FW",22,1998,21.2,2,0,0,25,53,1,57,14,20,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Alexis Trouillet,FRA,MF,19,2000,1.2,0,0,0,2,4,0,2,2,4,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Amine Gouiri,ALG,"FW,MF",20,2000,30.5,5,0,0,45,36,8,87,18,18,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Andy Pelmard,MAD,DF,20,2000,13.4,1,0,0,17,6,0,3,22,12,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Dan Ndoye,SUI,"MF,FW",19,2000,6.1,0,0,0,16,16,3,19,6,6,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Danilo Barbosa,BRA,DF,24,1996,2.8,2,0,0,3,5,0,0,2,2,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Dante,BRA,DF,36,1983,8.6,2,0,0,6,4,0,0,14,6,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Eddy Sylvestre,FRA,FW,20,1999,1.1,1,0,0,2,1,0,3,1,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Evann Guessand,CIV,"FW,MF",19,2001,0.3,0,0,0,0,0,0,0,1,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Flavius Daniliuc,AUT,DF,19,2001,16.4,0,0,0,12,9,0,2,17,16,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Hassane Kamara,CIV,"DF,MF",26,1994,32.9,3,0,0,23,31,1,109,57,40,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Hicham Boudaoui,ALG,MF,20,1999,19.3,9,0,0,29,22,6,15,26,32,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Hicham Mahou,FRA,"FW,MF",21,1999,0.4,1,0,0,3,0,0,3,2,1,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Jean-Clair Todibo,FRA,DF,20,1999,14.8,5,0,0,17,14,0,2,18,13,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Jeff Reine-Adélaïde,FRA,"MF,FW",22,1998,11.8,1,0,0,6,21,3,21,3,5,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Jordan Lotomba,SUI,"DF,MF",21,1998,23.6,7,1,1,28,34,2,53,36,24,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Kasper Dolberg,DEN,FW,22,1997,21.4,2,0,0,20,49,5,3,8,3,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Khéphren Thuram,FRA,MF,19,2001,16.6,3,0,0,32,10,0,2,19,18,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Malik Sellouki,FRA,MF,20,2000,0.7,1,0,0,1,2,0,6,2,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Morgan Schneiderlin,FRA,MF,30,1989,24.4,9,1,1,43,10,0,7,56,32,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Myziane Maolida,COM,"FW,MF",21,1999,12.0,2,0,0,18,10,2,29,6,9,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Patrick Burner,MTQ,"DF,MF",24,1996,0.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Pierre Lees-Melou,FRA,MF,27,1993,22.9,3,1,0,37,24,1,19,32,43,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Racine Coly,SEN,DF,24,1995,0.2,0,0,0,1,0,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Robson Bambu,BRA,DF,22,1997,11.6,3,1,0,20,10,1,1,12,11,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Rony Lopes,POR,"FW,MF",24,1995,19.8,1,0,0,15,24,1,92,11,13,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Salim Ben Seghir,FRA,FW,17,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Stanley N'Soki,FRA,DF,21,1999,13.8,4,0,0,11,6,0,8,27,21,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Walter Benítez,ARG,GK,27,1993,38.0,3,0,0,0,3,0,0,0,2,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,William Saliba,FRA,DF,19,2001,20.0,2,0,0,16,10,0,0,26,9,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nice,Youcef Atal,ALG,"MF,DF",24,1996,10.6,1,0,0,18,26,7,52,23,12,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nîmes,Andrés Cubas,PAR,MF,24,1996,24.9,6,1,1,35,17,0,13,53,51,,,0,2020-2021,misc
FRA-Ligue 1,2020,Nîmes,Anthony Briançon,FRA,DF,25,1994,13.6,4,0,0,8,9,1,3,36,6,,,0,2020-2021,misc
