league,season,team,player,nation,pos,age,born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sotpct,shooting_standard_sh_90,shooting_standard_sot_90,shooting_standard_g_sh,shooting_standard_g_sot,shooting_standard_pk,shooting_standard_pkatt,fbref_season_label,fbref_stat_type
ENG-Premier League,2021,Wolves,Rúben Neves,POR,MF,24,1997,29.6,4,42,16,38.1,1.42,0.54,0.1,0.25,0,0,2021-2022,shooting
ENG-Premier League,2021,Wolves,Toti Gomes,POR,DF,22,1999,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0,2021-2022,shooting
ENG-Premier League,2021,Wolves,Willy Boly,CIV,DF,30,1991,10.0,0,2,1,50.0,0.2,0.1,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Antonio Sivera,ESP,GK,24,1996,3.1,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Facundo Pellistri,URU,"MF,FW",19,2001,7.5,0,7,2,28.6,0.94,0.27,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Fernando Pacheco,ESP,GK,29,1992,33.9,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Florian Lejeune,FRA,DF,30,1991,30.0,0,22,2,9.1,0.73,0.07,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Gonzalo Escalante,ARG,MF,28,1993,14.4,5,16,9,56.3,1.11,0.62,0.31,0.56,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Iván Martín,ESP,MF,22,1999,1.8,0,1,0,0.0,0.54,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Jason,ESP,MF,27,1994,7.5,0,9,2,22.2,1.19,0.27,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Javi López,ESP,DF,19,2002,5.1,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Jesús Owono,EQG,GK,20,2001,1.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,John Guidetti,SWE,FW,29,1992,3.1,0,10,2,20.0,3.23,0.65,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Joselu,ESP,FW,31,1990,34.7,14,97,41,42.3,2.8,1.18,0.08,0.2,6,7,2021-2022,shooting
ESP-La Liga,2021,Alavés,Luis Rioja,ESP,"MF,FW",27,1993,34.6,1,44,16,36.4,1.27,0.46,0.02,0.06,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Mamadou Loum,SEN,MF,24,1996,25.7,2,33,8,24.2,1.28,0.31,0.06,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Mamadou Sylla,SEN,FW,27,1994,4.4,0,2,0,0.0,0.46,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Manu García,ESP,MF,23,1998,12.0,0,8,1,12.5,0.67,0.08,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Manu Vallejo,ESP,"MF,FW",24,1997,4.1,1,3,2,66.7,0.73,0.49,0.33,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Marc Tenas,ESP,MF,20,2001,0.6,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Martin Agirregabiria,ESP,"DF,MF",25,1996,18.0,0,4,0,0.0,0.22,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Matt Miazga,USA,DF,26,1995,9.3,0,7,3,42.9,0.76,0.32,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Miguel,ESP,"FW,MF",21,1999,9.2,1,22,4,18.2,2.39,0.43,0.05,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Mircea Ţîrlea,ROU,DF,21,2000,0.2,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Nahuel Tenaglia,ARG,DF,25,1996,11.9,0,6,1,16.7,0.5,0.08,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Pere Pons,ESP,MF,28,1993,15.2,1,15,4,26.7,0.99,0.26,0.07,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Rubén Duarte,ESP,DF,25,1995,29.1,0,9,3,33.3,0.31,0.1,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Saúl García,ESP,DF,26,1994,0.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Tachi,ESP,DF,23,1997,2.7,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Tomás Mendes,ESP,MF,16,2004,0.1,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Tomás Pina Isla,ESP,MF,33,1987,16.0,0,6,1,16.7,0.37,0.06,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Toni Moya,ESP,MF,23,1998,15.4,0,12,2,16.7,0.78,0.13,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Unai Ropero,ESP,FW,19,2001,0.1,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Víctor Laguardia,ESP,DF,31,1989,33.8,3,14,5,35.7,0.41,0.15,0.21,0.6,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Ximo Navarro,ESP,DF,31,1990,15.0,0,10,3,30.0,0.67,0.2,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Alavés,Édgar Méndez,ESP,"MF,FW",31,1990,17.9,1,25,8,32.0,1.39,0.45,0.04,0.13,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Alex Petxa,ESP,DF,24,1997,4.6,0,2,1,50.0,0.44,0.22,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Ander Capa,ESP,"DF,MF",29,1992,0.0,0,1,0,0.0,22.5,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Asier Villalibre,ESP,FW,23,1997,6.1,2,19,6,31.6,3.12,0.99,0.11,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Dani García,ESP,MF,31,1990,24.2,0,12,2,16.7,0.5,0.08,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Daniel Vivian,ESP,DF,22,1999,22.1,2,17,8,47.1,0.77,0.36,0.12,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Iker Muniain,ESP,MF,28,1992,30.9,4,41,21,51.2,1.32,0.68,0.07,0.14,1,3,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Iñaki Williams,GHA,FW,27,1994,30.9,8,95,37,38.9,3.08,1.2,0.07,0.19,1,1,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Iñigo Lekue,ESP,DF,28,1993,21.4,0,7,1,14.3,0.33,0.05,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Iñigo Martínez,ESP,DF,30,1991,26.0,3,27,9,33.3,1.04,0.35,0.11,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Jon Morcillo,ESP,MF,22,1998,0.6,0,1,0,0.0,1.67,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Julen Agirrezabala,ESP,GK,20,2000,4.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Mikel Balenziaga,ESP,DF,33,1988,22.5,0,7,2,28.6,0.31,0.09,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Mikel Vesga,ESP,MF,28,1993,15.1,2,14,4,28.6,0.93,0.27,0.14,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Nico Williams,ESP,MF,19,2002,14.9,0,33,10,30.3,2.22,0.67,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Nicolás Serrano,ESP,MF,18,2003,3.5,1,9,4,44.4,2.56,1.14,0.11,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Oier Zarraga,ESP,MF,22,1999,13.0,1,18,4,22.2,1.39,0.31,0.0,0.0,1,1,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Oihan Sancet,ESP,FW,21,2000,15.8,6,30,14,46.7,1.9,0.89,0.2,0.43,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",22,1998,0.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Raúl García,ESP,FW,35,1986,20.0,6,44,14,31.8,2.2,0.7,0.14,0.43,0,1,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Unai Núñez,ESP,DF,24,1997,6.9,0,6,1,16.7,0.87,0.14,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Unai Simón,ESP,GK,24,1997,34.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Unai Vencedor Paris,ESP,MF,20,2000,26.5,0,20,2,10.0,0.76,0.08,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Yeray Álvarez,ESP,DF,26,1995,20.7,0,7,0,0.0,0.34,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Yuri Berchiche,ESP,DF,31,1990,11.3,1,8,3,37.5,0.71,0.27,0.13,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Álex Berenguer,ESP,MF,26,1995,24.1,3,46,16,34.8,1.91,0.66,0.07,0.19,0,1,2021-2022,shooting
ESP-La Liga,2021,Athletic Club,Óscar de Marcos,ESP,DF,32,1989,18.7,1,3,3,100.0,0.16,0.16,0.33,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",30,1991,18.8,3,43,14,32.6,2.28,0.74,0.07,0.21,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Carlos Martín,ESP,"FW,MF",19,2002,0.1,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Daniel Wass,DEN,"DF,MF",32,1989,0.5,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Felipe,BRA,DF,32,1989,16.7,2,11,4,36.4,0.66,0.24,0.18,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Geoffrey Kondogbia,CTA,"MF,DF",28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Giuliano Simeone,ARG,"FW,MF",18,2002,0.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Héctor Herrera,MEX,MF,31,1990,9.5,0,8,3,37.5,0.84,0.31,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Jan Oblak,SVN,GK,28,1993,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Javier Serrano,ESP,MF,18,2003,0.8,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,José María Giménez,URU,DF,26,1995,22.7,1,20,7,35.0,0.88,0.31,0.05,0.14,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,João Félix,POR,FW,21,1999,14.0,8,39,15,38.5,2.78,1.07,0.21,0.53,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Kieran Trippier,ENG,"MF,DF",30,1990,10.8,0,2,0,0.0,0.18,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Koke,ESP,MF,29,1992,27.9,1,12,6,50.0,0.43,0.22,0.08,0.17,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Luis Suárez,URU,FW,34,1987,20.4,11,54,26,48.1,2.65,1.28,0.17,0.35,2,3,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",26,1995,27.2,0,16,2,12.5,0.59,0.07,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Mario Hermoso,ESP,DF,26,1995,20.7,2,17,4,23.5,0.82,0.19,0.12,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Matheus Cunha,BRA,FW,22,1999,11.8,6,37,15,40.5,3.13,1.27,0.16,0.4,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Reinildo Mandava,MOZ,DF,27,1994,14.4,0,2,0,0.0,0.14,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Renan Lodi,BRA,"DF,MF",23,1998,13.1,2,10,4,40.0,0.76,0.3,0.2,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Rodrigo De Paul,ARG,MF,27,1994,23.9,3,24,9,37.5,1.0,0.38,0.13,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Saúl Ñíguez,ESP,MF,26,1994,2.2,0,4,0,0.0,1.79,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Stefan Savić,MNE,DF,30,1991,27.1,0,15,5,33.3,0.55,0.18,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Thomas Lemar,FRA,MF,25,1995,16.0,4,29,8,27.6,1.81,0.5,0.14,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Yannick Carrasco,BEL,"MF,FW",27,1993,28.7,6,50,12,24.0,1.74,0.42,0.08,0.33,2,2,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Ángel Correa,ARG,"FW,MF",26,1995,20.6,12,50,23,46.0,2.42,1.12,0.24,0.52,0,0,2021-2022,shooting
ESP-La Liga,2021,Atlético Madrid,Šime Vrsaljko,CRO,"DF,MF",29,1992,10.2,1,4,1,25.0,0.39,0.1,0.25,1.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Abde Ezzalzouli,MAR,FW,19,2001,6.4,1,16,4,25.0,2.48,0.62,0.06,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Adama Traoré,ESP,FW,25,1996,4.2,0,9,3,33.3,2.12,0.71,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Alejandro Balde,ESP,DF,17,2003,2.1,0,1,0,0.0,0.48,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Alvaro Sanz,ESP,MF,20,2001,0.3,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Ansu Fati,ESP,FW,18,2002,3.7,4,18,8,44.4,4.82,2.14,0.22,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Antoine Griezmann,FRA,FW,30,1991,2.9,0,4,0,0.0,1.37,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Clément Lenglet,FRA,DF,26,1995,9.2,0,2,1,50.0,0.22,0.11,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Dani Alves,BRA,DF,38,1983,12.2,1,5,2,40.0,0.41,0.16,0.2,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Emerson,BRA,DF,22,1999,1.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Eric García,ESP,DF,20,2001,22.7,0,6,4,66.7,0.26,0.18,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Estanis,ESP,FW,17,2003,0.1,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Ferran Jutglà,ESP,FW,22,1999,3.3,1,10,4,40.0,2.99,1.2,0.1,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Ferrán Torres,ESP,FW,21,2000,15.7,4,52,19,36.5,3.31,1.21,0.06,0.16,1,1,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Frenkie de Jong,NED,MF,24,1997,27.5,3,17,8,47.1,0.62,0.29,0.18,0.38,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Gavi,ESP,"MF,FW",16,2004,25.7,2,30,8,26.7,1.17,0.31,0.07,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Gerard Piqué,ESP,DF,34,1987,23.2,1,19,3,15.8,0.82,0.13,0.05,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Ilias Akhomach,MAR,FW,17,2004,1.4,0,4,2,50.0,2.9,1.45,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Jordi Alba,ESP,DF,32,1989,29.4,2,31,6,19.4,1.06,0.2,0.06,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Luuk de Jong,NED,"FW,MF",30,1990,7.3,6,24,10,41.7,3.3,1.38,0.25,0.6,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Marc-André ter Stegen,GER,GK,29,1992,35.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Martin Braithwaite,DEN,FW,30,1991,2.6,2,7,3,42.9,2.68,1.15,0.29,0.67,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Memphis,NED,FW,27,1994,20.6,12,61,34,55.7,2.97,1.65,0.13,0.24,4,5,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Mika Mármol,ESP,DF,20,2001,0.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Neto,BRA,GK,32,1989,3.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Nicolás González,ESP,MF,19,2002,12.4,2,17,4,23.5,1.37,0.32,0.12,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Ousmane Dembélé,FRA,"FW,MF",24,1997,15.7,1,47,8,17.0,3.0,0.51,0.02,0.13,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Pedri,ESP,MF,18,2002,9.8,3,12,6,50.0,1.22,0.61,0.25,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Philippe Coutinho,BRA,"FW,MF",29,1992,5.6,2,24,7,29.2,4.29,1.25,0.04,0.14,1,1,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Pierre-Emerick Aubameyang,GAB,FW,32,1989,12.0,11,36,19,52.8,2.99,1.58,0.31,0.58,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Riqui Puig,ESP,MF,21,1999,5.4,1,9,3,33.3,1.66,0.55,0.11,0.33,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Ronald Araújo,URU,DF,22,1999,25.2,4,18,10,55.6,0.71,0.4,0.22,0.4,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Samuel Umtiti,FRA,DF,27,1993,1.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Sergi Roberto,ESP,"MF,DF",29,1992,4.4,2,4,3,75.0,0.9,0.68,0.5,0.67,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Sergio Agüero,ARG,FW,33,1988,1.7,1,6,1,16.7,3.58,0.6,0.17,1.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Sergio Busquets,ESP,MF,33,1988,35.5,2,14,4,28.6,0.39,0.11,0.14,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Sergiño Dest,USA,"DF,FW",20,2000,16.8,0,12,3,25.0,0.71,0.18,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Yusuf Demir,AUT,FW,18,2003,2.1,0,1,0,0.0,0.47,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Barcelona,Óscar Mingueza,ESP,DF,22,1999,9.9,0,2,1,50.0,0.2,0.1,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Augusto Solari,ARG,MF,29,1992,7.9,0,7,1,14.3,0.88,0.13,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Brais Méndez,ESP,MF,24,1997,33.6,4,56,17,30.4,1.67,0.51,0.07,0.24,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Carlos Dominguez,ESP,DF,20,2001,3.8,0,1,0,0.0,0.26,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Denis Suárez,ESP,MF,27,1994,31.3,4,22,8,36.4,0.7,0.26,0.18,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Fran Beltrán,ESP,MF,22,1999,28.9,1,20,4,20.0,0.69,0.14,0.05,0.25,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Franco Cervi,ARG,MF,27,1994,20.0,4,22,10,45.5,1.1,0.5,0.18,0.4,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Gabriel Veiga,ESP,MF,19,2002,1.2,0,2,0,0.0,1.67,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Hugo Mallo,ESP,DF,30,1991,20.3,1,17,2,11.8,0.84,0.1,0.06,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Hugo Sotelo,ESP,MF,17,2003,0.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Hugo Álvarez,ESP,"DF,MF",18,2003,0.1,0,1,0,0.0,8.18,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Iago Aspas,ESP,FW,33,1987,34.3,18,90,41,45.6,2.62,1.2,0.17,0.37,3,5,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Javi Galán,ESP,DF,26,1994,36.6,0,19,5,26.3,0.52,0.14,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Jeison Murillo,COL,DF,29,1992,12.4,0,6,1,16.7,0.48,0.08,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Joseph Aidoo,GHA,DF,25,1995,29.3,0,6,1,16.7,0.2,0.03,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,José Fontán,ESP,DF,21,2000,3.1,0,1,0,0.0,0.33,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Kevin Vázquez,ESP,DF,28,1993,14.8,0,3,1,33.3,0.2,0.07,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Matías Dituro,ARG,GK,34,1987,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Miguel Baeza,ESP,MF,21,2000,0.0,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Nolito,ESP,MF,34,1986,15.4,2,20,9,45.0,1.3,0.59,0.1,0.22,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Néstor Araujo,MEX,DF,29,1991,29.1,0,8,1,12.5,0.28,0.03,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Okay Yokuşlu,TUR,DF,27,1994,1.6,0,2,0,0.0,1.29,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Orbelín Pineda,MEX,"FW,MF",25,1996,1.1,0,5,1,20.0,4.55,0.91,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Renato Tapia,PER,MF,26,1995,15.7,0,12,3,25.0,0.76,0.19,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Santi Mina,ESP,FW,25,1995,26.3,7,59,23,39.0,2.24,0.87,0.12,0.3,0,1,2021-2022,shooting
ESP-La Liga,2021,Celta Vigo,Thiago Galhardo,BRA,FW,32,1989,12.8,2,29,15,51.7,2.27,1.18,0.07,0.13,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Alberto Perea,ESP,MF,30,1990,8.6,0,17,4,23.5,1.97,0.46,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Alfonso Espino,URU,DF,29,1992,37.0,2,27,7,25.9,0.73,0.19,0.07,0.29,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Anthony Lozano,HON,"FW,MF",28,1993,18.6,7,49,20,40.8,2.64,1.08,0.14,0.35,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Cala,ESP,DF,31,1989,10.5,0,5,0,0.0,0.48,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Carlos Akapo,EQG,DF,28,1993,20.5,0,10,1,10.0,0.49,0.05,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Chapela,ESP,MF,22,1999,4.4,0,3,0,0.0,0.68,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Fali,ESP,"DF,MF",27,1993,20.0,0,14,0,0.0,0.7,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Fede San Emeterio,ESP,MF,24,1997,9.2,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Florin Andone,ROU,FW,28,1993,2.0,0,3,1,33.3,1.53,0.51,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Isaac Carcelen,ESP,"DF,MF",28,1993,17.2,0,11,4,36.4,0.64,0.23,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Iván Alejo,ESP,MF,26,1995,11.8,2,12,4,33.3,1.01,0.34,0.17,0.5,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Jens Jønsson,DEN,MF,28,1993,14.5,0,6,0,0.0,0.41,0.0,0.0,,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Jeremías Ledesma,ARG,GK,28,1993,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,José Mari,ESP,MF,33,1987,4.3,0,4,2,50.0,0.93,0.47,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Lucas Pérez,ESP,FW,32,1988,11.8,3,15,5,33.3,1.27,0.42,0.2,0.6,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Luis Hernández,ESP,DF,32,1989,15.2,0,6,2,33.3,0.4,0.13,0.0,0.0,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Marcos Mauro López Gutiérrez,ARG,DF,30,1991,1.5,0,0,0,,0.0,0.0,,,0,0,2021-2022,shooting
ESP-La Liga,2021,Cádiz,Martín,ESP,MF,22,1999,1.3,0,2,0,0.0,1.57,0.0,0.0,,0,0,2021-2022,shooting
