league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2018,West Ham,Ben Johnson,ENG,DF,18,2000,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,West Ham,Carlos Sánchez,COL,MF,32,1986,7,2,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,West Ham,Declan Rice,ENG,MF,19,1999,34,34,3003,33.4,2,0,2,2,0,0,4,0,0.06,0.0,0.06,0.06,0.06,2018-2019,standard
ENG-Premier League,2018,West Ham,Fabián Balbuena,PAR,DF,26,1991,23,23,2013,22.4,1,0,1,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,2018-2019,standard
ENG-Premier League,2018,West Ham,Felipe Anderson,BRA,MF,25,1993,36,36,3043,33.8,9,4,13,9,0,0,3,0,0.27,0.12,0.38,0.27,0.38,2018-2019,standard
ENG-Premier League,2018,West Ham,Grady Diangana,COD,MF,20,1998,17,6,609,6.8,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,2018-2019,standard
ENG-Premier League,2018,West Ham,Issa Diop,MAR,DF,21,1997,33,33,2970,33.0,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,2018-2019,standard
ENG-Premier League,2018,West Ham,Jack Wilshere,ENG,MF,26,1992,8,4,392,4.4,0,1,1,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,2018-2019,standard
ENG-Premier League,2018,West Ham,Javier Hernández,MEX,FW,30,1988,25,14,1334,14.8,7,1,8,7,0,0,2,0,0.47,0.07,0.54,0.47,0.54,2018-2019,standard
ENG-Premier League,2018,West Ham,Lucas Pérez,ESP,FW,29,1988,15,4,475,5.3,3,0,3,3,0,0,0,0,0.57,0.0,0.57,0.57,0.57,2018-2019,standard
ENG-Premier League,2018,West Ham,Manuel Lanzini,ARG,MF,25,1993,10,8,686,7.6,1,1,2,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,2018-2019,standard
ENG-Premier League,2018,West Ham,Mark Noble,ENG,MF,31,1987,31,29,2291,25.5,5,5,10,1,4,4,6,1,0.2,0.2,0.39,0.04,0.24,2018-2019,standard
ENG-Premier League,2018,West Ham,Marko Arnautović,AUT,FW,29,1989,28,24,1990,22.1,10,4,14,9,1,1,3,0,0.45,0.18,0.63,0.41,0.59,2018-2019,standard
ENG-Premier League,2018,West Ham,Michail Antonio,JAM,"MF,FW",28,1990,33,22,2103,23.4,6,4,10,6,0,0,3,0,0.26,0.17,0.43,0.26,0.43,2018-2019,standard
ENG-Premier League,2018,West Ham,Pablo Zabaleta,ARG,DF,33,1985,26,23,2092,23.2,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ENG-Premier League,2018,West Ham,Pedro Obiang,EQG,MF,26,1992,24,12,1128,12.5,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,2018-2019,standard
ENG-Premier League,2018,West Ham,Robert Snodgrass,SCO,MF,30,1987,33,25,2220,24.7,2,5,7,2,0,0,10,0,0.08,0.2,0.28,0.08,0.28,2018-2019,standard
ENG-Premier League,2018,West Ham,Ryan Fredericks,ENG,DF,25,1992,15,12,1086,12.1,1,0,1,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,2018-2019,standard
ENG-Premier League,2018,West Ham,Samir Nasri,FRA,MF,31,1987,5,3,245,2.7,0,2,2,0,0,0,0,0,0.0,0.73,0.73,0.0,0.73,2018-2019,standard
ENG-Premier League,2018,West Ham,Xande Silva,POR,"FW,MF",21,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,West Ham,Łukasz Fabiański,POL,GK,33,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Adama Traoré,ESP,"MF,FW",22,1996,29,8,902,10.0,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,2018-2019,standard
ENG-Premier League,2018,Wolves,Conor Coady,ENG,DF,25,1993,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Diogo Jota,POR,"FW,MF",21,1996,33,29,2355,26.2,9,5,14,9,0,0,11,0,0.34,0.19,0.54,0.34,0.54,2018-2019,standard
ENG-Premier League,2018,Wolves,Hélder Costa,ANG,"MF,FW",24,1994,25,16,1341,14.9,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,2018-2019,standard
ENG-Premier League,2018,Wolves,Ivan Cavaleiro,POR,"FW,MF",24,1993,23,6,693,7.7,3,1,4,3,0,0,1,0,0.39,0.13,0.52,0.39,0.52,2018-2019,standard
ENG-Premier League,2018,Wolves,John Ruddy,ENG,GK,31,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Jonny Castro,ESP,MF,24,1994,33,32,2771,30.8,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,2018-2019,standard
ENG-Premier League,2018,Wolves,João Moutinho,POR,MF,31,1986,38,35,3032,33.7,1,8,9,1,0,0,4,0,0.03,0.24,0.27,0.03,0.27,2018-2019,standard
ENG-Premier League,2018,Wolves,Leander Dendoncker,BEL,MF,23,1995,19,17,1467,16.3,2,0,2,2,0,0,1,0,0.12,0.0,0.12,0.12,0.12,2018-2019,standard
ENG-Premier League,2018,Wolves,Léo Bonatini,BRA,FW,24,1994,7,0,135,1.5,0,1,1,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,2018-2019,standard
ENG-Premier League,2018,Wolves,Matt Doherty,IRL,MF,26,1992,38,35,3144,34.9,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,2018-2019,standard
ENG-Premier League,2018,Wolves,Max Kilman,ENG,DF,21,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Morgan Gibbs-White,ENG,"MF,FW",18,2000,26,5,663,7.4,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,2018-2019,standard
ENG-Premier League,2018,Wolves,Raúl Jiménez,MEX,FW,27,1991,38,36,3111,34.6,13,7,20,11,2,2,4,0,0.38,0.2,0.58,0.32,0.52,2018-2019,standard
ENG-Premier League,2018,Wolves,Romain Saïss,MAR,"MF,DF",28,1990,19,12,1149,12.8,2,0,2,2,0,0,7,0,0.16,0.0,0.16,0.16,0.16,2018-2019,standard
ENG-Premier League,2018,Wolves,Rui Patrício,POR,GK,30,1988,37,37,3329,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Ryan Bennett,ENG,DF,28,1990,34,34,3060,34.0,1,0,1,1,0,0,12,0,0.03,0.0,0.03,0.03,0.03,2018-2019,standard
ENG-Premier League,2018,Wolves,Rúben Neves,POR,MF,21,1997,35,34,3007,33.4,4,3,7,2,2,2,8,0,0.12,0.09,0.21,0.06,0.15,2018-2019,standard
ENG-Premier League,2018,Wolves,Rúben Vinagre,POR,MF,19,1999,17,7,710,7.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Will Norris,ENG,GK,24,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ENG-Premier League,2018,Wolves,Willy Boly,CIV,DF,27,1991,36,36,3167,35.2,4,0,4,4,0,0,2,1,0.11,0.0,0.11,0.11,0.11,2018-2019,standard
ESP-La Liga,2018,Alavés,Adrián Marín,ESP,DF,21,1997,6,2,290,3.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Alejandro Blanco,ESP,MF,19,1998,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Antonio Sivera,ESP,GK,21,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Borja Bastón,ESP,FW,25,1992,27,18,1439,16.0,5,1,6,5,0,0,4,0,0.31,0.06,0.38,0.31,0.38,2018-2019,standard
ESP-La Liga,2018,Alavés,Burgui,ESP,MF,24,1993,16,5,555,6.2,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,2018-2019,standard
ESP-La Liga,2018,Alavés,Carlos Vigaray,ESP,DF,23,1994,8,7,647,7.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Daniel Torres,COL,MF,28,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Darko Brašanac,SRB,MF,26,1992,24,17,1580,17.6,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,2018-2019,standard
ESP-La Liga,2018,Alavés,Diego Rolán,URU,"MF,FW",25,1993,9,3,298,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Fernando Pacheco,ESP,GK,26,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Guillermo Maripán,CHI,DF,24,1994,23,22,2008,22.3,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2018-2019,standard
ESP-La Liga,2018,Alavés,Ibai Gómez,ESP,"MF,FW",28,1989,18,17,1449,16.1,3,2,5,3,0,1,0,0,0.19,0.12,0.31,0.19,0.31,2018-2019,standard
ESP-La Liga,2018,Alavés,John Guidetti,SWE,FW,26,1992,22,6,631,7.0,2,1,3,2,0,0,2,0,0.29,0.14,0.43,0.29,0.43,2018-2019,standard
ESP-La Liga,2018,Alavés,Jonathan Calleri,ARG,FW,24,1993,34,33,2869,31.9,9,2,11,7,2,2,6,0,0.28,0.06,0.35,0.22,0.28,2018-2019,standard
ESP-La Liga,2018,Alavés,Jony,ESP,"MF,FW",27,1991,36,34,2971,33.0,4,11,15,4,0,0,3,0,0.12,0.33,0.45,0.12,0.45,2018-2019,standard
ESP-La Liga,2018,Alavés,Manu García,ESP,MF,32,1986,34,25,2330,25.9,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,2018-2019,standard
ESP-La Liga,2018,Alavés,Martin Agirregabiria,ESP,"DF,MF",22,1996,27,23,2032,22.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Patrick Twumasi,GHA,"FW,MF",24,1994,11,0,170,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Rodrigo Ely,BRA,DF,24,1993,5,5,430,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Rubén Duarte,ESP,DF,22,1995,33,33,2772,30.8,0,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Alavés,Rubén Sobrino,ESP,"FW,MF",26,1992,20,10,965,10.7,3,1,4,3,0,0,2,0,0.28,0.09,0.37,0.28,0.37,2018-2019,standard
ESP-La Liga,2018,Alavés,Takashi Inui,JPN,"MF,FW",30,1988,12,10,828,9.2,2,0,2,2,0,0,0,0,0.22,0.0,0.22,0.22,0.22,2018-2019,standard
ESP-La Liga,2018,Alavés,Tomás Pina Isla,ESP,MF,30,1987,28,27,2340,26.0,2,0,2,2,0,0,13,0,0.08,0.0,0.08,0.08,0.08,2018-2019,standard
ESP-La Liga,2018,Alavés,Víctor Laguardia,ESP,DF,28,1989,36,36,3240,36.0,1,2,3,1,0,0,13,0,0.03,0.06,0.08,0.03,0.08,2018-2019,standard
ESP-La Liga,2018,Alavés,Wakaso,GHA,MF,28,1990,29,18,1669,18.5,1,1,2,1,0,0,9,0,0.05,0.05,0.11,0.05,0.11,2018-2019,standard
ESP-La Liga,2018,Alavés,Ximo Navarro,ESP,DF,28,1990,31,28,2533,28.1,2,2,4,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Ander Capa,ESP,DF,26,1992,25,17,1642,18.2,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Ander Iturraspe,ESP,MF,29,1989,3,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Aritz Aduriz,ESP,FW,37,1981,20,10,943,10.5,2,0,2,0,2,2,5,0,0.19,0.0,0.19,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Beñat Etxebarria,ESP,MF,31,1987,27,25,2031,22.6,1,2,3,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Cristian Ganea,ROU,MF,26,1992,1,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Dani García,ESP,MF,28,1990,29,29,2476,27.5,0,1,1,0,0,0,13,0,0.0,0.04,0.04,0.0,0.04,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Gorka Guruzeta,ESP,FW,21,1996,6,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Iago Herrerín,ESP,GK,30,1988,31,31,2790,31.0,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Ibai Gómez,ESP,MF,28,1989,14,6,580,6.4,0,2,2,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Iker Muniain,ESP,MF,25,1992,34,27,2383,26.5,7,3,10,6,1,1,7,0,0.26,0.11,0.38,0.23,0.34,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Iñaki Williams,GHA,"FW,MF",24,1994,38,36,3025,33.6,12,4,16,12,0,0,3,0,0.36,0.12,0.48,0.36,0.48,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Iñigo Córdoba,ESP,MF,21,1997,23,15,1321,14.7,0,4,4,0,0,0,3,0,0.0,0.27,0.27,0.0,0.27,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Iñigo Lekue,ESP,"MF,DF",25,1993,4,2,211,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Iñigo Martínez,ESP,DF,27,1991,33,33,2902,32.2,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Kenan Kodro,BIH,FW,24,1993,11,0,161,1.8,1,0,1,1,0,0,0,0,0.56,0.0,0.56,0.56,0.56,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Markel Susaeta,ESP,"MF,FW",30,1987,22,15,1379,15.3,1,2,3,1,0,0,4,1,0.07,0.13,0.2,0.07,0.2,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Mikel Balenziaga,ESP,DF,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Mikel Rico,ESP,MF,33,1984,4,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Mikel San José,ESP,MF,29,1989,33,16,1733,19.3,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Peru Nolaskoain,ESP,DF,19,1998,8,4,464,5.2,2,0,2,2,0,0,2,1,0.39,0.0,0.39,0.39,0.39,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Raúl García,ESP,MF,32,1986,33,27,2369,26.3,9,3,12,7,2,4,12,0,0.34,0.11,0.46,0.27,0.38,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Unai López,ESP,MF,22,1995,7,3,328,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Unai Núñez,ESP,DF,21,1997,12,11,1064,11.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Unai Simón,ESP,GK,21,1997,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Yeray Álvarez,ESP,DF,23,1995,30,30,2613,29.0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Yuri Berchiche,ESP,"DF,MF",28,1990,35,35,3120,34.7,2,2,4,2,0,0,8,0,0.06,0.06,0.12,0.06,0.12,2018-2019,standard
ESP-La Liga,2018,Athletic Club,Óscar de Marcos,ESP,"DF,MF",29,1989,30,28,2421,26.9,1,2,3,1,0,0,7,2,0.04,0.07,0.11,0.04,0.11,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Andrés Solano,COL,DF,20,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Antoine Griezmann,FRA,FW,27,1991,37,37,3198,35.5,15,8,23,12,3,3,5,0,0.42,0.23,0.65,0.34,0.56,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Antonio Adán,ESP,GK,31,1987,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Borja Garcés,ESP,FW,18,1999,1,0,20,0.2,1,0,1,1,0,0,0,0,4.5,0.0,4.5,4.5,4.5,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Carlos Isaac,ESP,DF,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Diego Costa,ESP,FW,29,1988,16,14,1112,12.4,2,2,4,2,0,0,4,1,0.16,0.16,0.32,0.16,0.32,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Diego Godín,URU,DF,32,1986,30,28,2509,27.9,3,1,4,3,0,0,6,0,0.11,0.04,0.14,0.11,0.14,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Filipe Luís,BRA,DF,32,1985,27,24,2030,22.6,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Gelson Martins,POR,FW,23,1995,8,1,229,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Jan Oblak,SVN,GK,25,1993,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Javi Montero,ESP,DF,19,1999,9,4,404,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Joaquín Muñoz,ESP,"FW,MF",19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,José María Giménez,URU,DF,23,1995,21,19,1772,19.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Juanfran,ESP,DF,33,1985,22,18,1609,17.9,0,2,2,0,0,0,7,0,0.0,0.11,0.11,0.0,0.11,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Koke,ESP,MF,26,1992,30,29,2586,28.7,3,5,8,3,0,0,10,1,0.1,0.17,0.28,0.1,0.28,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Lucas Hernández,FRA,DF,22,1996,14,13,1117,12.4,1,0,1,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Nikola Kalinić,CRO,FW,30,1988,17,7,642,7.1,2,0,2,2,0,0,3,0,0.28,0.0,0.28,0.28,0.28,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Rodri,ESP,MF,22,1996,34,32,2735,30.4,3,1,4,3,0,0,5,0,0.1,0.03,0.13,0.1,0.13,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Santiago Arias,COL,DF,26,1992,25,20,1772,19.7,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Saúl Ñíguez,ESP,"MF,DF",23,1994,33,32,2925,32.5,4,1,5,4,0,1,10,0,0.12,0.03,0.15,0.12,0.15,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Sergio Camello,ESP,FW,17,2001,1,0,45,0.5,1,0,1,1,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Stefan Savić,MNE,DF,27,1991,18,17,1398,15.5,0,2,2,0,0,0,5,1,0.0,0.13,0.13,0.0,0.13,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Thomas Lemar,FRA,MF,22,1995,31,22,1817,20.2,2,3,5,2,0,0,4,0,0.1,0.15,0.25,0.1,0.25,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Thomas Partey,GHA,MF,25,1993,32,22,2070,23.0,3,4,7,3,0,0,9,1,0.13,0.17,0.3,0.13,0.3,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Toni Moya,ESP,DF,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Victor Mollejo,ESP,"FW,MF",17,2001,4,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Vitolo,ESP,MF,28,1989,20,5,753,8.4,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Álvaro Morata,ESP,FW,25,1992,15,13,1083,12.0,6,1,7,6,0,0,5,0,0.5,0.08,0.58,0.5,0.58,2018-2019,standard
ESP-La Liga,2018,Atlético Madrid,Ángel Correa,ARG,"MF,FW",23,1995,36,20,1919,21.3,3,2,5,3,0,0,7,1,0.14,0.09,0.23,0.14,0.23,2018-2019,standard
ESP-La Liga,2018,Barcelona,Abel Ruiz,ESP,FW,18,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Arthur Melo,BRA,MF,21,1996,27,19,1430,15.9,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,2018-2019,standard
ESP-La Liga,2018,Barcelona,Arturo Vidal,CHI,MF,31,1987,33,22,1929,21.4,3,7,10,3,0,0,7,0,0.14,0.33,0.47,0.14,0.47,2018-2019,standard
ESP-La Liga,2018,Barcelona,Carles Aleñá,ESP,MF,20,1998,17,6,637,7.1,2,0,2,2,0,0,2,0,0.28,0.0,0.28,0.28,0.28,2018-2019,standard
ESP-La Liga,2018,Barcelona,Carles Pérez,ESP,"FW,MF",20,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Clément Lenglet,FRA,DF,23,1995,23,22,1933,21.5,1,0,1,1,0,0,8,1,0.05,0.0,0.05,0.05,0.05,2018-2019,standard
ESP-La Liga,2018,Barcelona,Denis Suárez,ESP,MF,24,1994,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Gerard Piqué,ESP,DF,31,1987,35,35,3150,35.0,4,2,6,4,0,0,6,0,0.11,0.06,0.17,0.11,0.17,2018-2019,standard
ESP-La Liga,2018,Barcelona,Ivan Rakitić,CRO,MF,30,1988,34,29,2643,29.4,3,5,8,3,0,0,7,1,0.1,0.17,0.27,0.1,0.27,2018-2019,standard
ESP-La Liga,2018,Barcelona,Jasper Cillessen,NED,GK,29,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Jean-Clair Todibo,FRA,DF,18,1999,2,2,157,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Jeison Murillo,COL,DF,26,1992,2,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Jordi Alba,ESP,DF,29,1989,36,32,2991,33.2,2,8,10,2,0,0,6,0,0.06,0.24,0.3,0.06,0.3,2018-2019,standard
ESP-La Liga,2018,Barcelona,Kevin-Prince Boateng,GHA,FW,31,1987,3,3,239,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Lionel Messi,ARG,FW,31,1987,34,29,2713,30.1,36,13,49,32,4,5,3,0,1.19,0.43,1.63,1.06,1.49,2018-2019,standard
ESP-La Liga,2018,Barcelona,Luis Suárez,URU,FW,31,1987,33,31,2827,31.4,21,6,27,17,4,4,5,0,0.67,0.19,0.86,0.54,0.73,2018-2019,standard
ESP-La Liga,2018,Barcelona,Malcom,BRA,"FW,MF",21,1997,15,6,614,6.8,1,2,3,1,0,0,0,0,0.15,0.29,0.44,0.15,0.44,2018-2019,standard
ESP-La Liga,2018,Barcelona,Marc-André ter Stegen,GER,GK,26,1992,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Moussa Wagué,SEN,"MF,DF",19,1998,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2018-2019,standard
ESP-La Liga,2018,Barcelona,Munir El Haddadi,MAR,FW,22,1995,7,1,152,1.7,1,1,2,1,0,0,0,0,0.59,0.59,1.18,0.59,1.18,2018-2019,standard
