league,season,team,player,nation,pos,age,born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sotpct,shooting_standard_sh_90,shooting_standard_sot_90,shooting_standard_g_sh,shooting_standard_g_sot,shooting_standard_pk,shooting_standard_pkatt,fbref_season_label,fbref_stat_type
ENG-Premier League,2017,Arsenal,Joe Willock,ENG,MF,17,1999,0.9,0,1,0,0.0,1.1,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Konstantinos Mavropanos,GRE,DF,19,1997,2.2,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Laurent Koscielny,FRA,DF,31,1985,24.7,2,9,2,22.2,0.36,0.08,0.22,1.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Mesut Özil,GER,"MF,FW",28,1988,24.0,4,39,14,35.9,1.62,0.58,0.1,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Mohamed Elneny,EGY,MF,25,1992,9.6,0,8,1,12.5,0.83,0.1,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Nacho Monreal,ESP,DF,31,1986,24.9,5,21,8,38.1,0.84,0.32,0.24,0.63,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Olivier Giroud,FRA,FW,30,1986,4.3,4,18,15,83.3,4.18,3.48,0.22,0.27,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Per Mertesacker,GER,DF,32,1984,4.1,1,2,2,100.0,0.49,0.49,0.5,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Petr Čech,CZE,GK,35,1982,33.8,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Pierre-Emerick Aubameyang,GAB,FW,28,1989,11.7,10,31,19,61.3,2.64,1.62,0.29,0.47,1,2,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Reiss Nelson,ENG,MF,17,1999,1.6,0,2,0,0.0,1.24,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Rob Holding,ENG,DF,21,1995,9.1,0,1,0,0.0,0.11,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Sead Kolašinac,BIH,"MF,DF",24,1993,23.9,2,21,7,33.3,0.88,0.29,0.1,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Shkodran Mustafi,GER,DF,25,1992,25.3,3,13,6,46.2,0.51,0.24,0.23,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Arsenal,Theo Walcott,ENG,"FW,MF",28,1989,0.8,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Adam Smith,ENG,"DF,MF",26,1991,23.0,1,13,3,23.1,0.56,0.13,0.08,0.33,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Andrew Surman,ENG,MF,30,1986,20.6,2,18,6,33.3,0.87,0.29,0.11,0.33,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Asmir Begović,BIH,GK,30,1987,38.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Benik Afobe,COD,FW,24,1993,6.8,0,8,3,37.5,1.18,0.44,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Callum Wilson,ENG,FW,25,1992,22.0,8,53,19,35.8,2.41,0.86,0.15,0.42,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Charlie Daniels,ENG,"DF,MF",30,1986,33.4,1,20,6,30.0,0.6,0.18,0.05,0.17,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Dan Gosling,ENG,MF,27,1990,21.6,2,23,8,34.8,1.06,0.37,0.09,0.25,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Emerson Hyndman,USA,MF,21,1996,0.6,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Harry Arter,IRL,MF,27,1989,10.7,1,11,1,9.1,1.03,0.09,0.09,1.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Jack Simpson,ENG,DF,20,1996,0.8,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Jermain Defoe,ENG,FW,34,1982,12.1,4,28,15,53.6,2.32,1.24,0.14,0.27,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Jordon Ibe,ENG,MF,21,1995,22.2,2,54,17,31.5,2.44,0.77,0.04,0.12,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Joshua King,NOR,"MF,FW",25,1992,27.3,8,51,21,41.2,1.87,0.77,0.12,0.29,2,2,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Junior Stanislas,ENG,"MF,FW",27,1989,14.3,5,45,20,44.4,3.15,1.4,0.09,0.2,1,1,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Lewis Cook,ENG,MF,20,1997,24.9,0,18,2,11.1,0.72,0.08,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Lys Mousset,FRA,"MF,FW",21,1996,6.6,2,23,5,21.7,3.47,0.76,0.09,0.4,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Marc Pugh,ENG,MF,30,1987,10.9,0,19,5,26.3,1.74,0.46,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Nathan Aké,NED,DF,22,1995,37.3,2,18,8,44.4,0.48,0.21,0.11,0.25,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Ryan Fraser,SCO,MF,23,1994,22.3,5,32,12,37.5,1.44,0.54,0.16,0.42,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Simon Francis,ENG,DF,32,1985,30.0,0,14,1,7.1,0.47,0.03,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Steve Cook,ENG,DF,26,1991,30.7,2,20,6,30.0,0.65,0.2,0.1,0.33,0,0,2017-2018,shooting
ENG-Premier League,2017,Bournemouth,Tyrone Mings,ENG,DF,24,1993,2.2,0,1,0,0.0,0.45,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Anthony Knockaert,FRA,MF,25,1991,26.9,3,46,12,26.1,1.71,0.45,0.07,0.25,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Beram Kayal,ISR,MF,29,1988,8.3,0,4,1,25.0,0.48,0.12,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Bruno,ESP,DF,36,1980,22.4,0,2,1,50.0,0.09,0.04,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Connor Goldson,ENG,DF,24,1992,2.2,0,3,1,33.3,1.35,0.45,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Dale Stephens,ENG,MF,28,1989,36.0,0,20,2,10.0,0.56,0.06,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Davy Pröpper,NED,MF,25,1991,34.7,0,36,5,13.9,1.04,0.14,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Ezequiel Schelotto,ITA,DF,28,1989,14.6,0,7,2,28.6,0.48,0.14,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Gaëtan Bong,CMR,DF,29,1988,24.8,0,4,1,25.0,0.16,0.04,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Glenn Murray,ENG,FW,33,1983,24.4,12,52,25,48.1,2.14,1.03,0.15,0.32,4,6,2017-2018,shooting
ENG-Premier League,2017,Brighton,Izzy Brown,ENG,"MF,FW",20,1997,3.5,0,1,1,100.0,0.29,0.29,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Jamie Murphy,SCO,MF,27,1989,1.9,0,1,0,0.0,0.54,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,José Izquierdo,COL,MF,25,1992,22.0,5,52,16,30.8,2.36,0.73,0.1,0.31,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Jürgen Locadia,CUW,"FW,MF",23,1993,2.5,1,6,1,16.7,2.41,0.4,0.17,1.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Leonardo Ulloa,ARG,FW,31,1986,3.0,1,2,2,100.0,0.67,0.67,0.5,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Lewis Dunk,ENG,DF,25,1991,38.0,1,27,9,33.3,0.71,0.24,0.04,0.11,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Liam Rosenior,ENG,DF,33,1984,1.8,0,2,0,0.0,1.1,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Markus Suttner,AUT,DF,30,1987,13.1,0,3,0,0.0,0.23,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Mathew Ryan,AUS,GK,25,1992,38.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Pascal Groß,GER,"MF,FW",26,1991,32.5,7,43,20,46.5,1.32,0.61,0.14,0.3,1,1,2017-2018,shooting
ENG-Premier League,2017,Brighton,Sam Baldock,ENG,"FW,MF",28,1989,0.4,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Shane Duffy,IRL,DF,25,1992,36.6,0,28,5,17.9,0.77,0.14,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Solly March,ENG,MF,23,1994,20.6,1,27,9,33.3,1.31,0.44,0.04,0.11,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Tomer Hemed,ISR,FW,30,1987,9.4,2,17,7,41.2,1.8,0.74,0.12,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Brighton,Uwe Hünemeier,GER,DF,31,1986,0.2,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Aaron Lennon,ENG,MF,30,1987,12.4,0,11,3,27.3,0.89,0.24,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Aiden O'Neill,AUS,MF,19,1998,0.0,0,,0,,,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Ashley Barnes,ENG,FW,27,1989,24.1,9,61,22,36.1,2.54,0.91,0.15,0.41,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Ashley Westwood,ENG,MF,27,1990,12.3,0,9,1,11.1,0.73,0.08,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Ben Mee,ENG,DF,27,1989,29.0,0,25,8,32.0,0.86,0.28,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Charlie Taylor,ENG,DF,23,1993,10.6,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Chris Wood,NZL,FW,25,1991,18.0,10,39,24,61.5,2.16,1.33,0.26,0.42,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Georges-Kévin N'Koudou,CMR,MF,22,1995,2.5,0,4,0,0.0,1.58,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Jack Cork,ENG,MF,28,1989,38.0,2,15,5,33.3,0.39,0.13,0.13,0.4,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,James Tarkowski,ENG,DF,24,1992,31.0,0,18,5,27.8,0.58,0.16,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Jeff Hendrick,IRL,MF,25,1992,25.9,2,26,6,23.1,1.0,0.23,0.08,0.33,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Jonathan Walters,IRL,"FW,MF",33,1983,0.4,0,1,0,0.0,2.31,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Jóhann Berg Guðmundsson,ISL,MF,26,1990,31.5,2,53,18,34.0,1.68,0.57,0.04,0.11,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Kevin Long,IRL,DF,26,1990,16.0,1,10,2,20.0,0.62,0.12,0.1,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Matthew Lowton,ENG,DF,28,1989,25.5,0,3,1,33.3,0.12,0.04,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Nahki Wells,BER,FW,27,1990,0.6,0,3,1,33.3,4.91,1.64,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Nick Pope,ENG,GK,25,1992,34.6,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Phil Bardsley,SCO,DF,32,1985,12.5,0,2,2,100.0,0.16,0.16,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Robbie Brady,IRL,MF,25,1992,14.2,1,24,6,25.0,1.69,0.42,0.04,0.17,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Sam Vokes,WAL,FW,27,1989,11.1,4,31,8,25.8,2.8,0.72,0.13,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Scott Arfield,CAN,MF,28,1988,14.8,2,18,7,38.9,1.22,0.47,0.11,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Stephen Ward,IRL,DF,31,1985,27.3,1,7,1,14.3,0.26,0.04,0.14,1.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Steven Defour,BEL,MF,29,1988,22.2,1,19,7,36.8,0.86,0.32,0.05,0.14,0,0,2017-2018,shooting
ENG-Premier League,2017,Burnley,Tom Heaton,ENG,GK,31,1986,3.4,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Andreas Christensen,DEN,DF,21,1996,23.0,0,12,1,8.3,0.52,0.04,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Antonio Rüdiger,GER,DF,24,1993,26.0,2,16,4,25.0,0.62,0.15,0.13,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Callum Hudson-Odoi,ENG,"FW,MF",16,2000,0.3,0,2,1,50.0,6.21,3.1,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Cesc Fàbregas,ESP,MF,30,1987,25.6,2,38,10,26.3,1.48,0.39,0.05,0.2,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Charly Musonda Jr.,BEL,MF,20,1996,0.4,0,2,0,0.0,4.86,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,César Azpilicueta,ESP,DF,27,1989,37.0,2,13,3,23.1,0.35,0.08,0.15,0.67,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Danny Drinkwater,ENG,MF,27,1990,5.9,1,6,2,33.3,1.02,0.34,0.17,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,David Luiz,BRA,"DF,MF",30,1987,9.3,1,11,4,36.4,1.18,0.43,0.09,0.25,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Davide Zappacosta,ITA,MF,25,1992,12.2,1,25,11,44.0,2.05,0.9,0.04,0.09,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Eden Hazard,BEL,"FW,MF",26,1991,26.9,12,71,37,52.1,2.64,1.37,0.14,0.27,2,2,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Emerson Palmieri,ITA,MF,22,1994,3.1,0,2,2,100.0,0.64,0.64,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Ethan Ampadu,WAL,"DF,MF",16,2000,0.1,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Gary Cahill,ENG,DF,31,1985,23.2,0,10,3,30.0,0.43,0.13,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Jeremie Boga,CIV,MF,20,1997,0.2,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Marcos Alonso,ESP,MF,26,1990,31.7,7,65,24,36.9,2.05,0.76,0.11,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Michy Batshuayi,BEL,FW,23,1993,4.0,2,13,5,38.5,3.25,1.25,0.15,0.4,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,N'Golo Kanté,FRA,MF,26,1991,33.3,1,25,5,20.0,0.75,0.15,0.04,0.2,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Olivier Giroud,FRA,FW,30,1986,6.8,3,29,10,34.5,4.26,1.47,0.1,0.3,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Pedro,ESP,"MF,FW",30,1987,16.9,4,56,20,35.7,3.31,1.18,0.07,0.2,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Ross Barkley,ENG,MF,23,1993,1.4,0,2,1,50.0,1.4,0.7,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Thibaut Courtois,BEL,GK,25,1992,35.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Tiemoué Bakayoko,FRA,MF,22,1994,23.6,2,41,9,22.0,1.74,0.38,0.05,0.22,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Victor Moses,NGA,MF,26,1990,23.4,3,35,11,31.4,1.49,0.47,0.09,0.27,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Willian,BRA,"MF,FW",28,1988,21.0,6,54,25,46.3,2.57,1.19,0.09,0.2,1,1,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Willy Caballero,ARG,GK,35,1981,3.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Chelsea,Álvaro Morata,ESP,FW,24,1992,22.9,11,79,34,43.0,3.45,1.48,0.14,0.32,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Aaron Wan-Bissaka,COD,DF,19,1997,7.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Alexander Sørloth,NOR,FW,21,1995,4.0,0,7,3,42.9,1.75,0.75,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Andros Townsend,ENG,"FW,MF",26,1991,34.7,2,62,14,22.6,1.79,0.4,0.03,0.14,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Bakary Sako,MLI,FW,29,1988,5.3,3,17,6,35.3,3.2,1.13,0.18,0.5,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Christian Benteke,BEL,FW,26,1990,24.9,3,59,21,35.6,2.37,0.84,0.03,0.1,1,2,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Damien Delaney,IRL,DF,36,1981,1.1,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Freddie Ladapo,ENG,FW,24,1993,0.2,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,James McArthur,SCO,MF,29,1987,27.0,5,31,11,35.5,1.15,0.41,0.16,0.45,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,James Tomkins,ENG,DF,28,1989,26.5,3,23,10,43.5,0.87,0.38,0.13,0.3,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Jason Puncheon,ENG,MF,31,1986,6.3,0,10,2,20.0,1.58,0.32,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Jaïro Riedewald,NED,"MF,DF",20,1996,4.9,0,1,0,0.0,0.2,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Jeffrey Schlupp,GHA,"DF,MF",24,1992,19.4,0,15,2,13.3,0.77,0.1,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Joel Ward,ENG,"DF,MF",27,1989,17.9,0,5,1,20.0,0.28,0.06,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Julián Speroni,ARG,GK,38,1979,11.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Lee Chung-yong,KOR,FW,29,1988,1.5,0,1,0,0.0,0.67,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Levi Lumeka,ENG,MF,18,1998,0.3,0,1,0,0.0,3.46,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Luka Milivojević,SRB,MF,26,1991,34.2,10,42,17,40.5,1.23,0.5,0.07,0.18,7,8,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Mamadou Sakho,FRA,DF,27,1990,17.8,1,3,1,33.3,0.17,0.06,0.33,1.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Martin Kelly,ENG,DF,27,1990,13.3,0,5,2,40.0,0.38,0.15,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Pape Souaré,SEN,DF,27,1990,0.1,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Patrick van Aanholt,NED,"DF,MF",26,1990,24.3,5,33,11,33.3,1.36,0.45,0.15,0.45,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Ruben Loftus-Cheek,ENG,MF,21,1996,20.8,2,32,7,21.9,1.54,0.34,0.06,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Scott Dann,ENG,DF,30,1987,15.9,1,19,5,26.3,1.19,0.31,0.05,0.2,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Sullay Kaikai,SLE,"FW,MF",21,1995,0.2,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Timothy Fosu-Mensah,NED,DF,19,1998,17.7,0,8,0,0.0,0.45,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Wayne Hennessey,WAL,GK,30,1987,27.0,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",24,1992,28.3,9,64,26,40.6,2.26,0.92,0.14,0.35,0,0,2017-2018,shooting
ENG-Premier League,2017,Crystal Palace,Yohan Cabaye,FRA,MF,31,1986,26.4,0,39,12,30.8,1.48,0.45,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Aaron Lennon,ENG,"MF,FW",30,1987,8.8,0,4,2,50.0,0.45,0.23,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Ademola Lookman,NGA,MF,19,1997,1.8,0,3,0,0.0,1.7,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Ashley Williams,WAL,DF,32,1984,20.4,1,13,3,23.1,0.64,0.15,0.08,0.33,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Beni Baningime,COD,MF,18,1998,2.2,0,0,0,,0.0,0.0,,,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Cenk Tosun,TUR,FW,26,1991,11.0,5,20,8,40.0,1.83,0.73,0.25,0.63,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Cuco Martina,CUW,"DF,MF",27,1989,20.3,0,2,1,50.0,0.1,0.05,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Davy Klaassen,NED,MF,24,1993,2.8,0,2,2,100.0,0.72,0.72,0.0,0.0,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Dominic Calvert-Lewin,ENG,"FW,MF",20,1997,20.9,4,43,17,39.5,2.06,0.81,0.09,0.24,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Eliaquim Mangala,FRA,DF,26,1991,1.5,0,1,0,0.0,0.67,0.0,0.0,,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Gylfi Sigurðsson,ISL,"MF,FW",27,1989,25.1,4,39,12,30.8,1.55,0.48,0.1,0.33,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,Idrissa Gueye,SEN,MF,27,1989,30.6,2,23,7,30.4,0.75,0.23,0.09,0.29,0,0,2017-2018,shooting
ENG-Premier League,2017,Everton,James McCarthy,IRL,MF,26,1990,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0,2017-2018,shooting
