league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
ESP-La Liga,2018,Barcelona,Nélson Semedo,POR,DF,24,1993,17.8,4,0,0,22,27,5,17,22,27,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Ousmane Dembélé,FRA,"FW,MF",21,1997,18.5,1,0,0,22,22,9,82,5,15,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Philippe Coutinho,BRA,"FW,MF",26,1992,22.4,2,0,0,19,45,8,49,12,11,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Rafinha,BRA,"FW,MF",25,1993,2.5,1,0,0,7,8,0,3,1,6,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Riqui Puig,ESP,MF,18,1999,1.7,0,0,0,1,1,0,0,0,3,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Samuel Umtiti,FRA,DF,24,1993,13.2,4,0,0,13,16,2,0,18,5,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Sergi Roberto,ESP,"DF,MF",26,1992,23.2,3,0,0,18,33,0,27,43,20,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Sergio Busquets,ESP,MF,30,1988,30.2,10,0,0,38,54,0,2,54,60,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Thomas Vermaelen,BEL,DF,32,1985,6.5,2,0,0,10,4,0,1,6,4,,,0,2018-2019,misc
ESP-La Liga,2018,Barcelona,Álex Collado,ESP,MF,19,1999,0.9,0,0,0,0,1,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Andrew Hjulsager,DEN,MF,23,1995,4.0,1,0,0,8,3,1,23,2,10,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Brais Méndez,ESP,MF,21,1997,26.1,5,0,0,38,64,11,108,24,31,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,David Costas,ESP,DF,23,1995,13.0,4,0,0,16,7,1,1,18,13,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,David Juncà,ESP,"DF,MF",24,1993,19.5,6,0,0,26,21,1,65,35,30,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Dennis Eckert,,FW,21,1997,2.4,0,0,0,3,6,1,2,2,2,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Emmanuel Apeh,NGA,FW,21,1996,0.2,0,0,0,0,0,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Emre Mor,TUR,"MF,FW",21,1997,4.1,1,0,0,7,7,2,5,3,4,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Facundo Roncaglia,ARG,DF,31,1987,11.9,3,0,0,16,8,0,6,20,22,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Fran Beltrán,ESP,MF,19,1999,16.9,3,0,0,12,14,0,4,19,17,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Gustavo Cabral,ARG,DF,32,1985,21.1,6,2,2,19,6,4,0,33,26,,,1,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Hugo Mallo,ESP,"DF,MF",27,1991,34.4,11,0,0,51,27,9,177,50,41,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Iago Aspas,ESP,"FW,MF",30,1987,25.0,5,0,0,16,43,7,32,16,11,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Jozabed,ESP,MF,27,1991,12.8,1,0,0,9,12,2,8,9,10,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Júnior Alonso,PAR,"MF,DF",25,1993,6.0,2,0,0,6,2,1,12,5,9,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Kevin Vázquez,ESP,DF,25,1993,2.4,0,0,0,5,7,0,6,2,5,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Lucas Olaza,URU,DF,24,1994,10.0,2,0,0,7,5,0,42,8,18,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Mathias Jensen,DEN,MF,22,1996,2.6,0,0,0,3,4,0,3,4,2,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Maxi Gómez,URU,FW,21,1996,32.9,6,1,1,70,66,43,12,2,4,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Néstor Araujo,MEX,DF,26,1991,29.8,3,1,1,15,4,1,2,35,22,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Okay Yokuşlu,TUR,MF,24,1994,24.4,10,0,0,43,34,1,2,37,39,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Pione Sisto,DEN,"MF,FW",23,1995,9.4,0,0,0,8,21,3,27,3,3,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Rubén Blanco,ESP,GK,23,1995,25.0,2,0,0,1,0,0,0,2,0,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Ryad Boudebouz,ALG,MF,28,1990,8.0,2,1,0,6,9,0,47,3,4,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Róbert Mazáň,SVK,DF,24,1994,1.0,0,0,0,2,0,0,4,3,3,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Sergio Álvarez,ESP,GK,31,1986,13.0,1,0,0,1,0,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Sofiane Boufal,MAR,MF,24,1993,23.2,6,0,0,42,60,1,60,10,21,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Stanislav Lobotka,SVK,MF,23,1994,27.7,1,0,0,19,48,1,9,26,19,,,0,2018-2019,misc
ESP-La Liga,2018,Celta Vigo,Wesley Hoedt,NED,DF,24,1994,9.9,3,1,1,9,6,0,2,11,11,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Anaitz Arbilla,ESP,DF,31,1987,21.7,6,1,1,14,5,0,8,46,24,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Asier Riesgo,ESP,GK,34,1983,14.0,1,0,0,0,0,0,0,0,1,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Bebé,CPV,MF,28,1990,0.7,0,0,0,3,1,0,10,1,0,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Charles,BRA,FW,34,1984,19.3,4,0,0,39,29,13,12,4,5,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Fabián Orellana,CHI,MF,32,1986,30.4,4,0,0,24,59,5,105,19,21,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Gonzalo Escalante,ARG,MF,25,1993,19.9,6,0,0,32,18,0,7,21,28,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Iván Ramis,ESP,DF,33,1984,18.6,4,0,0,10,10,2,1,18,13,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Joan Jordán,ESP,MF,24,1994,31.9,10,0,0,59,37,4,177,32,40,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Jordi Calavera,ESP,DF,22,1995,0.0,0,0,0,0,0,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,José Ángel,ESP,DF,28,1989,33.6,10,0,0,22,17,1,260,41,46,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Kiké,ESP,FW,28,1989,14.4,0,0,0,31,25,10,12,4,4,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Marc Cardona,ESP,"FW,MF",23,1995,6.7,1,0,0,9,12,5,7,1,5,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Marc Cucurella,ESP,"MF,DF",20,1998,26.2,6,0,0,42,16,8,72,20,37,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Marko Dmitrović,SRB,GK,26,1992,24.0,3,0,0,3,0,0,0,2,0,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Miguel Marí,ESP,MF,21,1997,0.8,0,0,0,1,1,0,0,1,0,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Pablo Hervías,ESP,MF,25,1993,2.0,0,0,0,2,5,0,31,0,1,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Pablo de Blasis,ARG,"MF,DF",30,1988,16.9,2,1,0,18,11,0,65,13,19,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Papakouli Diop,SEN,MF,32,1986,26.1,11,0,0,68,47,1,11,37,40,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Paulo Oliveira,POR,DF,26,1992,24.9,4,0,0,19,12,0,1,36,39,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Pedro Bigas,ESP,DF,27,1990,6.5,1,0,0,5,4,0,0,8,3,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Pedro León,ESP,MF,31,1986,4.7,0,0,0,5,5,0,40,4,4,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Pere Milla,ESP,MF,25,1992,3.8,0,0,0,7,5,2,16,2,6,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Rubén Peña,ESP,DF,27,1991,29.7,4,0,0,24,34,1,216,35,46,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Sergi Enrich,ESP,FW,28,1990,28.7,4,0,0,65,31,39,6,6,17,,,0,2018-2019,misc
ESP-La Liga,2018,Eibar,Sergio Álvarez,ESP,"MF,DF",26,1992,11.9,1,0,0,19,6,1,0,17,25,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Adrià Pedrosa,ESP,DF,20,1998,8.5,1,0,0,14,7,1,15,8,9,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Alfa Semedo,GNB,MF,20,1997,0.5,1,0,0,1,0,0,1,2,0,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Borja Iglesias,ESP,FW,25,1993,34.2,5,0,0,56,51,45,12,7,14,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,David López,ESP,DF,28,1989,20.2,4,0,0,18,17,0,2,28,18,,,1,2018-2019,misc
ESP-La Liga,2018,Espanyol,Diego López,ESP,GK,36,1981,38.0,2,0,0,0,4,0,0,2,0,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Dídac Vilà,ESP,DF,29,1989,26.2,11,0,0,38,29,1,77,53,31,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Esteban Granero,ESP,MF,31,1987,22.4,11,0,0,38,42,0,76,26,32,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Facundo Ferreyra,ARG,FW,27,1991,2.3,2,0,0,8,4,2,2,0,2,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Hernán Pérez,PAR,"MF,FW",29,1989,8.8,1,0,0,21,15,6,39,5,10,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Javi López,ESP,DF,32,1986,21.6,5,1,1,32,35,0,57,40,40,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Javi Puado,ESP,FW,20,1998,4.0,0,0,0,4,2,2,2,6,1,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Lluis López,ESP,DF,21,1997,5.8,0,0,0,5,2,0,0,7,3,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Léo Baptistão,BRA,"FW,MF",25,1992,13.7,3,0,0,25,22,4,10,8,14,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Marc Roca,ESP,MF,21,1996,34.6,9,0,0,60,27,0,5,36,45,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Mario Hermoso,ESP,DF,23,1995,31.2,7,0,0,22,29,2,1,37,24,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Naldo,BRA,DF,29,1988,15.1,3,0,0,13,4,1,0,26,10,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Pablo Piatti,ARG,"FW,MF",29,1989,8.3,0,0,0,18,26,1,45,2,15,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Roberto Rosales,VEN,DF,29,1988,19.4,2,0,0,34,17,1,47,22,31,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Sergi Darder,ESP,MF,24,1993,30.1,8,1,1,31,30,1,56,22,35,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Sergio García,ESP,"FW,MF",35,1983,16.5,3,0,0,17,37,2,55,10,9,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Víctor Sánchez,ESP,MF,30,1987,14.1,9,0,0,48,36,2,17,25,30,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Wu Lei,CHN,"FW,MF",26,1991,11.8,1,0,0,8,12,12,9,7,6,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Álex López,ESP,MF,21,1997,1.2,1,0,0,1,4,0,2,3,1,,,0,2018-2019,misc
ESP-La Liga,2018,Espanyol,Óscar Duarte,CRC,"DF,MF",29,1989,7.3,0,0,0,8,2,1,1,13,5,,,1,2018-2019,misc
ESP-La Liga,2018,Espanyol,Óscar Melendo,ESP,"MF,FW",20,1997,22.2,3,0,0,11,56,0,13,13,8,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Amath,SEN,MF,22,1996,11.1,4,0,0,27,21,3,11,10,13,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Bruno González,ESP,DF,28,1990,18.9,7,1,1,24,13,0,5,22,10,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Damián Suárez,URU,DF,30,1988,36.0,13,0,0,57,55,2,188,46,62,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,David Soria,ESP,GK,25,1993,37.0,0,0,0,0,2,0,0,1,0,,,1,2018-2019,misc
ESP-La Liga,2018,Getafe,Dimitri Foulquier,FRA,"MF,DF",25,1993,20.0,7,0,0,49,25,2,26,20,12,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Djené,TOG,DF,26,1991,33.1,13,2,1,51,30,0,8,74,34,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Francisco Portillo,ESP,MF,28,1990,22.2,3,1,0,30,36,2,40,17,16,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Gaku Shibasaki,JPN,MF,26,1992,4.3,0,0,0,6,3,0,19,3,3,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Hugo Duro,ESP,"FW,MF",18,1999,4.6,0,0,0,9,17,0,4,3,4,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Ignasi Miquel,ESP,DF,25,1992,3.5,1,0,0,6,1,0,1,5,0,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Iván Alejo,ESP,MF,23,1995,1.6,2,1,0,10,7,0,7,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Jaime Mata,ESP,"FW,MF",29,1988,27.0,10,0,0,79,52,30,55,17,21,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Jorge Molina,ESP,FW,36,1982,29.4,2,0,0,47,45,21,17,7,9,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Leandro Cabrera,URU,DF,27,1991,31.0,11,1,1,35,14,2,28,52,26,,,1,2018-2019,misc
ESP-La Liga,2018,Getafe,Leandro Chichizola,ARG,GK,28,1990,1.0,0,0,0,0,1,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Markel Bergara,ESP,MF,32,1986,0.6,0,0,0,1,0,0,0,1,2,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Mathieu Flamini,FRA,MF,34,1984,5.0,5,0,0,15,6,0,0,5,4,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Mathías Olivera,URU,"MF,DF",20,1997,11.2,6,1,1,15,23,1,18,10,17,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Mauro Arambarri,URU,MF,22,1995,29.7,8,0,0,65,57,1,24,30,33,,,1,2018-2019,misc
ESP-La Liga,2018,Getafe,Nemanja Maksimović,SRB,MF,23,1995,35.7,4,0,0,19,11,1,4,71,45,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Robert Ibáñez,ESP,"FW,MF",25,1993,0.8,1,0,0,1,5,0,0,0,2,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Samuel Sáiz,ESP,MF,27,1991,3.4,2,0,0,3,3,1,6,0,3,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Sebastián Cristóforo,URU,MF,24,1993,5.0,3,0,0,13,17,0,6,8,8,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Sergi Guardiola,ESP,"FW,MF",27,1991,0.3,0,0,0,1,2,0,3,0,1,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Vitorino Antunes,POR,"DF,MF",31,1987,24.2,5,0,0,37,20,1,141,43,26,,,0,2018-2019,misc
ESP-La Liga,2018,Getafe,Ángel Rodríguez,ESP,FW,31,1987,20.2,4,0,0,42,35,35,27,8,7,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Aday,ESP,"MF,DF",30,1987,7.2,2,0,0,6,8,0,50,7,8,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Aleix García,ESP,MF,21,1997,18.5,1,0,0,12,19,1,77,21,19,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Anthony Lozano,HON,"FW,MF",25,1993,8.1,4,1,0,42,10,5,10,0,5,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Bernardo Espinosa,COL,DF,29,1989,30.3,6,2,2,33,6,3,0,40,14,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Borja García,ESP,"MF,FW",27,1990,29.2,0,1,0,19,103,4,42,38,27,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Carles Planas,ESP,"MF,DF",27,1991,4.7,3,0,0,5,2,0,14,4,6,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Cristhian Stuani,URU,FW,31,1986,30.3,9,0,0,89,74,24,3,4,13,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,David Timor,ESP,MF,28,1989,1.8,0,0,0,1,1,0,0,3,2,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Douglas Luiz,BRA,MF,20,1998,16.6,7,0,0,47,30,0,16,21,19,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Gorka Iraizoz,ESP,GK,37,1981,6.2,0,0,0,0,0,0,0,1,0,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Johan Mojica,COL,"DF,MF",25,1992,0.2,0,0,0,0,1,0,2,0,1,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Jonás Ramalho,ESP,DF,25,1993,18.0,4,0,0,15,11,0,30,16,6,,,1,2018-2019,misc
ESP-La Liga,2018,Girona,Juanpe,ESP,DF,27,1991,30.7,8,0,0,38,10,2,4,57,25,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Kévin Soni,CMR,FW,20,1998,0.9,1,0,0,6,2,0,2,1,2,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Marc Muniesa,ESP,"DF,MF",26,1992,15.6,6,0,0,21,20,0,17,37,34,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Paik Seung-ho,KOR,MF,21,1997,0.7,0,0,0,0,2,0,0,3,0,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Patrick Roberts,ENG,MF,21,1997,6.7,0,0,0,0,9,2,8,3,6,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Pedro Alcalá,ESP,DF,29,1989,20.8,9,0,0,21,13,2,3,36,23,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Pedro Porro,ESP,"MF,DF",18,1999,24.6,4,0,0,24,35,0,124,39,31,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Pere Pons,ESP,MF,25,1993,31.0,4,0,0,70,49,0,11,35,46,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Portu,ESP,"MF,FW",26,1992,31.3,3,0,0,26,42,11,72,8,24,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Raúl García,ESP,"DF,MF",29,1989,9.4,1,0,0,11,9,1,58,11,12,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Seydou Doumbia,CIV,FW,30,1987,6.0,2,0,0,10,5,4,1,3,1,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Valery Fernández,ESP,"MF,DF",18,1999,9.9,2,0,0,8,15,0,26,8,15,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Yassine Bounou,MAR,GK,27,1991,31.8,2,0,0,0,3,0,0,1,0,,,0,2018-2019,misc
ESP-La Liga,2018,Girona,Álex Granell,ESP,MF,29,1988,26.6,5,0,0,33,48,1,173,35,28,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Adrián Diéguez,ESP,DF,22,1996,8.3,3,0,0,9,9,0,0,12,10,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Aleksandar Jovanović,SRB,GK,25,1992,12.0,1,0,0,1,2,0,0,1,0,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Axel Werner,ARG,GK,22,1996,6.0,0,0,0,1,0,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Carlos Akapo,EQG,"DF,MF",25,1993,11.4,2,0,0,16,13,0,7,22,15,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Cristian Rivera,ESP,MF,21,1997,18.8,2,0,0,18,11,1,9,31,25,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Cucho,COL,FW,19,1999,23.9,6,0,0,33,40,14,49,9,13,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Damián Musto,ARG,MF,31,1987,18.7,11,0,0,47,17,1,3,33,34,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,David Ferreiro,ESP,MF,30,1988,25.3,5,0,0,42,36,24,258,24,22,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Enric Gallego,ESP,FW,31,1986,17.1,4,0,0,45,29,19,10,8,15,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Ezequiel Ávila,ARG,"FW,MF",24,1994,22.2,12,1,1,38,46,10,40,13,10,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Gonzalo Melero,ESP,MF,24,1994,14.9,3,0,0,32,17,1,3,2,23,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Javi Galán,ESP,"DF,MF",23,1994,16.0,7,0,0,15,22,1,68,19,39,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Jorge Miramón,ESP,"DF,MF",29,1989,27.7,5,0,0,26,13,0,81,44,54,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Jorge Pulido,ESP,DF,27,1991,30.9,9,2,0,50,32,6,16,49,41,,,1,2018-2019,misc
ESP-La Liga,2018,Huesca,Juan Aguilera,ESP,MF,32,1985,3.8,1,0,0,3,6,0,2,4,2,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Juanjo Camacho,ESP,MF,37,1980,0.4,0,0,0,0,0,0,2,0,1,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Juanpi,VEN,"MF,FW",24,1994,7.4,2,0,0,13,15,2,14,6,6,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Lluís Sastre,ESP,MF,32,1986,1.3,0,0,0,2,2,0,3,1,3,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Luisinho,POR,DF,33,1985,5.6,4,0,0,8,8,0,9,16,10,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Martín Mantovani,ARG,DF,34,1984,7.8,2,0,0,12,16,0,0,22,9,,,1,2018-2019,misc
ESP-La Liga,2018,Huesca,Moi Gómez,ESP,MF,24,1994,33.9,3,0,0,47,25,0,113,28,28,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Pablo Insua,ESP,DF,24,1993,8.6,4,0,0,16,4,1,0,12,10,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Rajko Brežančić,SRB,DF,28,1989,0.7,0,0,0,0,1,0,2,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Roberto Santamaría,ESP,GK,33,1985,20.0,1,0,0,0,3,0,0,1,0,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Rúben Semedo,POR,DF,24,1994,9.4,4,0,0,12,6,0,0,16,16,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Samuele Longo,ITA,FW,26,1992,6.2,4,0,0,16,7,3,1,1,3,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Serdar Gürler,TUR,MF,26,1991,5.4,2,0,0,5,11,7,19,1,5,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Xabier Etxeita,ESP,DF,30,1987,29.7,10,0,0,34,12,1,8,39,23,,,1,2018-2019,misc
ESP-La Liga,2018,Huesca,Yangel Herrera,VEN,"MF,DF",20,1998,12.8,5,0,0,32,23,0,10,14,24,,,0,2018-2019,misc
ESP-La Liga,2018,Huesca,Álex Gallar,ESP,MF,26,1992,11.2,2,0,0,6,16,3,43,9,9,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Alexander,ARG,MF,29,1988,0.1,0,0,0,1,0,0,3,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Allan Nyom,CMR,"DF,MF",30,1988,19.0,7,1,0,34,20,4,63,20,24,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Andriy Lunin,UKR,GK,19,1999,4.1,0,0,0,0,1,0,0,0,0,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Dani Ojeda,ESP,MF,23,1994,2.1,1,0,0,5,2,0,8,2,2,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Diego Reyes,MEX,DF,25,1992,3.6,1,0,0,3,1,0,3,7,4,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Diego Rolán,URU,MF,25,1993,2.4,0,0,0,4,8,0,5,3,4,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Dimitris Siovas,GRE,DF,29,1988,32.9,5,0,0,30,10,2,11,65,32,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Ezequiel Muñoz,ARG,DF,27,1990,2.3,0,0,0,3,0,0,0,1,2,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Gerard Gumbau,ESP,MF,23,1994,13.3,6,1,1,28,11,0,37,13,16,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Guido Carrillo,ARG,FW,27,1991,22.1,5,0,0,41,29,9,2,8,14,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Iván Cuéllar,ESP,GK,34,1984,33.9,5,0,0,0,7,0,0,2,0,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Javier Eraso,ESP,MF,28,1990,7.0,2,0,0,16,11,1,22,7,3,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Jonathan Silva,ARG,"DF,MF",24,1994,30.0,9,0,0,50,20,3,156,29,38,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,José Arnaiz,ESP,"FW,MF",23,1995,1.3,0,0,0,1,4,0,2,2,1,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Juanfran,ESP,"DF,MF",29,1988,16.2,0,0,0,8,18,0,95,19,12,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Kenneth Omeruo,NGA,DF,24,1993,27.0,7,0,0,17,11,1,2,37,27,,,0,2018-2019,misc
ESP-La Liga,2018,Leganés,Martin Braithwaite,DEN,FW,27,1991,15.6,5,0,0,24,16,14,2,3,3,,,0,2018-2019,misc
