league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
ENG-Premier League,2018,Bournemouth,Artur Boruc,POL,GK,38,1980,12.0,2,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Asmir Begović,BIH,GK,31,1987,24.0,0,0,0,0,3,0,0,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Callum Wilson,ENG,FW,26,1992,28.1,3,0,0,42,32,20,20,6,8,3,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Charlie Daniels,ENG,"DF,MF",31,1986,17.6,4,0,0,8,7,0,27,22,14,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Chris Mepham,WAL,DF,20,1997,9.4,1,0,0,7,4,0,1,15,5,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Dan Gosling,ENG,MF,28,1990,19.3,8,0,0,29,24,2,6,22,24,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,David Brooks,WAL,MF,21,1997,25.1,3,0,0,15,46,2,34,25,26,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Diego Rico,ESP,"DF,MF",25,1993,6.8,1,0,0,10,11,0,38,14,9,0,1,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Dominic Solanke,ENG,FW,20,1997,3.9,0,0,0,2,9,1,1,2,3,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Emerson Hyndman,USA,MF,22,1996,0.4,0,0,0,0,0,0,0,1,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Jack Simpson,ENG,DF,21,1996,4.5,0,0,0,3,1,0,0,10,5,0,1,1,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Jefferson Lerma,COL,MF,23,1994,27.8,12,0,0,44,51,3,4,55,33,1,0,1,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Jermain Defoe,ENG,FW,35,1982,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Jordon Ibe,ENG,MF,22,1995,8.9,1,0,0,8,10,0,27,4,6,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Joshua King,NOR,"FW,MF",26,1992,32.9,3,0,0,52,45,7,43,6,20,2,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Junior Stanislas,ENG,"MF,DF",28,1989,11.5,1,0,0,6,10,3,37,3,7,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Lewis Cook,ENG,MF,21,1997,8.0,2,0,0,12,5,0,10,7,7,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Lys Mousset,FRA,FW,22,1996,4.1,1,0,0,7,5,4,3,1,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Mark Travers,IRL,GK,19,1999,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Nathan Aké,NED,DF,23,1995,37.9,3,0,0,28,21,2,6,32,35,1,1,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Nathaniel Clyne,ENG,DF,27,1991,12.7,2,0,0,9,3,0,18,17,18,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Ryan Fraser,SCO,MF,24,1994,35.2,2,0,0,6,67,10,274,23,15,1,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Sam Surridge,ENG,FW,20,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Simon Francis,ENG,DF,33,1985,13.7,1,0,0,10,8,3,32,19,13,0,0,0,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Steve Cook,ENG,DF,27,1991,31.0,3,0,0,18,27,1,12,50,19,0,1,1,2018-2019,misc
ENG-Premier League,2018,Bournemouth,Tyrone Mings,ENG,DF,25,1993,1.6,0,0,0,0,1,0,1,7,3,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Alireza Jahanbakhsh,IRN,"MF,FW",24,1993,11.3,2,0,0,19,8,6,23,11,19,0,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Anthony Knockaert,FRA,"MF,FW",26,1991,20.4,4,1,0,23,20,3,107,29,21,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Beram Kayal,ISR,MF,30,1988,10.4,4,0,0,18,7,0,10,16,17,0,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Bernardo,BRA,DF,23,1995,19.5,4,0,0,18,24,2,32,33,43,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Bruno,ESP,DF,37,1980,12.6,2,0,0,4,9,3,17,10,17,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Dale Stephens,ENG,MF,29,1989,27.6,6,1,0,44,10,0,2,49,61,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,David Button,ENG,GK,29,1989,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Davy Pröpper,NED,MF,26,1991,28.3,2,0,0,34,19,2,19,52,29,0,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Florin Andone,ROU,FW,25,1993,9.8,5,0,0,28,20,4,5,5,5,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Gaëtan Bong,CMR,DF,30,1988,20.1,0,0,0,11,4,0,57,24,12,0,2,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Glenn Murray,ENG,FW,34,1983,27.9,5,0,0,80,54,38,8,2,9,1,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,José Izquierdo,COL,"MF,FW",26,1992,8.8,1,0,0,6,6,4,7,5,9,1,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Jürgen Locadia,CUW,"MF,FW",24,1993,13.7,1,0,0,22,11,11,12,9,10,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Leon Balogun,NGA,DF,30,1988,6.6,2,0,0,5,2,1,0,15,6,0,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Lewis Dunk,ENG,DF,26,1991,35.0,7,2,1,22,15,0,2,51,27,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Martín Montoya,ESP,DF,27,1991,24.1,4,0,0,29,17,0,37,49,32,0,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Mathew Ryan,AUS,GK,26,1992,34.0,2,0,0,1,3,0,0,0,0,0,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Pascal Groß,GER,MF,27,1991,20.7,1,0,0,12,14,5,141,15,11,1,1,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Shane Duffy,IRL,DF,26,1992,34.3,4,1,0,23,10,4,2,36,22,1,2,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Solly March,ENG,"MF,FW",24,1994,27.4,1,0,0,29,30,7,153,28,28,1,0,0,2018-2019,misc
ENG-Premier League,2018,Brighton,Yves Bissouma,MLI,MF,21,1996,19.7,5,0,0,40,25,2,8,31,29,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Aaron Lennon,ENG,MF,31,1987,13.5,1,0,0,12,16,0,24,8,17,0,1,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Ashley Barnes,ENG,FW,28,1989,26.5,8,0,0,53,65,23,6,3,18,1,0,1,2018-2019,misc
ENG-Premier League,2018,Burnley,Ashley Westwood,ENG,MF,28,1990,31.4,5,0,0,30,22,1,88,46,34,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Ben Gibson,ENG,DF,25,1993,0.7,1,0,0,2,0,0,0,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Ben Mee,ENG,DF,28,1989,38.0,9,0,0,28,20,0,4,44,26,0,2,2,2018-2019,misc
ENG-Premier League,2018,Burnley,Charlie Taylor,ENG,DF,24,1993,36.0,2,0,0,15,48,1,119,35,29,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Chris Wood,NZL,FW,26,1991,28.8,2,0,0,28,24,53,13,3,9,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Dwight McNeil,ENG,MF,18,1999,17.7,2,0,0,15,10,1,118,14,23,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Jack Cork,ENG,MF,29,1989,36.8,6,0,0,32,37,4,14,29,28,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,James Tarkowski,ENG,DF,25,1992,34.3,8,0,0,35,32,4,6,40,38,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Jeff Hendrick,IRL,MF,26,1992,22.9,4,0,0,18,13,9,24,13,14,0,1,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Joe Hart,ENG,GK,31,1987,19.0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Jóhann Berg Guðmundsson,ISL,MF,27,1990,19.5,2,0,0,10,22,2,118,31,11,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Kevin Long,IRL,DF,27,1990,5.7,0,0,0,3,5,0,0,6,10,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Matthew Lowton,ENG,DF,29,1989,19.4,7,0,0,22,12,0,59,26,33,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Matěj Vydra,CZE,MF,26,1992,3.5,1,0,0,7,1,2,1,1,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Peter Crouch,ENG,FW,37,1981,1.0,1,0,0,3,0,0,0,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Phil Bardsley,SCO,DF,33,1985,18.6,9,0,0,22,11,0,37,27,19,0,0,1,2018-2019,misc
ENG-Premier League,2018,Burnley,Robbie Brady,IRL,MF,26,1992,8.0,3,1,0,12,4,0,53,8,7,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Sam Vokes,WAL,FW,28,1989,10.2,0,0,0,14,9,8,1,0,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Stephen Ward,IRL,DF,32,1985,2.5,1,0,0,2,3,0,8,3,3,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Steven Defour,BEL,MF,30,1988,5.0,0,0,0,1,2,0,4,7,4,0,0,0,2018-2019,misc
ENG-Premier League,2018,Burnley,Tom Heaton,ENG,GK,32,1986,19.0,3,0,0,1,2,0,0,0,1,0,1,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Aron Gunnarsson,ISL,MF,29,1989,25.2,5,0,0,27,30,0,13,38,28,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Bobby De Cordova-Reid,JAM,"MF,FW",25,1993,15.8,0,0,0,6,27,11,7,4,9,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Bruno Ecuele Manga,GAB,DF,30,1988,37.5,0,0,0,15,11,1,20,79,37,0,2,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Callum Paterson,SCO,"FW,MF",23,1994,22.2,4,0,0,42,30,12,24,8,15,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Danny Ward,ENG,FW,26,1991,4.9,0,0,0,2,7,3,3,1,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Gary Madine,ENG,FW,27,1990,0.4,0,0,0,2,1,0,0,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Greg Cunningham,IRL,DF,27,1991,7.0,3,0,0,8,13,0,7,14,9,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Harry Arter,IRL,MF,28,1989,22.2,10,0,0,25,14,2,17,21,37,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Jazz Richards,WAL,"DF,MF",27,1991,1.5,0,0,0,0,0,0,0,2,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Joe Bennett,ENG,DF,28,1990,29.3,5,0,0,21,35,1,43,57,31,0,1,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Joe Ralls,ENG,MF,24,1993,21.8,4,1,0,29,11,1,79,27,24,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Josh Murphy,ENG,"MF,FW",23,1995,20.2,2,0,0,14,54,11,74,12,15,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Junior Hoilett,CAN,MF,28,1990,23.8,4,0,0,35,38,8,84,29,25,1,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Kadeem Harris,ENG,MF,25,1993,4.2,1,0,0,4,5,1,15,3,6,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Kenneth Zohore,DEN,FW,24,1994,8.4,1,0,0,14,20,4,8,2,3,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Leandro Bacuna,CUW,MF,26,1991,6.2,2,0,0,13,3,0,7,13,9,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Lee Peltier,ENG,DF,31,1986,17.2,4,0,0,15,6,0,6,17,25,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Loïc Damour,FRA,MF,27,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Nathaniel Mendez-Laing,GUA,MF,26,1992,10.9,0,0,0,7,3,3,26,11,27,1,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Neil Etheridge,PHI,GK,28,1990,38.0,2,0,0,0,5,0,0,6,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Oumar Niasse,SEN,FW,28,1990,10.3,0,0,0,8,17,9,5,2,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Rhys Healey,WAL,FW,23,1994,0.6,0,0,0,1,1,0,3,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Sean Morrison,ENG,DF,27,1991,33.8,6,0,0,32,21,9,5,54,18,0,3,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Sol Bamba,CIV,DF,33,1985,27.5,7,0,0,35,13,3,1,84,43,0,2,0,2018-2019,misc
ENG-Premier League,2018,Cardiff City,Víctor Camarasa,ESP,MF,24,1994,28.5,6,0,0,25,29,1,123,33,17,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Andreas Christensen,DEN,DF,22,1996,6.9,1,0,0,8,4,0,0,4,5,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Antonio Rüdiger,GER,DF,25,1993,31.9,7,0,0,29,15,1,1,29,17,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Callum Hudson-Odoi,ENG,FW,17,2000,4.4,0,0,0,1,6,3,22,3,6,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Cesc Fàbregas,ESP,MF,31,1987,2.0,1,0,0,1,3,0,1,1,4,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,César Azpilicueta,ESP,DF,28,1989,37.8,4,0,0,40,15,2,119,44,65,1,1,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,David Luiz,BRA,DF,31,1987,36.0,3,0,0,34,29,0,6,36,32,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Davide Zappacosta,ITA,DF,26,1992,1.4,0,0,0,2,1,0,1,3,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Eden Hazard,BEL,FW,27,1991,32.5,2,0,0,12,104,11,145,10,9,1,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Emerson Palmieri,ITA,DF,23,1994,7.4,0,0,0,8,6,0,28,6,10,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Gary Cahill,ENG,DF,32,1985,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Gonzalo Higuaín,ARG,FW,30,1987,12.1,0,0,0,6,2,11,2,1,7,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Jorginho,ITA,MF,26,1991,35.1,8,0,0,33,22,0,2,67,42,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Kepa Arrizabalaga,ESP,GK,23,1994,36.0,2,0,0,0,4,0,0,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Marcos Alonso,ESP,DF,27,1990,30.7,6,0,0,28,37,2,98,38,46,2,1,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Mateo Kovačić,CRO,MF,24,1994,19.3,3,0,0,19,33,0,8,9,27,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,N'Golo Kanté,FRA,MF,27,1991,34.4,3,0,0,35,15,6,19,45,42,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Olivier Giroud,FRA,FW,31,1986,9.4,1,0,0,12,6,6,1,3,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Pedro,ESP,FW,31,1987,19.8,2,0,0,17,26,8,61,17,15,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Ross Barkley,ENG,MF,24,1993,13.8,1,0,0,14,27,0,6,9,11,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Ruben Loftus-Cheek,ENG,MF,22,1996,11.1,0,0,0,10,23,2,2,13,13,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Victor Moses,NGA,"FW,MF",27,1990,0.3,0,0,0,1,1,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Willian,BRA,FW,29,1988,23.3,2,0,0,12,31,11,170,14,20,1,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Willy Caballero,ARG,GK,36,1981,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Chelsea,Álvaro Morata,ESP,FW,25,1992,10.5,3,0,0,19,16,20,3,0,5,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Aaron Wan-Bissaka,COD,DF,20,1997,34.8,4,1,0,23,16,3,56,86,90,0,1,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Alexander Sørloth,NOR,FW,22,1995,2.1,0,0,0,4,2,0,1,0,1,0,1,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Andros Townsend,ENG,"FW,MF",27,1991,33.4,1,0,0,10,57,9,163,37,34,1,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Bakary Sako,MLI,"FW,MF",30,1988,0.3,0,0,0,1,0,1,3,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Cheikhou Kouyaté,SEN,MF,28,1989,21.1,3,0,0,35,17,4,8,17,32,1,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Christian Benteke,BEL,FW,27,1990,9.0,1,0,0,18,9,10,1,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Connor Wickham,ENG,"FW,MF",25,1993,0.7,0,0,0,3,0,0,1,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,James McArthur,SCO,MF,30,1987,34.0,7,0,0,61,39,2,16,43,50,0,1,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,James Tomkins,ENG,DF,29,1989,28.4,5,0,0,16,12,2,1,39,23,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Jason Puncheon,ENG,MF,32,1986,0.1,0,0,0,3,0,0,0,0,1,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Jeffrey Schlupp,GHA,MF,25,1992,18.6,1,0,0,25,14,0,18,22,22,1,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Joel Ward,ENG,DF,28,1989,6.1,1,0,0,8,6,1,8,10,8,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Jordan Ayew,GHA,FW,26,1991,13.1,3,0,0,32,25,9,15,7,24,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Julián Speroni,ARG,GK,39,1979,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Luka Milivojević,SRB,MF,27,1991,38.0,10,0,0,60,39,0,183,72,70,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Luke Dreher,ENG,MF,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Mamadou Sakho,FRA,DF,28,1990,26.8,2,0,0,6,13,0,0,42,16,0,2,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Martin Kelly,ENG,DF,28,1990,12.3,2,0,0,6,1,0,3,11,13,0,0,1,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Max Meyer,GER,MF,22,1995,15.7,3,0,0,10,18,1,25,17,20,1,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Michy Batshuayi,BEL,FW,24,1993,8.3,0,0,0,7,2,13,1,3,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Pape Souaré,SEN,DF,28,1990,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Patrick van Aanholt,NED,DF,27,1990,35.5,3,0,0,12,14,11,42,42,27,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Scott Dann,ENG,DF,31,1987,7.4,1,0,0,4,0,0,0,5,2,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Vicente Guaita,ESP,GK,31,1987,19.5,2,0,0,1,6,0,0,0,0,0,1,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Wayne Hennessey,WAL,GK,31,1987,17.5,0,0,0,0,1,0,0,0,0,0,0,0,2018-2019,misc
ENG-Premier League,2018,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",25,1992,33.7,10,2,1,45,102,16,37,9,19,6,0,0,2018-2019,misc
ENG-Premier League,2018,Everton,Ademola Lookman,NGA,MF,20,1997,6.9,0,0,0,8,22,2,16,8,8,0,0,0,2018-2019,misc
ENG-Premier League,2018,Everton,André Gomes,POR,MF,25,1993,22.0,7,0,0,49,27,0,16,20,25,0,0,0,2018-2019,misc
ENG-Premier League,2018,Everton,Bernard,BRA,MF,25,1992,23.5,5,0,0,17,27,2,51,27,29,0,0,0,2018-2019,misc
