model,scenario,prediction_type,target_column,prediction_formula,train_target_seasons,validation_target_season,test_target_season,forecast_target_season,category_rule,test_mae_mio,test_rmse_mio,test_r2,test_category_accuracy,training_rows_before_sampling,training_rows_final_model,python_version,sklearn_version,xgboost_version
xgboost_regressor,no_sampling,anchored_log_growth_regression,next_season_log_growth,current_market_value_mio * exp(predicted_log_growth),2018-2022,2023,2024,2025,Rendah <15 | Menengah 15-35 | Tinggi >35,6.077334850807802,9.959403700433247,0.8057884238795245,0.7823185988323603,8090,8090,3.12.8,1.8.0,3.3.0
