model,scenario,split,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,recall_tinggi,params
xgboost,class_weight_balanced,validation,0.6964017991004497,0.6938464069398576,0.6996066327765673,0.6939311151863629,0.6946075202144817,0.6714285714285714,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 3}"
xgboost,hybrid_sampling_light,validation,0.6934032983508246,0.6994009923050952,0.6952173461977383,0.6938551007593236,0.6917183957944815,0.6619047619047619,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 3}"
random_forest,class_weight_balanced,validation,0.6881559220389805,0.6891815129083455,0.7087828958743992,0.6937755605934961,0.6855248396059729,0.7380952380952381,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'log2', 'class_weight': 'balanced'}"
xgboost,class_weight_balanced,validation,0.6934032983508246,0.6949244286854551,0.6988077947228275,0.6935378350998173,0.6913893880911436,0.6761904761904762,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.03, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,hybrid_sampling_light,validation,0.6911544227886057,0.6935778078553558,0.7019279316664937,0.6935058549958054,0.6887911975882262,0.6952380952380952,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 5}"
logistic_regression,hybrid_sampling_light,validation,0.6889055472263869,0.6913502273233446,0.6999282429020992,0.6932135553853666,0.6873972945582669,0.7047619047619048,"{'C': 1.0, 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.691904047976012,0.6900240526898956,0.704588131548916,0.6931027968942166,0.6894168119824846,0.7047619047619048,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 1, 'reg_lambda': 3}"
random_forest,class_weight_balanced,validation,0.6896551724137931,0.6911211748977588,0.7090094062316284,0.6929201412832611,0.6860688350829066,0.7238095238095238,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced'}"
random_forest,class_weight_balanced,validation,0.6881559220389805,0.6916213393084263,0.7074229691876751,0.6927481949841944,0.684839442864514,0.7238095238095238,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced_subsample'}"
xgboost,class_weight_balanced,validation,0.6926536731634183,0.6969728507996504,0.6943311892658297,0.6926838275100166,0.6910007425738044,0.6619047619047619,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 1}"
xgboost,hybrid_sampling_light,validation,0.6926536731634183,0.6980733106742981,0.6923289068713906,0.6926727651664102,0.6913736783686795,0.6571428571428571,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 1}"
random_forest,no_sampling,validation,0.6964017991004497,0.7233693186799058,0.6769910433309126,0.6926485294764196,0.6953936142811986,0.580952380952381,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.6979010494752623,0.7228902270680028,0.6776904588996091,0.6926081034247206,0.6966008050199143,0.5761904761904761,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.6964017991004497,0.725914937235692,0.6755463913960646,0.6925032603127098,0.6954797287226983,0.5761904761904761,"{'n_estimators': 500, 'max_depth': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.697151424287856,0.7237405766067004,0.6771760556074282,0.6924739619268495,0.6958834951286295,0.5761904761904761,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.697151424287856,0.7237376312458931,0.6773619324272918,0.6924413128838,0.6958549155985265,0.5761904761904761,"{'n_estimators': 500, 'max_depth': 15, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,class_weight_balanced,validation,0.6874062968515742,0.6926703855264472,0.7043910156655255,0.6923672389402507,0.6844034164846435,0.7142857142857143,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced_subsample'}"
xgboost,class_weight_balanced,validation,0.6896551724137931,0.6877340831688622,0.7077082684925822,0.6923142787909656,0.6866289721110869,0.7238095238095238,"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.03, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 1}"
random_forest,no_sampling,validation,0.697151424287856,0.7223577457048506,0.6771760556074282,0.6920848171871485,0.695838234970559,0.5761904761904761,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,hybrid_sampling_light,validation,0.6896551724137931,0.7018224151876818,0.689012518587682,0.6920195874191508,0.6885587564311284,0.6523809523809524,"{'n_estimators': 300, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.697151424287856,0.7213259756364,0.6750890479648649,0.6919872497176572,0.6964272790934257,0.580952380952381,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 5, 'max_features': 'log2', 'class_weight': None}"
xgboost,hybrid_sampling_light,validation,0.691904047976012,0.6910924813419467,0.7001106615485702,0.6919112984914978,0.6896766235255135,0.6857142857142857,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1}"
xgboost,class_weight_balanced,validation,0.6941529235382309,0.6914875486174954,0.698249299719888,0.691866927199038,0.6921565307075118,0.6714285714285714,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1}"
random_forest,hybrid_sampling_light,validation,0.6874062968515742,0.6889028504301348,0.7103131376007193,0.691828362216488,0.6837031531805102,0.7380952380952381,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,hybrid_sampling_light,validation,0.6911544227886057,0.7005972298178712,0.6884107964173324,0.6918014454333313,0.6901656743281183,0.6476190476190476,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,class_weight_balanced,validation,0.6941529235382309,0.6926366160499287,0.6973622782446313,0.6917825958291908,0.6921239063188807,0.6666666666666666,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.03, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,no_sampling,validation,0.7001499250374813,0.7254421635555769,0.6734126984126986,0.6917644195740844,0.6989773711878747,0.5619047619047619,"{'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 5}"
random_forest,class_weight_balanced,validation,0.6881559220389805,0.685178535550235,0.7100416709893834,0.6917314526435825,0.6853736822885629,0.7428571428571429,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 5, 'max_features': 'log2', 'class_weight': 'balanced_subsample'}"
random_forest,no_sampling,validation,0.6949025487256372,0.7210387411832476,0.675548120482761,0.6916658645316515,0.6942286794662276,0.5857142857142857,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.691904047976012,0.6952133580705008,0.6921438945948749,0.6916286519097531,0.69082911268353,0.6619047619047619,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 1}"
xgboost,class_weight_balanced,validation,0.6926536731634183,0.6898362598878007,0.7011826953003424,0.6915417744586198,0.6901777737202521,0.6857142857142857,"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 3}"
random_forest,class_weight_balanced,validation,0.6881559220389805,0.6869098030385538,0.7095687657779162,0.6914665427189313,0.6844853795794867,0.7333333333333333,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': 'balanced'}"
random_forest,hybrid_sampling_light,validation,0.6889055472263869,0.6872265645705152,0.7088243939551129,0.6914348855510747,0.6855651688360265,0.7285714285714285,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,class_weight_balanced,validation,0.6866566716641679,0.6872730578780969,0.7088693502092195,0.6914178817972791,0.6833572953212753,0.7380952380952381,"{'n_estimators': 500, 'max_depth': 15, 'min_samples_leaf': 2, 'max_features': 'log2', 'class_weight': 'balanced'}"
xgboost,hybrid_sampling_light,validation,0.6926536731634183,0.6939962712699241,0.694888819725421,0.6912622225991627,0.6907494916577898,0.6619047619047619,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 1}"
xgboost,hybrid_sampling_light,validation,0.6896551724137931,0.6946676255186892,0.6944193726873465,0.6912500747155992,0.6878823116950774,0.6714285714285714,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,no_sampling,validation,0.697151424287856,0.7188734777962967,0.6745314175052738,0.6911107226445076,0.6964029257012285,0.580952380952381,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,no_sampling,validation,0.6986506746626686,0.7209241339522198,0.6734144274993948,0.6909557474376431,0.6977093524479365,0.5714285714285714,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 1}"
random_forest,hybrid_sampling_light,validation,0.6874062968515742,0.685997147960223,0.7112001590759761,0.6909018381317892,0.6836405013727961,0.7428571428571429,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,hybrid_sampling_light,validation,0.6866566716641679,0.687934027214387,0.7099846111284019,0.6908694392184359,0.6827657504981085,0.7380952380952381,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.6949025487256372,0.722005392082374,0.6747034616315662,0.6906470436559667,0.6938459944039277,0.5761904761904761,"{'n_estimators': 500, 'max_depth': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,hybrid_sampling_light,validation,0.6881559220389805,0.686368703760008,0.7084958674827956,0.6904555611007787,0.684678346819093,0.7285714285714285,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,hybrid_sampling_light,validation,0.6889055472263869,0.6924485364578437,0.695721374969741,0.690228008237717,0.6867264161387973,0.6761904761904762,"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 3}"
random_forest,hybrid_sampling_light,validation,0.6851574212893553,0.681377819062604,0.7115321437216862,0.6900323838887964,0.6822165765929394,0.7619047619047619,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 5, 'max_features': 'log2', 'class_weight': None}"
xgboost,hybrid_sampling_light,validation,0.6911544227886057,0.6962921117143884,0.6891543036967874,0.6900210397639785,0.6898445942584616,0.6476190476190476,"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 3}"
xgboost,class_weight_balanced,validation,0.6911544227886057,0.6897319595228669,0.6972645848462843,0.6900123114549146,0.6890416032269739,0.6761904761904762,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 3}"
logistic_regression,hybrid_sampling_light,validation,0.684407796101949,0.6873458665857665,0.6971712141646783,0.6899080187549819,0.6829421893060907,0.7095238095238096,"{'C': 0.3, 'class_weight': None}"
xgboost,hybrid_sampling_light,validation,0.6911544227886057,0.6899361358820372,0.6960058097312999,0.6897388913402298,0.6891278079521792,0.6714285714285714,"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 1, 'reg_lambda': 1}"
logistic_regression,no_sampling,validation,0.6956521739130435,0.7254646764043544,0.6697262855759588,0.6897271537124796,0.6948769743906221,0.5666666666666667,"{'C': 3.0, 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.6911544227886057,0.6881347435049198,0.6985233599612686,0.6897090141408633,0.6889121980612753,0.680952380952381,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.03, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 5}"
logistic_regression,class_weight_balanced,validation,0.6851574212893553,0.6871130532974142,0.6973562264411938,0.6895753147203824,0.6834534083992527,0.7047619047619048,"{'C': 0.3, 'class_weight': 'balanced'}"
xgboost,no_sampling,validation,0.6979010494752623,0.7199240718585438,0.6721988795518209,0.6895678572415167,0.6968443640191773,0.5666666666666667,"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 5}"
random_forest,class_weight_balanced,validation,0.684407796101949,0.6871642261685316,0.706810872497147,0.6895410136790893,0.6807568806590851,0.7333333333333333,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced'}"
xgboost,class_weight_balanced,validation,0.6889055472263869,0.6970788970788971,0.6868675865407892,0.6893454819555876,0.6878148039430975,0.6476190476190476,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 1}"
random_forest,no_sampling,validation,0.6926536731634183,0.7217093253280247,0.671673237196113,0.6891010752684523,0.6919242794027642,0.5761904761904761,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.6896551724137931,0.687707626577962,0.6991250821316181,0.6890792037416432,0.6870335560511711,0.6857142857142857,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 5}"
xgboost,class_weight_balanced,validation,0.6904047976011994,0.6946488812659294,0.6871528858456962,0.6890692989028272,0.6894973111379037,0.6476190476190476,"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 3}"
random_forest,no_sampling,validation,0.6941529235382309,0.7237888024694182,0.6711138776498253,0.6889818769324024,0.6931724479081864,0.5666666666666667,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
logistic_regression,class_weight_balanced,validation,0.6866566716641679,0.6864792486421764,0.6971686205346336,0.6888933987935122,0.6846765280457976,0.6952380952380952,"{'C': 1.0, 'class_weight': 'balanced'}"
random_forest,hybrid_sampling_light,validation,0.6859070464767616,0.6839107055719001,0.7090984541964934,0.6888224844032872,0.6820859853890141,0.7380952380952381,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.6911544227886057,0.689795915433214,0.693674136321195,0.6888057291737647,0.6892199875551361,0.6619047619047619,"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 1, 'reg_lambda': 1}"
random_forest,no_sampling,validation,0.691904047976012,0.7185396184542122,0.6726034858387799,0.6885876971790065,0.6911365811642352,0.580952380952381,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.6889055472263869,0.6897862183478621,0.6899004046062869,0.6878589983211293,0.6877804172340473,0.6619047619047619,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 5}"
random_forest,class_weight_balanced,validation,0.6836581709145427,0.6843064812131749,0.7079269979596777,0.6878489434105782,0.6794107993022219,0.7380952380952381,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': 'balanced'}"
random_forest,class_weight_balanced,validation,0.6829085457271364,0.6808966280365003,0.7102171732890686,0.6877959121145304,0.6791594539090549,0.7571428571428571,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_leaf': 5, 'max_features': 'log2', 'class_weight': 'balanced'}"
xgboost,no_sampling,validation,0.6949025487256372,0.7168019882934432,0.6702847805788982,0.6876113538250355,0.6940336890382105,0.5714285714285714,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 5}"
random_forest,no_sampling,validation,0.6911544227886057,0.7167055353705205,0.670602067987689,0.6873575089649372,0.6905578685143171,0.580952380952381,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.6904047976011994,0.7200115927020067,0.6697582736798422,0.687326206160575,0.6897567371361331,0.5761904761904761,"{'n_estimators': 300, 'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.6896551724137931,0.6879533055684393,0.6924594529169692,0.687209809884051,0.6877650714236777,0.6619047619047619,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,no_sampling,validation,0.6956521739130435,0.7200263585721806,0.6677240031815194,0.6870404280753702,0.6946446841445066,0.5619047619047619,"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 3}"
xgboost,hybrid_sampling_light,validation,0.6866566716641679,0.6890288118393197,0.6914747380433655,0.6868345918265185,0.6846326124246097,0.6666666666666666,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.03, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 5}"
xgboost,class_weight_balanced,validation,0.6889055472263869,0.6908664769747629,0.6846370647024242,0.6865465582277172,0.6883380676722831,0.6476190476190476,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 5}"
random_forest,class_weight_balanced,validation,0.6814092953523239,0.6788415739810355,0.7097036345402358,0.68654436521149,0.6777957350708076,0.7619047619047619,"{'n_estimators': 500, 'max_depth': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'class_weight': 'balanced'}"
xgboost,class_weight_balanced,validation,0.6881559220389805,0.6880831734801491,0.6881272261991217,0.6862235856771554,0.6870709764382198,0.6571428571428571,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 5}"
xgboost,no_sampling,validation,0.6926536731634183,0.7163772067145363,0.6679980634229,0.686028565721085,0.6918985223603233,0.5714285714285714,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 1}"
xgboost,hybrid_sampling_light,validation,0.6889055472263869,0.696929667648219,0.6798725663104749,0.6856408119647884,0.6878669773919199,0.6190476190476191,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 1}"
logistic_regression,no_sampling,validation,0.6926536731634183,0.7241923199737642,0.6642641007020093,0.6852657224407382,0.691646875920386,0.5523809523809524,"{'C': 0.3, 'class_weight': None}"
random_forest,class_weight_balanced,validation,0.6889055472263869,0.713748426514384,0.6683153508316907,0.6851067240022792,0.6883741919403449,0.580952380952381,"{'n_estimators': 300, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced_subsample'}"
random_forest,class_weight_balanced,validation,0.6814092953523239,0.6822467799023433,0.7026074627381816,0.6850108091388171,0.677606104787408,0.7238095238095238,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'class_weight': 'balanced_subsample'}"
random_forest,no_sampling,validation,0.6874062968515742,0.7128882139182777,0.6681735657225852,0.68480695185574,0.68699962517144,0.5857142857142857,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
random_forest,no_sampling,validation,0.6881559220389805,0.7132418409014153,0.6678009475395097,0.6845962594795636,0.6876303066088911,0.580952380952381,"{'n_estimators': 300, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
xgboost,no_sampling,validation,0.6904047976011994,0.7079998961558182,0.6694876716118546,0.6845541078304462,0.6897994928492449,0.5857142857142857,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 5}"
xgboost,hybrid_sampling_light,validation,0.6866566716641679,0.6918021723274895,0.6824774354186118,0.6843732074921914,0.6852986459103247,0.6333333333333333,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 3, 'reg_lambda': 1}"
logistic_regression,no_sampling,validation,0.6911544227886057,0.7218800438438006,0.6633788083134488,0.6843127746638884,0.6902938566065954,0.5571428571428572,"{'C': 1.0, 'class_weight': None}"
xgboost,class_weight_balanced,validation,0.684407796101949,0.6927652534024623,0.6790330947193692,0.684131874872106,0.6838901253664291,0.638095238095238,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 3}"
xgboost,no_sampling,validation,0.6881559220389805,0.7099469129315921,0.6673868312757202,0.6838550329372314,0.687702717723321,0.5857142857142857,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 3}"
logistic_regression,hybrid_sampling_light,validation,0.6806596701649176,0.6781191133549282,0.694599197703773,0.68353982842094,0.6790040373811378,0.7095238095238096,"{'C': 3.0, 'class_weight': None}"
random_forest,no_sampling,validation,0.6859070464767616,0.71250921284478,0.6651848393678458,0.6823893818301775,0.6853712702784075,0.5761904761904761,"{'n_estimators': 500, 'max_depth': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None}"
logistic_regression,class_weight_balanced,validation,0.6799100449775113,0.6783799789424861,0.6914237299858215,0.6823368612414885,0.6780274525105541,0.6952380952380952,"{'C': 3.0, 'class_weight': 'balanced'}"
xgboost,hybrid_sampling_light,validation,0.6836581709145427,0.6964251583924451,0.6738977072310406,0.6820265781831628,0.6829537203404004,0.6142857142857143,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 3}"
xgboost,hybrid_sampling_light,validation,0.6814092953523239,0.6878694827630998,0.6780907424698274,0.6808591773828918,0.6805232339430202,0.638095238095238,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 5}"
xgboost,class_weight_balanced,validation,0.6814092953523239,0.6801060282310282,0.6878739149980979,0.6803368458065785,0.6790855566127898,0.6666666666666666,"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'min_child_weight': 1, 'reg_lambda': 5}"
xgboost,class_weight_balanced,validation,0.6806596701649176,0.6901450943418515,0.6743152816682229,0.6800809665981838,0.6800780843961974,0.6285714285714286,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'min_child_weight': 5, 'reg_lambda': 1}"
xgboost,class_weight_balanced,validation,0.6799100449775113,0.6914789434035624,0.6715703565376767,0.6797947322247477,0.6797441167560735,0.6285714285714286,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 3}"
xgboost,hybrid_sampling_light,validation,0.6821589205397302,0.6927769411607742,0.6710948576961648,0.6788630254419915,0.6811683615060085,0.6047619047619047,"{'n_estimators': 800, 'max_depth': 4, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'reg_lambda': 3}"
xgboost,no_sampling,validation,0.679160419790105,0.6969940846869042,0.6606563613099561,0.6750172098942113,0.6787346062447059,0.5857142857142857,"{'n_estimators': 800, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 5, 'reg_lambda': 3}"
