league,country,league_rank,season,club_name,club_url,squad_size,club_total_mv_raw
Ligue 1,France,5,2022,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2022,32,€368.30m
Ligue 1,France,5,2022,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2022,34,€350.95m
Ligue 1,France,5,2022,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2022,37,€331.55m
Ligue 1,France,5,2022,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2022,41,€310.80m
Ligue 1,France,5,2022,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2022,33,€247.95m
Ligue 1,France,5,2022,RC Lens,/rc-lens/startseite/verein/826/saison_id/2022,39,€238.15m
Ligue 1,France,5,2022,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2022,42,€175.45m
Ligue 1,France,5,2022,Stade Reims,/stade-reims/startseite/verein/1421/saison_id/2022,40,€159.05m
Ligue 1,France,5,2022,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2022,39,€142.90m
Ligue 1,France,5,2022,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2022,36,€123.55m
Ligue 1,France,5,2022,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2022,37,€119.28m
Ligue 1,France,5,2022,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2022,37,€104.80m
Ligue 1,France,5,2022,Stade Brestois 29,/stade-brest-29/startseite/verein/3911/saison_id/2022,32,€76.65m
Ligue 1,France,5,2022,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2022,41,€76.30m
Ligue 1,France,5,2022,Angers SCO,/sco-angers/startseite/verein/1420/saison_id/2022,44,€71.80m
Ligue 1,France,5,2022,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2022,42,€54.80m
Ligue 1,France,5,2022,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524/saison_id/2022,33,€48.00m
Ligue 1,France,5,2022,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2022,41,€27.00m
Ligue 1,France,5,2023,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2023,36,€1.02bn
Ligue 1,France,5,2023,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2023,40,€398.55m
Ligue 1,France,5,2023,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2023,36,€375.35m
Ligue 1,France,5,2023,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2023,41,€328.90m
Ligue 1,France,5,2023,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2023,49,€311.40m
Ligue 1,France,5,2023,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2023,39,€305.95m
Ligue 1,France,5,2023,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2023,38,€268.78m
Ligue 1,France,5,2023,RC Lens,/rc-lens/startseite/verein/826/saison_id/2023,38,€205.60m
Ligue 1,France,5,2023,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2023,39,€157.70m
Ligue 1,France,5,2023,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2023,37,€145.58m
Ligue 1,France,5,2023,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2023,39,€145.20m
Ligue 1,France,5,2023,Stade Reims,/stade-reims/startseite/verein/1421/saison_id/2023,39,€134.55m
Ligue 1,France,5,2023,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2023,45,€131.85m
Ligue 1,France,5,2023,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2023,43,€125.90m
Ligue 1,France,5,2023,Stade Brestois 29,/stade-brest-29/startseite/verein/3911/saison_id/2023,31,€115.15m
Ligue 1,France,5,2023,Le Havre AC,/ac-le-havre/startseite/verein/738/saison_id/2023,35,€72.50m
Ligue 1,France,5,2023,FC Metz,/fc-metz/startseite/verein/347/saison_id/2023,37,€65.40m
Ligue 1,France,5,2023,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524/saison_id/2023,36,€61.35m
Ligue 1,France,5,2024,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2024,34,€1.14bn
Ligue 1,France,5,2024,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2024,37,€411.15m
Ligue 1,France,5,2024,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2024,40,€358.00m
Ligue 1,France,5,2024,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2024,40,€336.55m
Ligue 1,France,5,2024,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2024,37,€309.85m
Ligue 1,France,5,2024,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2024,42,€307.85m
Ligue 1,France,5,2024,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2024,43,€294.70m
Ligue 1,France,5,2024,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2024,41,€227.05m
Ligue 1,France,5,2024,RC Lens,/rc-lens/startseite/verein/826/saison_id/2024,43,€221.45m
Ligue 1,France,5,2024,Stade Reims,/stade-reims/startseite/verein/1421/saison_id/2024,40,€152.50m
Ligue 1,France,5,2024,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2024,34,€121.60m
Ligue 1,France,5,2024,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2024,34,€114.65m
Ligue 1,France,5,2024,Stade Brestois 29,/stade-brest-29/startseite/verein/3911/saison_id/2024,37,€110.65m
Ligue 1,France,5,2024,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2024,39,€86.90m
Ligue 1,France,5,2024,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2024,39,€81.60m
Ligue 1,France,5,2024,Le Havre AC,/ac-le-havre/startseite/verein/738/saison_id/2024,42,€70.55m
Ligue 1,France,5,2024,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2024,40,€65.85m
Ligue 1,France,5,2024,Angers SCO,/sco-angers/startseite/verein/1420/saison_id/2024,38,€51.65m
