age,age_peak_distance,is_peak_age,height_m,preferred_foot,pos_category,is_goalkeeper,is_defender,is_midfielder,is_forward,league,league_rank,club_total_mv_mio,club_total_mv_rank_league_season,club_total_mv_pct_league_season,club_mv_relative_to_league_avg,prev_season_mv,two_seasons_ago_mv,has_prev_mv,mv_history_count,prev_growth_rate_clipped,prev_season_mv_log,prev_mv_category,two_seasons_ago_mv_category,prev_mv_to_club_total_ratio,minutes,goals,assists,yellow_cards,shots_total,shots_on_target,starts_rate,goals_per_90,assists_per_90,goal_assist_per_90,shots_per_90,has_performance_stats,season,market_value_category,_source_row_id,_oversampling_status,_is_oversampled_duplicate
28.0,1.0,1,1.72,right,Defender,0,1,0,0,Ligue 1,5,467.95,2.0,0.1689814814814814,1.5135092075358914,9.0,0.0,1,1,0.0,2.302585092994046,Rendah,No History,0.0192328240196602,1023.0,0.0,1.0,4.0,2.0,1.0,0.6111111111111112,0.0,0.0879765395894428,0.0879765395894428,0.1759530791788856,1,2018,Rendah,797,Original,False
29.0,2.0,1,1.72,right,Defender,0,1,0,0,Ligue 1,5,384.55,2.0,0.2063953488372093,1.2599296036768537,9.0,9.0,1,2,0.0,2.302585092994046,Rendah,Rendah,0.0234039786763749,700.0,0.0,0.0,3.0,5.0,1.0,0.6923076923076923,0.0,0.0,0.0,0.6428571428571429,1,2019,Rendah,798,Original,False
30.0,3.0,0,1.85,right,Attack,0,0,0,1,Premier League,1,192.45,14.0,0.7740524781341108,0.414853068884601,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Rendah,799,Original,False
31.0,4.0,0,1.81,right,Attack,0,0,0,1,Premier League,1,670.45,5.0,0.2997076023391813,1.398740880110199,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,101.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,6.237623762376238,1,2019,Rendah,800,Original,False
31.0,4.0,0,1.94,right,Defender,0,1,0,0,Premier League,1,220.73,11.0,0.6297376093294461,0.4758145902566795,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1435.0,1.0,0.0,4.0,19.0,5.0,0.9411764705882352,0.0627177700348432,0.0,0.0627177700348432,1.1916376306620209,1,2017,Rendah,801,Original,False
29.0,2.0,1,1.84,left,Defender,0,1,0,0,La Liga,2,220.0,8.0,0.6741293532338308,0.4936840924200736,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2416.0,2.0,1.0,10.0,5.0,2.0,1.0,0.0745033112582781,0.037251655629139,0.1117549668874172,0.1862582781456953,1,2017,Rendah,802,Original,False
30.0,3.0,0,1.84,left,Defender,0,1,0,0,La Liga,2,230.65,10.0,0.6927966101694916,0.5124443329390372,12.0,0.0,1,1,0.0,2.5649493574615367,Rendah,No History,0.0520268805549533,1975.0,0.0,0.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,0.3645569620253164,1,2018,Rendah,803,Original,False
32.0,5.0,0,1.78,right,Midfield,0,0,1,0,La Liga,2,96.75,14.0,0.918552036199095,0.2347805892532436,4.0,0.0,1,1,0.0,1.6094379124341005,Below 5,No History,0.041343669250646,1894.0,7.0,1.0,0.0,48.0,15.0,0.5428571428571428,0.3326293558606125,0.0475184794086589,0.3801478352692714,2.2808870116156283,1,2020,Rendah,804,Original,False
27.0,0.0,1,1.82,right,Midfield,0,0,1,0,La Liga,2,220.0,8.0,0.6741293532338308,0.4936840924200736,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1139.0,0.0,0.0,3.0,21.0,6.0,0.5,0.0,0.0,0.0,1.659350307287094,1,2017,Rendah,805,Original,False
28.0,1.0,1,1.82,right,Midfield,0,0,1,0,Serie A,4,119.68,15.0,0.891566265060241,0.306565797315068,7.5,0.0,1,1,0.0,2.1400661634962708,Rendah,No History,0.0626671122994652,1489.0,2.0,2.0,5.0,30.0,6.0,1.0,0.1208865010073875,0.1208865010073875,0.241773002014775,1.8132975151108128,1,2018,Rendah,806,Original,False
29.0,2.0,1,1.82,right,Midfield,0,0,1,0,Serie A,4,129.65,14.0,0.8680851063829788,0.3809729294180212,7.0,7.5,1,2,-0.0666666666666666,2.079441541679836,Rendah,Rendah,0.0539915156189741,2469.0,5.0,5.0,4.0,37.0,16.0,1.0,0.1822600243013365,0.1822600243013365,0.3645200486026731,1.3487241798298906,1,2019,Rendah,807,Original,False
30.0,3.0,0,1.82,right,Midfield,0,0,1,0,Serie A,4,153.6,14.0,0.8523622047244095,0.443762540906345,6.5,7.0,1,3,-0.0714285714285714,2.0149030205422647,Rendah,Rendah,0.0423177083333333,3250.0,9.0,6.0,5.0,60.0,20.0,1.0,0.2492307692307692,0.1661538461538461,0.4153846153846153,1.6615384615384614,1,2020,Rendah,808,Original,False
31.0,4.0,0,1.82,right,Midfield,0,0,1,0,Serie A,4,186.2,11.0,0.7369477911646586,0.5456434015982887,10.0,6.5,1,4,0.5384615384615384,2.3978952727983707,Rendah,Rendah,0.0537056928034371,2622.0,0.0,4.0,6.0,23.0,9.0,0.9142857142857144,0.0,0.137299771167048,0.137299771167048,0.7894736842105263,1,2021,Rendah,809,Original,False
28.0,1.0,1,1.85,right,Attack,0,0,0,1,Premier League,1,169.3,15.0,0.8163265306122449,0.3649499847345438,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2165.0,9.0,0.0,10.0,61.0,22.0,0.5833333333333334,0.3741339491916859,0.0,0.3741339491916859,2.535796766743649,1,2017,Rendah,810,Original,False
29.0,2.0,1,1.85,right,Attack,0,0,0,1,Premier League,1,197.25,16.0,0.8779220779220779,0.3607786305127519,8.0,0.0,1,1,0.0,2.19722457733622,Rendah,No History,0.0405576679340937,2388.0,12.0,2.0,8.0,65.0,30.0,0.7027027027027027,0.4522613065326633,0.0753768844221105,0.5276381909547738,2.449748743718593,1,2018,Rendah,811,Original,False
30.0,3.0,0,1.85,right,Attack,0,0,0,1,Premier League,1,163.88,18.0,0.9342105263157896,0.3418982108023855,10.0,8.0,1,2,0.25,2.3978952727983707,Rendah,Rendah,0.0610202587258969,1352.0,6.0,0.0,4.0,40.0,12.0,0.8947368421052632,0.3994082840236686,0.0,0.3994082840236686,2.662721893491124,1,2019,Rendah,812,Original,False
28.0,1.0,1,1.88,right,Midfield,0,0,1,0,Premier League,1,165.49,17.0,0.89067055393586,0.3567369933474285,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1397.0,1.0,1.0,5.0,12.0,3.0,0.75,0.0644237652111667,0.0644237652111667,0.1288475304223335,0.7730851825340014,1,2017,Rendah,813,Original,False
29.0,2.0,1,1.81,right,Midfield,0,0,1,0,La Liga,2,173.05,9.0,0.7338308457711443,0.3883274190604261,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2932.0,4.0,8.0,3.0,52.0,11.0,0.9714285714285714,0.1227830832196453,0.2455661664392906,0.3683492496589359,1.5961800818553888,1,2017,Menengah,814,Original,False
30.0,3.0,0,1.81,right,Midfield,0,0,1,0,La Liga,2,499.65,4.0,0.3241525423728814,1.1100923952004766,15.0,0.0,1,1,0.0,2.772588722239781,Menengah,No History,0.0300210147102972,2354.0,1.0,3.0,4.0,29.0,4.0,0.8125,0.038232795242141,0.1146983857264231,0.1529311809685641,1.1087510620220902,1,2018,Rendah,815,Original,False
31.0,4.0,0,1.81,right,Midfield,0,0,1,0,La Liga,2,427.8,4.0,0.3595238095238095,1.0006481412691786,14.0,15.0,1,2,-0.0666666666666666,2.70805020110221,Rendah,Menengah,0.0327255726975222,2733.0,1.0,6.0,7.0,16.0,4.0,0.8571428571428571,0.0329308452250274,0.1975850713501646,0.2305159165751921,0.5268935236004391,1,2019,Rendah,816,Original,False
32.0,5.0,0,1.81,right,Midfield,0,0,1,0,La Liga,2,278.85,7.0,0.581447963800905,0.6766776983283409,11.0,14.0,1,3,-0.2142857142857142,2.4849066497880004,Rendah,Rendah,0.039447731755424,2979.0,4.0,1.0,8.0,38.0,12.0,1.0,0.120845921450151,0.0302114803625377,0.1510574018126888,1.148036253776435,1,2020,Rendah,817,Original,False
33.0,6.0,0,1.81,right,Midfield,0,0,1,0,La Liga,2,310.6,7.0,0.5862068965517241,0.7812317557430009,7.0,11.0,1,4,-0.3636363636363636,2.079441541679836,Rendah,Rendah,0.0225370251126851,1582.0,1.0,1.0,6.0,28.0,8.0,1.0,0.056890012642225,0.056890012642225,0.11378002528445,1.5929203539823007,1,2021,Rendah,818,Original,False
29.0,2.0,1,1.89,right,Midfield,0,0,1,0,Premier League,1,196.0,13.0,0.7317784256559767,0.4225055936678711,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1542.0,1.0,0.0,3.0,23.0,3.0,0.782608695652174,0.0583657587548638,0.0,0.0583657587548638,1.3424124513618678,1,2017,Rendah,819,Original,False
30.0,3.0,0,1.89,right,Midfield,0,0,1,0,Premier League,1,239.1,15.0,0.8324675324675325,0.4373240585835182,8.0,0.0,1,1,0.0,2.19722457733622,Rendah,No History,0.0334588038477624,2944.0,1.0,3.0,14.0,18.0,4.0,1.0,0.030570652173913,0.0917119565217391,0.1222826086956521,0.5502717391304348,1,2018,Rendah,820,Original,False
31.0,4.0,0,1.89,right,Midfield,0,0,1,0,Premier League,1,199.6,16.0,0.8669590643274854,0.4164198369304134,8.0,8.0,1,2,0.0,2.19722457733622,Rendah,Rendah,0.0400801603206412,2627.0,0.0,3.0,8.0,19.0,1.0,1.0,0.0,0.1027788351732013,0.1027788351732013,0.6509326227636086,1,2019,Rendah,821,Original,False
29.0,2.0,1,1.73,left,Midfield,0,0,1,0,Serie A,4,653.15,1.0,0.0522388059701492,1.9176105988387109,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1568.0,0.0,0.0,4.0,7.0,1.0,0.9473684210526316,0.0,0.0,0.0,0.4017857142857143,1,2017,Rendah,822,Original,False
30.0,3.0,0,1.73,left,Midfield,0,0,1,0,Serie A,4,617.93,3.0,0.2088353413654618,1.5828559753918778,14.0,0.0,1,1,0.0,2.70805020110221,Rendah,No History,0.0226562879290534,2671.0,0.0,1.0,6.0,10.0,2.0,0.9375,0.0,0.0336952452265069,0.0336952452265069,0.3369524522650692,1,2018,Rendah,823,Original,False
31.0,4.0,0,1.73,left,Midfield,0,0,1,0,Serie A,4,606.05,2.0,0.1361702127659574,1.780861117422227,13.0,14.0,1,2,-0.0714285714285714,2.6390573296152584,Rendah,Rendah,0.0214503753815691,639.0,0.0,1.0,1.0,3.0,1.0,0.875,0.0,0.1408450704225352,0.1408450704225352,0.4225352112676057,1,2019,Rendah,824,Original,False
30.0,3.0,0,1.89,right,Goalkeeper,1,0,0,0,La Liga,2,306.3,5.0,0.4046610169491525,0.6805189645750146,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2970.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2018,Menengah,825,Original,False
31.0,4.0,0,1.89,right,Goalkeeper,1,0,0,0,La Liga,2,294.75,6.0,0.5166666666666667,0.6894367452994165,18.0,0.0,1,1,0.0,2.9444389791664403,Menengah,No History,0.0610687022900763,2925.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2019,Rendah,826,Original,False
27.0,0.0,1,1.88,right,Defender,0,1,0,0,La Liga,2,234.1,9.0,0.6377118644067796,0.5201093359680408,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2682.0,3.0,0.0,3.0,12.0,7.0,0.9375,0.1006711409395973,0.0,0.1006711409395973,0.4026845637583892,1,2018,Rendah,827,Original,False
28.0,1.0,1,1.88,right,Defender,0,1,0,0,La Liga,2,167.0,11.0,0.7785714285714286,0.3906223459372436,8.0,0.0,1,1,0.0,2.19722457733622,Rendah,No History,0.0479041916167664,2888.0,1.0,2.0,10.0,13.0,3.0,0.9411764705882352,0.031163434903047,0.0623268698060941,0.0934903047091412,0.4051246537396122,1,2019,Rendah,828,Original,False
29.0,2.0,1,1.88,right,Defender,0,1,0,0,La Liga,2,155.85,11.0,0.7986425339366516,0.3781969492001862,5.5,8.0,1,2,-0.3125,1.8718021769015916,Rendah,Rendah,0.0352903432787937,2426.0,0.0,0.0,5.0,6.0,1.0,0.7878787878787878,0.0,0.0,0.0,0.2225886232481451,1,2020,Rendah,829,Original,False
31.0,4.0,0,1.9,right,Goalkeeper,1,0,0,0,La Liga,2,65.6,16.0,0.9577114427860696,0.1472076202852583,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2970.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2017,Rendah,830,Original,False
32.0,5.0,0,1.9,right,Goalkeeper,1,0,0,0,Premier League,1,289.0,12.0,0.6987012987012987,0.5285932786726758,5.0,0.0,1,1,0.0,1.791759469228055,Rendah,No History,0.0173010380622837,1754.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2018,Rendah,831,Original,False
28.0,1.0,1,1.92,right,Defender,0,1,0,0,La Liga,2,81.75,13.0,0.8905472636815921,0.1834485207060955,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2868.0,0.0,3.0,7.0,26.0,5.0,0.9411764705882352,0.0,0.0941422594142259,0.0941422594142259,0.8158995815899581,1,2017,Rendah,832,Original,False
29.0,2.0,1,1.92,right,Defender,0,1,0,0,La Liga,2,97.25,16.0,0.8919491525423728,0.216064215817565,7.0,0.0,1,1,0.0,2.079441541679836,Rendah,No History,0.0719794344473007,2727.0,1.0,1.0,6.0,15.0,6.0,1.0,0.033003300330033,0.033003300330033,0.066006600660066,0.495049504950495,1,2018,Rendah,833,Original,False
29.0,2.0,1,1.88,right,Attack,0,0,0,1,Serie A,4,98.58,15.0,0.945273631840796,0.2894251746666464,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2719.0,11.0,0.0,8.0,86.0,30.0,0.9393939393939394,0.364104450165502,0.0,0.364104450165502,2.8466347922030155,1,2017,Rendah,834,Original,False
30.0,3.0,0,1.88,right,Attack,0,0,0,1,Serie A,4,155.38,14.0,0.8534136546184738,0.3980129811732559,9.0,0.0,1,1,0.0,2.302585092994046,Rendah,No History,0.0579225125498777,2734.0,16.0,1.0,6.0,85.0,34.0,0.96875,0.5267008046817849,0.0329188002926115,0.5596196049743966,2.7980980248719827,1,2018,Rendah,835,Original,False
29.0,2.0,1,1.89,right,Midfield,0,0,1,0,La Liga,2,1090.0,1.0,0.0671641791044776,2.445980276081274,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2593.0,1.0,4.0,8.0,5.0,4.0,0.967741935483871,0.0347088314693405,0.1388353258773621,0.1735441573467026,0.1735441573467026,1,2017,Tinggi,836,Original,False
30.0,3.0,0,1.89,right,Midfield,0,0,1,0,La Liga,2,1160.0,1.0,0.0508474576271186,2.577218409751932,80.0,0.0,1,1,0.0,4.394449154672439,Tinggi,No History,0.0689655172413793,2715.0,0.0,1.0,10.0,8.0,0.0,0.8571428571428571,0.0,0.0331491712707182,0.0331491712707182,0.2651933701657458,1,2018,Tinggi,837,Original,False
31.0,4.0,0,1.89,right,Midfield,0,0,1,0,La Liga,2,930.28,1.0,0.05,2.1759769819071795,50.0,80.0,1,2,-0.375,3.9318256327243257,Tinggi,Tinggi,0.0537472588897966,2483.0,2.0,2.0,9.0,10.0,4.0,0.8787878787878788,0.0724929520741039,0.0724929520741039,0.1449859041482078,0.3624647603705195,1,2019,Menengah,838,Original,False
32.0,5.0,0,1.89,right,Midfield,0,0,1,0,La Liga,2,813.5,1.0,0.0588235294117647,1.974098287932958,28.0,50.0,1,3,-0.44,3.367295829986474,Menengah,Tinggi,0.034419176398279,2517.0,0.0,5.0,9.0,3.0,1.0,0.8888888888888888,0.0,0.1787842669845053,0.1787842669845053,0.1072705601907032,1,2020,Rendah,839,Original,False
33.0,6.0,0,1.89,right,Midfield,0,0,1,0,La Liga,2,735.6,2.0,0.1551724137931034,1.850206308836289,9.0,28.0,1,4,-0.6785714285714286,2.302585092994046,Rendah,Menengah,0.0122349102773246,3198.0,2.0,0.0,12.0,14.0,4.0,1.0,0.0562851782363977,0.0,0.0562851782363977,0.3939962476547842,1,2021,Rendah,840,Original,False
30.0,3.0,0,1.8,right,Goalkeeper,1,0,0,0,La Liga,2,83.0,19.0,0.9745762711864406,0.1844044206977675,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,3150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2018,Rendah,841,Original,False
30.0,3.0,0,1.67,both,Attack,0,0,0,1,Premier League,1,884.25,2.0,0.0947521865889212,1.9061253632694648,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1523.0,4.0,2.0,1.0,56.0,20.0,0.5483870967741935,0.2363755745239658,0.1181877872619829,0.3545633617859488,3.309258043335522,1,2017,Menengah,842,Original,False
31.0,4.0,0,1.67,both,Attack,0,0,0,1,Premier League,1,1170.0,2.0,0.122077922077922,2.1399797095052966,25.0,0.0,1,1,0.0,3.258096538021482,Menengah,No History,0.0213675213675213,1778.0,8.0,2.0,2.0,57.0,25.0,0.6774193548387096,0.404949381327334,0.1012373453318335,0.5061867266591675,2.8852643419572552,1,2018,Menengah,843,Original,False
32.0,5.0,0,1.67,both,Attack,0,0,0,1,Premier League,1,705.85,4.0,0.2280701754385964,1.4725948992852322,20.0,25.0,1,2,-0.2,3.044522437723423,Menengah,Menengah,0.0283346320039668,661.0,1.0,1.0,1.0,22.0,10.0,0.7272727272727273,0.1361573373676248,0.1361573373676248,0.2723146747352496,2.995461422087746,1,2019,Rendah,844,Original,False
33.0,6.0,0,1.67,both,Attack,0,0,0,1,Serie A,4,395.65,6.0,0.4271653543307087,1.143064123109345,9.5,20.0,1,3,-0.525,2.3513752571634776,Rendah,Menengah,0.0240111209402249,1591.0,5.0,2.0,5.0,43.0,16.0,0.7407407407407407,0.2828409805153991,0.1131363922061596,0.3959773727215588,2.4324324324324325,1,2020,Rendah,845,Original,False
30.0,3.0,0,1.71,left,Defender,0,1,0,0,La Liga,2,220.0,8.0,0.6741293532338308,0.4936840924200736,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2536.0,0.0,0.0,14.0,12.0,3.0,0.9666666666666668,0.0,0.0,0.0,0.4258675078864353,1,2017,Rendah,846,Original,False
30.0,3.0,0,1.9,right,Midfield,0,0,1,0,Premier League,1,304.25,8.0,0.4708454810495627,0.6558537085380092,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1410.0,3.0,0.0,0.0,14.0,4.0,0.8947368421052632,0.1914893617021276,0.0,0.1914893617021276,0.8936170212765958,1,2017,Rendah,847,Original,False
31.0,4.0,0,1.9,right,Midfield,0,0,1,0,La Liga,2,230.65,10.0,0.6927966101694916,0.5124443329390372,10.0,0.0,1,1,0.0,2.3978952727983707,Rendah,No History,0.0433557337957944,1665.0,3.0,1.0,7.0,18.0,7.0,1.0,0.1621621621621621,0.054054054054054,0.2162162162162162,0.972972972972973,1,2018,Rendah,848,Original,False
32.0,5.0,0,1.9,right,Midfield,0,0,1,0,La Liga,2,208.68,9.0,0.6857142857142857,0.4881141985040958,9.0,10.0,1,2,-0.1,2.302585092994046,Rendah,Rendah,0.0431282346175963,2648.0,1.0,2.0,10.0,21.0,4.0,0.9705882352941176,0.0339879154078549,0.0679758308157099,0.1019637462235649,0.7137462235649548,1,2019,Rendah,849,Original,False
30.0,3.0,0,1.84,right,Attack,0,0,0,1,Premier League,1,196.0,13.0,0.7317784256559767,0.4225055936678711,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1844.0,5.0,2.0,1.0,36.0,15.0,0.6896551724137931,0.2440347071583514,0.0976138828633405,0.341648590021692,1.7570498915401302,1,2017,Rendah,850,Original,False
31.0,4.0,0,1.84,right,Attack,0,0,0,1,Premier League,1,239.1,15.0,0.8324675324675325,0.4373240585835182,10.0,0.0,1,1,0.0,2.3978952727983707,Rendah,No History,0.041823504809703,2545.0,9.0,5.0,4.0,63.0,29.0,0.875,0.3182711198428291,0.1768172888015717,0.4950884086444008,2.2278978388998034,1,2018,Rendah,851,Original,False
32.0,5.0,0,1.84,right,Attack,0,0,0,1,Premier League,1,199.6,16.0,0.8669590643274854,0.4164198369304134,10.0,10.0,1,2,0.0,2.3978952727983707,Rendah,Rendah,0.0501002004008016,2225.0,10.0,2.0,3.0,45.0,23.0,0.9629629629629628,0.4044943820224719,0.0808988764044943,0.4853932584269663,1.820224719101124,1,2019,Rendah,852,Original,False
27.0,0.0,1,1.83,right,Attack,0,0,0,1,Bundesliga,3,143.6,8.0,0.6225961538461539,0.4827331519442223,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,290.0,1.0,0.0,0.0,4.0,1.0,0.6,0.3103448275862069,0.0,0.3103448275862069,1.2413793103448276,1,2017,Rendah,853,Original,False
28.0,1.0,1,1.83,right,Attack,0,0,0,1,Bundesliga,3,229.25,8.0,0.575,0.6668038130574822,5.0,0.0,1,1,0.0,1.791759469228055,Rendah,No History,0.0218102508178844,1692.0,6.0,5.0,1.0,36.0,13.0,0.7692307692307693,0.3191489361702127,0.2659574468085106,0.5851063829787234,1.9148936170212765,1,2018,Rendah,854,Original,False
29.0,2.0,1,1.83,right,Attack,0,0,0,1,Bundesliga,3,207.6,10.0,0.7535211267605634,0.5961127058360102,10.0,5.0,1,2,1.0,2.3978952727983707,Rendah,Rendah,0.048169556840077,1200.0,2.0,2.0,0.0,23.0,9.0,0.6666666666666666,0.15,0.15,0.3,1.725,1,2019,Rendah,855,Original,False
26.0,1.0,1,1.83,right,Midfield,0,0,1,0,Premier League,1,297.0,9.0,0.5189504373177842,0.640225312853866,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2897.0,1.0,0.0,11.0,27.0,4.0,1.0,0.0310666206420434,0.0,0.0310666206420434,0.8387987573351743,1,2017,Rendah,856,Original,False
27.0,0.0,1,1.83,right,Midfield,0,0,1,0,Premier League,1,305.4,10.0,0.6051948051948052,0.558589575455485,12.0,0.0,1,1,0.0,2.5649493574615367,Rendah,No History,0.0392927308447937,2136.0,1.0,0.0,11.0,10.0,4.0,0.8064516129032258,0.0421348314606741,0.0,0.0421348314606741,0.4213483146067415,1,2018,Rendah,857,Original,False
28.0,1.0,1,1.83,right,Midfield,0,0,1,0,Premier League,1,210.75,14.0,0.7763157894736842,0.4396817666988208,10.0,12.0,1,2,-0.1666666666666666,2.3978952727983707,Rendah,Rendah,0.0474495848161328,1860.0,0.0,0.0,5.0,8.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3870967741935484,1,2019,Rendah,858,Original,False
29.0,2.0,1,1.83,right,Midfield,0,0,1,0,Premier League,1,282.8,13.0,0.7259887005649718,0.5467774190350649,8.0,10.0,1,3,-0.2,2.19722457733622,Rendah,Rendah,0.0282885431400282,1763.0,1.0,1.0,6.0,14.0,4.0,0.9523809523809524,0.0510493477027793,0.0510493477027793,0.1020986954055587,0.714690867838911,1,2020,Rendah,859,Original,False
30.0,3.0,0,1.83,right,Midfield,0,0,1,0,Premier League,1,274.3,15.0,0.8213256484149856,0.518757820981814,6.0,8.0,1,4,-0.25,1.9459101490553128,Rendah,Rendah,0.0218738607364199,2889.0,2.0,2.0,9.0,24.0,4.0,0.9444444444444444,0.0623052959501557,0.0623052959501557,0.1246105919003115,0.7476635514018691,1,2021,Rendah,860,Original,False
27.0,0.0,1,1.75,left,Midfield,0,0,1,0,La Liga,2,232.95,7.0,0.6069651741293532,0.5227441333148006,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1928.0,4.0,5.0,4.0,67.0,15.0,0.5555555555555556,0.1867219917012448,0.233402489626556,0.4201244813278008,3.127593360995851,1,2017,Rendah,861,Original,False
28.0,1.0,1,1.75,left,Midfield,0,0,1,0,La Liga,2,290.75,7.0,0.5317796610169492,0.6459709074442882,5.0,0.0,1,1,0.0,1.791759469228055,Rendah,No History,0.0171969045571797,2655.0,7.0,2.0,5.0,66.0,25.0,0.9375,0.2372881355932203,0.0677966101694915,0.3050847457627119,2.23728813559322,1,2018,Menengah,862,Original,False
29.0,2.0,1,1.75,left,Midfield,0,0,1,0,La Liga,2,244.35,7.0,0.5833333333333334,0.5715483247291345,25.0,5.0,1,2,4.0,3.258096538021482,Menengah,Rendah,0.1023122570083896,3163.0,6.0,6.0,5.0,52.0,17.0,1.0,0.1707239962061334,0.1707239962061334,0.3414479924122668,1.479607967119823,1,2019,Menengah,863,Original,False
30.0,3.0,0,1.75,left,Midfield,0,0,1,0,La Liga,2,207.7,8.0,0.6470588235294118,0.5040199316578676,20.0,25.0,1,3,-0.2,3.044522437723423,Menengah,Menengah,0.0962927298988926,2498.0,8.0,6.0,4.0,47.0,13.0,0.9032258064516128,0.288230584467574,0.2161729383506805,0.5044035228182546,1.6933546837469975,1,2020,Menengah,864,Original,False
31.0,4.0,0,1.75,left,Midfield,0,0,1,0,La Liga,2,259.0,8.0,0.6530172413793104,0.6514456688262626,20.0,20.0,1,4,0.0,3.044522437723423,Menengah,Menengah,0.0772200772200772,2791.0,5.0,8.0,6.0,54.0,25.0,0.9705882352941176,0.1612325331422429,0.2579720530275887,0.4192045861698316,1.7413113579362234,1,2021,Menengah,865,Original,False
29.0,2.0,1,1.81,right,Defender,0,1,0,0,Premier League,1,165.49,17.0,0.89067055393586,0.3567369933474285,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,3030.0,0.0,2.0,1.0,12.0,1.0,1.0,0.0,0.0594059405940594,0.0594059405940594,0.3564356435643565,1,2017,Rendah,866,Original,False
28.0,1.0,1,1.89,right,Midfield,0,0,1,0,Premier League,1,268.1,10.0,0.5728862973760933,0.5779272941956952,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2799.0,2.0,3.0,5.0,23.0,5.0,0.9696969696969696,0.0643086816720257,0.0964630225080385,0.1607717041800643,0.7395498392282958,1,2017,Rendah,867,Original,False
29.0,2.0,1,1.89,right,Midfield,0,0,1,0,Premier League,1,289.0,12.0,0.6987012987012987,0.5285932786726758,12.0,0.0,1,1,0.0,2.5649493574615367,Rendah,No History,0.0415224913494809,1899.0,0.0,2.0,3.0,20.0,8.0,0.6774193548387096,0.0,0.0947867298578199,0.0947867298578199,0.947867298578199,1,2018,Rendah,868,Original,False
30.0,3.0,0,1.89,right,Midfield,0,0,1,0,Premier League,1,189.33,17.0,0.9005847953216374,0.3949938262827414,10.0,12.0,1,2,-0.1666666666666666,2.3978952727983707,Rendah,Rendah,0.0528178312998468,2528.0,1.0,1.0,4.0,24.0,4.0,0.8285714285714286,0.0356012658227848,0.0356012658227848,0.0712025316455696,0.8544303797468354,1,2019,Rendah,869,Original,False
31.0,4.0,0,1.89,right,Midfield,0,0,1,0,Premier League,1,193.85,17.0,0.8926553672316384,0.3747977463930245,8.0,10.0,1,3,-0.2,2.19722457733622,Rendah,Rendah,0.0412690224400309,3121.0,1.0,0.0,4.0,7.0,3.0,0.9722222222222222,0.0288369112463953,0.0,0.0288369112463953,0.2018583787247677,1,2020,Rendah,870,Original,False
27.0,0.0,1,1.85,right,Attack,0,0,0,1,Premier League,1,694.0,6.0,0.3469387755102041,1.496014704109707,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1194.0,5.0,2.0,1.0,32.0,13.0,0.4285714285714285,0.3768844221105527,0.1507537688442211,0.5276381909547738,2.412060301507537,1,2017,Menengah,871,Original,False
28.0,1.0,1,1.85,right,Attack,0,0,0,1,Premier League,1,659.05,5.0,0.335064935064935,1.205430450896979,15.0,0.0,1,1,0.0,2.772588722239781,Menengah,No History,0.0227600333813822,153.0,1.0,1.0,0.0,4.0,2.0,0.125,0.5882352941176471,0.5882352941176471,1.1764705882352942,2.3529411764705883,1,2018,Rendah,872,Original,False
