age,age_peak_distance,is_peak_age,height_m,preferred_foot,pos_category,is_goalkeeper,is_defender,is_midfielder,is_forward,league,league_rank,club_total_mv_mio,club_total_mv_rank_league_season,club_total_mv_pct_league_season,club_mv_relative_to_league_avg,prev_season_mv,two_seasons_ago_mv,has_prev_mv,mv_history_count,prev_growth_rate_clipped,prev_season_mv_log,prev_mv_category,two_seasons_ago_mv_category,prev_mv_to_club_total_ratio,minutes,goals,assists,yellow_cards,shots_total,shots_on_target,starts_rate,goals_per_90,assists_per_90,goal_assist_per_90,shots_per_90,has_performance_stats,season,market_value_category,_source_row_id,_oversampling_status,_is_oversampled_duplicate
26.0,1.0,1,1.86,right,Defender,0,1,0,0,Premier League,1,510.6,8.0,0.4731638418079096,0.9872155239013584,5.5,7.0,1,3,-0.2142857142857142,1.8718021769015916,Rendah,Rendah,0.0107716412064238,722.0,1.0,0.0,3.0,3.0,1.0,0.6666666666666666,0.1246537396121883,0.0,0.1246537396121883,0.3739612188365651,1,2020,Rendah,3244,Original,False
27.0,0.0,1,1.86,right,Defender,0,1,0,0,Premier League,1,526.55,7.0,0.4106628242074928,0.9958145484432158,5.0,5.5,1,4,-0.0909090909090909,1.791759469228055,Rendah,Rendah,0.0094957743804007,2123.0,0.0,0.0,4.0,2.0,1.0,0.8214285714285714,0.0,0.0,0.0,0.0847856806406029,1,2021,Rendah,3245,Original,False
24.0,3.0,1,1.73,right,Attack,0,0,0,1,La Liga,2,398.05,4.0,0.373134328358209,0.8932316044900468,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,528.0,2.0,1.0,1.0,5.0,3.0,0.3571428571428571,0.3409090909090909,0.1704545454545454,0.5113636363636364,0.8522727272727273,1,2017,Rendah,3246,Original,False
25.0,2.0,1,1.73,right,Attack,0,0,0,1,Premier League,1,254.25,13.0,0.7363636363636363,0.4650340522578817,6.0,0.0,1,1,0.0,1.9459101490553128,Rendah,No History,0.023598820058997,986.0,1.0,4.0,1.0,24.0,8.0,0.5,0.0912778904665314,0.3651115618661257,0.4563894523326572,2.1906693711967544,1,2018,Rendah,3247,Original,False
25.0,2.0,1,1.75,right,Midfield,0,0,1,0,La Liga,2,294.75,6.0,0.5166666666666667,0.6894367452994165,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1596.0,3.0,3.0,5.0,16.0,10.0,0.75,0.169172932330827,0.169172932330827,0.3383458646616541,0.9022556390977444,1,2019,Rendah,3248,Original,False
26.0,1.0,1,1.75,right,Midfield,0,0,1,0,La Liga,2,418.25,4.0,0.3529411764705882,1.0149558806735828,13.5,0.0,1,1,0.0,2.6741486494265287,Rendah,No History,0.0322773460848774,1400.0,0.0,3.0,2.0,11.0,3.0,0.4545454545454545,0.0,0.1928571428571428,0.1928571428571428,0.7071428571428572,1,2020,Rendah,3249,Original,False
27.0,0.0,1,1.75,right,Midfield,0,0,1,0,La Liga,2,385.0,5.0,0.4288793103448275,0.9683651833903903,13.0,13.5,1,2,-0.037037037037037,2.6390573296152584,Rendah,Rendah,0.0337662337662337,1008.0,2.0,3.0,2.0,14.0,5.0,0.4230769230769231,0.1785714285714285,0.2678571428571428,0.4464285714285714,1.25,1,2021,Rendah,3250,Original,False
25.0,2.0,1,1.79,left,Defender,0,1,0,0,Bundesliga,3,373.25,4.0,0.3251121076233184,1.0804516011786542,4.8,0.0,1,1,0.0,1.7578579175523736,Below 5,No History,0.0128600133958472,1570.0,0.0,0.0,4.0,6.0,1.0,0.8636363636363636,0.0,0.0,0.0,0.3439490445859873,1,2020,Rendah,3251,Original,False
24.0,3.0,1,1.77,right,Defender,0,1,0,0,Ligue 1,5,86.95,15.0,0.8865740740740741,0.2812258266807261,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2880.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0625,1,2018,Rendah,3252,Original,False
26.0,1.0,1,1.77,right,Defender,0,1,0,0,Ligue 1,5,105.18,13.0,0.8146551724137931,0.368584375566431,4.8,6.0,1,2,-0.2,1.7578579175523736,Below 5,Rendah,0.0456360524814603,3324.0,0.0,3.0,4.0,6.0,3.0,1.0,0.0,0.0812274368231047,0.0812274368231047,0.1624548736462094,1,2020,Rendah,3253,Original,False
27.0,0.0,1,1.77,right,Defender,0,1,0,0,Ligue 1,5,149.4,9.0,0.6798245614035088,0.4759872593842147,6.0,4.8,1,3,0.25,1.9459101490553128,Rendah,Below 5,0.0401606425702811,2235.0,1.0,0.0,5.0,8.0,3.0,0.896551724137931,0.0402684563758389,0.0,0.0402684563758389,0.3221476510067114,1,2021,Rendah,3254,Original,False
23.0,4.0,0,1.82,right,Defender,0,1,0,0,Premier League,1,694.0,6.0,0.3469387755102041,1.496014704109707,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,866.0,0.0,0.0,1.0,10.0,3.0,0.8333333333333334,0.0,0.0,0.0,1.039260969976905,1,2017,Rendah,3255,Original,False
24.0,3.0,1,1.82,right,Defender,0,1,0,0,Premier League,1,254.25,13.0,0.7363636363636363,0.4650340522578817,14.0,0.0,1,1,0.0,2.70805020110221,Rendah,No History,0.0550639134709931,2588.0,2.0,0.0,9.0,35.0,11.0,0.935483870967742,0.0695517774343122,0.0,0.0695517774343122,1.2171561051004636,1,2018,Rendah,3256,Original,False
25.0,2.0,1,1.82,right,Defender,0,1,0,0,Premier League,1,607.65,6.0,0.3713450292397661,1.2677230155849986,14.0,14.0,1,2,0.0,2.70805020110221,Rendah,Rendah,0.0230395787048465,1102.0,1.0,1.0,5.0,12.0,2.0,0.9285714285714286,0.0816696914700544,0.0816696914700544,0.1633393829401089,0.9800362976406536,1,2019,Rendah,3257,Original,False
26.0,1.0,1,1.82,right,Defender,0,1,0,0,Premier League,1,619.25,6.0,0.3545197740112994,1.197284005436577,14.5,14.0,1,3,0.0357142857142857,2.740840023925201,Rendah,Rendah,0.023415421881308,753.0,0.0,2.0,0.0,8.0,0.0,0.8,0.0,0.2390438247011952,0.2390438247011952,0.9561752988047808,1,2020,Rendah,3258,Original,False
27.0,0.0,1,1.82,right,Defender,0,1,0,0,Premier League,1,487.75,8.0,0.4668587896253602,0.9224357534957336,12.0,14.5,1,4,-0.1724137931034483,2.5649493574615367,Rendah,Rendah,0.0246027678113787,831.0,1.0,0.0,1.0,3.0,1.0,0.8181818181818182,0.1083032490974729,0.0,0.1083032490974729,0.3249097472924188,1,2021,Rendah,3259,Original,False
22.0,5.0,0,1.89,right,Defender,0,1,0,0,Bundesliga,3,373.3,3.0,0.2475961538461538,1.2549044959664222,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2190.0,1.0,0.0,2.0,11.0,3.0,0.9615384615384616,0.0410958904109589,0.0,0.0410958904109589,0.452054794520548,1,2017,Rendah,3260,Original,False
23.0,4.0,0,1.89,right,Defender,0,1,0,0,Bundesliga,3,479.0,3.0,0.2340909090909091,1.3932345755922966,12.0,0.0,1,1,0.0,2.5649493574615367,Rendah,No History,0.0250521920668058,2003.0,5.0,1.0,1.0,13.0,6.0,0.8461538461538461,0.2246630054917623,0.0449326010983524,0.2695956065901148,0.5841238142785821,1,2018,Menengah,3261,Original,False
24.0,3.0,1,1.89,right,Defender,0,1,0,0,Bundesliga,3,570.48,3.0,0.2464788732394366,1.6381039326846198,30.0,12.0,1,2,1.5,3.4339872044851463,Menengah,Rendah,0.0525872949095498,2643.0,3.0,1.0,1.0,12.0,7.0,1.0,0.1021566401816118,0.0340522133938706,0.1362088535754824,0.4086265607264472,1,2019,Menengah,3262,Original,False
25.0,2.0,1,1.89,right,Defender,0,1,0,0,Bundesliga,3,574.95,3.0,0.2309417040358744,1.6643151991899996,28.0,30.0,1,3,-0.0666666666666666,3.367295829986474,Menengah,Menengah,0.048699886946691,1446.0,1.0,0.0,2.0,12.0,2.0,0.6521739130434783,0.0622406639004149,0.0,0.0622406639004149,0.7468879668049793,1,2020,Menengah,3263,Original,False
26.0,1.0,1,1.89,right,Defender,0,1,0,0,Bundesliga,3,498.95,3.0,0.2437810945273631,1.5048120278188326,27.0,28.0,1,4,-0.0357142857142857,3.332204510175204,Menengah,Menengah,0.0541136386411464,1648.0,0.0,1.0,1.0,6.0,1.0,0.7391304347826086,0.0,0.0546116504854369,0.0546116504854369,0.3276699029126214,1,2021,Menengah,3264,Original,False
24.0,3.0,1,1.88,right,Midfield,0,0,1,0,Serie A,4,103.55,14.0,0.9154228855721394,0.3040168070270971,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2770.0,3.0,0.0,9.0,35.0,11.0,0.96875,0.0974729241877256,0.0,0.0974729241877256,1.1371841155234657,1,2017,Rendah,3265,Original,False
25.0,2.0,1,1.88,right,Midfield,0,0,1,0,Serie A,4,119.68,15.0,0.891566265060241,0.306565797315068,6.0,0.0,1,1,0.0,1.9459101490553128,Rendah,No History,0.0501336898395721,2357.0,6.0,2.0,6.0,34.0,10.0,0.9642857142857144,0.2291047942299533,0.0763682647433177,0.3054730589732711,1.298260500636402,1,2018,Rendah,3266,Original,False
26.0,1.0,1,1.88,right,Midfield,0,0,1,0,Serie A,4,302.23,7.0,0.5340425531914894,0.8880944732588396,10.0,6.0,1,2,0.6666666666666666,2.3978952727983707,Rendah,Rendah,0.0330873837805644,2950.0,7.0,6.0,9.0,32.0,14.0,0.8648648648648649,0.2135593220338983,0.1830508474576271,0.3966101694915254,0.976271186440678,1,2019,Rendah,3267,Original,False
27.0,0.0,1,1.88,right,Midfield,0,0,1,0,Serie A,4,286.8,8.0,0.5433070866141733,0.8285878693485662,12.0,10.0,1,3,0.2,2.5649493574615367,Rendah,Rendah,0.0418410041841004,2002.0,1.0,3.0,8.0,16.0,3.0,0.6774193548387096,0.0449550449550449,0.1348651348651348,0.1798201798201798,0.7192807192807193,1,2020,Rendah,3268,Original,False
28.0,1.0,1,1.88,right,Midfield,0,0,1,0,Serie A,4,325.8,7.0,0.5200803212851406,0.954729432012473,9.0,12.0,1,4,-0.25,2.302585092994046,Rendah,Rendah,0.0276243093922651,341.0,0.0,1.0,2.0,3.0,2.0,0.6666666666666666,0.0,0.2639296187683284,0.2639296187683284,0.7917888563049854,1,2021,Rendah,3269,Original,False
23.0,4.0,0,1.72,right,Attack,0,0,0,1,Premier League,1,169.3,15.0,0.8163265306122449,0.3649499847345438,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,228.0,0.0,0.0,1.0,4.0,0.0,0.25,0.0,0.0,0.0,1.5789473684210529,1,2017,Rendah,3270,Original,False
24.0,3.0,1,1.72,right,Attack,0,0,0,1,Ligue 1,5,385.83,3.0,0.2685185185185185,1.24790524103766,7.0,0.0,1,1,0.0,2.079441541679836,Rendah,No History,0.0181427053365471,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.91304347826087,1,2018,Rendah,3271,Original,False
23.0,4.0,0,1.75,right,Midfield,0,0,1,0,Bundesliga,3,126.15,11.0,0.7644230769230769,0.4240723336891619,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1815.0,1.0,3.0,4.0,36.0,17.0,0.7586206896551724,0.0495867768595041,0.1487603305785124,0.1983471074380165,1.7851239669421486,1,2017,Rendah,3272,Original,False
24.0,3.0,1,1.75,right,Midfield,0,0,1,0,Bundesliga,3,313.4,6.0,0.4545454545454545,0.911565169082726,8.0,0.0,1,1,0.0,2.19722457733622,Rendah,No History,0.0255264837268666,1626.0,0.0,1.0,3.0,21.0,2.0,0.5517241379310345,0.0,0.055350553505535,0.055350553505535,1.1623616236162362,1,2018,Rendah,3273,Original,False
25.0,2.0,1,1.75,right,Midfield,0,0,1,0,Bundesliga,3,208.98,9.0,0.6901408450704225,0.6000753047476368,11.0,8.0,1,2,0.375,2.4849066497880004,Rendah,Rendah,0.0526366159441094,1048.0,0.0,1.0,2.0,25.0,7.0,0.4782608695652174,0.0,0.0858778625954198,0.0858778625954198,2.1469465648854964,1,2019,Rendah,3274,Original,False
25.0,2.0,1,1.75,right,Defender,0,1,0,0,Premier League,1,434.1,7.0,0.4506493506493506,0.7939873435010677,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,3123.0,2.0,6.0,7.0,26.0,9.0,1.0,0.0576368876080691,0.1729106628242074,0.2305475504322766,0.7492795389048991,1,2018,Menengah,3275,Original,False
26.0,1.0,1,1.75,right,Defender,0,1,0,0,Premier League,1,411.1,8.0,0.489766081871345,0.8576663074253156,25.0,0.0,1,1,0.0,3.258096538021482,Menengah,No History,0.0608124543906592,2520.0,3.0,2.0,1.0,18.0,5.0,1.0,0.1071428571428571,0.0714285714285714,0.1785714285714285,0.6428571428571429,1,2019,Menengah,3276,Original,False
27.0,0.0,1,1.75,right,Defender,0,1,0,0,Premier League,1,510.6,8.0,0.4731638418079096,0.9872155239013584,32.0,25.0,1,2,0.28,3.49650756146648,Menengah,Menengah,0.0626713670191931,959.0,0.0,1.0,3.0,7.0,4.0,0.6666666666666666,0.0,0.0938477580813347,0.0938477580813347,0.6569343065693432,1,2020,Menengah,3277,Original,False
28.0,1.0,1,1.75,right,Defender,0,1,0,0,Premier League,1,526.55,7.0,0.4106628242074928,0.9958145484432158,30.0,32.0,1,3,-0.0625,3.4339872044851463,Menengah,Menengah,0.0569746462824043,991.0,1.0,3.0,3.0,10.0,2.0,0.9285714285714286,0.0908173562058526,0.272452068617558,0.3632694248234107,0.9081735620585268,1,2021,Menengah,3278,Original,False
24.0,3.0,1,1.75,right,Midfield,0,0,1,0,Ligue 1,5,105.7,10.0,0.7409638554216867,0.3511664453138446,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2578.0,5.0,3.0,4.0,56.0,16.0,0.8055555555555556,0.1745539177657098,0.1047323506594259,0.2792862684251357,1.9550038789759503,1,2017,Rendah,3279,Original,False
25.0,2.0,1,1.75,right,Midfield,0,0,1,0,Ligue 1,5,98.0,13.0,0.8125,0.3169652790651081,8.0,0.0,1,1,0.0,2.19722457733622,Rendah,No History,0.0816326530612244,2479.0,5.0,8.0,5.0,53.0,18.0,0.8235294117647058,0.18152480839048,0.290439693424768,0.471964501815248,1.9241629689390884,1,2018,Rendah,3280,Original,False
26.0,1.0,1,1.75,right,Midfield,0,0,1,0,Ligue 1,5,91.13,11.0,0.8372093023255814,0.2985759583489056,8.0,8.0,1,2,0.0,2.19722457733622,Rendah,Rendah,0.0877866783715571,2072.0,8.0,1.0,4.0,49.0,18.0,0.96,0.3474903474903475,0.0434362934362934,0.3909266409266409,2.1283783783783785,1,2019,Rendah,3281,Original,False
27.0,0.0,1,1.75,right,Midfield,0,0,1,0,Ligue 1,5,109.65,11.0,0.7370689655172413,0.3842486858800072,6.5,8.0,1,3,-0.1875,2.0149030205422647,Rendah,Rendah,0.0592795257637938,2624.0,5.0,1.0,8.0,50.0,17.0,0.8378378378378378,0.1714939024390244,0.0342987804878048,0.2057926829268292,1.714939024390244,1,2020,Rendah,3282,Original,False
28.0,1.0,1,1.75,right,Midfield,0,0,1,0,Ligue 1,5,120.05,11.0,0.7763157894736842,0.3824783834610105,6.0,6.5,1,4,-0.0769230769230769,1.9459101490553128,Rendah,Rendah,0.0499791753436068,2389.0,8.0,4.0,2.0,48.0,19.0,0.8709677419354839,0.301381331100879,0.1506906655504395,0.4520719966513185,1.808287986605274,1,2021,Rendah,3283,Original,False
23.0,4.0,0,1.68,right,Midfield,0,0,1,0,Serie A,4,242.05,9.0,0.6124497991967871,0.6200221527415793,3.5,0.0,1,1,0.0,1.5040773967762742,Below 5,No History,0.0144598223507539,1972.0,2.0,4.0,8.0,36.0,7.0,0.8214285714285714,0.0912778904665314,0.1825557809330628,0.2738336713995943,1.643002028397566,1,2018,Menengah,3284,Original,False
24.0,3.0,1,1.68,right,Midfield,0,0,1,0,Serie A,4,606.05,2.0,0.1361702127659574,1.780861117422227,18.0,3.5,1,2,4.142857142857143,2.9444389791664403,Menengah,Below 5,0.0297005197590957,723.0,3.0,2.0,2.0,29.0,10.0,0.75,0.3734439834024896,0.2489626556016597,0.6224066390041494,3.6099585062240656,1,2019,Menengah,3285,Original,False
25.0,2.0,1,1.68,right,Midfield,0,0,1,0,Serie A,4,663.9,1.0,0.0354330708661417,1.9180595762221515,24.0,18.0,1,3,0.3333333333333333,3.218875824868201,Menengah,Menengah,0.0361500225937641,603.0,0.0,0.0,1.0,18.0,7.0,0.2222222222222222,0.0,0.0,0.0,2.686567164179104,1,2020,Rendah,3286,Original,False
26.0,1.0,1,1.68,right,Midfield,0,0,1,0,Serie A,4,128.55,15.0,0.8895582329317269,0.3767049370325457,13.0,24.0,1,4,-0.4583333333333333,2.6390573296152584,Rendah,Menengah,0.1011279657720731,754.0,1.0,0.0,1.0,10.0,4.0,0.9090909090909092,0.1193633952254641,0.0,0.1193633952254641,1.1936339522546418,1,2021,Rendah,3287,Original,False
22.0,5.0,0,1.81,right,Defender,0,1,0,0,Ligue 1,5,529.8,2.0,0.1957831325301204,1.7601512083942752,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1248.0,1.0,5.0,3.0,7.0,2.0,0.65,0.0721153846153846,0.3605769230769231,0.4326923076923076,0.5048076923076923,1,2017,Rendah,3288,Original,False
23.0,4.0,0,1.81,right,Defender,0,1,0,0,Ligue 1,5,385.83,3.0,0.2685185185185185,1.24790524103766,8.0,0.0,1,1,0.0,2.19722457733622,Rendah,No History,0.0207345203846253,346.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5202312138728323,1,2018,Rendah,3289,Original,False
24.0,3.0,1,1.81,right,Defender,0,1,0,0,Bundesliga,3,208.98,9.0,0.6901408450704225,0.6000753047476368,6.5,8.0,1,2,-0.1875,2.0149030205422647,Rendah,Rendah,0.0311034548760646,1491.0,1.0,3.0,2.0,15.0,5.0,0.9473684210526316,0.0603621730382293,0.1810865191146881,0.2414486921529175,0.9054325955734408,1,2019,Rendah,3290,Original,False
25.0,2.0,1,1.81,right,Defender,0,1,0,0,Bundesliga,3,269.15,6.0,0.4618834080717489,0.7791119851499927,6.5,6.5,1,3,0.0,2.0149030205422647,Rendah,Rendah,0.0241501021735091,704.0,1.0,1.0,2.0,16.0,4.0,0.4705882352941176,0.1278409090909091,0.1278409090909091,0.2556818181818182,2.0454545454545454,1,2020,Rendah,3291,Original,False
26.0,1.0,1,1.73,left,Defender,0,1,0,0,La Liga,2,63.35,18.0,0.9841628959276018,0.1537297191647853,3.2,3.5,1,2,-0.0857142857142856,1.4350845252893227,Below 5,Below 5,0.0505130228887134,1260.0,1.0,1.0,4.0,11.0,3.0,1.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.7857142857142857,1,2020,Rendah,3292,Original,False
26.0,1.0,1,1.96,left,Attack,0,0,0,1,Serie A,4,119.68,15.0,0.891566265060241,0.306565797315068,1.2,0.0,1,1,0.0,0.7884573603642702,Below 5,No History,0.0100267379679144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018,Rendah,3293,Original,False
29.0,2.0,1,1.87,both,Attack,0,0,0,1,Ligue 1,5,70.3,13.0,0.8674698795180723,0.2335572479239666,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2055.0,12.0,2.0,3.0,53.0,27.0,0.8846153846153846,0.5255474452554745,0.0875912408759124,0.6131386861313869,2.321167883211679,1,2017,Rendah,3294,Original,False
25.0,2.0,1,1.85,left,Attack,0,0,0,1,La Liga,2,406.6,5.0,0.4343891402714932,0.986685143052908,3.2,0.0,1,2,0.0,1.4350845252893227,Below 5,No History,0.0078701426463354,390.0,1.0,2.0,5.0,7.0,4.0,0.3636363636363636,0.2307692307692307,0.4615384615384615,0.6923076923076924,1.6153846153846154,1,2020,Rendah,3295,Original,False
26.0,1.0,1,1.85,left,Attack,0,0,0,1,La Liga,2,376.95,6.0,0.5107758620689655,0.9481175477376824,9.0,3.2,1,3,1.8125,2.302585092994046,Rendah,Below 5,0.0238758456028651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2021,Rendah,3296,Original,False
22.0,5.0,0,1.72,right,Attack,0,0,0,1,Serie A,4,242.05,9.0,0.6124497991967871,0.6200221527415793,2.5,0.0,1,1,0.0,1.252762968495368,Below 5,No History,0.0103284445362528,1443.0,3.0,1.0,0.0,27.0,8.0,0.56,0.1871101871101871,0.0623700623700623,0.2494802494802494,1.6839916839916838,1,2018,Rendah,3297,Original,False
23.0,4.0,0,1.72,right,Attack,0,0,0,1,Serie A,4,167.98,9.0,0.6595744680851063,0.4936045714125661,6.0,2.5,1,2,1.4,1.9459101490553128,Rendah,Below 5,0.0357185379211811,2513.0,11.0,2.0,0.0,57.0,21.0,0.8235294117647058,0.3939514524472742,0.0716275368085953,0.4655789892558695,2.0413847990449665,1,2019,Menengah,3298,Original,False
24.0,3.0,1,1.72,right,Attack,0,0,0,1,Serie A,4,241.74,9.0,0.5984251968503937,0.6984059676998688,16.0,6.0,1,3,1.6666666666666667,2.833213344056216,Menengah,Rendah,0.0661868122776536,1785.0,4.0,2.0,0.0,32.0,15.0,0.7407407407407407,0.2016806722689075,0.1008403361344537,0.3025210084033614,1.6134453781512603,1,2020,Menengah,3299,Original,False
25.0,2.0,1,1.72,right,Attack,0,0,0,1,Serie A,4,251.0,9.0,0.6385542168674698,0.7355343383521508,20.0,16.0,1,4,0.25,3.044522437723423,Menengah,Menengah,0.0796812749003984,670.0,0.0,2.0,0.0,15.0,5.0,0.6666666666666666,0.0,0.2686567164179104,0.2686567164179104,2.014925373134328,1,2021,Menengah,3300,Original,False
27.0,0.0,1,1.8,right,Defender,0,1,0,0,La Liga,2,108.45,13.0,0.8793103448275862,0.2727771536069814,2.0,2.4,1,3,-0.1666666666666666,1.0986122886681098,Below 5,Below 5,0.0184416781927155,2902.0,0.0,1.0,9.0,20.0,1.0,0.9428571428571428,0.0,0.031013094417643,0.031013094417643,0.62026188835286,1,2021,Rendah,3301,Original,False
28.0,1.0,1,1.8,left,Attack,0,0,0,1,Premier League,1,889.2,3.0,0.1624293785310734,1.7192166937976654,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,1172.0,2.0,3.0,3.0,35.0,13.0,0.6521739130434783,0.1535836177474402,0.2303754266211604,0.3839590443686007,2.6877133105802047,1,2020,Tinggi,3302,Original,False
29.0,2.0,1,1.8,left,Attack,0,0,0,1,Premier League,1,914.5,3.0,0.170028818443804,1.729507937615271,38.0,0.0,1,1,0.0,3.6635616461296463,Tinggi,No History,0.0415527610716238,1319.0,4.0,3.0,3.0,52.0,19.0,0.6086956521739131,0.2729340409401061,0.2047005307050796,0.4776345716451857,3.54814253222138,1,2021,Menengah,3303,Original,False
23.0,4.0,0,1.71,right,Attack,0,0,0,1,Premier League,1,200.78,15.0,0.827485380116959,0.4188816375695812,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2766.0,10.0,3.0,3.0,96.0,38.0,0.8108108108108109,0.3253796095444685,0.0976138828633405,0.4229934924078091,3.123644251626898,1,2019,Menengah,3304,Original,False
24.0,3.0,1,1.71,right,Attack,0,0,0,1,Premier League,1,290.4,12.0,0.6709039548022598,0.5614715788111133,17.5,0.0,1,1,0.0,2.917770732084279,Menengah,No History,0.0602617079889807,2512.0,8.0,2.0,1.0,71.0,26.0,0.8787878787878788,0.286624203821656,0.071656050955414,0.35828025477707,2.543789808917197,1,2020,Menengah,3305,Original,False
25.0,2.0,1,1.71,right,Attack,0,0,0,1,Premier League,1,318.0,12.0,0.6772334293948127,0.6014035256004988,20.0,17.5,1,2,0.1428571428571428,3.044522437723423,Menengah,Menengah,0.0628930817610062,2276.0,8.0,2.0,7.0,61.0,15.0,0.78125,0.3163444639718805,0.0790861159929701,0.3954305799648506,2.4121265377855887,1,2021,Menengah,3306,Original,False
24.0,3.0,1,1.73,left,Defender,0,1,0,0,Bundesliga,3,62.4,18.0,0.9927884615384616,0.209767052098325,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,2378.0,1.0,1.0,6.0,21.0,7.0,0.9629629629629628,0.0378469301934398,0.0378469301934398,0.0756938603868797,0.7947855340622372,1,2017,Rendah,3307,Original,False
24.0,3.0,1,1.9,right,Midfield,0,0,1,0,La Liga,2,1090.0,1.0,0.0671641791044776,2.445980276081274,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,635.0,0.0,0.0,1.0,7.0,0.0,0.375,0.0,0.0,0.0,0.9921259842519684,1,2017,Menengah,3308,Original,False
25.0,2.0,1,1.9,right,Midfield,0,0,1,0,Premier League,1,529.1,6.0,0.3935064935064935,0.9677463797429507,15.0,0.0,1,1,0.0,2.772588722239781,Menengah,No History,0.0283500283500283,1980.0,1.0,1.0,7.0,21.0,5.0,0.8888888888888888,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.9545454545454546,1,2018,Menengah,3309,Original,False
26.0,1.0,1,1.9,right,Midfield,0,0,1,0,Premier League,1,420.55,7.0,0.4327485380116959,0.8773815752559389,28.0,15.0,1,2,0.8666666666666667,3.367295829986474,Menengah,Menengah,0.0665794792533586,1458.0,0.0,1.0,6.0,5.0,0.0,0.8947368421052632,0.0,0.0617283950617284,0.0617283950617284,0.308641975308642,1,2019,Menengah,3310,Original,False
27.0,0.0,1,1.9,right,Midfield,0,0,1,0,Premier League,1,511.2,7.0,0.4138418079096045,0.988375589146836,22.5,28.0,1,3,-0.1964285714285714,3.157000421150113,Menengah,Menengah,0.0440140845070422,1570.0,0.0,1.0,3.0,14.0,3.0,0.6071428571428571,0.0,0.0573248407643312,0.0573248407643312,0.802547770700637,1,2020,Menengah,3311,Original,False
28.0,1.0,1,1.9,right,Midfield,0,0,1,0,Premier League,1,479.05,9.0,0.5259365994236311,0.9059822608142106,20.0,22.5,1,4,-0.1111111111111111,3.044522437723423,Menengah,Menengah,0.0417492954806387,619.0,0.0,1.0,3.0,14.0,4.0,0.5,0.0,0.1453957996768982,0.1453957996768982,2.035541195476575,1,2021,Menengah,3312,Original,False
26.0,1.0,1,1.78,right,Defender,0,1,0,0,La Liga,2,65.6,16.0,0.9577114427860696,0.1472076202852583,0.0,0.0,0,0,0.0,0.0,No History,No History,0.0,3239.0,1.0,0.0,9.0,11.0,2.0,1.0,0.0277863538129052,0.0,0.0277863538129052,0.3056498919419574,1,2017,Menengah,3313,Original,False
27.0,0.0,1,1.78,right,Defender,0,1,0,0,La Liga,2,132.2,12.0,0.7690677966101694,0.293714029111384,15.0,0.0,1,1,0.0,2.772588722239781,Menengah,No History,0.113464447806354,2976.0,0.0,0.0,13.0,12.0,1.0,1.0,0.0,0.0,0.0,0.3629032258064515,1,2018,Menengah,3314,Original,False
28.0,1.0,1,1.78,right,Defender,0,1,0,0,La Liga,2,175.45,10.0,0.7309523809523809,0.4103873688304754,25.0,15.0,1,2,0.6666666666666666,3.258096538021482,Menengah,Menengah,0.1424907381020233,3060.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.1470588235294117,1,2019,Menengah,3315,Original,False
29.0,2.0,1,1.78,right,Defender,0,1,0,0,La Liga,2,170.1,10.0,0.748868778280543,0.4127770359894236,24.0,25.0,1,3,-0.04,3.218875824868201,Menengah,Menengah,0.1410934744268077,2941.0,0.0,1.0,8.0,3.0,1.0,1.0,0.0,0.0306018361101666,0.0306018361101666,0.0918055083304998,1,2020,Menengah,3316,Original,False
30.0,3.0,0,1.78,right,Defender,0,1,0,0,La Liga,2,208.68,10.0,0.7629310344827587,0.5248790817400174,18.0,24.0,1,4,-0.25,2.9444389791664403,Menengah,Menengah,0.0862564692351926,3115.0,0.0,1.0,11.0,4.0,1.0,1.0,0.0,0.0288924558587479,0.0288924558587479,0.1155698234349919,1,2021,Rendah,3317,Original,False
